Iteration	Replicate_ID	Posterior	Likelihood	Prior	diversification[1]	diversification[2]	extinction[1]	extinction[2]	rate_category_prior[1]	rate_category_prior[2]	speciation[1]	speciation[2]	transition_rates[1]	transition_rates[2]
8649	1	-1583.887	-1593.514	9.626666	0.200863	0.0498184	0.0304242	0.0791005	0.812911	0.187089	0.231287	0.128919	0.00297901	0.00803405
8650	0	-1683.064	-1683.784	0.7198679	0.141184	-0.012429	0.200369	6.44629	0.486114	0.513886	0.341552	6.43386	0.00109513	0.000315927
8651	1	-1582.233	-1593.391	11.15812	0.179891	0.0498184	0.0152765	0.0791005	0.791466	0.208534	0.195168	0.128919	0.0013414	0.00582364
8652	0	-1685.221	-1683.879	-1.342558	0.113363	-0.0247565	0.183727	6.45862	0.448558	0.551442	0.29709	6.43386	0.0142495	0.000241577
8653	1	-1582.018	-1592.841	10.82344	0.205775	0.0503689	0.018692	0.07855	0.791466	0.208534	0.224467	0.128919	0.0013414	0.00582364
8654	0	-1684.214	-1683.303	-0.9112583	0.14742	-0.00612356	0.140001	6.4627	0.448558	0.551442	0.287421	6.45658	0.0133468	0.000397473
8655	1	-1584.837	-1593.431	8.59409	0.178314	0.0379707	0.0442288	0.107116	0.743163	0.256837	0.222542	0.145087	0.00300048	0.00958926
8656	0	-1683.613	-1683.842	0.2281456	0.148157	-0.0167575	0.188574	6.45418	0.37605	0.62395	0.33673	6.43743	0.00424446	0.000397473
8657	1	-1584.046	-1593.986	9.940393	0.194345	0.043257	0.0139585	0.0985249	0.394545	0.605455	0.208304	0.141782	0.00288466	0.00958926
8658	0	-1685.023	-1685.259	0.2362375	0.169344	0.00969864	0.180601	6.43005	0.37605	0.62395	0.349945	6.43975	0.00424446	0.000397473
8659	1	-1581.111	-1592.623	11.51257	0.180728	0.0366962	0.0119461	0.105086	0.394545	0.605455	0.192675	0.141782	0.00132295	0.0031259
8660	0	-1682.518	-1682.818	0.2995521	0.124242	-0.00805905	0.187924	6.44781	0.335042	0.664958	0.312166	6.43975	0.00424446	0.000445626
8661	1	-1582.63	-1593.241	10.61089	0.167827	0.0689374	0.024847	0.105086	0.565109	0.434891	0.192675	0.174023	0.00243978	0.00180569
8662	0	-1683.265	-1683.547	0.2821397	0.139034	-0.026456	0.187924	6.4782	0.40616	0.59384	0.326958	6.45175	0.00424446	0.000242871
8663	1	-1580.206	-1590.739	10.53276	0.19606	0.0477102	0.0177882	0.105086	0.147238	0.852762	0.213848	0.152796	0.00243978	0.00431199
8664	0	-1682.169	-1682.179	0.01015335	0.149853	0.00338203	0.127643	6.45182	0.454017	0.545983	0.277497	6.4552	0.00900207	0.000212069
8665	1	-1581.606	-1591.487	9.881106	0.153164	0.0579423	0.0407481	0.105086	0.147238	0.852762	0.193912	0.163028	0.00161506	0.00431199
8666	0	-1683.018	-1683.212	0.1941935	0.161718	0.00238049	0.14597	6.4251	0.28701	0.71299	0.307688	6.42748	0.00645926	0.000392331
8667	1	-1580.498	-1589.69	9.192608	0.162411	0.0313502	0.0755211	0.105086	0.254912	0.745088	0.237933	0.136436	0.00187234	0.00431199
8668	0	-1681.841	-1682.298	0.4577952	0.1583	0.00238049	0.14597	6.4251	0.40516	0.59484	0.304269	6.42748	0.00524415	0.000163541
8669	1	-1582.162	-1591.233	9.070745	0.176271	0.0466071	0.0616614	0.0990439	0.254912	0.745088	0.237933	0.145651	0.00567949	0.00232653
8670	0	-1686.717	-1686.921	0.2044088	0.164701	0.0388627	0.171765	6.4251	0.40516	0.59484	0.336466	6.46396	0.00524415	7.44146e-05
8671	1	-1580.418	-1589.947	9.529189	0.176271	0.0682715	0.0616614	0.0990439	0.0777437	0.922256	0.237933	0.167315	8.6538e-05	0.00450396
8672	0	-1683.664	-1683.369	-0.2951748	0.1103	0.0316796	0.226166	6.43824	0.241225	0.758775	0.336466	6.46992	0.00625834	0.000327068
8673	1	-1581.103	-1589.748	8.645412	0.176305	0.0675593	0.0616275	0.0990439	0.297488	0.702512	0.237933	0.166603	0.00110413	0.00856918
8674	0	-1683.963	-1683.603	-0.3602987	0.117938	0.0225495	0.226166	6.46019	0.0878742	0.912126	0.344104	6.48274	0.00625834	0.000540404
8675	1	-1579.315	-1588.864	9.549033	0.17579	0.0674263	0.0621429	0.0990439	0.214167	0.785833	0.237933	0.16647	0.00154091	0.00292056
8676	0	-1683.838	-1683.481	-0.356294	0.114131	0.0170871	0.226166	6.48599	0.0878742	0.912126	0.340297	6.50308	0.00625834	0.000540404
8677	1	-1579.535	-1588.48	8.944866	0.154786	0.087062	0.13228	0.0794082	0.143958	0.856042	0.287066	0.16647	0.000865464	0.00292056
8678	0	-1683.193	-1683.828	0.6351802	0.132073	8.17645e-06	0.226166	6.4881	0.0878742	0.912126	0.358239	6.48811	0.000446948	0.00039793
8679	1	-1578.182	-1587.214	9.031272	0.154786	0.0661674	0.13228	0.0794082	0.153282	0.846718	0.287066	0.145576	0.000612752	0.0034462
8680	0	-1685.612	-1686.142	0.5294443	0.126312	0.00973047	0.226166	6.47593	0.0263285	0.973672	0.352478	6.48566	0.00068177	0.000873534
8681	1	-1581.321	-1589.923	8.602705	0.130302	0.0944071	0.156765	0.0511685	0.153282	0.846718	0.287066	0.145576	0.0036308	0.00442202
8682	0	-1685.197	-1685.633	0.4360516	0.11292	-0.00846024	0.226166	6.46324	0.0263285	0.973672	0.339086	6.45478	0.00147608	0.000873534
8683	1	-1579.922	-1587.615	7.693855	0.130302	0.0829934	0.156765	0.0625822	0.367231	0.632769	0.287066	0.145576	0.00104288	0.0110569
8684	0	-1682.819	-1683.194	0.3751024	0.104101	-0.00968119	0.249561	6.45217	0.0263285	0.973672	0.353662	6.44249	0.00147608	0.000439082
8685	1	-1580.565	-1588.187	7.622752	0.14089	0.0695408	0.156765	0.0760348	0.632379	0.367621	0.297655	0.145576	0.00250774	0.00867778
8686	0	-1682.508	-1682.746	0.2381078	0.109768	0.0108317	0.249561	6.41303	0.14186	0.85814	0.359328	6.42386	0.00222015	0.000439082
8687	1	-1581.003	-1588.854	7.850493	0.147907	0.0575954	0.149748	0.0760348	0.673246	0.326754	0.297655	0.13363	0.00303259	0.00760189
8688	0	-1682.484	-1682.873	0.3891895	0.129746	-0.00973472	0.229582	6.42067	0.14186	0.85814	0.359328	6.41094	0.001918	0.000359034
8689	1	-1582.976	-1590.689	7.713212	0.172927	0.0653726	0.149748	0.0760348	0.62521	0.37479	0.322675	0.141407	0.00303259	0.00760189
8690	0	-1685.197	-1685.506	0.3089692	0.124479	-0.000147706	0.229582	6.45649	0.14186	0.85814	0.354061	6.45634	0.001918	0.000830183
8691	1	-1584.045	-1591.505	7.459557	0.164563	0.0963185	0.158112	0.0760348	0.318176	0.681824	0.322675	0.172353	0.00303259	0.00760992
8692	0	-1685.633	-1685.534	-0.09944349	0.105441	0.0181886	0.222706	6.45649	0.14186	0.85814	0.328147	6.47468	0.00484662	0.000830183
8693	1	-1578.533	-1586.982	8.449573	0.145831	0.0737016	0.158112	0.0674337	0.318176	0.681824	0.303944	0.141135	0.00112985	0.00602148
8694	0	-1683.543	-1683.019	-0.5234134	0.114135	0.0274217	0.214013	6.4222	0.22488	0.77512	0.328147	6.44963	0.00799534	0.000387
8695	1	-1580.18	-1588.891	8.710685	0.161218	0.0674703	0.102349	0.073665	0.717969	0.282031	0.263566	0.141135	0.00243384	0.00602148
8696	0	-1682.703	-1682.11	-0.5935327	0.116568	0.00289901	0.214013	6.44486	0.22488	0.77512	0.33058	6.44776	0.00833568	0.000387
8697	1	-1579.44	-1588.596	9.15655	0.150059	0.0496481	0.113507	0.073665	0.32016	0.67984	0.263566	0.123313	0.00243384	0.00365133
8698	0	-1682.338	-1682.226	-0.1115063	0.120802	0.00711996	0.214723	6.44064	0.178621	0.821379	0.335525	6.44776	0.00544452	0.000420789
8699	1	-1579.691	-1588.963	9.271496	0.150059	0.088173	0.113507	0.03514	0.375053	0.624947	0.263566	0.123313	0.00243384	0.00722774
8700	0	-1683.837	-1684.745	0.908442	0.120701	-0.028538	0.196562	6.4763	0.178621	0.821379	0.317263	6.44776	0.000404388	0.000420789
8701	1	-1579.828	-1589.158	9.329887	0.130316	0.0826574	0.121845	0.0326816	0.375053	0.624947	0.252161	0.115339	0.00207859	0.00789382
8702	0	-1681.963	-1682.384	0.4215851	0.106322	0.0084795	0.212613	6.4432	0.178621	0.821379	0.318935	6.45168	0.00298606	0.00017074
8703	1	-1581.796	-1590.428	8.631949	0.128234	0.0665705	0.121845	0.066153	0.376475	0.623525	0.250079	0.132723	0.00463617	0.00453932
8704	0	-1684.37	-1684.813	0.4432486	0.103951	-0.0330549	0.212613	6.43401	0.454969	0.545031	0.316564	6.40095	0.00298606	0.000142837
8705	1	-1580.61	-1589.756	9.145909	0.1548	0.0560938	0.103435	0.0804746	0.571138	0.428862	0.258236	0.136568	0.00341336	0.0022913
8706	0	-1682.34	-1682.836	0.4962868	0.140865	-0.0115076	0.192807	6.38936	0.579752	0.420248	0.333672	6.37785	0.00298606	0.000158215
8707	1	-1581.372	-1589.584	8.211836	0.115325	0.0457887	0.181462	0.0804746	0.323457	0.676543	0.296787	0.126263	0.00358099	0.00390429
8708	0	-1685.338	-1685.692	0.3542879	0.111377	0.0479042	0.223061	6.34042	0.674703	0.325297	0.334438	6.38832	0.00298606	0.000158215
8709	1	-1579.081	-1588.134	9.052983	0.139329	0.0766978	0.15474	0.0804746	0.0726561	0.927344	0.294069	0.157172	0.000390839	0.0019943
8710	0	-1685.349	-1685.634	0.2857244	0.106786	-0.0370716	0.223061	6.40816	0.371248	0.628752	0.329848	6.37109	0.00298606	0.000584116
8711	1	-1578.835	-1587.822	8.986897	0.14041	0.0624617	0.146805	0.0804746	0.0726561	0.927344	0.287216	0.142936	0.00177204	0.00197017
8712	0	-1684.218	-1684.19	-0.02788502	0.167955	-0.00231644	0.161893	6.40525	0.784931	0.215069	0.329848	6.40293	0.00695325	0.000218218
8713	1	-1578.273	-1587.092	8.818835	0.139786	0.0787498	0.146805	0.0530683	0.0726561	0.927344	0.286592	0.131818	0.00177204	0.00578875
8714	0	-1686.128	-1683.453	-2.675391	0.130702	0.0251615	0.161893	6.37777	0.796474	0.203526	0.292595	6.40293	0.0228073	0.000218218
8715	1	-1578.064	-1586.59	8.526005	0.122816	0.0734286	0.172045	0.0692628	0.0726561	0.927344	0.294861	0.142691	0.000400065	0.00578875
8716	0	-1682.213	-1683.504	1.291297	0.147037	-0.00286422	0.109872	6.38741	0.788922	0.211078	0.256908	6.38454	0.00309321	0.000211584
8717	1	-1580.085	-1588.945	8.859487	0.132301	0.0734286	0.153107	0.0692628	0.371706	0.628294	0.285408	0.142691	0.00280634	0.00232838
8718	0	-1683.372	-1684.63	1.257345	0.147037	0.00182179	0.109872	6.38741	0.788922	0.211078	0.256908	6.38923	0.00309321	0.000401599
8719	1	-1578.887	-1587.672	8.784903	0.132301	0.0767229	0.153107	0.0692628	0.105009	0.894991	0.285408	0.145986	0.00216782	0.00326296
8720	0	-1684.197	-1684.48	0.2834928	0.166371	-0.020377	0.109872	6.45604	0.73952	0.26048	0.276243	6.43566	0.00827752	0.000270175
8721	1	-1579.165	-1588.535	9.369817	0.132301	0.0949408	0.153107	0.0510449	0.0147051	0.985295	0.285408	0.145986	0.00106141	0.0027694
8722	0	-1683.671	-1685.168	1.496743	0.172903	0.0259017	0.10334	6.45931	0.445413	0.554587	0.276243	6.48521	0.00180049	0.000111149
8723	1	-1580.012	-1589.409	9.396978	0.111115	0.0566122	0.169534	0.0503874	0.532161	0.467839	0.280648	0.107	0.000635799	0.0044042
8724	0	-1682.427	-1683.028	0.601427	0.168287	0.000839624	0.107911	6.48437	0.375013	0.624987	0.276198	6.48521	0.00664297	0.00012116
8725	1	-1582.307	-1591.313	9.005993	0.12975	0.047554	0.150898	0.0594456	0.52911	0.47089	0.280648	0.107	0.00385049	0.0031464
8726	0	-1682.224	-1682.684	0.460467	0.152713	-0.00855589	0.123484	6.50904	0.266618	0.733382	0.276198	6.50049	0.00664297	0.00012116
8727	1	-1575.747	-1588.823	13.07516	0.137072	0.106354	0.144126	0.000645242	0.152354	0.847646	0.281199	0.107	0.000963283	0.00888208
8728	0	-1682.541	-1683.034	0.4928596	0.155239	-0.00349405	0.117207	6.51813	0.266618	0.733382	0.272446	6.51463	0.00664297	0.000292103
8729	1	-1573.85	-1591.202	17.35151	0.116006	0.106991	0.144126	8.89737e-06	0.152354	0.847646	0.260132	0.107	0.00238545	0.00794837
8730	0	-1683.116	-1684.267	1.150967	0.172598	-0.00349405	0.117207	6.51813	0.220575	0.779425	0.289806	6.51463	0.00247794	0.000339386
8731	1	-1575.228	-1588.623	13.39512	0.134878	0.091639	0.144126	0.000677845	0.0479245	0.952075	0.279005	0.0923168	0.000673941	0.00794837
8732	0	-1687.518	-1688.443	0.9256766	0.163675	-0.0150579	0.126131	6.51836	0.550274	0.449726	0.289806	6.5033	0.00297312	0.000722944
8733	1	-1577.058	-1588.85	11.79187	0.134878	0.104205	0.144126	0.00273266	0.238997	0.761003	0.279005	0.106938	0.0010292	0.00794837
8734	0	-1687.695	-1688.146	0.4507364	0.0893249	0.0108221	0.200481	6.47808	0.550274	0.449726	0.289806	6.4889	0.00297312	0.000837083
8735	1	-1579.025	-1590.248	11.22315	0.124718	0.0734846	0.187078	0.00458214	0.238997	0.761003	0.311795	0.0780667	0.000998099	0.00794837
8736	0	-1683.294	-1683.908	0.6140045	0.114752	0.00973617	0.181591	6.51934	0.352766	0.647234	0.296344	6.52907	0.00278784	0.000455285
8737	1	-1579.079	-1590.736	11.6571	0.137942	0.0819293	0.173853	0.00381565	0.787886	0.212114	0.311795	0.085745	0.000996142	0.00639794
8738	0	-1682.578	-1682.807	0.2295165	0.114752	0.00349365	0.181591	6.52558	0.417552	0.582448	0.296344	6.52907	0.00523431	0.000202633
8739	1	-1578.105	-1590.219	12.11434	0.151596	0.0831237	0.160199	0.00262128	0.393666	0.606334	0.311795	0.085745	0.000996142	0.00639794
8740	0	-1682.846	-1682.399	-0.4472303	0.139206	0.00345282	0.147853	6.52329	0.417552	0.582448	0.287059	6.52674	0.0104672	0.000202633
8741	1	-1580.877	-1591.673	10.79629	0.174003	0.0800099	0.0990791	0.00573505	0.185123	0.814877	0.273082	0.085745	0.000325583	0.0136362
8742	0	-1684.076	-1684.827	0.7503764	0.139206	-0.0231225	0.147853	6.53907	0.507912	0.492088	0.287059	6.51594	0.00340704	0.000408055
8743	1	-1580.573	-1590.506	9.932856	0.12216	0.106495	0.12612	0.0110122	0.185123	0.814877	0.24828	0.117507	0.00035144	0.0121793
8744	0	-1682.61	-1683.884	1.273291	0.147087	0.00153001	0.147853	6.47808	0.502613	0.497387	0.29494	6.47961	0.000346584	0.000408055
8745	1	-1578.487	-1589.035	10.54784	0.169761	0.0812222	0.0785196	0.0362848	0.185123	0.814877	0.24828	0.117507	0.000770198	0.0041328
8746	0	-1684.052	-1684.794	0.7418418	0.14507	0.0415959	0.14987	6.478	0.308276	0.691724	0.29494	6.5196	0.00342651	0.000255417
8747	1	-1579.021	-1591.56	12.53938	0.187524	0.0883184	0.0793363	0.0056994	0.0472648	0.952735	0.26686	0.0940178	0.000770198	0.0041328
8748	0	-1684.313	-1683.005	-1.308479	0.13015	0.0175955	0.157951	6.502	0.308276	0.691724	0.288101	6.5196	0.0149671	0.000255417
8749	1	-1576.522	-1591.067	14.5444	0.142372	0.0935172	0.119143	0.000500548	0.0472648	0.952735	0.261515	0.0940178	0.00216523	0.00297231
8750	0	-1684.157	-1684.872	0.7155963	0.108479	0.011405	0.157951	6.50032	0.548261	0.451739	0.26643	6.51172	0.00398109	0.000119312
8751	1	-1579.922	-1592.318	12.39567	0.141388	0.070577	0.120127	0.00276969	0.0472648	0.952735	0.261515	0.0733467	0.00245743	0.00655831
8752	0	-1682.818	-1683.649	0.8313087	0.13319	0.011405	0.157951	6.50032	0.548261	0.451739	0.291141	6.51172	0.00283876	9.24059e-05
8753	1	-1580.087	-1592.217	12.1303	0.159501	0.0715949	0.120127	0.00175178	0.0472648	0.952735	0.279628	0.0733467	0.00208409	0.0106869
8754	0	-1682.37	-1682.007	-0.3636704	0.132201	-0.00320276	0.176148	6.50032	0.207636	0.792364	0.308349	6.49711	0.00868732	0.000139893
8755	1	-1577.529	-1592.498	14.96897	0.170649	0.0726858	0.125621	0.000111244	0.0397723	0.960228	0.29627	0.072797	0.0010715	0.0106869
8756	0	-1684.153	-1682.905	-1.248039	0.145414	-0.0120259	0.161389	6.50914	0.11139	0.88861	0.306802	6.49711	0.0143151	9.22741e-05
8757	1	-1584.299	-1597.635	13.33651	0.170649	0.0574923	0.125621	0.000558743	0.0397723	0.960228	0.29627	0.058051	0.00247207	0.0106869
8758	0	-1683.853	-1682.727	-1.125576	0.166926	-0.00341349	0.139876	6.51894	0.11139	0.88861	0.306802	6.51553	0.0143151	0.000185269
8759	1	-1583.589	-1596.592	13.00384	0.130148	0.0570549	0.125621	0.000996145	0.0397723	0.960228	0.255769	0.058051	0.0014936	0.0111017
8760	0	-1683.211	-1683.546	0.3359337	0.137868	-0.0278581	0.178788	6.52011	0.241355	0.758645	0.316655	6.49225	0.0043899	0.000185269
8761	1	-1586.909	-1599.563	12.6533	0.123853	0.0497777	0.131916	0.00652268	0.0397723	0.960228	0.255769	0.0563004	8.56487e-05	0.00366141
8762	0	-1682.436	-1682.837	0.4007543	0.14947	-0.0130766	0.167186	6.52011	0.212862	0.787138	0.316655	6.50703	0.0043899	0.000185269
8763	1	-1577.173	-1590.071	12.89821	0.141825	0.0940456	0.140626	0.00250301	0.0397723	0.960228	0.282452	0.0965486	0.000144956	0.00366141
8764	0	-1682.523	-1682.99	0.4669026	0.127666	0.0152486	0.167186	6.52288	0.522833	0.477167	0.294852	6.53813	0.0043899	0.000185269
8765	1	-1578.69	-1590.189	11.4986	0.141825	0.110854	0.140626	0.00473056	0.0397723	0.960228	0.282452	0.115584	8.34279e-05	0.00705838
8766	0	-1683.341	-1683.793	0.4517723	0.127666	0.0219924	0.167186	6.51876	0.666051	0.333949	0.294852	6.54075	0.0043899	0.000273138
8767	1	-1577.787	-1588.21	10.42301	0.132265	0.0952399	0.150187	0.0129294	0.0397723	0.960228	0.282452	0.108169	0.0012578	0.0062881
8768	0	-1682.97	-1683.876	0.9061591	0.164083	0.00659779	0.130769	6.52087	0.538842	0.461158	0.294852	6.52747	0.00320582	0.000273138
8769	1	-1578.322	-1589.03	10.70837	0.126696	0.104863	0.150187	0.0031257	0.0397723	0.960228	0.276883	0.107989	0.0012578	0.0129009
8770	0	-1682.959	-1684.372	1.413005	0.170202	0.00659779	0.12465	6.52087	0.399621	0.600379	0.294852	6.52747	0.000580723	0.000273138
8771	1	-1574.506	-1591.418	16.91224	0.126696	0.106249	0.150187	4.64869e-05	0.299268	0.700732	0.276883	0.106296	0.000140589	0.00269338
8772	0	-1682.851	-1682.891	0.03992395	0.168393	0.00566322	0.12465	6.52181	0.0873109	0.912689	0.293043	6.52747	0.00861658	0.000125776
8773	1	-1576.899	-1590.822	13.92303	0.118058	0.10577	0.150187	0.000525906	0.326059	0.673941	0.268245	0.106296	0.000101887	0.00613528
8774	0	-1682.192	-1682.305	0.1129122	0.147958	0.00715529	0.124141	6.52498	0.0873109	0.912689	0.272099	6.53213	0.00861658	0.000149014
8775	1	-1575.592	-1590.123	14.53078	0.119369	0.0996803	0.150187	6.81345e-05	0.35621	0.64379	0.269556	0.0997484	0.00160201	0.0131843
8776	0	-1684.13	-1685.153	1.02252	0.171292	0.0201994	0.0589219	6.52746	0.467111	0.532889	0.230213	6.54766	0.00861658	0.000149014
8777	1	-1575.342	-1589.581	14.23922	0.140482	0.0996488	0.155002	9.95629e-05	0.554264	0.445736	0.295485	0.0997484	0.000394261	0.0131843
8778	0	-1684.465	-1685.596	1.131745	0.164155	-0.0128567	0.0595341	6.52746	0.467111	0.532889	0.223689	6.5146	0.0081924	8.26838e-05
8779	1	-1571.732	-1588.824	17.09268	0.140482	0.0997429	0.155002	5.544e-06	0.150667	0.849333	0.295485	0.0997484	0.000592226	0.0131843
8780	0	-1684.09	-1684.026	-0.06360541	0.175902	0.00211021	0.070817	6.52746	0.467111	0.532889	0.246719	6.52957	0.0134271	0.000119113
8781	1	-1573.218	-1589.044	15.82552	0.111917	0.0987895	0.177175	5.97421e-05	0.0586532	0.941347	0.289093	0.0988493	0.000592226	0.00624621
8782	0	-1687.994	-1686.424	-1.569567	0.154483	0.00211021	0.0922726	6.52746	0.52458	0.47542	0.246756	6.52957	0.020619	2.67786e-05
8783	1	-1575.093	-1589.324	14.23101	0.109693	0.0921326	0.177175	0.000317821	0.0586532	0.941347	0.286868	0.0924504	0.000579136	0.00624621
8784	0	-1688.954	-1687.371	-1.582383	0.185687	0.0132082	0.0610688	6.56728	0.245377	0.754623	0.246756	6.58049	0.022974	2.67786e-05
8785	1	-1575.194	-1589.401	14.20715	0.157834	0.0921326	0.141263	0.000317821	0.0586532	0.941347	0.299097	0.0924504	0.000579136	0.00743958
8786	0	-1683.127	-1684.663	1.535926	0.156739	0.00289882	0.0728335	6.57759	0.245377	0.754623	0.229572	6.58049	0.00442318	0.000136838
8787	1	-1572.234	-1588.966	16.73222	0.12746	0.0951156	0.141263	2.75168e-05	0.101123	0.898877	0.268723	0.0951432	0.000579136	0.00743958
8788	0	-1683.685	-1684.526	0.8409277	0.140934	-0.00686385	0.128903	6.57278	0.156915	0.843085	0.269837	6.56591	0.00391332	0.000449126
8789	1	-1571.386	-1589.999	18.61311	0.12746	0.118838	0.141263	3.35852e-06	0.101123	0.898877	0.268723	0.118841	0.000579136	0.00743958
8790	0	-1683.885	-1684.525	0.6392194	0.12906	-0.00829103	0.140777	6.57278	0.121573	0.878427	0.269837	6.56449	0.00456432	0.000449126
8791	1	-1568.802	-1588.461	19.65917	0.130934	0.0955861	0.167924	1.10961e-06	0.101123	0.898877	0.298859	0.0955872	0.000579136	0.00743958
8792	0	-1683.777	-1684.856	1.078782	0.14313	-0.0106587	0.171963	6.57278	0.595988	0.404012	0.315093	6.56212	0.000119676	0.000350004
8793	1	-1571.692	-1589.044	17.35176	0.111429	0.0902287	0.186268	5.16637e-06	0.101123	0.898877	0.297698	0.0902338	0.000428297	0.0117495
8794	0	-1684.183	-1685.266	1.083455	0.146322	-0.00500916	0.167518	6.56713	0.535711	0.464289	0.31384	6.56212	0.000123361	0.000497113
8795	1	-1571.206	-1590.68	19.47376	0.171509	0.0898992	0.126188	1.88564e-06	0.222698	0.777302	0.297698	0.0899011	0.000858607	0.00719506
8796	0	-1684.3	-1684.99	0.6901012	0.115828	-0.0276593	0.182004	6.5445	0.530803	0.469197	0.297832	6.51684	0.00240937	0.000345507
8797	1	-1571.932	-1592.338	20.40585	0.186082	0.0898994	0.0410632	1.6563e-06	0.111895	0.888105	0.227145	0.0899011	0.000858607	0.0105741
8798	0	-1686.596	-1684.796	-1.800082	0.115828	-0.0217949	0.182004	6.56063	0.254884	0.745116	0.297832	6.53883	0.0165672	0.000398295
8799	1	-1572.022	-1593.481	21.45934	0.193816	0.107162	0.0243244	2.69821e-06	0.111895	0.888105	0.218141	0.107165	0.000858607	0.00397851
8800	0	-1684.764	-1683.367	-1.396291	0.143944	-0.0130139	0.133036	6.59745	0.177591	0.822409	0.27698	6.58444	0.0165672	0.000224723
8801	1	-1573.086	-1594.456	21.37002	0.162007	0.0739998	0.041429	1.45955e-06	0.072878	0.927122	0.203436	0.0740012	0.000936365	0.00739774
8802	0	-1686.721	-1686.53	-0.190914	0.113588	0.025801	0.176442	6.57678	0.177591	0.822409	0.290031	6.60258	0.00736444	0.000656361
8803	1	-1571.456	-1592.078	20.62196	0.177707	0.0886278	0.0390689	2.60071e-06	0.072878	0.927122	0.216776	0.0886304	0.00085141	0.00739774
8804	0	-1684.627	-1685.186	0.5587382	0.107732	0.0201455	0.24715	6.57382	0.294241	0.705759	0.354882	6.59396	0.000359452	0.000301367
8805	1	-1573.417	-1594.828	21.41109	0.196798	0.108773	0.016858	1.49284e-06	0.072878	0.927122	0.213656	0.108774	0.003232	0.00739774
8806	0	-1685.148	-1686.017	0.8689324	0.151887	0.00585824	0.192609	6.57382	0.40106	0.59894	0.344496	6.57968	0.000359452	0.000135551
8807	1	-1574.368	-1593.837	19.46982	0.210072	0.0887465	0.0301881	9.75185e-06	0.133329	0.866671	0.24026	0.0887563	0.000760328	0.00739774
8808	0	-1685.03	-1685.526	0.495107	0.098289	-0.00549285	0.246207	6.58517	0.271125	0.728875	0.344496	6.57968	0.00061196	0.000607136
8809	1	-1575.41	-1590.802	15.39234	0.160737	0.0902835	0.0823463	0.000286057	0.464882	0.535118	0.243083	0.0905696	0.000873052	0.00535938
8810	0	-1684.315	-1684.72	0.4053331	0.098289	0.0122759	0.246207	6.58886	0.271125	0.728875	0.344496	6.60113	0.00157689	0.000133892
8811	1	-1574.666	-1593.217	18.55123	0.196612	0.090524	0.0234726	4.55903e-05	0.29269	0.70731	0.220084	0.0905696	0.000873052	0.00554299
8812	0	-1685.138	-1685.881	0.7439119	0.0901478	0.00199015	0.222662	6.58886	0.271125	0.728875	0.31281	6.59085	0.000785269	0.000124598
8813	1	-1577.703	-1593.914	16.21184	0.202992	0.0902159	0.0179957	0.000353673	0.38937	0.61063	0.220988	0.0905696	0.000873052	0.00870228
8814	0	-1686.073	-1686.401	0.3275959	0.0867986	0.0320259	0.246373	6.55882	0.465672	0.534328	0.333171	6.59085	0.00220677	0.000171069
8815	1	-1580.808	-1594.519	13.71074	0.164156	0.0849796	0.0385521	0.0012533	0.500181	0.499819	0.202708	0.0862329	0.000684242	0.0123773
8816	0	-1689.29	-1685.194	-4.096315	0.153487	0.0211186	0.20588	6.56973	0.495552	0.504448	0.359367	6.59085	0.0280965	0.000171069
8817	1	-1580.429	-1593.905	13.47602	0.159888	0.0805091	0.0435101	0.00572376	0.500181	0.499819	0.203398	0.0862329	0.000398046	0.00460674
8818	0	-1688.073	-1684.024	-4.048994	0.138517	-0.0102593	0.20588	6.56973	0.495552	0.504448	0.344397	6.55947	0.0280965	0.000171069
8819	1	-1583.086	-1596.937	13.85039	0.203497	0.0807414	0.03241	0.00352648	0.743033	0.256967	0.235907	0.0842679	0.00364683	0.00295533
8820	0	-1684.505	-1684.532	0.02707077	0.153271	0.00922227	0.20588	6.56973	0.309592	0.690408	0.359151	6.57895	0.00441493	0.000280312
8821	1	-1580.551	-1595.11	14.55879	0.134717	0.0835484	0.0915327	0.000719537	0.917292	0.0827081	0.226249	0.0842679	0.00212325	0.00381892
8822	0	-1684.985	-1683.951	-1.0344	0.124632	-0.0291725	0.194017	6.56973	0.240918	0.759082	0.318649	6.54056	0.011544	0.000280312
8823	1	-1580.006	-1593.538	13.532	0.193944	0.0797559	0.0469116	0.0028297	0.394464	0.605536	0.240856	0.0825856	0.00212325	0.00544061
8824	0	-1682.82	-1682.521	-0.2990684	0.124632	0.00772243	0.194017	6.56973	0.240918	0.759082	0.318649	6.57745	0.00730568	0.000280312
8825	1	-1580.865	-1592.018	11.15361	0.181965	0.0916488	0.0704933	0.00509467	0.188691	0.811309	0.252458	0.0967435	0.00247898	0.0118222
8826	0	-1682.874	-1682.575	-0.2994084	0.124632	0.00995944	0.194017	6.56973	0.240918	0.759082	0.318649	6.57969	0.00730568	0.000280312
8827	1	-1580.859	-1591.048	10.18873	0.167307	0.075573	0.062124	0.0211704	0.0912741	0.908726	0.229431	0.0967435	0.00112047	0.0118222
8828	0	-1687.838	-1685.229	-2.608905	0.127198	0.0348831	0.219815	6.60238	0.240918	0.759082	0.347013	6.63727	0.019241	0.000275391
