Iteration	Posterior	Likelihood	Prior	age_extant	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
250	-4219.6	-4157.31	-62.2937	15.85663	0.2282153	0.6325151	0.0260274	0.0023343	0.0227026	0.00449146	0.0566917	0.0207276	0.0281661	0.0476569	0.0076116	0.0265688	0.0413968	0.0411319	0.00861097	0.0109999	0.00365672	0.00882959	0.00520424	0.0436084	0.0703986	0.0512346	0.00337687	0.0195653	0.0375106	0.106254	0.0654797	0.0209824	0.0262194	0.0145485	0.0302956	0.0917094	0.0183156	0.0562508	0.0509303	0.0243293	0.035174	0.0254654	0.0250786	0.00210446	0.00495749	0.0164239	0.0276712	0.0149301	0.02477445	0.03041667	0.0480679	0.00923255	0.511876	0.00883246	0.00901149	0.4501	0.0109481	0.1262625	5	39.60932	0.8158053	0.00124699	0.0514731	0.453241	3.49404	0.0598761	0.32987	0.897042	2.71321	0.300982	0.297656	0.129577	0.271785	0.1743304	0.7242712
260	-4211.48	-4157.17	-54.3057	13.97121	0.1806921	0.7183105	0.0105989	0.0028487	0.0323513	0.00584851	0.0807309	0.00456261	0.0273872	0.0463414	0.00887857	0.0212742	0.0379974	0.0278821	0.00817876	0.0161	0.00551783	0.00803081	0.00508105	0.0413662	0.0272575	0.0747809	0.0114833	0.0194641	0.029448	0.0719592	0.0285381	0.0143149	0.0665356	0.0161262	0.0439734	0.0360751	0.00579525	0.0721334	0.0360538	0.015541	0.0187432	0.00291408	0.0595647	0.00467074	0.0169791	0.00351985	0.0305282	0.0247614	0.03035845	0.04812962	0.07272203	0.00854735	0.578072	0.00829494	0.00960518	0.391065	0.00441579	0.1727853	4	37.37776	0.7907301	0.000253948	0.0234317	0.331426	3.64489	0.0781029	0.372043	0.931469	2.61838	0.277459	0.31125	0.131604	0.279688	0.2455074	0.7037888
270	-4222.5	-4158.68	-63.819	14.58083	0.1509852	0.5233615	0.00735306	0.00189279	0.0218306	0.00419594	0.0978728	0.00599689	0.0292185	0.0546071	0.00905174	0.027363	0.0272473	0.0396681	0.00934206	0.0123146	0.00918235	0.0233887	0.0073461	0.0261699	0.0383802	0.0540171	0.0226085	0.0136409	0.066616	0.047618	0.0372049	0.0196425	0.0255739	0.0754914	0.0316556	0.0334529	0.00383597	0.110836	0.0358128	0.00920477	0.0252192	0.00486505	0.0871131	0.00640657	0.0319324	0.0127016	0.0975591	0.0174594	0.03268102	0.01865055	0.007715378	0.010022	0.499215	0.00307437	0.00537301	0.479795	0.00252123	0.1780063	4	37.83824	0.8262407	5.63696e-05	0.0110899	0.244796	3.74406	0.0377951	0.266893	0.83655	2.85876	0.315817	0.296731	0.133701	0.253751	0.1857217	0.9584573
280	-4211.83	-4156.9	-54.9267	16.27329	0.1640396	0.4051496	0.0224692	0.000724469	0.0427616	0.00530144	0.0615936	0.00963606	0.0402779	0.0350509	0.0116208	0.0226611	0.0679187	0.0200687	0.0170507	0.00568149	0.00453712	0.0118166	0.00242686	0.0282318	0.0517721	0.0319291	0.0347903	0.0187947	0.0576005	0.0489288	0.0464953	0.023932	0.0649395	0.016951	0.019554	0.0158099	0.00130139	0.0238767	0.0179464	0.024584	0.0282911	0.00346217	0.0400697	0.0044528	0.0282771	0.0323877	0.0530694	0.00928939	0.03211998	0.02238361	0.1013095	0.00845952	0.596981	0.00308058	0.00643893	0.38191	0.0031297	0.1549988	4	38.07191	0.5990645	0.000116826	0.015935	0.283652	3.7003	0.0174643	0.185592	0.736793	3.06015	0.303863	0.303382	0.133264	0.25949	0.2563083	0.6047359
290	-4218.35	-4149.74	-68.6107	16.50175	0.1708527	0.5548029	0.0409074	0.00121429	0.0204004	0.011823	0.101226	0.0017637	0.0744515	0.0549356	0.0132595	0.0331524	0.0813587	0.0408112	0.0132508	0.0073886	0.00825892	0.0151892	0.00318554	0.0354402	0.0612452	0.0277943	0.00870543	0.0258121	0.0220793	0.0638491	0.0216677	0.0281601	0.0603704	0.0115437	0.0239826	0.0227058	0.00257174	0.0814456	0.0146439	0.0114336	0.0608323	0.00452262	0.0179539	0.00573924	0.0107058	0.0266536	0.0618106	0.00813968	0.02614631	0.02063219	-0.07354989	0.0106222	0.520481	0.00870305	0.00699666	0.450871	0.00232582	0.3014746	5	38.25081	0.8421906	0.000163481	0.0188303	0.303474	3.67753	0.0439413	0.286195	0.856385	2.81348	0.313169	0.29819	0.12798	0.26066	0.2279247	1.322694
300	-4209.48	-4152.53	-56.9495	14.80581	0.1708913	1.659057	0.0714319	0.00309516	0.0150038	0.00411608	0.0757736	0.00234435	0.0528144	0.0509009	0.0097491	0.0282997	0.0605528	0.0308797	0.00783092	0.00936581	0.0109766	0.0397776	0.00493378	0.0343758	0.0344443	0.0450671	0.0105361	0.0258587	0.014316	0.0371708	0.0164972	0.0105527	0.0345243	0.0294711	0.0199072	0.0160799	0.00237387	0.0497111	0.00912868	0.0237187	0.0306296	0.011416	0.0288011	0.029329	0.0133618	0.0475145	0.0473499	0.00713586	0.0271487	0.04651494	0.1235298	0.0111786	0.482196	0.00633857	0.0110528	0.486436	0.00279819	0.09527605	4	38.61397	0.7928841	0.00016378	0.0188474	0.303585	3.6774	0.248881	0.613055	1.05854	2.07952	0.294238	0.291457	0.14832	0.265985	0.2188059	0.4354364
310	-4212.2	-4149.92	-62.2791	16.6603	0.1751982	1.25407	0.024442	0.00061272	0.031877	0.0123579	0.0714846	0.00741216	0.0271902	0.0427007	0.00976107	0.0246576	0.0360336	0.025483	0.00516191	0.0171769	0.00940407	0.077858	0.00816749	0.0583249	0.00751723	0.21541	0.0205413	0.0236697	0.0204897	0.0401489	0.0185476	0.0120387	0.0535002	0.0269982	0.021683	0.0328954	0.00857831	0.039536	0.0125024	0.0158401	0.0171801	0.0267417	0.0257649	0.026148	0.00748365	0.0432166	0.0224742	0.00562504	0.0297344	0.03237895	0.03075577	0.00969908	0.480705	0.00759718	0.00773217	0.490897	0.00336952	0.1838853	5	38.62059	0.5955652	0.000199801	0.0208028	0.315922	3.66308	0.184715	0.541749	1.032	2.24154	0.304371	0.302454	0.132313	0.260861	0.2146411	0.8567107
320	-4216.04	-4154.55	-61.4974	17.15324	0.164968	1.548164	0.0348949	0.000263178	0.0380614	0.0019455	0.0959893	0.0190027	0.0322085	0.0352666	0.0134703	0.0204475	0.0479321	0.0293176	0.00395662	0.0124819	0.00641622	0.0771753	0.0097581	0.0335937	0.00208522	0.0689511	0.00449015	0.0531749	0.00480914	0.0602021	0.00220323	0.0140336	0.0850576	0.007149	0.00856553	0.0163142	0.00296011	0.0936974	0.00383979	0.0519351	0.00863174	0.0250654	0.016415	0.0113984	0.00544212	0.0418485	0.0308926	0.00809076	0.02739703	0.0353911	-0.03351646	0.00934862	0.473306	0.00844652	0.0136171	0.490965	0.00431684	0.2056813	5	37.52802	0.5409098	0.0001225	0.016315	0.286374	3.69719	0.232668	0.596382	1.05313	2.11782	0.315189	0.302823	0.118546	0.263443	0.1721648	1.194677
330	-4215.02	-4156.38	-58.636	18.28514	0.1654342	4.251872	0.0172384	0.0027598	0.0322891	0.00193132	0.014991	0.0120109	0.00883555	0.0619188	0.0114664	0.0186741	0.0354781	0.0281477	0.00341814	0.012081	0.00116135	0.0301981	0.00454791	0.0537168	0.00213165	0.0724431	0.00517936	0.0166031	0.00847386	0.0475658	0.00183702	0.0111351	0.0431761	0.0296162	0.0103262	0.0108023	0.00233105	0.045957	0.0124238	0.0273993	0.010082	0.00449674	0.0220329	0.0118619	0.010003	0.0167001	0.0447684	0.00866123	0.02033232	0.03355035	0.004244011	0.010233	0.619066	0.00993734	0.00291658	0.355741	0.00210589	0.2193227	5	37.74565	0.4286334	0.000125427	0.0165076	0.287738	3.69563	0.467685	0.783492	1.08428	1.66454	0.31552	0.278404	0.12157	0.284507	0.2235667	0.9810168
340	-4213.01	-4147.77	-65.2414	18.64876	0.1664336	2.643574	0.035446	0.00345261	0.0224298	0.00970742	0.0234522	0.0292657	0.00709375	0.0444063	0.0122378	0.0169357	0.0552632	0.0324616	0.00159875	0.0104988	0.00341803	0.0394415	0.00758392	0.0702602	0.00215272	0.0643583	0.0066089	0.0793119	0.00564735	0.0175759	0.0104264	0.0110814	0.0388719	0.0570315	0.0177556	0.0167857	0.0132211	0.058491	0.0342448	0.0277272	0.0125766	0.00666504	0.0477027	0.0158518	0.0112261	0.0421237	0.0257569	0.00802145	0.02172821	0.02813594	0.0441869	0.0140426	0.535785	0.00371053	0.00987222	0.433453	0.00313616	0.1581307	5	38.57901	0.6791691	0.00013188	0.0169244	0.290657	3.69229	0.359659	0.709666	1.08009	1.85059	0.297323	0.296788	0.130254	0.275635	0.2023176	0.7815963
350	-4207.8	-4154.24	-53.5532	17.23399	0.1837695	4.447288	0.0128438	0.0121988	0.0308097	0.00571375	0.0118822	0.0158461	0.00535069	0.024449	0.0103259	0.0161513	0.0164299	0.016755	0.00216913	0.0117807	0.00551243	0.0453087	0.00228955	0.0435354	0.00162273	0.0197904	0.00340624	0.0334158	0.00563539	0.0161919	0.00206999	0.0081739	0.0339281	0.0335437	0.010584	0.0249061	0.0151154	0.026547	0.0434696	0.00632434	0.0192128	0.0127141	0.0292401	0.00182964	0.0258491	0.0429452	0.00711755	0.0050413	0.01517688	0.02766273	0.03618035	0.0136031	0.546261	0.00974934	0.0155029	0.41155	0.00333355	0.1548946	4	37.26498	0.3562954	0.000288638	0.024968	0.339991	3.63475	0.477365	0.789383	1.0841	1.64915	0.318699	0.299474	0.110957	0.27087	0.191075	0.8106484
360	-4219.37	-4161.42	-57.9497	14.98286	0.2037828	5.40464	0.00567196	0.00623737	0.0653901	0.0187402	0.00534691	0.0179257	0.00107823	0.0308403	0.0100082	0.00890764	0.0044978	0.0146022	0.0049843	0.0100827	0.00574994	0.00999116	0.000805541	0.0596537	0.00124917	0.00485439	0.0293985	0.0453414	0.02251	0.00486673	0.00661665	0.0114736	0.0148823	0.0489307	0.0098234	0.0323062	0.0168053	0.0488123	0.020511	0.010084	0.0155241	0.0114794	0.0138016	0.000893804	0.0189882	0.0111234	0.067059	0.00577517	0.03172399	0.03651843	0.03705305	0.00830021	0.484889	0.00848826	0.0157597	0.479738	0.00282469	0.110702	3	37.72867	0.6518685	0.000603834	0.0359859	0.393458	3.56995	0.518062	0.813052	1.08253	1.58635	0.307511	0.305289	0.123639	0.263561	0.1477551	0.7492266
370	-4203.04	-4151.82	-51.2176	16.51401	0.1958591	1.986225	0.00623154	0.00929824	0.0610773	0.0073249	0.00599318	0.0550104	0.00378194	0.0283747	0.0145957	0.0151392	0.00837688	0.0236594	0.00350363	0.0299197	0.00952741	0.00941569	0.00085064	0.0734157	0.00168238	0.00922802	0.0233269	0.031695	0.0117444	0.0345149	0.00257068	0.00956899	0.0152314	0.0723421	0.0161777	0.0541655	0.0167016	0.0395843	0.0297355	0.0181321	0.0164339	0.0172728	0.00827955	0.00137052	0.0109537	0.00692775	0.072788	0.0105074	0.02059432	0.03111814	0.07705791	0.00946777	0.56327	0.00617497	0.0105875	0.407245	0.00325465	0.1707898	3	37.41753	0.6440727	0.000459046	0.0314213	0.372764	3.59536	0.291625	0.653541	1.06964	1.98519	0.313549	0.283093	0.135312	0.268046	0.2478477	0.6890917
380	-4210.15	-4158.11	-52.041	15.57959	0.2188058	0.5192744	0.00355947	0.0174573	0.0537435	0.00217207	0.00641381	0.0324379	0.00459604	0.0224644	0.00911045	0.0186509	0.00663765	0.0262788	0.00310889	0.019226	0.00838663	0.0167998	0.000471383	0.0561623	0.0011901	0.0233173	0.029517	0.0560181	0.0393002	0.0129878	0.0116994	0.0075286	0.0217921	0.0108769	0.0188225	0.0818329	0.00595408	0.0213851	0.0138565	0.0167616	0.0110951	0.0127265	0.0137425	0.000664002	0.0118319	0.00665777	0.0371761	0.00759658	0.02093717	0.03011722	0.06938034	0.0154588	0.452001	0.00753133	0.0107152	0.504386	0.00990758	0.1294897	4	38.68647	0.5852011	0.000961439	0.04528	0.430939	3.52282	0.0370134	0.264313	0.833802	2.86487	0.299643	0.309792	0.13558	0.254985	0.1988701	0.6511273
390	-4212.99	-4160.73	-52.2649	17.2994	0.1790823	0.826203	0.00247142	0.0392312	0.0453468	0.00520263	0.00892269	0.0329264	0.0064265	0.0349827	0.0110403	0.0104204	0.0115556	0.0244172	0.00373715	0.0152587	0.00419437	0.0173559	0.000232344	0.0572677	0.00578383	0.0487846	0.0509494	0.0167883	0.00589158	0.0162154	0.0188474	0.0161689	0.0125602	0.0149859	0.0215657	0.024895	0.000812372	0.0533086	0.00439521	0.00423879	0.0186438	0.0235954	0.0311067	0.00366665	0.00500274	0.00643601	0.016399	0.011604	0.01987932	0.03822226	0.1043953	0.0149305	0.439997	0.00529381	0.0032979	0.524183	0.0122984	0.1819133	3	37.45241	0.6481558	0.000237079	0.0226461	0.326912	3.65021	0.101121	0.417473	0.963959	2.51745	0.272066	0.306736	0.137584	0.283614	0.2863086	0.6353748
400	-4202.36	-4161.22	-41.1426	17.90778	0.1767686	1.488118	0.0195005	0.0599884	0.0210933	0.00345673	0.00472356	0.00520998	0.00192825	0.0276131	0.0107427	0.016345	0.00629608	0.015996	0.0102046	0.00808386	0.00349346	0.00749117	0.000117151	0.0331176	0.0122956	0.0447314	0.0140323	0.00359991	0.00163855	0.00982856	0.0264547	0.0107272	0.0053458	0.0181309	0.00853898	0.0269811	0.00191407	0.0299497	0.00215899	0.00841115	0.0263427	0.032546	0.00838474	0.00384858	0.0162157	0.0224522	0.0119629	0.0131529	0.02178063	0.03391457	0.02613448	0.0130914	0.50866	0.00107328	0.00401961	0.461622	0.0115337	0.1196088	4	38.46343	0.5636972	0.000214305	0.0215391	0.320381	3.65787	0.223481	0.586567	1.04972	2.14024	0.314593	0.294738	0.12741	0.263258	0.1457433	0.8206814
410	-4204.57	-4152.21	-52.3646	17.81246	0.1613119	1.107453	0.0142861	0.0562947	0.031726	0.00563499	0.00501249	0.00768617	0.00193668	0.038083	0.0111978	0.0215647	0.006757	0.0222352	0.00738765	0.0141406	0.0024848	0.0169792	0.000342166	0.0712088	0.00486145	0.0844391	0.0250066	0.00366765	0.0106712	0.00919495	0.0334258	0.0131016	0.00456248	0.0135944	0.0184367	0.0334601	0.0038517	0.0403695	0.0323787	0.0326853	0.0262498	0.0236006	0.00674337	0.00479105	0.0361162	0.0261664	0.0286403	0.0303166	0.01979685	0.03396427	0.08664389	0.00949368	0.50701	0.00305084	0.0160344	0.45131	0.0131009	0.1340378	4	38.36527	0.6746157	0.00010131	0.0148451	0.27562	3.70943	0.157881	0.506827	1.01575	2.31954	0.319479	0.288265	0.127564	0.264692	0.2206817	0.6073808
420	-4200.3	-4155.1	-45.2067	18.95328	0.1502834	1.959958	0.00318569	0.0540888	0.0267713	0.0206249	0.00219525	0.00395054	0.00195642	0.0393635	0.0126267	0.023502	0.0060553	0.0336104	0.00891777	0.0106728	0.00442872	0.0185648	0.00109935	0.0540187	0.00638692	0.02835	0.0135584	0.00703555	0.0500956	0.0163435	0.0108502	0.0181203	0.00546498	0.0155235	0.0226736	0.0219322	0.00499783	0.0306307	0.0350355	0.0336134	0.0234636	0.0206519	0.00413951	0.00574173	0.0134548	0.0232107	0.0187453	0.0239862	0.02261461	0.03523277	0.03262661	0.0169096	0.519246	0.00428548	0.00954273	0.442934	0.00708181	0.1882834	4	38.34559	0.6737991	5.40095e-05	0.0108563	0.242681	3.74641	0.288448	0.650687	1.06895	1.99191	0.300673	0.308912	0.126965	0.26345	0.22091	0.8523081
430	-4199.11	-4157.22	-41.8968	16.94616	0.208207	0.6875107	0.000874	0.0132487	0.0510241	0.0171946	0.00735273	0.00472788	0.00106887	0.0453661	0.00743328	0.0200291	0.00208278	0.023768	0.0119937	0.0125365	0.00162611	0.0371517	0.00196564	0.0387748	0.0183518	0.0162273	0.0160548	0.0115819	0.0275425	0.0184846	0.00740572	0.0198651	0.00637714	0.00288665	0.0081457	0.0531845	0.00359629	0.0329455	0.0328452	0.0116183	0.0081847	0.046521	0.00249375	0.00658295	0.0231362	0.0246273	0.0143618	0.014303	0.02167714	0.03302844	0.007215351	0.0095142	0.564678	0.00597811	0.0131976	0.405488	0.00114338	0.1506891	4	38.03788	0.737664	0.000697339	0.0386403	0.404736	3.55593	0.0715228	0.357577	0.920151	2.65075	0.316703	0.285145	0.134942	0.26321	0.1579045	0.9543056
440	-4210.5	-4157.23	-53.2659	17.46607	0.1485264	2.147076	0.00158885	0.0342542	0.0399077	0.0172893	0.00999208	0.00481454	0.00358679	0.0776884	0.0123511	0.0379608	0.00478658	0.0401546	0.00470282	0.0146202	0.00323637	0.0471136	0.00190671	0.0960818	0.0139449	0.0255962	0.0191751	0.0203644	0.0354939	0.0253779	0.0123253	0.0194794	0.0113055	0.00291992	0.0165338	0.0259853	0.0033201	0.0801182	0.0231221	0.00474976	0.0185562	0.046403	0.00225044	0.0222045	0.015715	0.00999895	0.0254705	0.0139429	0.02083943	0.03792214	-0.01990736	0.00667197	0.546355	0.00981001	0.0071657	0.429273	0.000723822	0.1793339	5	40.04536	0.7990212	4.84388e-05	0.0102837	0.237377	3.75229	0.310221	0.669794	1.07327	1.94672	0.27266	0.332967	0.11465	0.279722	0.1594265	1.124869
450	-4204.59	-4148.8	-55.7941	17.54016	0.1406818	3.067284	0.00149373	0.0166896	0.0397312	0.016999	0.00743363	0.00323205	0.0195385	0.0568071	0.0090793	0.0286552	0.00412206	0.047696	0.00244315	0.0142126	0.00410579	0.0614257	0.00200171	0.0716412	0.0267569	0.0252293	0.00801128	0.0136612	0.0152697	0.0210205	0.0185534	0.00956536	0.00826345	0.00146371	0.0198525	0.027681	0.00224396	0.0783703	0.00822293	0.0114533	0.011044	0.0263766	0.00206786	0.0235176	0.0561927	0.0137716	0.0634699	0.0142016	0.0250006	0.04329095	0.08209412	0.0138443	0.549699	0.00858938	0.00422231	0.422962	0.000682332	0.1219464	2	39.0515	0.5776362	2.88187e-05	0.00794037	0.213572	3.77846	0.394401	0.735187	1.08283	1.78758	0.283732	0.317594	0.132282	0.266393	0.2040406	0.5976579
460	-4205.57	-4152.59	-52.9855	15.64478	0.1784795	2.357104	0.00979033	0.0586475	0.0420942	0.030791	0.0434893	0.00393848	0.0229806	0.0317095	0.0149904	0.0198549	0.0051583	0.0220695	0.00037128	0.0164622	0.0156825	0.0417052	0.000708779	0.059427	0.0165738	0.0445994	0.00864678	0.0236132	0.0139996	0.04175	0.0177238	0.0125445	0.0106137	0.00102371	0.0100435	0.0214483	0.00502048	0.048133	0.0076222	0.0104353	0.0238979	0.0234314	0.000574314	0.04866	0.0568076	0.0164115	0.0304544	0.00853235	0.03290989	0.03412061	0.09804976	0.0127282	0.52049	0.010599	0.00247607	0.453166	0.000540119	0.1614972	3	37.34115	0.6332812	0.00023098	0.0223552	0.325215	3.6522	0.332476	0.688306	1.07681	1.90241	0.296793	0.28488	0.138865	0.279462	0.259547	0.6222273
470	-4202.82	-4155.15	-47.6619	15.17	0.160616	1.763657	0.00733288	0.046712	0.0430428	0.018732	0.0480924	0.00427616	0.0283973	0.0502556	0.0202456	0.0184273	0.00330509	0.0200881	0.000708159	0.00896573	0.0120815	0.0124404	0.000644467	0.0357426	0.0115069	0.030353	0.0160596	0.0166142	0.0704933	0.0196517	0.00790271	0.0102846	0.0137457	0.000243555	0.0083092	0.0207723	0.0153365	0.0654944	0.0428928	0.00255437	0.0209802	0.0113677	0.00034464	0.0255296	0.0297894	0.018234	0.0330149	0.0102829	0.02098709	0.04190993	0.02992262	0.0110692	0.528007	0.0089558	0.0029064	0.446908	0.00215348	0.2182096	4	39.39139	0.6615869	9.76168e-05	0.0145736	0.273563	3.71177	0.263332	0.627273	1.06277	2.04662	0.311674	0.299302	0.120867	0.268158	0.2481322	0.8794086
480	-4210.61	-4149.73	-60.8865	18.0601	0.1703138	3.570164	0.00350899	0.0322319	0.0311301	0.0254697	0.0314292	0.00577272	0.00432041	0.0278156	0.00984109	0.0137521	0.00521076	0.022257	0.00065885	0.0230728	0.0105771	0.0825694	0.00028285	0.0617269	0.0129945	0.0381071	0.0442298	0.0230265	0.0208122	0.027716	0.0117466	0.0108249	0.0130749	0.000405177	0.0171913	0.0479163	0.0165747	0.0829299	0.0499934	0.00110359	0.0258857	0.017585	0.000188412	0.0756305	0.016973	0.0565502	0.0548882	0.0102456	0.02101067	0.03936964	0.142771	0.0119414	0.513849	0.00685865	0.00100052	0.462903	0.0034473	0.1058257	4	37.21372	0.9528872	0.000159349	0.0185924	0.301919	3.67933	0.429068	0.758897	1.08418	1.72786	0.297023	0.301679	0.133502	0.267795	0.2485967	0.4256924
490	-4203.47	-4151.03	-52.4443	14.26127	0.1972321	2.771416	0.00295431	0.0279819	0.0420954	0.0149794	0.0106698	0.00691245	0.0319277	0.0318706	0.00649787	0.01719	0.0150643	0.0192322	0.000625385	0.0154	0.00144498	0.0533207	0.000248994	0.0456927	0.0164522	0.0220422	0.0127085	0.0186612	0.0203354	0.0288023	0.0182543	0.011192	0.00757015	0.000207455	0.0168639	0.0472872	0.0129766	0.0559072	0.0112495	0.00119181	0.0207711	0.0144204	0.000155612	0.0990816	0.017911	0.0163349	0.0363078	0.00619956	0.02618844	0.03424047	0.03944263	0.00889524	0.568329	0.0113759	0.003829	0.403396	0.00417433	0.1864256	3	37.80921	0.4739402	0.00048214	0.0321941	0.376395	3.59093	0.370767	0.718031	1.08113	1.83007	0.280762	0.318366	0.124233	0.276639	0.2258682	0.8253733
500	-4218.37	-4156.74	-61.628	13.69131	0.1538924	2.467316	0.0240415	0.0244071	0.0422499	0.0297133	0.0149575	0.0131325	0.0279042	0.0361984	0.0072932	0.0230064	0.0451946	0.0176007	0.000265756	0.0186715	0.00176336	0.0354497	0.000478178	0.0471548	0.00835574	0.063426	0.0126553	0.0248749	0.0367922	0.077692	0.0171577	0.019685	0.00557271	0.000633769	0.0142565	0.035643	0.0157907	0.0893935	0.0387675	0.00027699	0.0224791	0.0388972	0.000635772	0.00944818	0.0392358	0.0377072	0.0890111	0.0209411	0.02892682	0.03653882	0.09139707	0.0135122	0.573807	0.00313036	0.00512815	0.40097	0.00345287	0.1864055	4	38.57716	0.7184519	6.70173e-05	0.0120871	0.253533	3.73431	0.343336	0.696997	1.07825	1.88142	0.316052	0.313785	0.118199	0.251965	0.2778026	0.671
510	-4220.13	-4151.26	-68.8711	13.35786	0.1380362	1.396624	0.0167391	0.0620896	0.0278418	0.0292587	0.0507954	0.00640845	0.0385403	0.0554707	0.0160231	0.0176609	0.0797426	0.0419054	0.00059084	0.0165792	0.00518799	0.0576103	0.000359074	0.0414669	0.0335256	0.0885888	0.0122455	0.0916995	0.0540036	0.0571	0.055667	0.029016	0.00518447	0.00027736	0.0140077	0.026614	0.0121945	0.0643954	0.00579472	0.000297948	0.0210908	0.0468179	0.00107976	0.0185269	0.0479049	0.0443177	0.115073	0.0238661	0.03333648	0.02549889	0.07004848	0.00931506	0.562129	0.00510687	0.00564826	0.416517	0.00128353	0.1364528	4	37.64089	0.7276687	2.38687e-05	0.00722878	0.205517	3.78723	0.208902	0.570393	1.04373	2.17698	0.294141	0.308344	0.138048	0.259466	0.2065013	0.6607843
520	-4216.28	-4148.78	-67.5044	15.9634	0.1745513	1.01886	0.0257875	0.0211197	0.0353342	0.0223676	0.045379	0.0239342	0.0519446	0.043264	0.0253526	0.0188999	0.0818804	0.0265355	0.000333443	0.0100932	0.00391486	0.0837459	0.000503457	0.034448	0.025533	0.102416	0.041016	0.0181172	0.056178	0.0269018	0.0399467	0.011033	0.00641692	0.000645028	0.0158222	0.0521842	0.00973277	0.078345	0.0144458	0.000424458	0.0267708	0.0314264	0.000794219	0.0135942	0.0327665	0.052111	0.0754823	0.0392686	0.02669964	0.03051274	0.09022909	0.0130314	0.483801	0.00327423	0.00620493	0.49137	0.00231781	0.1540221	4	39.83888	0.6828686	0.000194046	0.0205031	0.314079	3.66522	0.140702	0.482348	1.00306	2.37389	0.305859	0.302101	0.128998	0.263043	0.2442512	0.6305889
530	-4225.81	-4160.2	-65.609	14.4018	0.177091	0.920814	0.0159512	0.0263441	0.0170993	0.00617543	0.0893556	0.00971538	0.0686505	0.0417371	0.0202768	0.0256292	0.0487658	0.0286988	0.000405803	0.00859947	0.0126083	0.0297467	0.000572434	0.0324292	0.0285425	0.0129996	0.0573422	0.0494515	0.0303631	0.0553382	0.0173384	0.00498415	0.0327863	0.000854151	0.0352665	0.0365667	0.00836666	0.0679432	0.0507779	0.00364034	0.0445834	0.0148023	0.0107328	0.0160183	0.0559357	0.0888245	0.091987	0.0254226	0.04125488	0.02750195	0.004717113	0.0098085	0.52007	0.00337275	0.00272111	0.461385	0.00264333	0.2024775	4	37.59498	0.5711575	0.000217376	0.0216918	0.321294	3.6568	0.120896	0.451584	0.985531	2.44199	0.292608	0.319641	0.117332	0.270418	0.2071946	0.9772334
540	-4217.97	-4162.52	-55.4526	11.84398	0.1677504	0.830978	0.0178061	0.014508	0.039619	0.0116858	0.00964987	0.00521256	0.0380837	0.0487447	0.0178312	0.0181015	0.0749093	0.0392407	0.00165542	0.0129847	0.0117694	0.0566432	0.000387757	0.0374363	0.0431001	0.0233982	0.0895475	0.0397363	0.00500576	0.033251	0.0108283	0.00846634	0.0275409	0.00310983	0.0338719	0.0439151	0.00479879	0.0456279	0.0237458	0.0147124	0.0476671	0.00599632	0.043983	0.0291943	0.0183968	0.035027	0.0922303	0.00894148	0.02734643	0.03244286	-0.03686608	0.011089	0.487418	0.00975005	0.0056216	0.483762	0.00235884	0.2161117	4	37.65575	0.6043002	0.000140765	0.0174816	0.294493	3.68789	0.102131	0.419313	0.965182	2.51337	0.276337	0.329583	0.132441	0.261639	0.1792457	1.205673
550	-4222.96	-4162.98	-59.9838	12.51222	0.2063801	1.164397	0.0207767	0.00293186	0.0304828	0.0252275	0.025827	0.00476345	0.0405178	0.0428338	0.0150849	0.0259694	0.042812	0.0405095	0.00550385	0.0121243	0.0109969	0.0268114	0.000423728	0.020235	0.0401621	0.0869379	0.0805973	0.127633	0.0236113	0.00810996	0.0122624	0.00867999	0.023514	0.00236195	0.013998	0.0184126	0.0121196	0.0376653	0.0448173	0.0363546	0.026684	0.0112815	0.0348131	0.0520169	0.0183525	0.0204263	0.061037	0.00640174	0.03520025	0.03211574	0.03185472	0.0091798	0.563474	0.0106756	0.0104289	0.400095	0.00614758	0.1541945	4	38.82799	0.502205	0.000657583	0.0375354	0.400103	3.5617	0.168542	0.521143	1.02267	2.28764	0.289138	0.28407	0.140988	0.285804	0.1860492	0.8287834
