Iteration	Posterior	Likelihood	Prior	age_extant	alpha_cytb	alpha_morpho	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3970	-4228.61	-4152.87	-75.7377	15.69202	0.1750138	0.4883162	0.00801833	0.0343917	0.102747	0.132111	0.0424708	0.040187	0.00855319	0.0292047	0.0127454	0.0223351	0.0195751	0.0258035	0.0193753	0.0109809	0.00366857	0.0831269	0.0781843	0.0732155	0.0140426	0.0586086	0.00725368	0.0647811	0.0132548	0.0640553	0.193133	0.0146963	0.0312171	0.0201471	0.12591	0.0169169	0.00901343	0.117508	0.0493175	0.0834163	0.0399442	0.00035331	0.0066923	0.0196816	0.0014272	0.00334265	0.0178455	0.0826765	0.05476634	0.02083237	0.2514498	0.0154158	0.524467	0.00526386	0.00466365	0.447205	0.00298457	0.1611858	4	38.36001	0.5381385	0.000198148	0.0207172	0.315397	3.66369	0.0312432	0.24422	0.811577	2.91296	0.298028	0.323311	0.134186	0.244474	0.4126356	0.390625
3980	-4224.71	-4160.8	-63.9118	14.07193	0.1738408	1.960279	0.00530231	0.0541361	0.0665867	0.052216	0.0367397	0.0636644	0.0366803	0.0505878	0.0182128	0.0312131	0.056473	0.0249583	0.0179839	0.0174929	0.00413377	0.0607724	0.016637	0.0419389	0.0233214	0.025054	0.0250544	0.0278829	0.00387405	0.0820676	0.0164165	0.0144536	0.0324077	0.0343659	0.186584	0.0202472	0.0138757	0.0745604	0.100344	0.0484978	0.027098	0.000221104	0.0401666	0.029825	0.00370839	0.01351	0.0248379	0.139655	0.05134495	0.04037938	-0.01583064	0.00858275	0.554234	0.00529507	0.00798132	0.422628	0.001279	0.2178864	5	38.40117	0.8083058	0.000187867	0.0201764	0.312051	3.66758	0.288487	0.650722	1.06896	1.99183	0.294788	0.305384	0.136552	0.263276	0.2020557	1.078348
3990	-4206.5	-4149.71	-56.792	15.98607	0.1461216	1.611293	0.00279741	0.0097249	0.0274165	0.0128615	0.0210437	0.0680852	0.0115415	0.0264906	0.00977501	0.0293308	0.061773	0.0177353	0.0151447	0.0119782	0.00693631	0.0830907	0.0232971	0.0491293	0.0280987	0.0184281	0.00959488	0.0292889	0.00129772	0.0282771	0.00524295	0.00467428	0.0286011	0.0146572	0.110846	0.0327998	0.0134679	0.0893241	0.0335138	0.0337411	0.0333842	7.16866e-05	0.0503598	0.00995826	0.00366849	0.0156534	0.0178609	0.0433447	0.02450702	0.03186173	0.05729033	0.00938754	0.591039	0.0045107	0.0146464	0.378653	0.00176327	0.1790611	4	37.22096	0.6555355	4.15563e-05	0.00952822	0.230098	3.76033	0.242014	0.606091	1.05634	2.09556	0.293228	0.294249	0.132344	0.28018	0.2363515	0.7576054
4000	-4218	-4156.37	-61.6238	16.57497	0.178564	1.07801	0.0160277	0.0179671	0.0435572	0.0433734	0.0417195	0.0302526	0.0148593	0.0220323	0.00817097	0.0345266	0.0489524	0.0218579	0.0157343	0.0140655	0.00484116	0.105559	0.0435748	0.0370083	0.0160732	0.0617408	0.00883893	0.00991665	0.000922287	0.0545898	0.00914814	0.0266781	0.0188713	0.0108494	0.0917544	0.0196384	0.00925432	0.106956	0.0465442	0.0265959	0.0329788	5.79633e-05	0.0246924	0.0694106	0.0194228	0.0109929	0.0474759	0.0203989	0.03294343	0.02575971	0.1101609	0.00740801	0.530138	0.00611033	0.0123904	0.438834	0.00511921	0.2225739	6	37.86418	0.9179581	0.000231828	0.0223958	0.325453	3.65192	0.152251	0.499006	1.01181	2.33693	0.314731	0.283214	0.138234	0.263821	0.3327348	0.6689228
4010	-4211.19	-4154.89	-56.3005	16.13562	0.1667645	0.9716216	0.0620203	0.0492731	0.0407856	0.0136284	0.0259944	0.0148328	0.0792298	0.0344178	0.0064052	0.0132855	0.0565454	0.0180418	0.0193999	0.0107041	0.00805925	0.086222	0.0380692	0.0444638	0.0236802	0.117685	0.00653878	0.00358602	0.000597643	0.0458971	0.00367444	0.0200105	0.0271782	0.0143019	0.0707881	0.0100281	0.0116222	0.04383	0.0156931	0.0096474	0.00978132	8.12004e-05	0.0281946	0.0226285	0.0242141	0.0527718	0.0158341	0.011393	0.03666695	0.04180399	0.07086906	0.0125447	0.454028	0.00253147	0.00639304	0.523274	0.00122959	0.2166638	6	37.27585	0.893854	0.000134072	0.0170636	0.291623	3.69118	0.131257	0.468053	0.995134	2.40556	0.313994	0.293154	0.133532	0.25932	0.2875329	0.7535271
4020	-4212.26	-4164.68	-47.5731	13.0202	0.1997774	2.230858	0.0520986	0.0567665	0.0349699	0.00526888	0.0320248	0.0153282	0.0182921	0.0404191	0.0217884	0.0339272	0.0484652	0.0479068	0.0156382	0.0138791	0.00698965	0.0570583	0.0303593	0.0408654	0.0376542	0.0718867	0.0111137	0.0089435	0.00107031	0.0531525	0.00661362	0.00950821	0.0186334	0.0285278	0.0311613	0.00678294	0.0207749	0.0357145	0.0143217	0.0157892	0.0124855	5.76746e-05	0.00820902	0.0338699	0.0483503	0.0649864	0.0149335	0.0054472	0.02872584	0.05231953	0.09288977	0.0135725	0.444057	0.0075106	0.0163501	0.516539	0.001971	0.2169094	5	37.30181	0.7197478	0.000527127	0.0336471	0.383077	3.58275	0.319358	0.677513	1.07482	1.92831	0.295267	0.280428	0.154197	0.270109	0.3097992	0.7001613
4030	-4201.65	-4152.69	-48.965	16.14513	0.1998606	1.997977	0.0231472	0.0338616	0.0430885	0.00873491	0.0731859	0.0307096	0.00519894	0.0485166	0.0121391	0.0210468	0.0289153	0.0362705	0.0176598	0.0167944	0.00691651	0.0553188	0.023047	0.0525416	0.0135401	0.0201102	0.0162801	0.0105747	0.000272636	0.0273556	0.00392608	0.00275655	0.00354571	0.0105334	0.020814	0.00873719	0.0395603	0.0340672	0.0150553	0.0477514	0.00932407	1.78518e-05	0.0508779	0.0224192	0.0297063	0.0409131	0.00977213	0.00756887	0.02147797	0.0339542	0.02837653	0.0124725	0.474698	0.00397017	0.00871124	0.498174	0.00197391	0.1605465	5	38.10159	0.6588616	0.000528647	0.0336951	0.383294	3.58248	0.293033	0.654798	1.06994	1.98223	0.32687	0.291438	0.131689	0.250003	0.188923	0.8497985
4040	-4192.1	-4147.45	-44.6502	16.10747	0.1719161	3.872181	0.0280556	0.0343094	0.0324728	0.00580599	0.0238666	0.049344	0.00644146	0.0392649	0.00825747	0.0245966	0.00928062	0.0231542	0.0175484	0.016735	0.0047199	0.0214932	0.00848746	0.0596469	0.00968994	0.00771128	0.0143432	0.00633422	0.00074625	0.0138621	0.0139266	0.00225573	0.0119497	0.0127922	0.0309522	0.0103149	0.0308935	0.0577288	0.00907185	0.0585969	0.0118238	1.32849e-05	0.0308527	0.0172968	0.00753697	0.0249994	0.00790027	0.0035432	0.01800364	0.04197232	0.06585121	0.013371	0.536105	0.00228223	0.00904275	0.437428	0.00177074	0.1653319	5	37.64742	0.6988823	0.000171869	0.0193041	0.306535	3.67399	0.4472	0.77067	1.0844	1.69773	0.310377	0.298691	0.125321	0.265611	0.2311831	0.7151557
4050	-4202.65	-4148.39	-54.2595	17.18811	0.1672984	1.383465	0.0106229	0.0269224	0.0327187	0.0130341	0.0254615	0.0317999	0.0134469	0.0399279	0.0087359	0.022981	0.0109766	0.0262516	0.0118124	0.00950353	0.00578068	0.0174101	0.00729263	0.0793688	0.00953996	0.018806	0.0571685	0.00608498	0.00196088	0.0194708	0.0535918	0.00298991	0.0398233	0.0118056	0.0328292	0.0262496	0.0734565	0.0493218	0.00834242	0.0626601	0.013669	6.86492e-06	0.0245653	0.0103852	0.00830081	0.00597501	0.0084668	0.0113502	0.03117531	0.03309981	-0.001953978	0.0137586	0.466712	0.00713618	0.010119	0.500416	0.00185758	0.2302628	6	38.11665	0.7814761	0.000137665	0.0172893	0.293178	3.6894	0.206746	0.567935	1.04278	2.18254	0.311536	0.298129	0.14526	0.245075	0.2283088	1.008558
4060	-4213.65	-4147.45	-66.2011	15.30857	0.1769386	1.628264	0.0281744	0.0507348	0.0459037	0.00898344	0.0594877	0.0360756	0.0187696	0.0440301	0.0126791	0.0229397	0.0140415	0.0240277	0.017558	0.0158061	0.00581444	0.0394855	0.0279184	0.0864586	0.026228	0.0831338	0.0429033	0.0154669	0.000587311	0.0141583	0.0492561	0.0115038	0.0438493	0.00539043	0.0260873	0.0297465	0.0390379	0.0748095	0.00426109	0.0512185	0.0306939	1.79547e-06	0.0191049	0.00933998	0.0217416	0.00369996	0.00882233	0.0266765	0.03097881	0.02653335	0.0531383	0.0142946	0.52742	0.0085707	0.00446625	0.443524	0.00172478	0.2757707	5	38.21303	0.5179478	0.00021592	0.0216195	0.320863	3.6573	0.244474	0.608601	1.05714	2.08978	0.31291	0.297646	0.123613	0.265831	0.328909	0.8384408
4070	-4211.54	-4162.75	-48.7872	14.85635	0.2089431	1.335357	0.0128315	0.0654231	0.0649877	0.0346386	0.0154157	0.0158068	0.0160945	0.0333795	0.0177817	0.015243	0.0109234	0.0179316	0.0160347	0.00692193	0.00915237	0.0390076	0.0446379	0.0741249	0.014069	0.0230468	0.0207837	0.00653143	0.000192787	0.0485513	0.0650476	0.0285383	0.0178025	0.012976	0.0592236	0.0354908	0.0280631	0.049063	0.0115648	0.0314034	0.0234921	1.47478e-06	0.00830752	0.00380154	0.00992835	0.00248981	0.00205045	0.0245388	0.02787295	0.06215454	0.04131201	0.0145618	0.446774	0.0182188	0.00226682	0.517758	0.000420428	0.2224729	5	38.15673	0.790768	0.00071382	0.0390888	0.406593	3.5536	0.198732	0.558642	1.03909	2.20354	0.295723	0.304762	0.15117	0.248346	0.2637849	0.8433875
4080	-4236.13	-4160.44	-75.6908	16.17722	0.2106667	2.878163	0.00837065	0.0535023	0.047597	0.0244188	0.0301581	0.0190732	0.0571256	0.0327826	0.0224748	0.0195388	0.0378124	0.0374199	0.0206341	0.0140297	0.00669324	0.0621164	0.0877635	0.0872079	0.0226063	0.0396647	0.0046243	0.0102784	0.00053279	0.131298	0.218289	0.018179	0.0394968	0.0342535	0.0252928	0.0647073	0.0177827	0.0318057	0.0182446	0.0191695	0.0336354	6.7971e-06	0.00629233	0.0138871	0.0865824	0.00673212	0.000734661	0.100923	0.04906347	0.03849003	0.05101531	0.0111516	0.558992	0.0179055	0.00473743	0.406395	0.00081819	0.2324253	4	37.50069	0.9171014	0.000753471	0.0401468	0.410919	3.54818	0.379611	0.724551	1.08184	1.81399	0.302836	0.315106	0.122394	0.259664	0.2834406	0.8200141
4090	-4227.91	-4155.73	-72.1849	18.468	0.1918829	0.899541	0.0131871	0.0254346	0.0659103	0.0046057	0.0313698	0.0634228	0.0659316	0.0450961	0.0219867	0.0301227	0.0215932	0.02165	0.0196069	0.0193722	0.00471266	0.118293	0.0350523	0.0548297	0.0916553	0.0561681	0.00252506	0.0207826	0.0025353	0.154304	0.0591234	0.0178019	0.038574	0.0386116	0.0423505	0.0916551	0.0170813	0.0389028	0.019555	0.0116533	0.0282959	1.45482e-05	0.00535702	0.00588961	0.133165	0.00660214	0.000329642	0.0917068	0.03752383	0.02505963	0.08072533	0.00665634	0.548192	0.0149353	0.00468323	0.424174	0.00135974	0.2010332	4	37.49056	0.9040178	0.000396637	0.0292279	0.362143	3.60823	0.1165	0.444325	0.981133	2.45804	0.293057	0.317754	0.118634	0.270554	0.2817585	0.7134946
4100	-4218.01	-4152.79	-65.227	19.74754	0.1613525	0.6275362	0.0201802	0.0327026	0.0334855	0.00771568	0.041735	0.0274756	0.0606292	0.0321402	0.0159628	0.038705	0.0339829	0.0278235	0.0194247	0.0283357	0.00880906	0.0288392	0.0209324	0.105794	0.060142	0.0234582	0.00221449	0.0574116	0.00183146	0.0568679	0.0558516	0.01802	0.024289	0.0221767	0.0593212	0.10283	0.019816	0.0229126	0.0173018	0.00747339	0.0321396	3.70086e-05	0.0154134	0.0043863	0.0461552	0.00750589	0.0012266	0.0508496	0.03828937	0.03509136	0.04341752	0.0127259	0.602941	0.00454898	0.00776656	0.371478	0.000540213	0.1419352	4	37.88248	0.5934718	0.000101528	0.0148611	0.27574	3.7093	0.0588325	0.327236	0.894742	2.71919	0.299646	0.304605	0.122137	0.273612	0.1853527	0.7657573
4110	-4214.67	-4151.93	-62.7362	19.04747	0.1507916	0.7199104	0.0279799	0.0835591	0.00792729	0.00187433	0.0537154	0.0147396	0.0238349	0.0489118	0.0118262	0.0229294	0.000899379	0.0237092	0.0211265	0.0204834	0.0101647	0.0406397	0.00894107	0.119714	0.094937	0.0387625	0.0106604	0.0165956	0.000755649	0.0247218	0.0629621	0.0144932	0.0133369	0.0258446	0.117762	0.0334023	0.0126774	0.0292603	0.0323387	0.0644106	0.043225	9.06024e-05	0.0126121	0.006103	0.0138103	0.0060174	0.00113351	0.0279633	0.03466123	0.02626345	-0.07703573	0.0120563	0.499562	0.00791761	0.00418503	0.475799	0.000479548	0.2246051	3	38.05829	0.5891673	5.57106e-05	0.0110252	0.244213	3.74471	0.0784452	0.372775	0.932029	2.61675	0.288546	0.296985	0.152594	0.261875	0.1475694	1.522031
4120	-4215.11	-4162.27	-52.8398	13.67179	0.1719425	0.6491211	0.02653	0.0632846	0.00818581	0.00280672	0.0754377	0.0277219	0.0109859	0.0353055	0.0154216	0.0216279	0.000160184	0.0396212	0.0233815	0.0188616	0.00869639	0.183726	0.0327506	0.100539	0.0428794	0.0410711	0.014494	0.0150007	0.000594439	0.00838774	0.0289044	0.0308186	0.0141642	0.0198104	0.0278413	0.0175035	0.0172472	0.048134	0.0204984	0.019429	0.0206491	0.000269876	0.00685458	0.00229777	0.0206398	0.0251833	0.0143944	0.0371752	0.03389332	0.04269004	0.06616683	0.0111631	0.530162	0.00782291	0.00181242	0.448268	0.000771134	0.1219367	3	37.73442	0.7866079	0.000172081	0.0193159	0.306611	3.6739	0.0633721	0.338501	0.90445	2.69368	0.307357	0.287905	0.152742	0.251996	0.1881035	0.6482425
4130	-4210.75	-4158.26	-52.4895	16.31755	0.1972615	0.4126958	0.017712	0.0729779	0.0179067	0.00387669	0.0278507	0.0335551	0.00914472	0.0456398	0.0170628	0.0266147	0.000292109	0.0285884	0.0141677	0.0178372	0.0109999	0.146078	0.134134	0.095784	0.020978	0.0780546	0.00252176	0.0108159	0.00108832	0.00376099	0.0121504	0.0383138	0.0240511	0.0940583	0.047736	0.00941836	0.0160876	0.0641827	0.0205528	0.0163589	0.0347782	0.000655827	0.00564781	0.00310892	0.0240934	0.0255425	0.0158435	0.116095	0.03296864	0.02049651	0.01525616	0.0131599	0.459163	0.0106765	0.00809273	0.508327	0.000580618	0.2132191	3	37.4921	0.7439922	0.000482644	0.0322107	0.376473	3.59083	0.0185878	0.191175	0.744661	3.04558	0.285971	0.306902	0.136565	0.270563	0.2284753	0.9332262
4140	-4212.14	-4157.32	-54.8211	16.13975	0.2350204	0.3903417	0.0220355	0.0426252	0.0134498	0.00761096	0.00880803	0.0369855	0.0633599	0.0590743	0.0104632	0.0315741	0.000254855	0.0269722	0.0230502	0.0222754	0.00887589	0.105544	0.0135638	0.0741884	0.0327073	0.067596	0.00151902	0.0186985	0.00114561	0.0146295	0.00436247	0.021023	0.0304378	0.0288047	0.0580416	0.0042677	0.0163605	0.0948411	0.0291466	0.00904314	0.0227324	0.0016717	0.00574939	0.0248646	0.0176542	0.0405423	0.00983502	0.24209	0.03424158	0.02945468	0.05175218	0.0115009	0.47495	0.0156339	0.0119656	0.485768	0.000181295	0.2056788	5	37.32402	0.8554943	0.00148558	0.0561059	0.468813	3.4736	0.015346	0.174505	0.720614	3.08953	0.318316	0.299247	0.127783	0.254654	0.257431	0.7989668
4150	-4192.15	-4152.42	-39.731	15.35933	0.1771391	0.4349679	0.00719419	0.0463678	0.0162918	0.0351752	0.00325511	0.0553912	0.0131431	0.0415708	0.00691966	0.0216148	0.00011585	0.0428854	0.0211053	0.0188952	0.010301	0.0376581	0.0156268	0.0743259	0.00581381	0.0687853	0.00237425	0.00514343	0.00259304	0.00709236	0.00369649	0.0208757	0.0219166	0.0384263	0.0138152	0.0114037	0.018352	0.0441401	0.014651	0.0121828	0.0339247	0.00208711	0.00552413	0.0158908	0.010631	0.0341719	0.0634695	0.0314436	0.02303281	0.02102768	0.002528225	0.0147654	0.54943	0.00922331	0.00413491	0.422132	0.000314899	0.2043502	4	37.66038	0.7519412	0.000217837	0.0217146	0.32143	3.65664	0.0220653	0.207361	0.766508	3.00407	0.275692	0.30615	0.13455	0.283608	0.2068784	0.9877792
4160	-4196.23	-4151.61	-44.6203	15.85696	0.1875282	0.5171717	0.00902269	0.0306089	0.0238798	0.0277468	0.00225675	0.0267291	0.0123866	0.0577896	0.0122908	0.0268357	0.000115549	0.0276323	0.0219535	0.0197326	0.00502492	0.0494129	0.0134267	0.04826	0.00350169	0.039358	0.00238374	0.0195325	0.00269225	0.0288552	0.00152987	0.0435257	0.0391487	0.0225457	0.0179276	0.0100844	0.0082459	0.0761633	0.0190197	0.0114011	0.046745	0.00660004	0.00682104	0.0157173	0.0131509	0.0324417	0.0623545	0.00764612	0.03054818	0.02305031	0.03323507	0.0133531	0.518849	0.00666286	0.00294084	0.458048	0.000146248	0.2179068	4	37.37263	0.7461752	0.000335577	0.0269045	0.350332	3.62243	0.0366129	0.262978	0.832372	2.86804	0.29493	0.301822	0.125658	0.27759	0.2511419	0.8676642
4170	-4185.37	-4149.25	-36.1261	15.53674	0.1749861	0.954885	0.0127805	0.0358285	0.0222809	0.0149611	0.0029365	0.0444603	0.0169824	0.0362224	0.0103715	0.0279161	0.000254237	0.0253147	0.0197922	0.0128821	0.00629535	0.0292637	0.0100246	0.0416852	0.00246599	0.0162849	0.00315361	0.0301937	0.00281977	0.0171913	0.000883391	0.0246819	0.0148418	0.00651392	0.0208896	0.00516605	0.0109537	0.0658675	0.00751635	0.0161557	0.0203286	0.0175541	0.00705937	0.00545461	0.00799705	0.0168614	0.0458555	0.0128779	0.02155772	0.03582302	0.06573626	0.0121317	0.490651	0.00794002	0.00864052	0.480562	7.41726e-05	0.1311079	4	38.69772	0.7508151	0.0001979	0.0207043	0.315318	3.66378	0.127867	0.462758	0.992103	2.41727	0.288131	0.302048	0.137635	0.272186	0.1968441	0.6660492
4180	-4186.03	-4151.26	-34.7694	16.99185	0.1642741	0.8310622	0.012684	0.0306871	0.00961671	0.0321897	0.0139633	0.0354973	0.0182668	0.042503	0.00966801	0.0163129	0.00049439	0.0389267	0.0207909	0.0102683	0.00292413	0.0045298	0.00869522	0.0283979	0.01229	0.0116665	0.00356039	0.0111788	0.00515408	0.0128186	0.00241019	0.00761501	0.0180768	0.00319905	0.0197003	0.00621171	0.0118266	0.0395078	0.000892878	0.00773295	0.0168396	0.0294168	0.0128013	0.00933078	0.00505019	0.0154151	0.0122734	0.0105245	0.01206453	0.02597136	0.103887	0.00512459	0.604775	0.0127724	0.00394161	0.373305	8.20282e-05	0.1965548	4	38.24863	0.6602703	0.00011824	0.0160305	0.28434	3.69951	0.102149	0.419346	0.965204	2.5133	0.295899	0.297617	0.138291	0.268193	0.3004417	0.6542193
4190	-4188.27	-4143.66	-44.6113	16.86076	0.1892315	0.9570064	0.00806984	0.0269074	0.0194824	0.0157395	0.0340719	0.0113795	0.00351689	0.0277946	0.0106236	0.01824	0.000228494	0.0285415	0.0167138	0.0120626	0.00579547	0.00424842	0.00165665	0.0316304	0.0246613	0.00924264	0.00761719	0.0158362	0.0112321	0.0304758	0.00246431	0.0114307	0.0156612	0.00334727	0.0245344	0.0110597	0.016225	0.0338805	0.000567189	0.0163408	0.0237354	0.0295177	0.0151674	0.0294961	0.00737534	0.0317574	0.0155747	0.055242	0.01247979	0.03691248	0.1007454	0.0118946	0.448092	0.0143085	0.00329047	0.522374	4.04289e-05	0.144056	4	37.73861	0.6055993	0.000358582	0.0278033	0.354974	3.61686	0.128298	0.463436	0.992494	2.41577	0.294538	0.303634	0.145206	0.256621	0.2448014	0.5884606
4200	-4194.62	-4158.37	-36.248	17.66056	0.2379082	0.8814166	0.0157607	0.0186788	0.011367	0.0141609	0.0291003	0.0075058	0.00194697	0.0253635	0.00943562	0.0238213	0.000486982	0.0233207	0.0176352	0.0112038	0.00339557	0.00576091	0.00247347	0.0376948	0.0638635	0.00906584	0.0256078	0.0109968	0.0165513	0.00639074	0.00790452	0.0209837	0.0312379	0.00513916	0.015129	0.0161268	0.019586	0.0596634	0.00166649	0.0303179	0.0284827	0.0332748	0.00516373	0.00585968	0.0145245	0.0289183	0.0083895	0.0216105	0.02044577	0.02476854	0.04678798	0.0147993	0.459219	0.015002	0.0109758	0.499942	6.11799e-05	0.1982807	4	37.37801	0.6620791	0.00159531	0.0581073	0.475283	3.46501	0.112729	0.437959	0.977191	2.47212	0.30008	0.276013	0.132468	0.291439	0.2450687	0.8090822
4210	-4194.34	-4150.08	-44.2572	16.01568	0.1736893	0.7117382	0.00711555	0.0188816	0.0137733	0.00712392	0.0539931	0.013429	0.00915091	0.0359237	0.00778946	0.021349	0.000325906	0.0193893	0.0119639	0.0174935	0.00774231	0.00777222	0.00377376	0.052127	0.0436662	0.0150575	0.0359809	0.0050259	0.0179496	0.0209668	0.00715997	0.0276056	0.0397404	0.013956	0.0105748	0.0121447	0.0137831	0.0712074	0.00239894	0.013909	0.0301449	0.0378236	0.00658588	0.014219	0.0146798	0.0263443	0.00674754	0.0606734	0.01761127	0.02614506	-0.02006928	0.0131561	0.627393	0.00489381	0.0083095	0.346232	1.55932e-05	0.1691596	5	39.45858	0.6787951	0.000186569	0.020107	0.311618	3.66809	0.0766971	0.369016	0.929142	2.62514	0.287778	0.311884	0.117901	0.282437	0.1490903	1.134612
4220	-4195.48	-4143.11	-52.3675	15.77021	0.1768244	1.147907	0.00689906	0.0289546	0.0499123	0.00250365	0.0242871	0.0396886	0.0222018	0.0544943	0.0115683	0.0283053	0.00189727	0.0401868	0.0163264	0.0178361	0.00703599	0.0380491	0.00734801	0.0576542	0.0495463	0.00297518	0.0537873	0.0287725	0.0251295	0.0761018	0.00219589	0.0320804	0.0215672	0.00704972	0.00773401	0.0169745	0.0191164	0.0996416	0.0035598	0.0219857	0.0283164	0.0298333	0.0195889	0.0397391	0.0407924	0.0619961	0.00495634	0.0479175	0.03431128	0.0378143	-0.01616299	0.0138227	0.557445	0.00361089	0.00865345	0.416403	6.48536e-05	0.2218322	4	37.61196	0.763915	0.000214833	0.0215655	0.320539	3.65768	0.165486	0.517103	1.02076	2.29666	0.299641	0.304919	0.119924	0.275517	0.2056693	1.078587
4230	-4207.81	-4150.23	-57.5833	16.18933	0.1578468	0.8735601	0.0111303	0.0501305	0.0276702	0.00135621	0.0219309	0.0543742	0.00667074	0.0647204	0.0142386	0.0304807	0.00232448	0.0332328	0.0110214	0.0110785	0.0140521	0.0473175	0.0102391	0.0678466	0.01272	0.000398118	0.078107	0.0159525	0.065851	0.0170038	0.00188972	0.0364591	0.020395	0.00167766	0.0137571	0.0240344	0.0374355	0.139158	0.00696074	0.0345893	0.0256018	0.0138876	0.0326705	0.00548937	0.0689109	0.0193601	0.0137545	0.0428311	0.02477255	0.03966678	-0.0219415	0.00992638	0.512701	0.00506593	0.0100746	0.462204	2.81142e-05	0.1778945	5	37.45082	0.7161977	8.39348e-05	0.0135192	0.265346	3.72105	0.111088	0.435146	0.975424	2.47834	0.325385	0.301157	0.128261	0.245197	0.155953	1.140693
4240	-4201.21	-4145.8	-55.4152	16.51534	0.1645266	0.6634711	0.0174624	0.0262102	0.0314202	0.00565912	0.00919501	0.0892807	0.00285189	0.0352467	0.0106219	0.0174515	0.00417625	0.036885	0.0184259	0.0144978	0.00775633	0.0389394	0.0272132	0.108328	0.00347434	0.00198743	0.0505422	0.0148486	0.0325239	0.0224963	0.00265786	0.0583071	0.0425885	0.00748794	0.00698044	0.018768	0.025445	0.106326	0.0189298	0.047623	0.0233757	0.00839357	0.0208827	0.00894895	0.0329849	0.0115816	0.025579	0.0473019	0.02535459	0.02700772	0.04627481	0.00634479	0.519116	0.0102997	0.00767809	0.45655	1.1418e-05	0.166463	4	38.58088	0.7892953	0.000119777	0.0161337	0.285081	3.69867	0.0664094	0.345773	0.910542	2.67728	0.295098	0.300271	0.139728	0.264903	0.2127378	0.7824796
4250	-4188.49	-4143.95	-44.5436	14.22473	0.1968718	2.618365	0.0141262	0.0346774	0.0683618	0.00178171	0.0506059	0.0444863	0.00200624	0.0346188	0.0110001	0.0220566	0.00221764	0.0301748	0.012455	0.0102033	0.00434484	0.0431623	0.0344396	0.0833859	0.00054491	0.00154408	0.00705713	0.0175599	0.00592199	0.00336151	0.00176814	0.0411738	0.0578999	0.00984892	0.0151466	0.0331312	0.014018	0.0420213	0.0116167	0.0166015	0.0243428	0.00470673	0.0314029	0.00930987	0.0252179	0.0140489	0.00990261	0.0191284	0.02254019	0.03838419	-0.009597026	0.0111061	0.53044	0.0147844	0.0105273	0.433104	3.90227e-05	0.2324474	3	37.25353	0.6371273	0.000476002	0.0319905	0.375444	3.59209	0.357399	0.707939	1.07985	1.85481	0.298853	0.310637	0.136215	0.254295	0.2228503	1.043065
4260	-4192.29	-4149.92	-42.3693	17.40053	0.1686154	1.854505	0.0103754	0.0348873	0.0717439	0.00249485	0.020064	0.0459557	0.0015515	0.0497021	0.00948731	0.0251836	0.00752263	0.02989	0.0210141	0.0252256	0.0122988	0.0625975	0.0189666	0.08442	0.000382468	0.00154413	0.00704527	0.0210766	0.00279176	0.00235485	0.00327305	0.0218873	0.0547058	0.00991417	0.00588067	0.0254179	0.00818131	0.0822709	0.0106536	0.0147777	0.0188249	0.00640442	0.0232986	0.00532643	0.00427675	0.00704509	0.0113495	0.0376684	0.02468114	0.04516532	-0.03701231	0.0111618	0.459527	0.0135031	0.00317127	0.512215	0.000421837	0.2589931	4	37.42024	0.7485511	0.000146842	0.0178526	0.297005	3.685	0.275266	0.638593	1.06588	2.02026	0.295902	0.320038	0.134085	0.249975	0.2219808	1.166737
4270	-4203.14	-4151.5	-51.6351	14.09742	0.186237	1.27142	0.0176582	0.0372506	0.0595751	0.00160194	0.00917745	0.0309948	0.00182324	0.0429386	0.0129632	0.0290497	0.0102844	0.0260077	0.0230022	0.023032	0.00811826	0.089708	0.0254942	0.0965805	0.000641519	0.00146957	0.028089	0.0663596	0.00228166	0.00205425	0.0104639	0.0236714	0.0280089	0.00388022	0.0180132	0.0190624	0.0274904	0.058006	0.0411902	0.0202644	0.0150858	0.0152517	0.0369237	0.00675833	0.0108417	0.00683157	0.0216326	0.0405115	0.03539615	0.03680636	0.1264526	0.0083861	0.620261	0.00907407	0.0132957	0.347494	0.00148907	0.1430463	5	38.57822	0.5561515	0.000318869	0.026232	0.346795	3.62665	0.187758	0.545489	1.03361	2.23314	0.292479	0.308611	0.113268	0.285642	0.2694989	0.530786
