Iteration	Posterior	Likelihood	Prior	div[1]	div[2]	div[3]	div[4]	div[5]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	psi[1]	psi[2]	psi[3]	psi[4]	psi[5]	turnover[1]	turnover[2]	turnover[3]	turnover[4]	turnover[5]
9200	-197.871	0	-197.871	-0.138918	-0.0718583	-0.0498313	0.0449436	0.194537	1.70686	0.258061	1.36814	0.049438	0.259711	1.84577	0.329919	1.41797	0.00449438	0.0651737	3.23278	0.143474	1.59945	0.059473	0.0971156	1.08139	1.27845	1.03642	0.0909096	0.250947
9300	-195.59	0	-195.59	0.602146	-0.0229426	0.133928	0.123615	0.294635	2.40547	0.229058	1.65376	0.143097	0.335613	1.80333	0.252001	1.51983	0.019482	0.040978	3.49093	0.0888155	1.2657	0.0311928	0.137873	0.749677	1.10016	0.919016	0.136146	0.122099
9400	-185.498	0	-185.498	-0.0569829	0.0257001	-0.00428941	0.206177	0.0744642	2.08062	0.305205	1.2017	0.293215	0.133147	2.13761	0.279505	1.20599	0.0870384	0.0586826	2.36387	0.125953	1.8624	0.0271515	0.100467	1.02739	0.915794	1.00357	0.296842	0.440736
9500	-221.053	0	-221.053	-0.0190065	0.0340384	-0.482715	0.141506	-0.0222108	2.17694	0.394431	0.807915	0.230796	0.0294536	2.19595	0.360393	1.29063	0.0892901	0.0516644	2.21299	0.141988	1.65149	0.00476314	0.322915	1.00873	0.913702	1.59748	0.386879	1.75409
9600	-184.77	0	-184.77	-0.00292549	-0.02492	0.0431226	0.0218192	-0.0181481	2.36711	0.298905	1.05511	0.266138	0.143579	2.37003	0.323825	1.01198	0.244318	0.161727	3.30051	0.156403	1.5501	0.0527146	0.170558	1.00124	1.08337	0.95913	0.918015	1.1264
9700	-186.589	0	-186.589	0.275271	0.00158105	-0.346099	0.0124283	0.158545	1.82489	0.320584	1.34541	0.176947	0.239601	1.54962	0.319003	1.69151	0.164518	0.0810558	2.53781	0.0889638	2.95788	0.0302514	0.0693979	0.849157	0.995068	1.25724	0.929762	0.338295
9800	-198.367	0	-198.367	-0.0273731	-0.0379294	0.162636	0.0571555	0.0166275	1.88196	0.198508	1.63326	0.113572	0.0810516	1.90933	0.236437	1.47062	0.0564168	0.0644241	3.08922	0.100564	1.23102	0.0169776	0.0722647	1.01454	1.19107	0.900422	0.496748	0.794853
9900	-210.162	0	-210.162	0.134473	-0.00316704	-0.213697	0.132094	0.14031	2.52646	0.148233	1.40509	0.136028	0.157891	2.39198	0.1514	1.61878	0.00393327	0.0175813	3.14091	0.0691126	2.03715	0.0905328	0.0242371	0.946774	1.02137	1.15209	0.0289153	0.111351
10000	-211.746	0	-211.746	-0.18237	0.0146776	-0.0692767	0.111095	0.159846	2.06656	0.164789	1.22555	0.181958	0.399038	2.24893	0.150111	1.29483	0.0708632	0.239192	3.87885	0.0898126	1.68813	0.0460895	0.0205286	1.08825	0.910931	1.05653	0.389447	0.599421
10100	-250.797	0	-250.797	0.333932	0.0282212	-0.223248	0.0161988	-0.403118	2.28946	0.26483	1.02211	0.1224	0.0718111	1.95552	0.236609	1.24535	0.106201	0.474929	2.43143	0.130979	1.65683	0.0202688	0.488547	0.854144	0.893437	1.21842	0.867657	6.61359
10200	-205.367	0	-205.367	-0.00319172	-0.0717228	-0.120822	-0.00225424	-0.0208273	2.14109	0.259237	1.1667	0.0292558	0.0508471	2.14429	0.33096	1.28752	0.0315101	0.0716744	2.59297	0.100577	1.55966	0.0113079	0.00114978	1.00149	1.27667	1.10356	1.07705	1.40961
10300	-256.573	0	-256.573	0.16621	-0.0247225	0.115675	0.108037	0.0811486	2.03437	0.250727	1.01963	0.116413	0.0966196	1.86816	0.275449	0.903958	0.00837644	0.015471	1.9628	0.101765	1.64143	0.0205172	0.136007	0.918299	1.0986	0.886552	0.0719542	0.160123
10400	-217.613	0	-217.613	-0.31993	0.065749	0.145502	0.0762483	0.0365062	2.39632	0.293749	1.0133	0.0961641	0.115385	2.71625	0.228	0.867797	0.0199158	0.0788789	2.69261	0.164422	1.35363	0.0041414	0.0326052	1.13351	0.776173	0.856407	0.207102	0.683614
10500	-265.475	0	-265.475	0.0769411	0.0296471	-0.00152773	0.0431539	0.179867	2.2183	0.347335	0.835018	0.0543554	0.337729	2.14135	0.317688	0.836546	0.0112015	0.157862	2.51829	0.124245	1.17248	0.00999652	0.137425	0.965315	0.914644	1.00183	0.206078	0.467421
10600	-189.433	0	-189.433	-0.162626	-0.0720841	0.135158	0.204349	-0.16508	2.75073	0.178591	1.31051	0.219077	0.00760145	2.91336	0.250675	1.17535	0.0147289	0.172681	3.25088	0.0747454	1.9465	0.401478	0.0472766	1.05912	1.40363	0.896866	0.0672315	22.7169
10700	-186.414	0	-186.414	-0.429274	-0.0458284	-0.275581	0.0991019	0.0818003	1.98157	0.215193	1.61165	0.139067	0.208077	2.41085	0.261022	1.88723	0.0399654	0.126277	3.09209	0.102849	1.48479	0.0228631	0.0552314	1.21663	1.21296	1.17099	0.287382	0.606875
10800	-186.97	0	-186.97	-0.22669	-0.0635165	0.0549153	0.179731	0.127003	1.88494	0.1902	1.48555	0.189294	0.161592	2.11163	0.253717	1.43063	0.00956328	0.0345895	2.91031	0.125057	1.85326	0.0855357	0.0924135	1.12026	1.33395	0.963034	0.0505208	0.214054
10900	-211.555	0	-211.555	0.405285	-0.00232573	-0.0130346	0.219789	0.0441069	2.87818	0.180359	1.2004	0.315993	0.0508032	2.4729	0.182684	1.21343	0.0962039	0.00669633	3.20064	0.0791475	1.49268	0.157053	0.0348848	0.859187	1.0129	1.01086	0.304449	0.131809
11000	-159.076	0	-159.076	0.52796	-0.0125391	-0.216958	0.268756	-0.059366	2.3483	0.356394	1.51322	0.300543	0.123368	1.82034	0.368933	1.73018	0.0317869	0.182734	2.57418	0.14444	2.06468	0.0841576	0.490986	0.775174	1.03518	1.14337	0.105765	1.48121
11100	-201.255	0	-201.255	0.444615	-0.00162707	0.283652	0.135816	0.0901845	2.70056	0.276198	1.72002	0.181585	0.118183	2.25594	0.277825	1.43636	0.0457688	0.0279983	1.87576	0.142484	1.68992	0.0878593	0.0271838	0.835362	1.00589	0.835087	0.252051	0.236907
11200	-189.788	0	-189.788	-0.334347	-0.0301441	0.200617	0.125068	-0.1181	1.77656	0.27836	1.32649	0.22861	0.00844255	2.11091	0.308504	1.12587	0.103542	0.126543	2.95627	0.144392	1.60725	0.0193538	0.0566831	1.1882	1.10829	0.848761	0.452918	14.9887
11300	-241.923	0	-241.923	-0.034234	-0.0327398	0.234484	0.596705	0.176364	2.2749	0.184165	1.15767	0.682038	0.271725	2.30914	0.216905	0.923191	0.0853338	0.0953611	1.98308	0.108607	1.47748	0.0496476	0.042989	1.01505	1.17777	0.797453	0.125116	0.350947
11400	-226.141	0	-226.141	0.135073	0.00370248	0.14236	0.145066	-0.183517	2.39644	0.343066	1.40196	0.179525	0.00866023	2.26136	0.339364	1.2596	0.0344598	0.192177	2.81506	0.0875339	1.72342	0.0645407	0.100754	0.943636	0.989208	0.898456	0.191949	22.1908
11500	-186.032	0	-186.032	-0.162925	-0.068019	-0.524644	0.0300649	0.0702755	2.81796	0.24296	0.988734	0.212656	0.172289	2.98088	0.310979	1.51338	0.182591	0.102013	3.24883	0.11875	1.40477	0.022755	0.0384858	1.05782	1.27996	1.53062	0.858622	0.592106
11600	-185.741	0	-185.741	-0.679833	0.0122372	0.201683	0.125283	-0.181199	2.21604	0.293193	1.28767	0.211092	0.0788665	2.89587	0.280956	1.08598	0.0858089	0.260065	2.76822	0.0958059	2.01799	0.0208824	0.0511809	1.30678	0.958262	0.843373	0.4065	3.29754
11700	-243.266	0	-243.266	0.0992529	-0.0370343	0.0771403	0.330201	-0.0935848	2.45658	0.333321	1.031	0.475214	0.0229965	2.35732	0.370355	0.953859	0.145013	0.116581	2.17495	0.0907242	1.16296	0.0562562	0.0603028	0.959597	1.11111	0.925179	0.305154	5.06952
11800	-173.741	0	-173.741	0.6936	0.0387931	-0.273314	0.038861	-0.0486218	3.01602	0.324209	1.45264	0.19944	0.0366276	2.32242	0.285416	1.72596	0.160579	0.0852494	3.26414	0.120818	1.9785	0.0202654	0.136642	0.770028	0.880345	1.18815	0.80515	2.32746
11900	-178.761	0	-178.761	0.400434	-0.0322268	-0.260486	0.117765	-0.154635	2.66865	0.29528	1.09807	0.128269	0.129406	2.26822	0.327506	1.35856	0.0105042	0.284041	2.61189	0.149232	1.82948	0.0306157	0.378433	0.849949	1.10914	1.23722	0.0818921	2.19497
12000	-200.586	0	-200.586	-0.156124	-0.0569782	-0.270761	0.0793291	-0.0787045	2.14047	0.292187	1.00352	0.0929291	0.0103582	2.2966	0.349165	1.27428	0.0136	0.0890627	2.75598	0.132649	1.5781	0.0149986	0.00450115	1.07294	1.19501	1.26981	0.146349	8.5983
12100	-240.599	0	-240.599	0.136436	-0.0155883	0.600348	0.156148	0.0412765	2.1258	0.271681	1.34352	0.16166	0.231291	1.98937	0.28727	0.743175	0.0055119	0.190014	2.74382	0.1115	1.35472	0.0166864	0.209224	0.935819	1.05738	0.553154	0.0340956	0.821538
12200	-208.368	0	-208.368	0.278702	-0.0318529	-0.133039	-0.0578305	0.231905	2.2701	0.247321	1.2327	0.065325	0.259538	1.9914	0.279173	1.36574	0.123156	0.0276329	3.68367	0.0776499	1.82765	0.00420318	0.00465119	0.87723	1.12879	1.10792	1.88527	0.10647
12300	-230.643	0	-230.643	0.206072	-0.0994264	-0.10509	0.0253812	0.162599	2.62867	0.17166	0.88337	0.0849884	0.17673	2.42259	0.271087	0.98846	0.0596073	0.014131	3.06924	0.112005	1.01905	0.0129049	0.00152966	0.921606	1.5792	1.11896	0.701357	0.0799583
12400	-245.834	0	-245.834	0.251213	-0.0432972	-0.383961	0.0370965	0.0166373	2.51704	0.247481	0.779592	0.0489366	0.267854	2.26582	0.290778	1.16355	0.0118401	0.251216	2.462	0.0812948	1.47214	0.0230659	0.0146769	0.900195	1.17495	1.49252	0.241948	0.937887
12500	-255.284	0	-255.284	-0.251596	-0.0332189	-0.0649246	0.042864	0.279046	1.5388	0.226598	0.948981	0.165668	0.302883	1.7904	0.259817	1.01391	0.122804	0.0238376	2.49387	0.158636	1.37457	0.026826	0.0373335	1.1635	1.1466	1.06842	0.741266	0.0787024
12600	-225.784	0	-225.784	0.301516	0.0497864	0.257805	0.0122684	-0.100609	2.17849	0.286078	1.32485	0.0853173	0.0111861	1.87697	0.236291	1.06705	0.0730489	0.111795	2.41859	0.0721126	1.89168	0.0207468	0.0223188	0.861594	0.825969	0.805408	0.856203	9.99411
12700	-229.081	0	-229.081	0.17507	0.00816474	-0.13355	0.224477	0.00551686	2.02886	0.196092	0.993514	0.326993	0.00991782	1.85379	0.187928	1.12706	0.102517	0.00440095	2.64029	0.105385	1.4871	0.0646345	0.0503668	0.91371	0.958363	1.13442	0.313513	0.443742
12800	-188.656	0	-188.656	0.48274	-0.00182416	-0.243821	0.200974	-0.325288	2.22353	0.263769	1.13144	0.241409	0.0881465	1.74079	0.265594	1.37527	0.0404356	0.413435	2.96999	0.0909657	1.72853	0.161169	0.0627844	0.782895	1.00692	1.2155	0.167498	4.69031
12900	-166.157	0	-166.157	0.458615	0.0526589	-0.187707	0.129532	-0.16162	2.09201	0.3927	1.522	0.184159	0.093198	1.63339	0.340042	1.70971	0.0546269	0.254818	2.49019	0.215382	1.82907	0.0221695	0.0602133	0.780778	0.865906	1.12333	0.296628	2.73416
13000	-214.371	0	-214.371	-0.240952	-0.0120782	-0.482327	0.0198346	0.0202973	1.93126	0.263966	1.20913	0.0493497	0.0579328	2.17221	0.276044	1.69146	0.0295151	0.0376356	2.47175	0.0832176	2.04339	0.0181175	0.0521792	1.12476	1.04576	1.3989	0.59808	0.649641
13100	-184.366	0	-184.366	0.147616	0.0113194	-0.558856	0.0336064	-0.0471105	1.90598	0.326818	0.899783	0.0567931	0.0105179	1.75836	0.315498	1.45864	0.0231867	0.0576284	2.14338	0.163195	2.01869	0.0213587	0.0142625	0.922551	0.965365	1.6211	0.408266	5.4791
13200	-246.063	0	-246.063	0.255556	-0.0344032	-0.0317719	0.121834	0.067649	2.15304	0.253043	1.15264	0.321683	0.0749706	1.89748	0.287446	1.18442	0.199849	0.00732158	2.17391	0.107414	1.77075	0.143912	0.00266021	0.881304	1.13596	1.02756	0.621261	0.0976594
13300	-234.746	0	-234.746	0.405278	0.0248798	0.0214734	0.0113733	0.162526	2.54244	0.178424	1.69055	0.065835	0.179215	2.13716	0.153545	1.66907	0.0544616	0.0166895	2.64166	0.0968932	1.46011	0.024143	0.0797261	0.840595	0.860559	0.987298	0.827245	0.0931252
13400	-253.552	0	-253.552	-0.0556785	0.0784495	-0.186765	0.0530462	-0.0312197	2.01014	0.380147	0.808885	0.137097	0.13324	2.06581	0.301697	0.99565	0.0840503	0.16446	1.94522	0.110267	1.33092	0.0313359	0.0733797	1.0277	0.793634	1.23089	0.613074	1.23431
13500	-174.048	0	-174.048	-0.344941	0.0916024	0.118739	0.167024	0.213004	2.16571	0.392126	1.15817	0.189729	0.242624	2.51065	0.300524	1.03943	0.0227051	0.0296203	3.02695	0.140544	1.59059	0.0777634	0.00162617	1.15927	0.766396	0.897477	0.119671	0.122083
13600	-231.885	0	-231.885	-0.596203	-0.0167854	0.192434	0.132366	-0.0885819	1.75984	0.18365	1.27676	0.358747	0.0373283	2.35605	0.200435	1.08432	0.226381	0.12591	2.40014	0.0865811	1.59478	0.00358159	0.00314968	1.33878	1.0914	0.849279	0.631033	3.37305
13700	-253.617	0	-253.617	0.00531867	0.0490473	0.0200601	0.0819906	-0.0132951	2.04112	0.287976	1.12792	0.0899738	0.0175135	2.03581	0.238929	1.10786	0.00798321	0.0308086	2.43616	0.103368	1.15603	0.0143755	0.0694616	0.997394	0.829683	0.982215	0.0887282	1.75913
13800	-211.914	0	-211.914	-0.151417	-0.0504226	-0.0947232	0.144874	0.0046552	1.95004	0.231351	1.00376	0.183243	0.0689091	2.10146	0.281773	1.09848	0.0383688	0.0642539	2.60218	0.105454	1.58187	0.0168504	0.0191063	1.07765	1.21795	1.09437	0.209388	0.932444
13900	-227.295	0	-227.295	-0.225109	0.0122433	-0.379953	0.137386	-0.258089	2.09787	0.24572	1.22394	0.141418	0.00426315	2.32298	0.233477	1.6039	0.00403196	0.262352	1.98375	0.0954916	1.56624	0.00672944	0.0405801	1.1073	0.950174	1.31043	0.028511	61.5395
14000	-183.189	0	-183.189	0.0721287	0.0288092	-0.310721	0.0836136	-0.0131048	2.04085	0.453258	1.10253	0.0948222	0.0946356	1.96872	0.424449	1.41325	0.0112086	0.10774	2.31502	0.132977	1.60048	0.00999917	0.0165422	0.964657	0.93644	1.28183	0.118207	1.13848
14100	-246.365	0	-246.365	-0.104048	-0.0101673	-0.0423143	0.158743	-0.334594	2.0437	0.285828	0.767746	0.262891	0.0343159	2.14775	0.295995	0.81006	0.104148	0.368909	2.27983	0.182378	1.075	0.00979448	0.0457821	1.05091	1.03557	1.05512	0.396166	10.7504
14200	-184.962	0	-184.962	-0.889129	-0.0587245	-0.407511	0.0565738	0.079749	2.04275	0.237464	1.02141	0.315794	0.120331	2.93188	0.296189	1.42892	0.259221	0.0405823	2.14163	0.115161	2.16509	0.0191104	0.0625985	1.43526	1.2473	1.39897	0.820852	0.337255
14300	-145.767	0	-145.767	0.110601	-0.0417653	0.0942207	-0.0713068	-0.0321588	2.23379	0.290798	1.62249	0.0525404	0.170887	2.12319	0.332563	1.52827	0.123847	0.203046	3.10882	0.149455	2.28058	0.0248407	0.02245	0.950487	1.14362	0.941928	2.35718	1.18819
14400	-225.744	0	-225.744	0.372186	0.00913462	-0.190027	0.0125833	0.0527414	2.35976	0.248281	0.97697	0.18394	0.107297	1.98758	0.239147	1.167	0.171357	0.0545558	2.29938	0.0735333	1.33398	0.0305046	0.178797	0.842278	0.963209	1.19451	0.93159	0.508455
14500	-230.912	0	-230.912	-0.357032	-0.0085589	0.174031	0.257637	-0.0632755	2.0388	0.239549	1.0937	0.496073	0.0464847	2.39583	0.248107	0.919666	0.238436	0.10976	2.94171	0.107601	1.7788	0.155184	0.0984186	1.17512	1.03573	0.840878	0.480647	2.36121
14600	-231.199	0	-231.199	-0.0914658	-0.0444058	0.013611	0.128702	-0.00999764	2.15575	0.127845	1.08843	0.154679	0.0175343	2.24721	0.172251	1.07482	0.0259771	0.0275319	2.74635	0.0767987	1.62721	0.108355	0.00702679	1.04243	1.34734	0.987495	0.167942	1.57018
14700	-242.51	0	-242.51	0.424859	0.0465527	-0.312089	0.128081	-0.0496192	2.23242	0.302392	0.900056	0.148487	0.0260226	1.80756	0.25584	1.21214	0.0204067	0.0756418	2.1296	0.136558	1.65182	0.0200652	0.0326854	0.809687	0.846052	1.34674	0.13743	2.90677
14800	-274.253	0	-274.253	0.184958	0.0851392	-0.377554	0.220935	-0.0746949	2.40886	0.287107	0.691859	0.265682	0.00114414	2.2239	0.201968	1.06941	0.0447465	0.0758391	2.91292	0.119784	0.978635	0.010128	0.0729086	0.923217	0.703459	1.54571	0.168421	66.2848
14900	-196.347	0	-196.347	-0.442616	0.0181292	0.343151	0.101867	-0.0169841	1.72239	0.266698	1.53866	0.278272	0.066398	2.165	0.248569	1.19551	0.176404	0.0833821	2.33609	0.149097	1.86864	0.0603184	0.0826688	1.25698	0.932024	0.776981	0.633929	1.25579
15000	-201.92	0	-201.92	-0.178034	-0.0329642	0.482599	0.189213	-0.0494029	1.99934	0.210201	1.72022	0.212336	0.0173254	2.17737	0.243165	1.23762	0.0231228	0.0667284	2.30878	0.109901	1.95208	0.0541277	0.0225846	1.08905	1.15682	0.719455	0.108897	3.85147
15100	-195.658	0	-195.658	-0.264354	0.0369807	0.110982	0.168229	-0.370188	1.53195	0.253047	1.71994	0.196654	0.135089	1.7963	0.216067	1.60896	0.028425	0.505277	2.1525	0.149594	2.09775	0.0774001	0.0448395	1.17256	0.853859	0.935474	0.144543	3.74032
15200	-249.047	0	-249.047	-0.0493749	-0.056485	0.409907	0.0529348	-0.0303489	1.76574	0.274279	1.4515	0.0791294	0.0158626	1.81511	0.330764	1.04159	0.0261945	0.0462115	2.69953	0.098603	1.51765	0.042065	0.122088	1.02796	1.20594	0.717597	0.331034	2.91323
15300	-198.961	0	-198.961	-0.16684	-0.0103258	0.140911	0.0403736	0.0117991	1.92162	0.34426	1.14165	0.0412943	0.0264493	2.08846	0.354585	1.00074	0.00092072	0.0146502	2.77696	0.171941	1.35749	0.00325811	0.0118264	1.08682	1.02999	0.876573	0.0222965	0.553897
15400	-191.233	0	-191.233	0.132624	-0.0109373	0.0792556	-0.0273663	0.0574022	2.40534	0.317022	1.2332	0.068122	0.195451	2.27271	0.327959	1.15394	0.0954883	0.138048	2.90707	0.160692	1.41785	0.0545175	0.00203196	0.944863	1.0345	0.935732	1.40172	0.706308
15500	-176.132	0	-176.132	-0.289712	-0.0805826	0.210836	0.0618688	0.00118949	2.03982	0.28128	1.44194	0.0902775	0.0366957	2.32953	0.361862	1.23111	0.0284086	0.0355062	2.55285	0.134718	1.62593	0.0557768	0.0178222	1.14203	1.28649	0.853783	0.314681	0.967585
15600	-197.723	0	-197.723	-0.568056	-0.0442553	0.303015	0.493963	-0.103099	1.76323	0.177923	1.36172	0.593571	0.0092716	2.33129	0.222178	1.0587	0.099608	0.112371	2.71948	0.117309	1.40176	0.233822	0.129034	1.32217	1.24873	0.777476	0.167811	12.1199
15700	-243.863	0	-243.863	-0.232091	-0.0565473	0.0446254	0.0519631	-0.198715	2.39694	0.195483	0.97582	0.124995	0.0514871	2.62903	0.25203	0.931194	0.0730322	0.250202	2.64371	0.110929	1.40966	0.0031547	0.0592763	1.09683	1.28927	0.954269	0.584279	4.8595
15800	-203.477	0	-203.477	-0.144875	0.0387677	-0.299569	0.102105	-0.102294	2.00055	0.363487	1.01139	0.135721	0.0947778	2.14543	0.324719	1.31096	0.0336154	0.197072	1.94081	0.13227	1.55502	0.0196303	0.0563004	1.07242	0.893345	1.29619	0.24768	2.0793
15900	-145.452	0	-145.452	-0.306114	-0.0735462	-0.228362	-0.0146055	0.0717564	2.19998	0.367534	1.45469	0.170146	0.0783723	2.50609	0.44108	1.68305	0.184752	0.0066159	3.05137	0.126731	2.11788	0.0782069	0.0638261	1.13914	1.20011	1.15698	1.08584	0.0844163
16000	-206.36	0	-206.36	-0.0453152	0.00379456	0.155833	-0.0323071	-0.243335	1.69099	0.312999	1.78855	0.13872	0.0509819	1.7363	0.309204	1.63271	0.171027	0.294317	2.13961	0.113053	1.67777	0.0414752	0.283078	1.0268	0.987877	0.912872	1.23289	5.77297
16100	-217.904	0	-217.904	-0.458992	0.060374	-0.158105	-0.0799598	0.000600351	1.92189	0.261875	1.27711	0.0144911	0.0389838	2.38088	0.201501	1.43521	0.0944509	0.0383835	2.45324	0.104674	1.85259	0.0289392	0.0210917	1.23882	0.769455	1.1238	6.51788	0.9846
16200	-178.03	0	-178.03	-0.378718	0.00842473	-0.0301852	-0.0137726	-0.212734	2.68618	0.326403	1.13902	0.0821635	0.0977302	3.0649	0.317978	1.1692	0.0959361	0.310464	3.05736	0.132056	2.54971	0.0644584	0.0453157	1.14099	0.974189	1.0265	1.16762	3.17674
16300	-191.958	0	-191.958	-0.226213	0.00274303	0.0840389	0.00586974	-0.0391235	2.05302	0.273128	1.47456	0.189486	0.0479104	2.27923	0.270385	1.39052	0.183616	0.0870338	2.70273	0.0931879	1.54032	0.361034	0.0377275	1.11019	0.989957	0.943008	0.969023	1.8166
16400	-215.437	0	-215.437	0.0814271	0.0535609	-0.162577	0.0831868	0.0180879	2.33264	0.399054	1.09367	0.128408	0.0500719	2.25122	0.345493	1.25625	0.045221	0.031984	2.2572	0.0983989	2.1319	0.0352428	0.0537201	0.965092	0.86578	1.14865	0.352167	0.638762
16500	-192.388	0	-192.388	-0.685102	-0.02033	0.168026	0.254379	-0.00467566	2.03137	0.275598	1.15161	0.394137	0.00622835	2.71647	0.295928	0.983587	0.139759	0.010904	2.44102	0.0778046	1.60351	0.0089617	0.0202812	1.33726	1.07377	0.854095	0.354594	1.75071
16600	-159.404	0	-159.404	-0.0536607	0.0331461	-0.332597	-0.00698743	-0.0079018	2.26163	0.406103	0.930162	0.112813	0.0155808	2.31529	0.372957	1.26276	0.1198	0.0234826	2.54784	0.183069	1.69607	0.0322763	0.0192451	1.02373	0.91838	1.35757	1.06194	1.50715
16700	-170.052	0	-170.052	-0.318611	-0.0350506	-0.300553	0.162429	-0.149978	2.23312	0.291212	1.04879	0.166824	0.0140945	2.55173	0.326262	1.34935	0.00439501	0.164073	2.75484	0.179116	1.93901	0.0899993	0.146959	1.14268	1.12036	1.28657	0.0263452	11.6409
16800	-165.163	0	-165.163	0.0783516	-0.0587674	-0.232782	0.116154	-0.039556	2.07637	0.229097	1.34671	0.126127	0.0278212	1.99802	0.287864	1.57949	0.00997304	0.0673772	2.19494	0.163682	2.27355	0.0655877	0.0430586	0.962265	1.25652	1.17285	0.0790715	2.42179
16900	-172.957	0	-172.957	-0.575843	0.0200017	0.0673918	-0.0590163	-0.18174	1.8136	0.235097	1.41428	0.0109116	0.0659271	2.38945	0.215095	1.34689	0.0699279	0.247667	2.82238	0.164031	2.05674	0.110424	0.0582541	1.31751	0.914921	0.952349	6.40859	3.75668
17000	-171.766	0	-171.766	0.280185	0.0174906	-0.154538	0.0958674	-0.0504197	2.47809	0.244644	1.46484	0.174641	0.0200841	2.19791	0.227153	1.61938	0.0787734	0.0705038	3.12849	0.153268	2.25609	0.0300326	0.0284835	0.886935	0.928506	1.1055	0.451059	3.51042
17100	-188.802	0	-188.802	-0.0479666	-0.0582959	-0.175151	0.126895	0.0472349	1.98162	0.305854	1.54768	0.266492	0.0582593	2.02959	0.36415	1.72283	0.139597	0.0110244	2.35484	0.108205	1.72202	0.139391	0.114465	1.02421	1.1906	1.11317	0.523832	0.18923
17200	-199.215	0	-199.215	0.0232473	-0.0142398	0.418274	0.269792	-0.236448	2.77471	0.245322	1.55293	0.477721	0.0627093	2.75146	0.259562	1.13466	0.207929	0.299157	2.98983	0.125228	2.35767	0.178085	0.19929	0.991622	1.05805	0.730655	0.435252	4.77055
17300	-233.171	0	-233.171	0.253612	0.00161214	-0.157913	0.129297	0.113629	2.25418	0.217096	1.21906	0.164291	0.149079	2.00057	0.215483	1.37697	0.0349947	0.0354501	2.33222	0.116239	1.62348	0.00500024	0.0156839	0.887493	0.992574	1.12954	0.213004	0.237794
17400	-187.334	0	-187.334	-0.397709	-0.00295139	0.373676	0.111302	-0.130105	1.34223	0.294337	1.73325	0.121096	0.00364035	1.73994	0.297289	1.35957	0.00979406	0.133746	2.43492	0.0877277	1.999	0.173716	0.141783	1.2963	1.01003	0.784407	0.0808783	36.7397
17500	-194.214	0	-194.214	0.0796773	-0.0353922	0.315767	0.20513	0.0350372	1.87397	0.278785	1.7427	0.274755	0.0681048	1.79429	0.314177	1.42693	0.0696257	0.0330676	2.57482	0.129689	2.07476	0.0104683	0.0659302	0.957482	1.12695	0.818806	0.25341	0.48554
17600	-234.148	0	-234.148	-0.321537	-0.0339077	-0.306398	0.153708	-0.0200414	1.78385	0.184669	1.00765	0.275275	0.00278759	2.10539	0.218576	1.31405	0.121568	0.022829	2.30167	0.121485	1.23667	0.103915	0.0902142	1.18025	1.18361	1.30407	0.441622	8.1895
17700	-235.666	0	-235.666	-0.211592	0.0119032	-0.010932	0.356717	-0.0166299	1.51184	0.304421	1.17693	0.541225	0.000911428	1.72343	0.292518	1.18786	0.184508	0.0175413	2.62752	0.115938	1.58854	0.0459831	0.0445093	1.13996	0.960899	1.00929	0.340908	19.246
17800	-201.741	0	-201.741	0.47161	0.00742501	0.110691	0.0596739	-0.0800927	2.36185	0.226942	1.20568	0.230396	0.000700215	1.89024	0.219517	1.09498	0.170723	0.0807929	2.12829	0.102388	1.91422	0.135282	0.0808352	0.800322	0.967282	0.908191	0.740995	115.383
17900	-197.391	0	-197.391	0.0382324	-0.0742413	-0.0601915	0.303006	-0.105323	2.35791	0.35246	0.890805	0.381559	0.00887778	2.31968	0.426701	0.950997	0.0785523	0.114201	2.44142	0.0914247	1.86956	0.0863495	0.151801	0.983785	1.21064	1.06757	0.205872	12.8636
18000	-230.875	0	-230.875	-0.47486	0.0700763	-0.136995	0.0199584	-0.0298764	1.59722	0.234481	1.12487	0.0214985	0.0129391	2.07208	0.164404	1.26186	0.00154015	0.0428154	3.14155	0.0708928	1.41417	0.00699936	0.0509689	1.2973	0.701142	1.12179	0.0716399	3.309
18100	-167.996	0	-167.996	-0.135784	-0.0446049	0.0437028	0.167857	-0.147836	2.17697	0.272469	1.32129	0.204721	0.0130033	2.31275	0.317074	1.27759	0.0368639	0.16084	2.60643	0.119681	1.68362	0.0207332	0.206195	1.06237	1.16371	0.966924	0.180069	12.3691
18200	-213.771	0	-213.771	-0.471016	-0.0572436	-0.373923	0.0970783	0.170004	2.35345	0.257224	0.834569	0.101054	0.279306	2.82447	0.314468	1.20849	0.00397525	0.109302	2.27168	0.142722	2.28687	0.105018	0.124998	1.20014	1.22254	1.44804	0.039338	0.391334
18300	-266.758	0	-266.758	0.0683287	0.00862335	-0.111398	0.448759	-0.224329	2.06371	0.23411	0.808133	0.478567	0.0331011	1.99538	0.225486	0.919531	0.0298083	0.25743	2.12691	0.108086	1.06129	0.0425411	0.225054	0.96689	0.963165	1.13785	0.0622866	7.77708
18400	-245.186	0	-245.186	-0.0154249	-0.0122848	-0.217303	0.087889	-0.0697341	2.16431	0.245068	0.835074	0.111219	0.0550202	2.17973	0.257352	1.05238	0.0233304	0.124754	2.53776	0.131143	1.40487	0.00768919	0.0543969	1.00713	1.05013	1.26022	0.209769	2.26743
