Iteration	Posterior	Likelihood	Prior	psi[1]	psi[2]	psi[3]	psi[4]
820	-798.385	0	-798.385	0.00175215	0.00222344	0.00203934	0.000932075
830	-799.751	0	-799.751	0.0016395	0.0029392	0.00264326	0.00123122
840	-803.168	0	-803.168	0.00157543	0.00419049	0.00319748	0.00187949
850	-798.726	0	-798.726	0.00111514	0.00329274	0.0026096	0.00226633
860	-796.766	0	-796.766	0.00083516	0.00206711	0.00224074	0.0022638
870	-801	0	-801	0.000460423	0.00221389	0.00305784	0.00626451
880	-801.228	0	-801.228	0.000554487	0.00192442	0.00301594	0.00272788
890	-807.368	0	-807.368	0.000464393	0.00242047	0.00389989	0.00829853
900	-801.391	0	-801.391	0.000438953	0.0016291	0.0023857	0.00608938
910	-800.516	0	-800.516	0.000555671	0.00222085	0.0020852	0.00279199
920	-796.733	0	-796.733	0.000496859	0.00259908	0.00353807	0.00459691
930	-796.642	0	-796.642	0.000485935	0.00269891	0.00244034	0.00212713
940	-796.924	0	-796.924	0.000765462	0.00200737	0.00323965	0.00298085
950	-800.522	0	-800.522	0.000931963	0.00200801	0.00442892	0.00724836
960	-796.735	0	-796.735	0.0010461	0.00218394	0.00259602	0.00397853
970	-801.753	0	-801.753	0.00150395	0.0025263	0.00406086	0.00527306
980	-804.049	0	-804.049	0.00241579	0.00194301	0.00280229	0.00640181
990	-795.375	0	-795.375	0.0016209	0.00254894	0.00287147	0.00337658
1000	-794.983	0	-794.983	0.00110785	0.00240498	0.00312922	0.00364436
1010	-799.435	0	-799.435	0.00146353	0.00409356	0.00453214	0.00602
1020	-801.827	0	-801.827	0.00191774	0.00309254	0.00455926	0.00307272
1030	-801.495	0	-801.495	0.00320725	0.00426019	0.00272356	0.00118842
1040	-807.298	0	-807.298	0.00409848	0.00202996	0.00374659	0.000437024
1050	-799.991	0	-799.991	0.0015548	0.00306725	0.00210811	0.000442688
1060	-795.567	0	-795.567	0.00115502	0.00248678	0.0036293	0.00117019
1070	-797.621	0	-797.621	0.000563724	0.00209381	0.00280403	0.00372825
1080	-797.38	0	-797.38	0.000675857	0.00322567	0.00356016	0.00294112
1090	-798.488	0	-798.488	0.00137887	0.00361975	0.00441816	0.00469676
1100	-804.973	0	-804.973	0.000848159	0.00323656	0.00388541	0.0075319
1110	-800.902	0	-800.902	0.00182354	0.00195792	0.00331935	0.00173584
1120	-797.739	0	-797.739	0.0012176	0.00199924	0.00289944	0.000868769
1130	-799.931	0	-799.931	0.00264095	0.00447036	0.00320085	0.00144293
1140	-801.327	0	-801.327	0.00213468	0.00417044	0.0042715	0.0012995
1150	-806.292	0	-806.292	0.00349702	0.00439261	0.00422144	0.00124245
1160	-800.628	0	-800.628	0.00232172	0.00257949	0.00396349	0.00258055
1170	-798.307	0	-798.307	0.00156851	0.00370403	0.0032865	0.000979349
1180	-797.737	0	-797.737	0.001352	0.00250231	0.00354076	0.000724447
1190	-797.693	0	-797.693	0.0016819	0.00207406	0.00335104	0.00121248
1200	-801.958	0	-801.958	0.00138766	0.00482276	0.00397762	0.00485386
1210	-800.921	0	-800.921	0.00136684	0.00321655	0.00271136	0.00377305
1220	-800.293	0	-800.293	0.00131622	0.00299966	0.00394374	0.00253954
1230	-798.66	0	-798.66	0.00127495	0.00286426	0.00314551	0.00174649
1240	-808.173	0	-808.173	0.00160274	0.00193153	0.00470971	0.00572221
1250	-801.109	0	-801.109	0.000865269	0.00180831	0.00223007	0.00274569
1260	-804.895	0	-804.895	0.00145401	0.00322842	0.0028317	0.000865566
1270	-804.548	0	-804.548	0.00071291	0.00339008	0.00300502	0.000777719
1280	-798.512	0	-798.512	0.000910339	0.00296568	0.00378229	0.00111091
1290	-799.798	0	-799.798	0.00103654	0.0043848	0.00473152	0.00364504
1300	-802.518	0	-802.518	0.00151511	0.00403145	0.00397744	0.00625159
1310	-799.901	0	-799.901	0.00129199	0.00295514	0.00326047	0.0034493
1320	-797.744	0	-797.744	0.000751371	0.00192347	0.00378787	0.00459348
1330	-797.951	0	-797.951	0.00056305	0.00306267	0.00396192	0.00384132
1340	-799.667	0	-799.667	0.000689063	0.00169467	0.00390505	0.0075456
1350	-800.332	0	-800.332	0.000515829	0.00175937	0.00382873	0.00377871
1360	-801.359	0	-801.359	0.000435218	0.00266968	0.00248977	0.00341079
1370	-798.052	0	-798.052	0.000702574	0.0026115	0.00205248	0.0044582
1380	-796.671	0	-796.671	0.000502151	0.00300147	0.00431931	0.00137105
1390	-797.562	0	-797.562	0.000765818	0.00271107	0.00367054	0.00157984
1400	-797.438	0	-797.438	0.000362391	0.00229141	0.00439064	0.00247033
1410	-800.71	0	-800.71	0.00044239	0.00275115	0.00364145	0.00485442
1420	-802.411	0	-802.411	0.000398606	0.00396104	0.00572806	0.00446675
1430	-800.203	0	-800.203	0.000304459	0.00241024	0.00338221	0.00840713
1440	-800.613	0	-800.613	0.000239618	0.00178696	0.00338628	0.00763902
1450	-803.504	0	-803.504	0.000826406	0.00330765	0.00310502	0.0060006
1460	-800.586	0	-800.586	0.000946988	0.0023736	0.0029851	0.00292073
1470	-800.806	0	-800.806	0.00140345	0.00290519	0.00241399	0.0027952
1480	-797.774	0	-797.774	0.00109383	0.00294122	0.00272097	0.00255326
1490	-799.594	0	-799.594	0.000779334	0.00198327	0.00322486	0.0028935
1500	-798.473	0	-798.473	0.00124927	0.00262189	0.00294373	0.00108917
1510	-802.537	0	-802.537	0.000871326	0.00365091	0.00372091	0.00112338
1520	-795.614	0	-795.614	0.000843333	0.00296118	0.00397969	0.00198719
1530	-796.099	0	-796.099	0.000862796	0.00388446	0.00441921	0.00181567
1540	-796.739	0	-796.739	0.00116002	0.00292632	0.00442238	0.0011003
1550	-797.259	0	-797.259	0.00094652	0.00399606	0.00568568	0.00117661
1560	-797.689	0	-797.689	0.00108666	0.00243003	0.00349577	0.000932978
1570	-796.52	0	-796.52	0.000648939	0.00362584	0.00442112	0.000568549
1580	-798.416	0	-798.416	0.000733425	0.00233005	0.00370739	0.00123945
1590	-796.85	0	-796.85	0.000922761	0.00276397	0.00369309	0.00178727
1600	-796.481	0	-796.481	0.000954205	0.00244469	0.00313019	0.000833792
1610	-797.852	0	-797.852	0.000910349	0.00185616	0.00253387	0.00279003
1620	-803.446	0	-803.446	0.000436898	0.00153424	0.00267252	0.00393962
1630	-803.179	0	-803.179	0.000428439	0.00202655	0.00453481	0.00133907
1640	-800.323	0	-800.323	0.00055912	0.00187018	0.00367107	0.00167665
1650	-800.527	0	-800.527	0.000753194	0.00289398	0.00381873	0.00169408
1660	-803.889	0	-803.889	0.0012364	0.00400583	0.00287501	0.00097948
1670	-800.024	0	-800.024	0.000805381	0.00210662	0.00229242	0.00285765
1680	-796.428	0	-796.428	0.00134207	0.00306515	0.00291041	0.00147474
1690	-802.868	0	-802.868	0.00213099	0.00284141	0.00304369	0.00790393
1700	-796.282	0	-796.282	0.00151278	0.00281586	0.00324206	0.00287028
1710	-796.607	0	-796.607	0.000959189	0.00240338	0.00327627	0.00192528
1720	-800.332	0	-800.332	0.000903114	0.00280679	0.00488144	0.0015799
1730	-796.331	0	-796.331	0.000896089	0.00281302	0.00294616	0.000316311
1740	-795.319	0	-795.319	0.00067318	0.00217631	0.00283851	0.000296236
1750	-798.143	0	-798.143	0.000543447	0.00215786	0.00374271	0.000386467
1760	-797.541	0	-797.541	0.000499612	0.00180367	0.00241889	0.00126615
1770	-802.528	0	-802.528	0.00072756	0.00313855	0.00368764	0.00387114
1780	-796.357	0	-796.357	0.000483611	0.00232594	0.00327939	0.000952976
1790	-797.353	0	-797.353	0.000353836	0.00212733	0.00341319	0.0019985
1800	-796.209	0	-796.209	0.000801269	0.00274967	0.00493348	0.00195266
1810	-795.693	0	-795.693	0.000484563	0.00198682	0.00266662	0.00175112
1820	-799.868	0	-799.868	0.000250914	0.00192096	0.0044079	0.0013963
1830	-801.291	0	-801.291	0.000231072	0.00369335	0.00437587	0.00337899
1840	-795.168	0	-795.168	0.000477252	0.0027248	0.00352902	0.000762218
1850	-797.499	0	-797.499	0.000542841	0.00280363	0.00323498	0.00417039
1860	-799.578	0	-799.578	0.000552857	0.00359099	0.00451482	0.00283706
1870	-800.308	0	-800.308	0.000286441	0.00290432	0.00450391	0.00247977
1880	-802.155	0	-802.155	0.000205547	0.0018012	0.00300958	0.00185762
1890	-800.821	0	-800.821	0.000530486	0.0016728	0.00325456	0.0017573
1900	-796.4	0	-796.4	0.00067982	0.00312776	0.0047971	0.000819984
1910	-794.346	0	-794.346	0.00081271	0.00223024	0.00282048	0.000643259
1920	-797.331	0	-797.331	0.000679733	0.00191678	0.0027908	0.000646496
1930	-800.737	0	-800.737	0.00100503	0.00317349	0.00291202	0.0016124
1940	-798.863	0	-798.863	0.00106946	0.00298205	0.00237287	0.00302977
1950	-801.78	0	-801.78	0.00143303	0.00214539	0.00491183	0.00188505
1960	-797.635	0	-797.635	0.000926049	0.00223937	0.0035606	0.00381808
1970	-799.961	0	-799.961	0.000861163	0.00323767	0.00428288	0.00235726
1980	-799.574	0	-799.574	0.000670944	0.00229487	0.0017174	0.00191739
1990	-803.788	0	-803.788	0.000730101	0.0036966	0.00418297	0.00347551
2000	-807.498	0	-807.498	0.000669758	0.00290347	0.00254765	0.00242535
2010	-803.2	0	-803.2	0.00119063	0.00354731	0.00505387	0.00542186
2020	-797.213	0	-797.213	0.000449567	0.00252664	0.00328692	0.00349947
2030	-796.943	0	-796.943	0.000555595	0.00211381	0.00250136	0.00383866
2040	-799.894	0	-799.894	0.00038326	0.00330746	0.00226774	0.00191361
2050	-797.258	0	-797.258	0.000900276	0.00357851	0.00308735	0.00145249
2060	-801.352	0	-801.352	0.000429149	0.00208656	0.00365796	0.00840724
2070	-798.002	0	-798.002	0.000652977	0.00206976	0.00280426	0.00541793
2080	-799.671	0	-799.671	0.000717036	0.00205883	0.00363157	0.00313841
2090	-796.676	0	-796.676	0.000536289	0.00227316	0.00373976	0.00799544
2100	-799.022	0	-799.022	0.000654949	0.00175658	0.00287102	0.00751714
2110	-798.6	0	-798.6	0.000773503	0.00277591	0.00329577	0.0033589
2120	-796.354	0	-796.354	0.00104108	0.00202106	0.00401199	0.00138561
2130	-798.272	0	-798.272	0.00228393	0.0032575	0.00404535	0.00293873
2140	-797.869	0	-797.869	0.0012218	0.00315209	0.00380111	0.000625566
2150	-797.876	0	-797.876	0.0011237	0.00304395	0.00254606	0.00262332
2160	-798.506	0	-798.506	0.000781275	0.00274326	0.00392342	0.00415275
2170	-800.602	0	-800.602	0.00146533	0.00236284	0.00296867	0.00256319
2180	-801.772	0	-801.772	0.00103868	0.00366413	0.00467017	0.00226451
2190	-799.935	0	-799.935	0.000765319	0.00218328	0.00500781	0.00286632
2200	-797.152	0	-797.152	0.000689907	0.00218041	0.0035116	0.000721282
2210	-797.337	0	-797.337	0.000543735	0.00273819	0.00238707	0.00108014
2220	-796.719	0	-796.719	0.000651831	0.00309849	0.00288743	0.000758152
2230	-802.516	0	-802.516	0.00101826	0.00216054	0.00508789	0.00031388
2240	-796.168	0	-796.168	0.000757048	0.00225575	0.0044443	0.00047731
2250	-798.04	0	-798.04	0.00117335	0.00331369	0.00262714	0.000545079
2260	-800.966	0	-800.966	0.0010598	0.00276731	0.00503026	0.000535884
2270	-798.587	0	-798.587	0.00170783	0.00238261	0.00342763	0.00158687
2280	-798.15	0	-798.15	0.00162402	0.00235918	0.00439381	0.000887236
2290	-796.579	0	-796.579	0.00100694	0.00310598	0.00393521	0.00406197
2300	-799.535	0	-799.535	0.00162428	0.00449274	0.00446356	0.00532336
2310	-799.108	0	-799.108	0.00108064	0.00308453	0.00408331	0.00228848
2320	-807.011	0	-807.011	0.000671419	0.00292917	0.00664324	0.000422457
2330	-798.492	0	-798.492	0.000957818	0.00203936	0.00282937	0.000638253
2340	-798.836	0	-798.836	0.000575547	0.00349914	0.00263995	0.00106024
2350	-799.545	0	-799.545	0.00125356	0.00495968	0.00333704	0.00116454
2360	-797.136	0	-797.136	0.00127631	0.00258656	0.00327115	0.00274219
2370	-795.769	0	-795.769	0.000796234	0.00194621	0.0030888	0.00246528
2380	-797.919	0	-797.919	0.000725052	0.00216098	0.00403744	0.00274989
2390	-803.805	0	-803.805	0.00105182	0.00323283	0.00331491	0.000894576
2400	-797.925	0	-797.925	0.00157612	0.00213288	0.00355399	0.000887673
2410	-797.532	0	-797.532	0.00101036	0.00300976	0.00408617	0.00290441
2420	-795.408	0	-795.408	0.000840653	0.00227835	0.00333428	0.00138656
2430	-795.068	0	-795.068	0.000510218	0.00276502	0.00411114	0.00101434
2440	-801.153	0	-801.153	0.000939528	0.00250065	0.00329512	0.00114541
2450	-801.727	0	-801.727	0.00113737	0.00241563	0.00337415	0.00146036
2460	-799.334	0	-799.334	0.000949524	0.00256765	0.00278635	0.00125802
2470	-801.494	0	-801.494	0.00108733	0.00331343	0.00430786	0.0064496
2480	-800.322	0	-800.322	0.0012308	0.00290835	0.0031386	0.0065657
2490	-797.764	0	-797.764	0.000969593	0.00221743	0.00395481	0.00329686
2500	-800.637	0	-800.637	0.000440103	0.00266305	0.0038221	0.00072763
2510	-802.27	0	-802.27	0.000777046	0.00281525	0.00297359	0.00191404
2520	-798.585	0	-798.585	0.000459565	0.00224377	0.00340915	0.00281538
2530	-795.403	0	-795.403	0.000795026	0.00196275	0.00409779	0.00104619
2540	-799.556	0	-799.556	0.000937886	0.00298058	0.00450141	0.000614018
2550	-801.157	0	-801.157	0.000943608	0.00159595	0.00331995	0.000449159
2560	-796.311	0	-796.311	0.00105022	0.00286653	0.00304356	0.000601189
2570	-795.953	0	-795.953	0.000917613	0.0025011	0.00375579	0.0023002
2580	-803.418	0	-803.418	0.000834128	0.00372538	0.00644178	0.00326564
2590	-800.611	0	-800.611	0.00120911	0.00230594	0.00444389	0.00325559
2600	-801.251	0	-801.251	0.00164965	0.00430465	0.00440768	0.00334265
2610	-797.783	0	-797.783	0.000604432	0.00345836	0.00323913	0.0025724
2620	-795.16	0	-795.16	0.000743265	0.00340054	0.00416073	0.00258471
2630	-799.4	0	-799.4	0.000704429	0.00328357	0.00411382	0.00406553
2640	-797.95	0	-797.95	0.000738306	0.00228672	0.00262696	0.00184848
2650	-797.921	0	-797.921	0.000912698	0.00200975	0.00326513	0.000930625
2660	-797.342	0	-797.342	0.000960562	0.00215885	0.00422517	0.000706937
2670	-799.442	0	-799.442	0.000653406	0.00234307	0.00218707	0.00179808
2680	-797.595	0	-797.595	0.000765166	0.00252448	0.00222585	0.00168861
2690	-797.08	0	-797.08	0.000709514	0.00185517	0.0033642	0.00275159
2700	-797.858	0	-797.858	0.000631257	0.00172875	0.00232518	0.00271935
2710	-801.516	0	-801.516	0.000703753	0.00332734	0.00348817	0.00126343
2720	-795.827	0	-795.827	0.000947202	0.00202181	0.00326692	0.0017755
2730	-795.52	0	-795.52	0.000622005	0.00254111	0.00309949	0.0017115
2740	-796.935	0	-796.935	0.000721799	0.00242024	0.00259371	0.00214408
2750	-794.784	0	-794.784	0.000940332	0.00227431	0.00342536	0.00144824
2760	-795.966	0	-795.966	0.000779312	0.0029319	0.00392424	0.0036809
2770	-797.542	0	-797.542	0.000837194	0.0038099	0.00306245	0.00244423
2780	-803.786	0	-803.786	0.000518341	0.00443025	0.00291864	0.00161628
2790	-799.14	0	-799.14	0.000581061	0.00182467	0.00215522	0.00243208
2800	-802.172	0	-802.172	0.000647031	0.00114512	0.003305	0.00478121
2810	-797.496	0	-797.496	0.000781648	0.00196508	0.00349501	0.0012508
2820	-796.441	0	-796.441	0.000729165	0.00206674	0.00255161	0.000458285
2830	-798.686	0	-798.686	0.000527871	0.00238595	0.00260914	7.36777e-05
2840	-797.707	0	-797.707	0.000887311	0.00265805	0.0021926	7.47368e-05
2850	-799.516	0	-799.516	0.000772931	0.00346462	0.00537432	6.2977e-05
2860	-802.136	0	-802.136	0.000579069	0.00185086	0.00240246	0.000150576
2870	-800.782	0	-800.782	0.000906468	0.00230528	0.00295172	2.83601e-05
2880	-798.536	0	-798.536	0.00123914	0.00346587	0.00409363	0.000120746
2890	-798.143	0	-798.143	0.000871285	0.00183151	0.00376113	0.000338712
2900	-797.148	0	-797.148	0.00111324	0.00261453	0.00280162	0.000322366
2910	-796.234	0	-796.234	0.000726991	0.00155493	0.00311942	0.000401634
2920	-800.324	0	-800.324	0.00128468	0.00483487	0.00472711	9.83455e-05
2930	-802.111	0	-802.111	0.00111864	0.00550695	0.00332165	0.000172321
2940	-799.142	0	-799.142	0.000974809	0.0028819	0.00341465	0.000162107
2950	-798.106	0	-798.106	0.000334068	0.0027245	0.00390343	0.00167026
2960	-799.16	0	-799.16	0.000327282	0.00280584	0.00378083	0.00206053
2970	-795.858	0	-795.858	0.00116533	0.00276856	0.00330629	0.00179237
2980	-807.612	0	-807.612	0.00150246	0.00239586	0.00382423	0.00911033
2990	-798	0	-798	0.00135838	0.00423862	0.00450158	0.00535123
3000	-801.093	0	-801.093	0.00175798	0.00582232	0.00428624	0.00161155
3010	-796.582	0	-796.582	0.00108319	0.00374422	0.00553118	0.00190489
3020	-797.927	0	-797.927	0.00136521	0.00287959	0.00408419	0.0048142
3030	-798.456	0	-798.456	0.00107995	0.00255386	0.00388708	0.0109596
3040	-796.69	0	-796.69	0.000970495	0.0022546	0.00465062	0.00259257
3050	-800.665	0	-800.665	0.00127043	0.00406063	0.00507452	0.00463861
3060	-798.947	0	-798.947	0.000611626	0.00123493	0.00311281	0.00212709
3070	-797.545	0	-797.545	0.000744055	0.00170903	0.00369667	0.00141889
3080	-795.084	0	-795.084	0.00080732	0.00215645	0.00384549	0.000741119
3090	-801.088	0	-801.088	0.001104	0.00356703	0.00395482	0.00117548
3100	-798.558	0	-798.558	0.000693036	0.00412375	0.00277527	0.00112219
3110	-799.686	0	-799.686	0.000340416	0.00279804	0.00296019	0.00655645
3120	-798.879	0	-798.879	0.000885452	0.00271628	0.00359068	0.00592639
3130	-798.451	0	-798.451	0.00058714	0.00261572	0.00362717	0.00767185
3140	-805.522	0	-805.522	0.000946231	0.00354528	0.00358421	0.00548849
3150	-800.416	0	-800.416	0.00107307	0.00258513	0.00313867	0.00458291
3160	-800.977	0	-800.977	0.000947358	0.0033298	0.00463886	0.00113597
3170	-800.956	0	-800.956	0.00145328	0.00407092	0.0044951	0.0031062
3180	-802.357	0	-802.357	0.00134697	0.00250008	0.00310874	0.00807724
3190	-798.758	0	-798.758	0.00182957	0.00298031	0.00374447	0.00254582
3200	-799.741	0	-799.741	0.00125275	0.00313273	0.00423391	0.00305858
3210	-801.769	0	-801.769	0.00172085	0.00333083	0.00228417	0.00362178
3220	-803.765	0	-803.765	0.00182677	0.00294815	0.00202784	0.000690384
3230	-798.145	0	-798.145	0.00155962	0.00197501	0.00368581	0.0025356
3240	-800.546	0	-800.546	0.00194648	0.0031653	0.00480784	0.0042182
3250	-801.866	0	-801.866	0.00254007	0.00427685	0.00367433	0.00570447
3260	-803.537	0	-803.537	0.00345116	0.00362941	0.00606639	0.00363663
3270	-800.748	0	-800.748	0.00304813	0.00438905	0.00403826	0.00443221
3280	-802.761	0	-802.761	0.00307892	0.00267526	0.00210903	0.00367079
3290	-801.405	0	-801.405	0.00162992	0.00422969	0.00365396	0.00158542
3300	-800.67	0	-800.67	0.00135051	0.00313949	0.00402977	0.001887
3310	-805.997	0	-805.997	0.00235957	0.00456123	0.00346139	0.00554834
3320	-801.972	0	-801.972	0.0010448	0.00288842	0.00237079	0.00802235
3330	-798.244	0	-798.244	0.00171307	0.00337454	0.00466115	0.00276176
3340	-798.776	0	-798.776	0.0010751	0.00455592	0.0037353	0.00284305
3350	-797.437	0	-797.437	0.00069859	0.00263844	0.00290567	0.004804
3360	-800.482	0	-800.482	0.000699978	0.00225597	0.00377335	0.00502503
3370	-798.093	0	-798.093	0.00128687	0.00268084	0.00328405	0.00618421
3380	-799.625	0	-799.625	0.00159384	0.00226019	0.00196595	0.00279324
3390	-798.526	0	-798.526	0.00180008	0.00440129	0.00493651	0.00277256
3400	-799.397	0	-799.397	0.00123651	0.00366097	0.00506959	0.00334968
3410	-798.37	0	-798.37	0.000899653	0.0028273	0.00270555	0.0036876
3420	-797.519	0	-797.519	0.00136607	0.00264019	0.00316644	0.00157964
3430	-795.903	0	-795.903	0.000645872	0.0029378	0.00277982	0.00380511
3440	-798.091	0	-798.091	0.000827806	0.00196743	0.00230101	0.00250751
3450	-796.884	0	-796.884	0.000526185	0.00271088	0.0046289	0.00129415
3460	-795.827	0	-795.827	0.000760405	0.00277014	0.00390228	0.00326825
3470	-804.404	0	-804.404	0.00106186	0.00181014	0.00299644	0.00411976
3480	-802.426	0	-802.426	0.00136438	0.00180844	0.00238305	0.00712945
3490	-807.307	0	-807.307	0.0015144	0.00190929	0.0041768	0.00858646
3500	-800.739	0	-800.739	0.00219488	0.00284795	0.00549616	0.00348297
3510	-801.929	0	-801.929	0.00170269	0.00209075	0.00288031	0.00198746
3520	-798.485	0	-798.485	0.00133738	0.00291731	0.0039949	0.00186215
3530	-795.058	0	-795.058	0.00129847	0.00335602	0.00355653	0.00158825
3540	-799.352	0	-799.352	0.00182289	0.00323326	0.00521959	0.000697486
3550	-799.688	0	-799.688	0.00102889	0.00191563	0.0029094	0.00305429
3560	-797.698	0	-797.698	0.00112669	0.00280708	0.00172548	0.0039003
3570	-796.932	0	-796.932	0.00103666	0.00217104	0.00329436	0.00637208
3580	-799.142	0	-799.142	0.000906038	0.00279294	0.00331875	0.00359792
