Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]
690	-795.535	0	-795.535	0.139527	0.0170137	0.0323614	0.110394
700	-798.108	0	-798.108	0.123095	0.0251682	0.0339588	0.104093
710	-798.737	0	-798.737	0.147842	0.0240225	0.0239431	0.103622
720	-796.409	0	-796.409	0.16873	0.018369	0.0277763	0.106983
730	-800.537	0	-800.537	0.121553	0.0228152	0.0315874	0.117799
740	-797.719	0	-797.719	0.1243	0.0261519	0.0247719	0.135614
750	-798.142	0	-798.142	0.107358	0.0351778	0.0305516	0.106665
760	-799.805	0	-799.805	0.112113	0.0345292	0.0232988	0.106247
770	-799.245	0	-799.245	0.152998	0.018513	0.0309738	0.0844042
780	-797.299	0	-797.299	0.151611	0.021359	0.0276097	0.108108
790	-796.241	0	-796.241	0.153053	0.024823	0.027665	0.108753
800	-797.269	0	-797.269	0.122818	0.020672	0.0305194	0.106113
810	-796.564	0	-796.564	0.122868	0.021614	0.0364449	0.0829102
820	-798.385	0	-798.385	0.128087	0.0251152	0.028684	0.123689
830	-799.751	0	-799.751	0.101273	0.0275219	0.0363345	0.0949317
840	-803.168	0	-803.168	0.108686	0.0271288	0.0293447	0.169706
850	-798.726	0	-798.726	0.152044	0.0252015	0.0261536	0.140092
860	-796.766	0	-796.766	0.143891	0.0215208	0.0308744	0.141616
870	-801	0	-801	0.165906	0.0296953	0.0250425	0.156739
880	-801.228	0	-801.228	0.172114	0.0211946	0.032665	0.167573
890	-807.368	0	-807.368	0.149581	0.0385212	0.0305921	0.179474
900	-801.391	0	-801.391	0.140388	0.0275102	0.037867	0.131762
910	-800.516	0	-800.516	0.159161	0.0166587	0.040868	0.152116
920	-796.733	0	-796.733	0.162372	0.0304794	0.0311169	0.114665
930	-796.642	0	-796.642	0.15992	0.0279616	0.0267691	0.123464
940	-796.924	0	-796.924	0.138751	0.0314076	0.0321151	0.126978
950	-800.522	0	-800.522	0.13611	0.0322486	0.0221572	0.10101
960	-796.735	0	-796.735	0.131548	0.0275518	0.0246617	0.0987498
970	-801.753	0	-801.753	0.105813	0.035182	0.032478	0.108247
980	-804.049	0	-804.049	0.0979121	0.0118385	0.0392135	0.081938
990	-795.375	0	-795.375	0.125492	0.0217808	0.0320653	0.0938845
1000	-794.983	0	-794.983	0.139716	0.0178706	0.0320828	0.107254
1010	-799.435	0	-799.435	0.135757	0.022898	0.0276504	0.127844
1020	-801.827	0	-801.827	0.113069	0.0222658	0.0344762	0.094908
1030	-801.495	0	-801.495	0.0968532	0.017865	0.0244922	0.0849629
1040	-807.298	0	-807.298	0.05994	0.0230375	0.0247849	0.109419
1050	-799.991	0	-799.991	0.101533	0.0179415	0.0342725	0.121496
1060	-795.567	0	-795.567	0.120412	0.0269194	0.0309702	0.108948
1070	-797.621	0	-797.621	0.127342	0.0245933	0.0288513	0.0945892
1080	-797.38	0	-797.38	0.133492	0.0332004	0.0237242	0.106719
1090	-798.488	0	-798.488	0.125588	0.0252425	0.0242975	0.0985736
1100	-804.973	0	-804.973	0.115183	0.0238704	0.0199552	0.166385
1110	-800.902	0	-800.902	0.105923	0.0288945	0.0253427	0.123419
1120	-797.739	0	-797.739	0.115801	0.0220584	0.0312343	0.149281
1130	-799.931	0	-799.931	0.119391	0.0150142	0.0310705	0.130389
1140	-801.327	0	-801.327	0.108904	0.0132084	0.0256896	0.15315
1150	-806.292	0	-806.292	0.0641454	0.0188882	0.0226169	0.0962082
1160	-800.628	0	-800.628	0.09816	0.0226054	0.0273978	0.124675
1170	-798.307	0	-798.307	0.121736	0.0225252	0.0246457	0.119481
1180	-797.737	0	-797.737	0.124394	0.0225698	0.0287496	0.135332
1190	-797.693	0	-797.693	0.103433	0.0198376	0.0248496	0.10632
1200	-801.958	0	-801.958	0.125782	0.014369	0.0212239	0.124151
1210	-800.921	0	-800.921	0.153924	0.0135496	0.0295824	0.0933613
1220	-800.293	0	-800.293	0.116236	0.0286767	0.0347359	0.121546
1230	-798.66	0	-798.66	0.136255	0.0275998	0.0319955	0.144884
1240	-808.173	0	-808.173	0.139647	0.0264508	0.0345994	0.102188
1250	-801.109	0	-801.109	0.127208	0.0177364	0.0376155	0.188461
1260	-804.895	0	-804.895	0.136936	0.0122195	0.0322691	0.254833
1270	-804.548	0	-804.548	0.142332	0.0136912	0.0240225	0.182392
1280	-798.512	0	-798.512	0.16296	0.0140546	0.0332862	0.119195
1290	-799.798	0	-799.798	0.17125	0.0134239	0.0220105	0.110066
1300	-802.518	0	-802.518	0.0987962	0.0239599	0.022791	0.0749241
1310	-799.901	0	-799.901	0.107562	0.0294001	0.0261993	0.12379
1320	-797.744	0	-797.744	0.129217	0.033674	0.0320781	0.0982072
1330	-797.951	0	-797.951	0.142215	0.023989	0.0352784	0.103566
1340	-799.667	0	-799.667	0.125043	0.0281223	0.0341638	0.0864458
1350	-800.332	0	-800.332	0.159634	0.0309684	0.0275833	0.13081
1360	-801.359	0	-801.359	0.17403	0.0375498	0.0294274	0.129301
1370	-798.052	0	-798.052	0.163391	0.0240993	0.027821	0.115581
1380	-796.671	0	-796.671	0.182779	0.0257474	0.0223965	0.119376
1390	-797.562	0	-797.562	0.189491	0.021686	0.0228885	0.0952466
1400	-797.438	0	-797.438	0.195746	0.031454	0.0276871	0.104681
1410	-800.71	0	-800.71	0.19087	0.0142977	0.0290459	0.0910343
1420	-802.411	0	-802.411	0.188636	0.0296767	0.0293432	0.0913626
1430	-800.203	0	-800.203	0.19005	0.0272238	0.0273986	0.105848
1440	-800.613	0	-800.613	0.185005	0.0382321	0.0323251	0.106523
1450	-803.504	0	-803.504	0.177351	0.0272436	0.0312947	0.108433
1460	-800.586	0	-800.586	0.150417	0.0142887	0.0393417	0.0777652
1470	-800.806	0	-800.806	0.139266	0.0224864	0.0241751	0.106026
1480	-797.774	0	-797.774	0.168152	0.0172293	0.0343127	0.109454
1490	-799.594	0	-799.594	0.15236	0.0198915	0.03432	0.14515
1500	-798.473	0	-798.473	0.134144	0.0193524	0.0229568	0.104354
1510	-802.537	0	-802.537	0.155905	0.0243663	0.0283831	0.13429
1520	-795.614	0	-795.614	0.157618	0.0168935	0.0279547	0.0928023
1530	-796.099	0	-796.099	0.163331	0.0187053	0.0274143	0.108747
1540	-796.739	0	-796.739	0.148032	0.0215953	0.0232473	0.112484
1550	-797.259	0	-797.259	0.154824	0.0202838	0.0272125	0.0991941
1560	-797.689	0	-797.689	0.148315	0.0234669	0.0349787	0.103476
1570	-796.52	0	-796.52	0.144173	0.0223604	0.0266394	0.114333
1580	-798.416	0	-798.416	0.140961	0.027097	0.0264212	0.172843
1590	-796.85	0	-796.85	0.152998	0.0272523	0.0225529	0.146251
1600	-796.481	0	-796.481	0.145813	0.028645	0.0309999	0.115205
1610	-797.852	0	-797.852	0.150536	0.0174768	0.0275803	0.119216
1620	-803.446	0	-803.446	0.144102	0.0387447	0.02584	0.14594
1630	-803.179	0	-803.179	0.14744	0.0178613	0.0312369	0.174846
1640	-800.323	0	-800.323	0.152861	0.0357458	0.0311446	0.154289
1650	-800.527	0	-800.527	0.146746	0.0220971	0.0239054	0.146769
1660	-803.889	0	-803.889	0.142515	0.0177787	0.039819	0.167768
1670	-800.024	0	-800.024	0.123341	0.0293898	0.0283835	0.097947
1680	-796.428	0	-796.428	0.126482	0.0230846	0.031082	0.1092
1690	-802.868	0	-802.868	0.106835	0.0147105	0.0263492	0.102743
1700	-796.282	0	-796.282	0.132777	0.0178829	0.0308124	0.132213
1710	-796.607	0	-796.607	0.143224	0.0196125	0.0280488	0.149165
1720	-800.332	0	-800.332	0.134159	0.0185651	0.0267789	0.172261
1730	-796.331	0	-796.331	0.12873	0.0298916	0.0239496	0.121525
1740	-795.319	0	-795.319	0.153958	0.0221588	0.0337944	0.0982734
1750	-798.143	0	-798.143	0.140315	0.0274685	0.0315273	0.0890151
1760	-797.541	0	-797.541	0.156827	0.0252313	0.042071	0.12103
1770	-802.528	0	-802.528	0.145502	0.0135228	0.0368613	0.113246
1780	-796.357	0	-796.357	0.141714	0.0265796	0.0277872	0.129063
1790	-797.353	0	-797.353	0.168316	0.0271103	0.0221538	0.128578
1800	-796.209	0	-796.209	0.146272	0.0206806	0.0287306	0.116074
1810	-795.693	0	-795.693	0.163089	0.0228154	0.0308952	0.135269
1820	-799.868	0	-799.868	0.1823	0.020912	0.0288485	0.0977314
1830	-801.291	0	-801.291	0.195039	0.027997	0.0287955	0.13884
1840	-795.168	0	-795.168	0.159813	0.0242143	0.0254419	0.111759
1850	-797.499	0	-797.499	0.183746	0.0206392	0.0262303	0.0970329
1860	-799.578	0	-799.578	0.185742	0.0170808	0.0252186	0.0949243
1870	-800.308	0	-800.308	0.166336	0.0278335	0.0274309	0.122596
1880	-802.155	0	-802.155	0.183106	0.0332116	0.0278334	0.131588
1890	-800.821	0	-800.821	0.160322	0.0204884	0.0350858	0.160604
1900	-796.4	0	-796.4	0.158935	0.0234496	0.022704	0.101773
1910	-794.346	0	-794.346	0.15498	0.0201782	0.029234	0.0960043
1920	-797.331	0	-797.331	0.156685	0.0159379	0.0366838	0.116066
1930	-800.737	0	-800.737	0.164162	0.0245223	0.0329072	0.163025
1940	-798.863	0	-798.863	0.126706	0.0282641	0.0312014	0.139247
1950	-801.78	0	-801.78	0.103134	0.0264931	0.0304889	0.0906384
1960	-797.635	0	-797.635	0.124882	0.0248299	0.0340021	0.116749
1970	-799.961	0	-799.961	0.162739	0.0279869	0.0212692	0.141392
1980	-799.574	0	-799.574	0.183725	0.0167136	0.0315414	0.103565
1990	-803.788	0	-803.788	0.191346	0.0180498	0.0211265	0.140331
2000	-807.498	0	-807.498	0.196566	0.0325848	0.0240346	0.121237
2010	-803.2	0	-803.2	0.140777	0.0232347	0.0247318	0.175445
2020	-797.213	0	-797.213	0.151195	0.0328507	0.0320748	0.124362
2030	-796.943	0	-796.943	0.154933	0.0287725	0.0279827	0.143307
2040	-799.894	0	-799.894	0.204047	0.0207519	0.033415	0.119053
2050	-797.258	0	-797.258	0.181787	0.015094	0.024093	0.111532
2060	-801.352	0	-801.352	0.188994	0.0302055	0.0289307	0.105138
2070	-798.002	0	-798.002	0.169203	0.0271088	0.0319791	0.10984
2080	-799.671	0	-799.671	0.146266	0.0247261	0.0332912	0.0829426
2090	-796.676	0	-796.676	0.168547	0.0270101	0.0270708	0.0954712
2100	-799.022	0	-799.022	0.151224	0.0292818	0.0252123	0.118779
2110	-798.6	0	-798.6	0.151692	0.0258553	0.0359848	0.0999102
2120	-796.354	0	-796.354	0.141042	0.0177478	0.0305466	0.114154
2130	-798.272	0	-798.272	0.124934	0.0245524	0.0249991	0.0940138
2140	-797.869	0	-797.869	0.116847	0.0200394	0.0281721	0.141252
2150	-797.876	0	-797.876	0.146559	0.028724	0.0297041	0.12202
2160	-798.506	0	-798.506	0.157116	0.032398	0.027791	0.0898993
2170	-800.602	0	-800.602	0.152818	0.0176453	0.0357522	0.118522
2180	-801.772	0	-801.772	0.153406	0.0152312	0.0228518	0.146616
2190	-799.935	0	-799.935	0.143958	0.0285042	0.0249688	0.134148
2200	-797.152	0	-797.152	0.137563	0.0197937	0.0274611	0.133545
2210	-797.337	0	-797.337	0.150904	0.027834	0.0268544	0.117573
2220	-796.719	0	-796.719	0.1531	0.020413	0.0288158	0.111625
2230	-802.516	0	-802.516	0.147464	0.0311069	0.0283877	0.148173
2240	-796.168	0	-796.168	0.138934	0.0289871	0.0234726	0.0943591
2250	-798.04	0	-798.04	0.129968	0.0213239	0.0279086	0.102992
2260	-800.966	0	-800.966	0.130536	0.0349119	0.0294837	0.128548
2270	-798.587	0	-798.587	0.144874	0.0250205	0.033459	0.100455
2280	-798.15	0	-798.15	0.141394	0.0250015	0.0299863	0.116208
2290	-796.579	0	-796.579	0.160959	0.0212101	0.0268073	0.109402
2300	-799.535	0	-799.535	0.122765	0.0202925	0.0248318	0.112902
2310	-799.108	0	-799.108	0.140744	0.0169644	0.0263906	0.135014
2320	-807.011	0	-807.011	0.118326	0.0282545	0.0276155	0.0975591
2330	-798.492	0	-798.492	0.153285	0.0275454	0.0252202	0.107466
2340	-798.836	0	-798.836	0.163841	0.0131505	0.0259537	0.1203
2350	-799.545	0	-799.545	0.147653	0.0133987	0.0296382	0.125178
2360	-797.136	0	-797.136	0.112133	0.0258425	0.0229909	0.137609
2370	-795.769	0	-795.769	0.127992	0.0247903	0.0299587	0.102059
2380	-797.919	0	-797.919	0.127876	0.0260793	0.0246188	0.0972359
2390	-803.805	0	-803.805	0.132011	0.0280352	0.029422	0.0908254
2400	-797.925	0	-797.925	0.0919924	0.0298352	0.0258084	0.0953844
2410	-797.532	0	-797.532	0.130937	0.0145854	0.0322238	0.0997939
2420	-795.408	0	-795.408	0.139144	0.0284087	0.0285736	0.124841
2430	-795.068	0	-795.068	0.156442	0.0307238	0.0230534	0.109232
2440	-801.153	0	-801.153	0.137735	0.0240728	0.0247811	0.115212
2450	-801.727	0	-801.727	0.155392	0.0193702	0.0261777	0.0839903
2460	-799.334	0	-799.334	0.159092	0.0129594	0.0359757	0.0902918
2470	-801.494	0	-801.494	0.179878	0.0256316	0.0286799	0.100044
2480	-800.322	0	-800.322	0.153153	0.019009	0.0294152	0.101515
2490	-797.764	0	-797.764	0.150114	0.0280777	0.0282867	0.10832
2500	-800.637	0	-800.637	0.183815	0.0118429	0.0239984	0.12358
2510	-802.27	0	-802.27	0.167961	0.0180237	0.0262471	0.0640564
2520	-798.585	0	-798.585	0.168272	0.0295941	0.0341759	0.118816
2530	-795.403	0	-795.403	0.139568	0.032075	0.0315362	0.108979
2540	-799.556	0	-799.556	0.156196	0.0319245	0.0250008	0.0978154
2550	-801.157	0	-801.157	0.140484	0.0451328	0.025746	0.0951451
2560	-796.311	0	-796.311	0.134535	0.0275686	0.0221395	0.10836
2570	-795.953	0	-795.953	0.13646	0.0310841	0.0275264	0.103806
2580	-803.418	0	-803.418	0.139756	0.0160405	0.0260171	0.0760162
2590	-800.611	0	-800.611	0.154954	0.0267405	0.0199303	0.118329
2600	-801.251	0	-801.251	0.175943	0.0132493	0.0220051	0.103637
2610	-797.783	0	-797.783	0.175987	0.0225748	0.0303125	0.0734211
2620	-795.16	0	-795.16	0.165001	0.0183043	0.0250481	0.10594
2630	-799.4	0	-799.4	0.143631	0.0290626	0.0269867	0.131484
2640	-797.95	0	-797.95	0.177318	0.0267425	0.0332504	0.113479
2650	-797.921	0	-797.921	0.14988	0.0291089	0.031376	0.0858969
2660	-797.342	0	-797.342	0.14142	0.0174286	0.0306216	0.120207
2670	-799.442	0	-799.442	0.131591	0.0276541	0.0279855	0.112481
2680	-797.595	0	-797.595	0.126535	0.0260023	0.0269705	0.133984
2690	-797.08	0	-797.08	0.126236	0.0252935	0.0360548	0.108987
2700	-797.858	0	-797.858	0.14251	0.0235319	0.0257489	0.13172
2710	-801.516	0	-801.516	0.156628	0.0171655	0.0402715	0.126655
2720	-795.827	0	-795.827	0.15769	0.0236671	0.0265472	0.0963139
2730	-795.52	0	-795.52	0.158948	0.0316356	0.0302776	0.0934831
2740	-796.935	0	-796.935	0.16621	0.0307198	0.0292026	0.116051
2750	-794.784	0	-794.784	0.154362	0.0235814	0.0248932	0.116404
2760	-795.966	0	-795.966	0.146054	0.0272965	0.0257843	0.126553
2770	-797.542	0	-797.542	0.136166	0.0219183	0.0229174	0.105409
2780	-803.786	0	-803.786	0.15085	0.0147706	0.0311661	0.157083
2790	-799.14	0	-799.14	0.129015	0.0289564	0.0338877	0.144077
2800	-802.172	0	-802.172	0.125368	0.0349973	0.0267268	0.149319
2810	-797.496	0	-797.496	0.145298	0.0268162	0.0243058	0.136135
2820	-796.441	0	-796.441	0.145877	0.0239035	0.0287353	0.128499
2830	-798.686	0	-798.686	0.146398	0.0167286	0.0309121	0.13387
2840	-797.707	0	-797.707	0.139291	0.023118	0.028576	0.132653
2850	-799.516	0	-799.516	0.152793	0.0211674	0.0267299	0.124326
2860	-802.136	0	-802.136	0.13927	0.0376517	0.0333744	0.16194
2870	-800.782	0	-800.782	0.130231	0.022017	0.029587	0.156405
2880	-798.536	0	-798.536	0.126882	0.0206225	0.0331582	0.120116
2890	-798.143	0	-798.143	0.14526	0.0280077	0.0253107	0.114308
2900	-797.148	0	-797.148	0.122971	0.027592	0.0302093	0.0761528
2910	-796.234	0	-796.234	0.144266	0.0242973	0.0301466	0.120087
2920	-800.324	0	-800.324	0.146939	0.0208747	0.0209679	0.110013
2930	-802.111	0	-802.111	0.146453	0.0169721	0.0312181	0.125213
2940	-799.142	0	-799.142	0.173001	0.0187975	0.0295146	0.126725
2950	-798.106	0	-798.106	0.186288	0.0200271	0.0278088	0.114787
2960	-799.16	0	-799.16	0.203336	0.0275507	0.0282272	0.125618
2970	-795.858	0	-795.858	0.1447	0.0196503	0.0274062	0.112709
2980	-807.612	0	-807.612	0.127824	0.0368917	0.0247882	0.0781928
2990	-798	0	-798	0.129715	0.0270996	0.0231058	0.0981663
3000	-801.093	0	-801.093	0.138309	0.0136029	0.0233417	0.104012
3010	-796.582	0	-796.582	0.138171	0.0196312	0.02719	0.0966879
3020	-797.927	0	-797.927	0.14316	0.0164205	0.0242916	0.107016
3030	-798.456	0	-798.456	0.140815	0.0257766	0.0313337	0.10347
3040	-796.69	0	-796.69	0.13501	0.0225187	0.0342004	0.102208
3050	-800.665	0	-800.665	0.127898	0.0187202	0.0320829	0.124655
3060	-798.947	0	-798.947	0.115523	0.027504	0.0324126	0.104267
3070	-797.545	0	-797.545	0.11721	0.0318035	0.0300953	0.0876523
3080	-795.084	0	-795.084	0.139772	0.0244395	0.0331337	0.0984347
3090	-801.088	0	-801.088	0.146289	0.02439	0.0283076	0.0950281
3100	-798.558	0	-798.558	0.170538	0.0203998	0.024417	0.132923
3110	-799.686	0	-799.686	0.175477	0.0316596	0.0297543	0.123237
3120	-798.879	0	-798.879	0.169338	0.0231205	0.03114	0.090483
3130	-798.451	0	-798.451	0.160869	0.0255991	0.0311291	0.119361
3140	-805.522	0	-805.522	0.158567	0.0167208	0.0303065	0.199168
3150	-800.416	0	-800.416	0.147186	0.0163069	0.0253943	0.156378
3160	-800.977	0	-800.977	0.136242	0.0237751	0.0347345	0.11916
3170	-800.956	0	-800.956	0.134744	0.0168927	0.0308446	0.16765
3180	-802.357	0	-802.357	0.109408	0.0173248	0.0334977	0.159827
3190	-798.758	0	-798.758	0.123935	0.0224732	0.0302654	0.143672
3200	-799.741	0	-799.741	0.13019	0.0248324	0.0292957	0.10202
3210	-801.769	0	-801.769	0.132852	0.0246149	0.0310956	0.112792
3220	-803.765	0	-803.765	0.135315	0.0210652	0.0229791	0.0893884
3230	-798.145	0	-798.145	0.122805	0.0221967	0.0280201	0.12363
3240	-800.546	0	-800.546	0.102911	0.0137224	0.025394	0.118907
3250	-801.866	0	-801.866	0.106471	0.0154686	0.0237384	0.135853
3260	-803.537	0	-803.537	0.101375	0.0181975	0.0267018	0.129857
3270	-800.748	0	-800.748	0.097592	0.0165586	0.0243191	0.124089
3280	-802.761	0	-802.761	0.10664	0.0152614	0.0278487	0.153215
3290	-801.405	0	-801.405	0.131047	0.00919621	0.027036	0.146557
3300	-800.67	0	-800.67	0.132338	0.0125249	0.0292321	0.118101
3310	-805.997	0	-805.997	0.130719	0.00856299	0.0178339	0.0888715
3320	-801.972	0	-801.972	0.146558	0.0213069	0.0292645	0.119081
3330	-798.244	0	-798.244	0.124376	0.0167035	0.0232433	0.119098
3340	-798.776	0	-798.776	0.144944	0.0195035	0.0271552	0.131248
3350	-797.437	0	-797.437	0.140776	0.0282473	0.032516	0.134607
3360	-800.482	0	-800.482	0.113744	0.0396461	0.0323733	0.130425
3370	-798.093	0	-798.093	0.12021	0.0226017	0.0311644	0.138579
3380	-799.625	0	-799.625	0.121406	0.0244848	0.0354541	0.11432
3390	-798.526	0	-798.526	0.118735	0.0208289	0.026268	0.111156
3400	-799.397	0	-799.397	0.115555	0.0237052	0.0252624	0.0803839
3410	-798.37	0	-798.37	0.156766	0.014342	0.0278239	0.125509
3420	-797.519	0	-797.519	0.148844	0.0209807	0.0208291	0.115608
3430	-795.903	0	-795.903	0.161872	0.0194976	0.030115	0.0916535
3440	-798.091	0	-798.091	0.136568	0.0362399	0.0324635	0.124192
3450	-796.884	0	-796.884	0.143308	0.0313778	0.0293023	0.105907
3460	-795.827	0	-795.827	0.135697	0.028642	0.0252486	0.126508
3470	-804.404	0	-804.404	0.0988121	0.038984	0.0214271	0.0834134
3480	-802.426	0	-802.426	0.133621	0.0239532	0.0362491	0.0981845
3490	-807.307	0	-807.307	0.0901714	0.0450909	0.0350261	0.0983986
3500	-800.739	0	-800.739	0.119437	0.0263658	0.0245507	0.101783
3510	-801.929	0	-801.929	0.0950727	0.0220867	0.0325366	0.111911
3520	-798.485	0	-798.485	0.126842	0.018136	0.0228919	0.112919
3530	-795.058	0	-795.058	0.137486	0.0233538	0.0220917	0.111079
3540	-799.352	0	-799.352	0.103777	0.0334975	0.026363	0.0939651
3550	-799.688	0	-799.688	0.108819	0.0349027	0.0338533	0.0704987
3560	-797.698	0	-797.698	0.135277	0.0194481	0.0303152	0.104611
3570	-796.932	0	-796.932	0.129042	0.0215666	0.0360756	0.0866954
3580	-799.142	0	-799.142	0.133077	0.0304277	0.0352058	0.102761
3590	-796.581	0	-796.581	0.146622	0.0145275	0.0268002	0.104543
3600	-802.187	0	-802.187	0.162256	0.018398	0.0247447	0.129507
3610	-799.932	0	-799.932	0.194521	0.0206926	0.0362148	0.111157
3620	-795.592	0	-795.592	0.13829	0.0262103	0.0372636	0.100839
3630	-795.362	0	-795.362	0.13881	0.0331823	0.0304099	0.0908295
3640	-798.533	0	-798.533	0.172013	0.0121069	0.0282879	0.0885564
3650	-799.276	0	-799.276	0.183437	0.0143472	0.0282403	0.102888
3660	-801.022	0	-801.022	0.15961	0.0182496	0.034728	0.10077
3670	-799.958	0	-799.958	0.135239	0.0350741	0.0327355	0.0934673
3680	-799.853	0	-799.853	0.166335	0.0318629	0.0232511	0.142801
3690	-799.703	0	-799.703	0.128804	0.0362316	0.0283245	0.0898124
3700	-797.983	0	-797.983	0.133779	0.0329696	0.0351427	0.088098
3710	-800.586	0	-800.586	0.147061	0.0188513	0.0294443	0.0976972
3720	-801.875	0	-801.875	0.145298	0.0302509	0.0325457	0.0816079
3730	-799.028	0	-799.028	0.124987	0.0287037	0.0361145	0.101501
3740	-800.338	0	-800.338	0.112091	0.0262822	0.0222112	0.106904
3750	-799.947	0	-799.947	0.132566	0.0238094	0.0211066	0.0810367
3760	-798.922	0	-798.922	0.104953	0.0200229	0.0240297	0.109189
3770	-800.435	0	-800.435	0.104818	0.0314762	0.0287743	0.0993598
