Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]
7540	-801.661	0	-801.661	0.156508	0.0239958	0.0206528	0.175119
7550	-801.229	0	-801.229	0.140954	0.0260928	0.0269544	0.212222
7560	-800.85	0	-800.85	0.120375	0.0203347	0.0275181	0.188179
7570	-802.968	0	-802.968	0.13335	0.023404	0.0209877	0.16947
7580	-799.295	0	-799.295	0.143464	0.0196249	0.0256206	0.136573
7590	-798.903	0	-798.903	0.144867	0.0137489	0.0294321	0.127085
7600	-798.802	0	-798.802	0.159286	0.0188327	0.0208013	0.12358
7610	-801.369	0	-801.369	0.133737	0.0227154	0.0342169	0.134121
7620	-798.533	0	-798.533	0.141716	0.0239354	0.0300918	0.127257
7630	-804.866	0	-804.866	0.130764	0.0181499	0.0302516	0.0814596
7640	-800.663	0	-800.663	0.122079	0.0289311	0.0303285	0.113201
7650	-800.448	0	-800.448	0.14467	0.0297456	0.0277402	0.0961241
7660	-797.788	0	-797.788	0.141949	0.0258341	0.0300002	0.119786
7670	-800.133	0	-800.133	0.129535	0.02039	0.0193414	0.12567
7680	-801.233	0	-801.233	0.122606	0.0220728	0.0237776	0.0902408
7690	-798.576	0	-798.576	0.128299	0.0219259	0.0230829	0.107426
7700	-805.173	0	-805.173	0.120727	0.0203078	0.0252745	0.15661
7710	-807.639	0	-807.639	0.116634	0.014675	0.0358297	0.0936092
7720	-800.618	0	-800.618	0.124992	0.0214917	0.027903	0.129336
7730	-797.652	0	-797.652	0.128993	0.024967	0.0307355	0.145977
7740	-798.697	0	-798.697	0.132075	0.0197536	0.0263364	0.118641
7750	-798.448	0	-798.448	0.157992	0.0231356	0.0281545	0.131187
7760	-801.746	0	-801.746	0.149819	0.0253428	0.0383346	0.105029
7770	-801.428	0	-801.428	0.133843	0.0258815	0.0311731	0.129189
7780	-797.673	0	-797.673	0.139494	0.0168358	0.032624	0.113381
7790	-804.193	0	-804.193	0.164133	0.0268931	0.0319735	0.0985023
7800	-799.594	0	-799.594	0.143416	0.029257	0.0399516	0.104769
7810	-803.692	0	-803.692	0.130467	0.0243907	0.036993	0.109208
7820	-799.98	0	-799.98	0.116685	0.0323549	0.0319117	0.128512
7830	-799.084	0	-799.084	0.118534	0.0321752	0.0274376	0.10789
7840	-800.177	0	-800.177	0.092652	0.0263225	0.0290339	0.115819
7850	-799.52	0	-799.52	0.114314	0.0206166	0.0236679	0.0807716
7860	-798.416	0	-798.416	0.125131	0.0261712	0.0280836	0.112775
7870	-796.149	0	-796.149	0.138352	0.0237855	0.0309772	0.108114
7880	-797.453	0	-797.453	0.153675	0.0226318	0.0293091	0.117287
7890	-797.973	0	-797.973	0.159024	0.0210138	0.0356586	0.124688
7900	-796.967	0	-796.967	0.142972	0.0208048	0.0254746	0.130629
7910	-797.317	0	-797.317	0.145534	0.0170572	0.0270146	0.118245
7920	-800.665	0	-800.665	0.171516	0.0355769	0.0319477	0.11234
7930	-797.986	0	-797.986	0.161276	0.012983	0.0324205	0.113805
7940	-800.117	0	-800.117	0.155028	0.0328664	0.0335697	0.126119
7950	-796.799	0	-796.799	0.140715	0.0210002	0.0305223	0.129422
7960	-800.32	0	-800.32	0.157043	0.036785	0.0291761	0.109271
7970	-797.201	0	-797.201	0.145511	0.0296584	0.0285374	0.118417
7980	-796.335	0	-796.335	0.170615	0.0278302	0.027383	0.129945
7990	-796.059	0	-796.059	0.159118	0.0310116	0.0227636	0.094475
8000	-797.225	0	-797.225	0.141962	0.0186491	0.0341868	0.0929983
8010	-796.216	0	-796.216	0.125004	0.0207636	0.0299078	0.126009
8020	-798.731	0	-798.731	0.129238	0.015978	0.0266518	0.103891
8030	-798.908	0	-798.908	0.127172	0.0201751	0.0308237	0.110879
8040	-800.074	0	-800.074	0.124853	0.0205173	0.0270051	0.150845
8050	-797.402	0	-797.402	0.163537	0.0179245	0.0309988	0.0932803
8060	-798.995	0	-798.995	0.151892	0.0206678	0.0276393	0.0774651
8070	-800.267	0	-800.267	0.161936	0.0212621	0.0273044	0.103974
8080	-802.918	0	-802.918	0.163939	0.0146564	0.0204681	0.0719089
8090	-798.644	0	-798.644	0.151469	0.0238087	0.0353997	0.111054
8100	-796.196	0	-796.196	0.141983	0.020147	0.0283906	0.110948
8110	-804.62	0	-804.62	0.140853	0.0254694	0.0315304	0.132822
8120	-798.081	0	-798.081	0.152613	0.0177236	0.0262256	0.117613
8130	-804.806	0	-804.806	0.12125	0.0217034	0.0272878	0.120542
8140	-798.565	0	-798.565	0.123301	0.0258636	0.0302388	0.114559
8150	-795.894	0	-795.894	0.124803	0.0247636	0.0297164	0.117673
8160	-798.252	0	-798.252	0.112641	0.0263338	0.0318168	0.112429
8170	-797.664	0	-797.664	0.11381	0.0240534	0.0267841	0.0954252
8180	-798.125	0	-798.125	0.111995	0.0240689	0.0290967	0.0935321
8190	-801.447	0	-801.447	0.108488	0.0262824	0.0253746	0.0921481
8200	-803.041	0	-803.041	0.0978052	0.0255529	0.030491	0.110874
8210	-797.793	0	-797.793	0.14615	0.0172947	0.0344229	0.10744
8220	-801.049	0	-801.049	0.145325	0.0283218	0.0408548	0.133875
8230	-796.302	0	-796.302	0.145793	0.025037	0.0294244	0.100361
8240	-798.808	0	-798.808	0.126704	0.0202409	0.0284398	0.0919866
8250	-798.539	0	-798.539	0.125016	0.0295877	0.0235858	0.110357
8260	-802.563	0	-802.563	0.131004	0.013911	0.0228475	0.127778
8270	-804.781	0	-804.781	0.155132	0.0184644	0.0339743	0.121949
8280	-796.956	0	-796.956	0.138998	0.0198173	0.0265557	0.150051
8290	-798.108	0	-798.108	0.144982	0.0298081	0.0261597	0.121064
8300	-797.79	0	-797.79	0.140959	0.0198277	0.0295969	0.115642
8310	-803.931	0	-803.931	0.159512	0.0150286	0.0197937	0.106879
8320	-799.358	0	-799.358	0.155542	0.0173215	0.0255949	0.128426
8330	-802.737	0	-802.737	0.125735	0.0209955	0.0246392	0.165216
8340	-796.299	0	-796.299	0.128392	0.0204379	0.0283524	0.12494
8350	-799.289	0	-799.289	0.0927346	0.0269783	0.0247524	0.0947467
8360	-801.835	0	-801.835	0.08234	0.0281771	0.0251419	0.105181
8370	-799.349	0	-799.349	0.104732	0.0172272	0.0252322	0.113725
8380	-800.254	0	-800.254	0.0944678	0.0231712	0.029164	0.112382
8390	-799.911	0	-799.911	0.142497	0.0178503	0.031208	0.122705
8400	-800.028	0	-800.028	0.158047	0.0153857	0.0292912	0.10587
8410	-798.753	0	-798.753	0.123124	0.0280826	0.0279981	0.124221
8420	-797.667	0	-797.667	0.0986507	0.0267135	0.0290185	0.121733
8430	-798.076	0	-798.076	0.127742	0.0253955	0.0310502	0.106691
8440	-801.353	0	-801.353	0.0943745	0.0201085	0.027161	0.146074
8450	-801.576	0	-801.576	0.087474	0.028854	0.0224898	0.129235
8460	-795.096	0	-795.096	0.137473	0.021453	0.0241487	0.116348
8470	-798.7	0	-798.7	0.131187	0.0204588	0.0221478	0.0876619
8480	-796.878	0	-796.878	0.131251	0.0163557	0.0249928	0.104129
8490	-798.049	0	-798.049	0.171538	0.0170727	0.0290905	0.116226
8500	-798.794	0	-798.794	0.150712	0.0168282	0.021995	0.142481
8510	-798.711	0	-798.711	0.127109	0.0152575	0.0262051	0.0998865
8520	-796.078	0	-796.078	0.152451	0.0196733	0.0273461	0.135707
8530	-797.738	0	-797.738	0.148044	0.0175913	0.0252764	0.120154
8540	-803.86	0	-803.86	0.111044	0.0149609	0.0283794	0.170283
8550	-799.325	0	-799.325	0.117608	0.0203267	0.0312197	0.138292
8560	-800.27	0	-800.27	0.178885	0.0202409	0.0355736	0.111645
8570	-802.219	0	-802.219	0.189168	0.0215569	0.0291984	0.110038
8580	-804.887	0	-804.887	0.179393	0.0171493	0.019515	0.117208
8590	-801.935	0	-801.935	0.207992	0.0218485	0.0246442	0.0834372
8600	-801.826	0	-801.826	0.189255	0.0191235	0.0249091	0.116431
8610	-798.3	0	-798.3	0.182972	0.0267081	0.0338276	0.106377
8620	-799.94	0	-799.94	0.185155	0.0156695	0.0348186	0.0964963
8630	-795.175	0	-795.175	0.161819	0.0227079	0.0319089	0.0982935
8640	-800.994	0	-800.994	0.168344	0.0175302	0.0330081	0.114608
8650	-798.486	0	-798.486	0.166331	0.0215496	0.0234362	0.114912
8660	-799.685	0	-799.685	0.127011	0.0246461	0.0193414	0.102782
8670	-798.305	0	-798.305	0.137346	0.0187647	0.0352562	0.120658
8680	-798.197	0	-798.197	0.158159	0.0244938	0.0330543	0.12695
8690	-797.525	0	-797.525	0.182689	0.0290797	0.0249968	0.0878653
8700	-799.725	0	-799.725	0.148998	0.026221	0.0369918	0.143862
8710	-796.816	0	-796.816	0.124706	0.0297222	0.0249135	0.109665
8720	-798.831	0	-798.831	0.155807	0.0344118	0.0178599	0.0864092
8730	-797.485	0	-797.485	0.136668	0.0286466	0.021996	0.0904254
8740	-794.507	0	-794.507	0.126242	0.02217	0.024174	0.109903
8750	-798.601	0	-798.601	0.120607	0.0293369	0.0391222	0.112529
8760	-797.059	0	-797.059	0.125791	0.0269493	0.0339636	0.112797
8770	-799.966	0	-799.966	0.127521	0.02559	0.0356168	0.126697
8780	-801.804	0	-801.804	0.117612	0.027858	0.020006	0.133605
8790	-796.028	0	-796.028	0.141037	0.0269748	0.0259283	0.0958039
8800	-795.81	0	-795.81	0.128712	0.0288334	0.0245755	0.110659
8810	-799.892	0	-799.892	0.128661	0.0231906	0.0258805	0.0866449
8820	-798.899	0	-798.899	0.139387	0.0186254	0.0321349	0.137626
8830	-798.779	0	-798.779	0.14683	0.0200737	0.023449	0.151928
8840	-795.758	0	-795.758	0.156403	0.0254927	0.0319048	0.0963749
8850	-799.201	0	-799.201	0.150767	0.0421215	0.0252804	0.13542
8860	-801.151	0	-801.151	0.168715	0.0353111	0.0344897	0.116608
8870	-797.083	0	-797.083	0.143468	0.0265016	0.0252131	0.11011
8880	-797.069	0	-797.069	0.140183	0.0262038	0.0284223	0.125778
8890	-804.816	0	-804.816	0.136191	0.0367497	0.019577	0.117872
8900	-803.208	0	-803.208	0.116135	0.0342714	0.0284546	0.097978
8910	-806.575	0	-806.575	0.123282	0.0169681	0.0216955	0.0927482
8920	-799.227	0	-799.227	0.13403	0.0178176	0.0279805	0.14096
8930	-799.352	0	-799.352	0.153176	0.0189976	0.026472	0.102944
8940	-802.632	0	-802.632	0.147977	0.0193762	0.0208636	0.11895
8950	-802.805	0	-802.805	0.136255	0.0156985	0.0317804	0.151825
8960	-800.052	0	-800.052	0.127867	0.0243366	0.0274983	0.123105
8970	-798.111	0	-798.111	0.154239	0.0169085	0.0271056	0.151017
8980	-797.024	0	-797.024	0.136789	0.0192108	0.0215237	0.113411
8990	-801.921	0	-801.921	0.116223	0.043146	0.0213413	0.0954256
9000	-800.837	0	-800.837	0.180781	0.0222893	0.0232324	0.154121
9010	-804.623	0	-804.623	0.192477	0.0210491	0.0241485	0.156535
9020	-799.155	0	-799.155	0.185499	0.0191759	0.0365426	0.113859
9030	-802.282	0	-802.282	0.148093	0.0265798	0.02741	0.125821
9040	-803.345	0	-803.345	0.148449	0.0245589	0.0357671	0.137178
9050	-800.05	0	-800.05	0.143054	0.0290637	0.0256398	0.0966077
9060	-805.501	0	-805.501	0.0844054	0.0322451	0.0183066	0.124069
9070	-799.611	0	-799.611	0.101036	0.0191156	0.0341973	0.11343
9080	-794.484	0	-794.484	0.128313	0.0195625	0.0309227	0.0983281
9090	-799.686	0	-799.686	0.120911	0.031334	0.03061	0.134459
9100	-796.81	0	-796.81	0.117395	0.030089	0.0288882	0.0921397
9110	-798.814	0	-798.814	0.134424	0.0299409	0.0362012	0.101831
9120	-798.904	0	-798.904	0.0999939	0.0213196	0.0248533	0.106285
9130	-800.756	0	-800.756	0.14232	0.0205787	0.0268636	0.119837
9140	-800.613	0	-800.613	0.118809	0.0182564	0.035565	0.101823
9150	-801.275	0	-801.275	0.112635	0.0223624	0.0398557	0.104722
9160	-798.686	0	-798.686	0.149921	0.0285037	0.0362993	0.108184
9170	-799.71	0	-799.71	0.122179	0.0242081	0.0306272	0.0760814
9180	-802.038	0	-802.038	0.147075	0.0211225	0.0231178	0.0988298
9190	-801.599	0	-801.599	0.162345	0.0194544	0.022374	0.0970543
9200	-797.956	0	-797.956	0.152937	0.0127883	0.0271576	0.119968
9210	-798.323	0	-798.323	0.144747	0.026272	0.0257184	0.11113
9220	-796.504	0	-796.504	0.135657	0.0229903	0.0308486	0.102975
9230	-798.627	0	-798.627	0.127604	0.0263002	0.0378366	0.0947722
9240	-799.804	0	-799.804	0.124686	0.0315813	0.0338134	0.113376
9250	-798.716	0	-798.716	0.157041	0.0364577	0.0320483	0.113141
9260	-799.328	0	-799.328	0.172253	0.032481	0.0357615	0.1169
9270	-796.044	0	-796.044	0.153117	0.0237286	0.0340991	0.0973565
9280	-798.301	0	-798.301	0.16371	0.0333045	0.0386882	0.126252
9290	-796.35	0	-796.35	0.172619	0.0193114	0.0273874	0.118515
9300	-799.966	0	-799.966	0.171451	0.0236452	0.0271125	0.120044
9310	-800.524	0	-800.524	0.181916	0.0225144	0.0328829	0.105025
9320	-795.731	0	-795.731	0.140265	0.0331028	0.0288677	0.113093
9330	-804.667	0	-804.667	0.128179	0.0465099	0.0367513	0.0954058
9340	-799.251	0	-799.251	0.156948	0.0388278	0.0283547	0.0836297
9350	-797.564	0	-797.564	0.162555	0.0212681	0.0310725	0.105647
9360	-800.025	0	-800.025	0.126806	0.0335724	0.0350113	0.0866765
9370	-797.312	0	-797.312	0.111036	0.0294787	0.026272	0.090334
9380	-795.012	0	-795.012	0.130557	0.0281982	0.0295505	0.101805
9390	-802.568	0	-802.568	0.0768379	0.026008	0.0281295	0.093649
