Iteration	Posterior	Likelihood	Prior	timeline[1]	timeline[2]	timeline[3]
4340	-800.009	0	-800.009	34	79	135
4350	-799.623	0	-799.623	34	79	135
4360	-798.523	0	-798.523	34	79	135
4370	-798.769	0	-798.769	34	79	135
4380	-803.689	0	-803.689	34	79	135
4390	-801.171	0	-801.171	34	79	135
4400	-799.912	0	-799.912	34	79	135
4410	-794.971	0	-794.971	34	79	135
4420	-795.763	0	-795.763	34	79	135
4430	-800.482	0	-800.482	34	79	135
4440	-799.763	0	-799.763	34	79	135
4450	-798.518	0	-798.518	34	79	135
4460	-797.187	0	-797.187	34	79	135
4470	-795.553	0	-795.553	34	79	135
4480	-798.311	0	-798.311	34	79	135
4490	-796.322	0	-796.322	34	79	135
4500	-798.386	0	-798.386	34	79	135
4510	-798.763	0	-798.763	34	79	135
4520	-800.995	0	-800.995	34	79	135
4530	-805.3	0	-805.3	34	79	135
4540	-797.048	0	-797.048	34	79	135
4550	-803.975	0	-803.975	34	79	135
4560	-801.482	0	-801.482	34	79	135
4570	-799.616	0	-799.616	34	79	135
4580	-798.573	0	-798.573	34	79	135
4590	-802.541	0	-802.541	34	79	135
4600	-796.284	0	-796.284	34	79	135
4610	-798.924	0	-798.924	34	79	135
4620	-800.328	0	-800.328	34	79	135
4630	-804.066	0	-804.066	34	79	135
4640	-800.182	0	-800.182	34	79	135
4650	-799.044	0	-799.044	34	79	135
4660	-800.497	0	-800.497	34	79	135
4670	-795.88	0	-795.88	34	79	135
4680	-796.609	0	-796.609	34	79	135
4690	-801.839	0	-801.839	34	79	135
4700	-800.61	0	-800.61	34	79	135
4710	-801.275	0	-801.275	34	79	135
4720	-799.552	0	-799.552	34	79	135
4730	-803.398	0	-803.398	34	79	135
4740	-799.382	0	-799.382	34	79	135
4750	-799.679	0	-799.679	34	79	135
4760	-801.245	0	-801.245	34	79	135
4770	-797.143	0	-797.143	34	79	135
4780	-795.439	0	-795.439	34	79	135
4790	-795.927	0	-795.927	34	79	135
4800	-797.934	0	-797.934	34	79	135
4810	-798.781	0	-798.781	34	79	135
4820	-797.611	0	-797.611	34	79	135
4830	-798.211	0	-798.211	34	79	135
4840	-802.234	0	-802.234	34	79	135
4850	-799.108	0	-799.108	34	79	135
4860	-799.814	0	-799.814	34	79	135
4870	-803.923	0	-803.923	34	79	135
4880	-801.725	0	-801.725	34	79	135
4890	-797.776	0	-797.776	34	79	135
4900	-798.876	0	-798.876	34	79	135
4910	-802.502	0	-802.502	34	79	135
4920	-800.416	0	-800.416	34	79	135
4930	-801.426	0	-801.426	34	79	135
4940	-800.904	0	-800.904	34	79	135
4950	-805.818	0	-805.818	34	79	135
4960	-796.326	0	-796.326	34	79	135
4970	-799.546	0	-799.546	34	79	135
4980	-800.091	0	-800.091	34	79	135
4990	-802.059	0	-802.059	34	79	135
5000	-802.215	0	-802.215	34	79	135
5010	-794.254	0	-794.254	34	79	135
5020	-798.34	0	-798.34	34	79	135
5030	-796.128	0	-796.128	34	79	135
5040	-803.688	0	-803.688	34	79	135
5050	-800.596	0	-800.596	34	79	135
5060	-799.456	0	-799.456	34	79	135
5070	-795.278	0	-795.278	34	79	135
5080	-803.74	0	-803.74	34	79	135
5090	-798.562	0	-798.562	34	79	135
5100	-802.928	0	-802.928	34	79	135
5110	-796.062	0	-796.062	34	79	135
5120	-801.124	0	-801.124	34	79	135
5130	-796.955	0	-796.955	34	79	135
5140	-797.531	0	-797.531	34	79	135
5150	-800.035	0	-800.035	34	79	135
5160	-798.642	0	-798.642	34	79	135
5170	-797.721	0	-797.721	34	79	135
5180	-798.857	0	-798.857	34	79	135
5190	-800.836	0	-800.836	34	79	135
5200	-800.208	0	-800.208	34	79	135
5210	-799.606	0	-799.606	34	79	135
5220	-798.376	0	-798.376	34	79	135
5230	-803.534	0	-803.534	34	79	135
5240	-799.726	0	-799.726	34	79	135
5250	-799.713	0	-799.713	34	79	135
5260	-801.082	0	-801.082	34	79	135
5270	-799.069	0	-799.069	34	79	135
5280	-799.709	0	-799.709	34	79	135
5290	-798.763	0	-798.763	34	79	135
5300	-798.926	0	-798.926	34	79	135
5310	-798.962	0	-798.962	34	79	135
5320	-797.902	0	-797.902	34	79	135
5330	-796.535	0	-796.535	34	79	135
5340	-800.503	0	-800.503	34	79	135
5350	-804.954	0	-804.954	34	79	135
5360	-800.224	0	-800.224	34	79	135
5370	-796.983	0	-796.983	34	79	135
5380	-799.809	0	-799.809	34	79	135
5390	-797.987	0	-797.987	34	79	135
5400	-802.451	0	-802.451	34	79	135
5410	-804.501	0	-804.501	34	79	135
5420	-800.716	0	-800.716	34	79	135
5430	-800.042	0	-800.042	34	79	135
5440	-799.028	0	-799.028	34	79	135
5450	-796.893	0	-796.893	34	79	135
5460	-796.589	0	-796.589	34	79	135
5470	-798.716	0	-798.716	34	79	135
5480	-802.21	0	-802.21	34	79	135
5490	-799.047	0	-799.047	34	79	135
5500	-798.357	0	-798.357	34	79	135
5510	-799.083	0	-799.083	34	79	135
5520	-799.743	0	-799.743	34	79	135
5530	-798.332	0	-798.332	34	79	135
5540	-800.032	0	-800.032	34	79	135
5550	-800.895	0	-800.895	34	79	135
5560	-797.615	0	-797.615	34	79	135
5570	-797.441	0	-797.441	34	79	135
5580	-802.7	0	-802.7	34	79	135
5590	-804.519	0	-804.519	34	79	135
5600	-800.641	0	-800.641	34	79	135
5610	-797.105	0	-797.105	34	79	135
5620	-797.916	0	-797.916	34	79	135
5630	-803.586	0	-803.586	34	79	135
5640	-804.821	0	-804.821	34	79	135
5650	-805.138	0	-805.138	34	79	135
5660	-803.983	0	-803.983	34	79	135
5670	-801.185	0	-801.185	34	79	135
5680	-801.376	0	-801.376	34	79	135
5690	-797.595	0	-797.595	34	79	135
5700	-798.415	0	-798.415	34	79	135
5710	-797.015	0	-797.015	34	79	135
5720	-800.181	0	-800.181	34	79	135
5730	-801.51	0	-801.51	34	79	135
5740	-799.699	0	-799.699	34	79	135
5750	-794.607	0	-794.607	34	79	135
5760	-798.074	0	-798.074	34	79	135
5770	-796.789	0	-796.789	34	79	135
5780	-800.731	0	-800.731	34	79	135
5790	-800.661	0	-800.661	34	79	135
5800	-797.597	0	-797.597	34	79	135
5810	-796.158	0	-796.158	34	79	135
5820	-798.184	0	-798.184	34	79	135
5830	-796.805	0	-796.805	34	79	135
5840	-799.433	0	-799.433	34	79	135
5850	-798.926	0	-798.926	34	79	135
5860	-800.008	0	-800.008	34	79	135
5870	-804.748	0	-804.748	34	79	135
5880	-802.509	0	-802.509	34	79	135
5890	-798.776	0	-798.776	34	79	135
5900	-797.883	0	-797.883	34	79	135
5910	-807.414	0	-807.414	34	79	135
5920	-801.204	0	-801.204	34	79	135
5930	-796.923	0	-796.923	34	79	135
5940	-795.963	0	-795.963	34	79	135
5950	-794.86	0	-794.86	34	79	135
5960	-796.899	0	-796.899	34	79	135
5970	-798.171	0	-798.171	34	79	135
5980	-798.695	0	-798.695	34	79	135
5990	-798.765	0	-798.765	34	79	135
6000	-803.692	0	-803.692	34	79	135
6010	-802.381	0	-802.381	34	79	135
6020	-803.73	0	-803.73	34	79	135
6030	-800.039	0	-800.039	34	79	135
6040	-799.349	0	-799.349	34	79	135
6050	-798.608	0	-798.608	34	79	135
6060	-800.68	0	-800.68	34	79	135
6070	-807.343	0	-807.343	34	79	135
6080	-797.895	0	-797.895	34	79	135
6090	-801.895	0	-801.895	34	79	135
6100	-802.44	0	-802.44	34	79	135
6110	-802.968	0	-802.968	34	79	135
6120	-799.75	0	-799.75	34	79	135
6130	-799.358	0	-799.358	34	79	135
6140	-796.933	0	-796.933	34	79	135
6150	-795.611	0	-795.611	34	79	135
6160	-796.719	0	-796.719	34	79	135
6170	-796.934	0	-796.934	34	79	135
6180	-797.462	0	-797.462	34	79	135
6190	-797.173	0	-797.173	34	79	135
6200	-801.297	0	-801.297	34	79	135
6210	-803.127	0	-803.127	34	79	135
6220	-798.891	0	-798.891	34	79	135
6230	-799.038	0	-799.038	34	79	135
6240	-798.103	0	-798.103	34	79	135
6250	-795.084	0	-795.084	34	79	135
6260	-796.656	0	-796.656	34	79	135
6270	-802.7	0	-802.7	34	79	135
6280	-803.818	0	-803.818	34	79	135
6290	-799.631	0	-799.631	34	79	135
6300	-800.074	0	-800.074	34	79	135
6310	-797.238	0	-797.238	34	79	135
6320	-797.189	0	-797.189	34	79	135
6330	-800.596	0	-800.596	34	79	135
6340	-809.459	0	-809.459	34	79	135
6350	-798.009	0	-798.009	34	79	135
6360	-797.652	0	-797.652	34	79	135
6370	-798.757	0	-798.757	34	79	135
6380	-804.274	0	-804.274	34	79	135
6390	-802.09	0	-802.09	34	79	135
6400	-800.902	0	-800.902	34	79	135
6410	-805.976	0	-805.976	34	79	135
6420	-798.169	0	-798.169	34	79	135
6430	-802.521	0	-802.521	34	79	135
6440	-803.876	0	-803.876	34	79	135
6450	-800.535	0	-800.535	34	79	135
6460	-797.562	0	-797.562	34	79	135
6470	-796.593	0	-796.593	34	79	135
6480	-797.639	0	-797.639	34	79	135
6490	-796.833	0	-796.833	34	79	135
6500	-799.253	0	-799.253	34	79	135
6510	-797.031	0	-797.031	34	79	135
6520	-800.497	0	-800.497	34	79	135
6530	-804.71	0	-804.71	34	79	135
6540	-796.58	0	-796.58	34	79	135
6550	-803.638	0	-803.638	34	79	135
6560	-802.056	0	-802.056	34	79	135
6570	-802.568	0	-802.568	34	79	135
6580	-798.991	0	-798.991	34	79	135
6590	-795.92	0	-795.92	34	79	135
6600	-797.309	0	-797.309	34	79	135
6610	-802.907	0	-802.907	34	79	135
6620	-798.706	0	-798.706	34	79	135
6630	-798.735	0	-798.735	34	79	135
6640	-797.091	0	-797.091	34	79	135
6650	-797.603	0	-797.603	34	79	135
6660	-801.908	0	-801.908	34	79	135
