Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	death	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
9410	-38268.27	-38309.72	41.44952	2.935559	1.073887	0.6306945	3.706885	0.7903471	0.7903471	0.0800221	0.299563	0.239383	0.283983	0.46274	0.034307	0.434171	0.103862	0.309701	0.130677	0.7719825	0.2098289	0.5621536	3.49306	3.71331	2.10898	2.42833	2.88815	1.67884	2.0714	1.71186	1.88791	3.13262	-4.128646	0.01913716	0.0339373	0.0239632	0.015399	0.0300023	0.0134322	0.0669149	0.0192504	0.0205231	0.0189236	0.0253328	0.018188	0.0150198	0.016252	0.0184322	0.0518408	0.0161203	0.00649903	0.0171039	0.0227892	0.0159258	0.0373575	0.0183093	0.0423899	0.00643436	0.0236795	0.018322	0.0236444	0.0122809	0.0439351	0.020934	0.0259942	0.0167829	0.0143871	0.024968	0.00778045	0.0049501	0.0408562	0.00502894	0.00702385	0.00394731	0.0105708	0.0221315	0.0106636	0.022098	0.0319226	0.0133833	0.0266436	0.0226677	0.0145875	0.0151693	1	0.248312	0.496575	0.385987	0.258123	0.151441	0.178373	0.965409	0.344937	0.269642	3.706885	0.2718053
9420	-38270.1	-38304.09	33.99306	1.47005	0.8350252	0.7041999	3.701057	0.7236252	0.7236252	0.0400856	0.817772	0.270298	0.298777	0.120591	0.352027	0.218628	0.0793528	0.868215	0.132297	1.545266	0.8336078	0.7116584	3.3728	3.61644	2.24138	2.75553	2.18093	2.28254	2.33938	1.71108	1.17952	2.99884	-3.724192	0.02867673	0.0423411	0.0232635	0.0182519	0.0154324	0.0084806	0.0485931	0.0185629	0.0214733	0.0148999	0.0288306	0.0256647	0.020147	0.0203089	0.0223165	0.0450119	0.0264461	0.00685507	0.0185627	0.0344644	0.0288284	0.0572269	0.0299728	0.0375758	0.00682477	0.0304983	0.0441313	0.034686	0.108683	0.0193773	0.017809	0.0457445	0.0122559	0.0191178	0.0161361	0.0126985	0.0124516	0.0614455	0.028857	0.00755158	0.0100502	0.0114687	0.0111802	0.0150565	0.0272142	0.00996142	0.0217789	0.0385325	0.0200163	0.0191426	0.0179649	1	0.218188	0.485995	0.289356	0.177027	0.168289	0.147389	0.910261	0.303199	0.243045	3.701057	0.539459
9430	-38266.92	-38307.25	40.32416	2.816213	1.13017	0.9214812	4.917229	0.9808972	0.9808972	0.0797005	0.469387	0.215954	0.550226	0.0605233	14.7382	0.36004	0.132251	0.565998	0.273227	0.7082972	0.2692024	0.4390948	4.10932	3.97739	2.46129	2.29876	3.04717	2.26176	2.09293	2.17189	2.01307	3.34685	-4.059268	0.02051198	0.049119	0.0194291	0.0154112	0.00976196	0.00879154	0.0398007	0.0161627	0.0219041	0.00883663	0.0216357	0.0116442	0.0129072	0.0147734	0.0193164	0.0328993	0.0181933	0.00610511	0.0220582	0.0240926	0.013678	0.04803	0.0165818	0.0319611	0.00653628	0.0255891	0.0253285	0.0295935	0.0192817	0.0203724	0.0166486	0.0304844	0.00987521	0.0138067	0.0106588	0.00746211	0.0110206	0.0385221	0.00886788	0.00474399	0.00789826	0.0053459	0.0192809	0.00583442	0.0188178	0.0120658	0.0192491	0.0182764	0.0214065	0.0164961	0.00974305	1	0.230172	0.444998	0.309447	0.178053	0.151349	0.156485	0.847219	0.291641	0.259404	4.917229	0.3800699
9440	-38242.62	-38299.95	57.32906	3.445313	1.9166	1.080179	5.70951	1.212083	1.212083	0.0841738	0.408653	0.237717	0.335054	0.0325715	8.27693	0.365762	0.0846	1.84661	0.0360899	0.4500284	0.08371902	0.3663094	2.89284	3.13391	2.25427	2.52443	2.77029	1.797	2.29226	1.8106	2.00979	3.02264	-4.460368	0.01373449	0.0256835	0.0196588	0.00967607	0.0100092	0.00714	0.0303835	0.00660916	0.00776254	0.0114046	0.0177982	0.0114881	0.0088672	0.010935	0.0125169	0.0267441	0.0142833	0.00572541	0.023354	0.0143461	0.0119145	0.0221184	0.00843152	0.0324584	0.00420777	0.0177196	0.0185692	0.0142923	0.0174834	0.0221379	0.0157955	0.017752	0.0123854	0.00809132	0.0133444	0.00443535	0.0131113	0.0340153	0.00660105	0.00664204	0.0122288	0.00454733	0.00628352	0.0140284	0.0118344	0.00762832	0.0097263	0.0148647	0.0141661	0.0165133	0.00686685	1	0.207687	0.444998	0.323725	0.176375	0.159603	0.171809	0.869077	0.297448	0.238114	5.70951	0.1860305
9450	-38239.46	-38294.05	54.58924	3.641481	2.080252	1.191593	6.16953	1.312145	1.312145	0.0740799	0.581203	0.221723	0.313764	0.245316	0.62064	0.474621	0.0816139	1.02852	0.205562	0.4005308	0.02535794	0.3751728	3.11489	3.63977	2.14804	2.95272	2.52563	1.19901	2.73711	2.10942	1.51215	2.7072	-4.484698	0.01340435	0.0311134	0.0153788	0.00572739	0.0103858	0.00673555	0.0272488	0.0101892	0.0126573	0.00636304	0.0160094	0.0109631	0.00905093	0.00979557	0.00825519	0.0234736	0.0140643	0.00886905	0.0315182	0.0224465	0.0163061	0.0207135	0.00782233	0.0224398	0.00344856	0.0131984	0.0173428	0.0233009	0.018706	0.0206559	0.0179248	0.0100437	0.011883	0.00697272	0.00664239	0.0111912	0.00651208	0.017551	0.00482401	0.00413054	0.00641778	0.00401936	0.0171993	0.0106313	0.016691	0.00651711	0.0310142	0.012877	0.0051663	0.00660631	0.00906609	1	0.22483	0.444998	0.295241	0.201845	0.166991	0.140359	0.8338	0.277608	0.22371	6.16953	0.06331085
9460	-38248.49	-38305.26	56.76806	3.924916	2.241223	1.082088	5.626521	1.082088	1.082088	0.0599619	0.400293	0.194463	0.414266	0.53425	0.841112	0.23743	0.138536	1.53578	0.135206	0.6020907	0.03404766	0.5680431	3.19424	3.48058	2.27052	2.45526	2.84174	2.98976	2.65883	2.05046	1.34317	3.05566	-4.457473	0.0137743	0.0182016	0.0120125	0.00686307	0.0110563	0.0054289	0.0245566	0.0100617	0.0114609	0.0092624	0.0218905	0.0167661	0.0118918	0.00681973	0.0106995	0.0209019	0.0150429	0.00502662	0.0217064	0.0129933	0.00806491	0.0163175	0.00669016	0.0248822	0.00343824	0.0135256	0.0153882	0.0187846	0.0128915	0.0262599	0.0123567	0.00972129	0.0196866	0.0089861	0.0128127	0.0120934	0.00742954	0.0504379	0.0102121	0.00717967	0.0119654	0.00378437	0.016206	0.00762786	0.0172158	0.00555243	0.0101362	0.0204523	0.00754998	0.0134174	0.0117427	1	0.2524	0.50337	0.317117	0.216805	0.183101	0.180949	1.02957	0.254744	0.280196	5.626521	0.05654906
9470	-38262.33	-38311.39	49.06485	3.501806	1.741012	0.9641393	4.813718	0.9641393	0.9641393	0.0621248	0.680633	0.185944	0.343566	0.346844	0.195221	0.123537	0.128534	1.05473	0.17884	0.7828326	0.1011711	0.6816615	3.44319	3.06376	2.42523	2.56487	2.60828	2.98103	2.20517	1.79365	1.2042	3.27455	-4.404379	0.01452539	0.0338977	0.0194296	0.0135457	0.0181207	0.0072468	0.0331075	0.00613626	0.00958583	0.00885372	0.0231123	0.0171714	0.00962555	0.00834297	0.00998717	0.0232812	0.0152898	0.00794465	0.0320916	0.0131661	0.00908053	0.0219286	0.00824094	0.0246963	0.00365177	0.0149453	0.0137346	0.0122355	0.0114121	0.0301536	0.0131459	0.0275935	0.0106867	0.00711503	0.00373783	0.0235575	0.0102776	0.0416222	0.0142044	0.011633	0.00374277	0.016687	0.00373306	0.00844603	0.0285837	0.00462972	0.00695765	0.0389663	0.00788458	0.0131433	0.0110162	1	0.281041	0.545499	0.351227	0.237781	0.197239	0.171658	1.08838	0.318573	0.31874	4.813718	0.1292373
9480	-38261.19	-38308.79	47.60048	3.275942	1.680524	0.843493	5.040525	0.9387567	0.9387567	0.12636	0.432718	0.22731	0.320249	0.344834	0.0389448	0.176465	0.10359	0.865866	0.242148	0.8893187	0.3754973	0.5138215	3.29572	3.22437	2.40365	3.0253	3.06928	2.19806	2.2009	2.09502	1.07355	2.58986	-4.339184	0.01550394	0.0313061	0.0156479	0.0100041	0.0232458	0.0100442	0.0340975	0.00942393	0.0125602	0.0142394	0.0216516	0.0162135	0.0129813	0.0115886	0.0145678	0.0350602	0.0181171	0.00897012	0.0350736	0.0174886	0.0112958	0.0270436	0.0123928	0.0390656	0.00323698	0.028415	0.0209237	0.0147986	0.0134465	0.0317152	0.0154187	0.0127086	0.0103608	0.0074761	0.0210407	0.0104456	0.0119147	0.0421892	0.0072398	0.00473924	0.00565413	0.0107646	0.0105027	0.0124734	0.027516	0.00414525	0.00966537	0.0335495	0.00648806	0.00841939	0.0138475	1	0.235498	0.495069	0.28941	0.190923	0.179915	0.176149	0.954407	0.315896	0.233076	5.040525	0.4222302
9490	-38260.24	-38304.17	43.92629	3.498189	1.469303	0.8029016	4.994858	0.8448796	0.8448796	0.050766	0.455219	0.197902	0.482961	0.144613	0.274576	1.07544	0.0888767	1.53402	0.153419	1.141723	0.7414922	0.4002307	4.32678	3.29917	2.0656	2.41762	2.7079	1.65049	2.35316	2.02261	1.74902	3.07591	-4.164585	0.0184616	0.0318872	0.018738	0.0104458	0.0135586	0.00636352	0.0410765	0.0111682	0.013333	0.0223699	0.0298572	0.0173787	0.017904	0.0208129	0.0125915	0.0396714	0.0265421	0.00568217	0.026609	0.0246937	0.0194315	0.0251571	0.0128712	0.0336806	0.00575076	0.0146587	0.0206243	0.0332038	0.0123596	0.0290299	0.0267776	0.0167312	0.0153023	0.0131518	0.0138989	0.00797223	0.0146246	0.0520762	0.00603675	0.0184312	0.0134952	0.0107202	0.00860102	0.0160532	0.0346305	0.00633938	0.00653973	0.025932	0.0137116	0.01549	0.0121579	1	0.207008	0.466169	0.289379	0.216481	0.148105	0.180123	0.905998	0.306524	0.27322	4.994858	0.6494503
9500	-38259.6	-38310.45	50.84592	4.019993	1.578037	0.799119	5.518095	0.9103872	0.9103872	0.104216	0.385107	0.133705	0.405353	0.209955	0.0955937	0.633645	0.0919928	1.316	0.158936	0.5785975	0.1390364	0.4395611	2.59754	3.55178	2.17445	2.77799	2.56202	1.64475	1.88498	2.05902	1.58549	2.95771	-4.211248	0.01761991	0.0215511	0.0133584	0.00763728	0.0111359	0.00623624	0.0428746	0.0113125	0.0102625	0.0117563	0.021593	0.0098409	0.0123393	0.0133615	0.0245903	0.0471581	0.0168554	0.00951121	0.041062	0.018932	0.015255	0.0239326	0.0105837	0.0256861	0.00341181	0.0163213	0.0174064	0.016747	0.0131785	0.0299087	0.0359444	0.0156482	0.0151791	0.0101641	0.00828445	0.0126423	0.0278388	0.0313376	0.0123355	0.0159962	0.0130146	0.00864301	0.00895531	0.0221147	0.0204192	0.0142838	0.0226354	0.0235295	0.0116987	0.0168758	0.0127612	1	0.212407	0.4403	0.312142	0.222059	0.158359	0.161547	0.96258	0.280109	0.277341	5.518095	0.2402991
9510	-38276.72	-38308.95	32.22845	2.766677	1.027942	0.6134632	3.896975	0.644157	0.644157	0.0414175	0.445147	0.285098	0.34779	0.508454	0.0338065	0.469092	0.0977564	0.651832	0.178523	1.014816	0.3771899	0.6376264	3.30617	3.68787	2.21954	2.63447	2.97913	2.6276	3.26321	1.53649	1.85357	3.41584	-3.808761	0.02635128	0.0387905	0.0174136	0.0103075	0.023058	0.0212538	0.0984363	0.0168827	0.0200086	0.0131604	0.061165	0.0227971	0.0184107	0.0190869	0.0263639	0.0640808	0.0308071	0.00867813	0.0245276	0.0286516	0.0186616	0.0560557	0.0249947	0.0373545	0.00793599	0.0212732	0.0270576	0.0349957	0.0198852	0.0393417	0.0188945	0.0603626	0.0197778	0.0158195	0.0060992	0.0134122	0.0192998	0.0289253	0.0275563	0.0178207	0.013335	0.014553	0.0164151	0.0319895	0.025259	0.0222396	0.0111089	0.019705	0.0216346	0.0119437	0.0159351	1	0.195279	0.384313	0.281493	0.17512	0.112358	0.164337	0.76556	0.242968	0.247538	3.896975	0.3716829
9520	-38257.18	-38297.41	40.22282	3.750683	1.696738	0.8772766	5.804446	0.9273379	0.9273379	0.104169	0.406498	0.165345	0.51773	0.149296	0.723793	0.593155	0.0753308	0.515553	0.238092	0.8321518	0.2936309	0.5385209	3.91941	3.06156	1.93654	2.37847	3.00459	1.82472	2.36789	1.81789	2.22884	3.32355	-4.056966	0.02055927	0.0422601	0.0254914	0.0135393	0.0195334	0.0105125	0.0402926	0.0179601	0.0327936	0.00938464	0.0313573	0.0117004	0.0150358	0.0111004	0.0145237	0.0309361	0.0190865	0.00551897	0.0135438	0.0208772	0.0154641	0.0402978	0.0133763	0.0219522	0.00498109	0.017068	0.0192813	0.0681887	0.0139396	0.0199504	0.010309	0.012621	0.0153411	0.0172075	0.0225637	0.0149255	0.00514087	0.042049	0.00822878	0.00549798	0.00903417	0.00554223	0.0170637	0.00850934	0.0175419	0.017809	0.00832408	0.0188934	0.0190584	0.0135907	0.0101247	1	0.197563	0.363861	0.250656	0.166832	0.140647	0.16099	0.759392	0.247957	0.265967	5.804446	0.3528574
9530	-38269.18	-38302.56	33.37859	2.174146	1.359513	0.7542006	4.923631	0.7866902	0.7866902	0.0935669	0.384296	0.272261	0.45116	0.256292	0.959875	0.16007	0.0793545	3.0834	0.219595	0.7273344	0.284379	0.4429554	4.09084	3.35538	2.27883	2.22811	2.60522	1.84353	1.44582	1.91224	1.36268	3.09761	-3.899846	0.02405714	0.0312411	0.0167744	0.0131771	0.0195536	0.0104145	0.0730662	0.0128044	0.0179413	0.0157318	0.0268394	0.0181381	0.0112089	0.0158905	0.0180988	0.0434676	0.0261357	0.0200671	0.0331442	0.0316893	0.0157108	0.0663171	0.0251351	0.0344784	0.00658926	0.0211921	0.0351433	0.0377995	0.0554396	0.0127506	0.0146639	0.0186048	0.0186415	0.014241	0.00605861	0.00798105	0.0192306	0.0423096	0.00909804	0.00727839	0.0154371	0.0896357	0.00857902	0.0121719	0.0212144	0.0123805	0.0316204	0.0267462	0.0158807	0.0375758	0.016643	1	0.194933	0.437444	0.257683	0.163192	0.116262	0.143606	0.777311	0.241469	0.22082	4.923631	0.390988
9540	-38265.32	-38300	34.68141	2.920732	1.676311	0.8661328	5.567096	1.003171	1.003171	0.0879155	0.286311	0.263589	0.484781	0.0620366	0.0717517	0.461105	0.0587849	0.70182	0.224921	0.6665733	0.09333225	0.573241	4.05756	3.26375	2.38207	2.40464	2.47353	1.48276	1.87908	2.00588	1.8352	2.59041	-3.913362	0.02373418	0.0322411	0.0126422	0.0100426	0.0193247	0.00745614	0.0558953	0.00941694	0.0139504	0.0150046	0.0169085	0.0125549	0.0193369	0.0169206	0.0169009	0.0572564	0.0195191	0.00551143	0.0244348	0.0243421	0.0138588	0.0387467	0.0154417	0.0555827	0.00741739	0.0275602	0.0262868	0.0125784	0.0361039	0.0162493	0.0186238	0.0179294	0.0304379	0.0197474	0.0803254	0.0118018	0.0148904	0.0339164	0.00850463	0.0203183	0.00838856	0.0102107	0.0163122	0.0173581	0.0261207	0.015481	0.0187931	0.0629876	0.0158949	0.0155581	0.0247895	1	0.16289	0.375054	0.219912	0.164929	0.129145	0.127878	0.619048	0.226049	0.213604	5.567096	0.140018
9550	-38262.03	-38299.38	37.34346	2.908262	1.901961	0.9176537	5.087072	0.9693006	0.9693006	0.127433	0.320677	0.211525	0.498455	0.281151	0.0163156	0.236881	0.127325	1.63842	0.14223	0.813083	0.1812146	0.6318683	3.04081	3.56669	2.37192	2.99996	2.93708	1.69231	2.52274	1.96546	1.63858	2.75796	-4.217358	0.01751258	0.0216303	0.00931932	0.00974025	0.0188901	0.00864046	0.0613843	0.0113486	0.0123939	0.0125357	0.0124406	0.0114702	0.0120988	0.0102971	0.0135981	0.0515997	0.0246786	0.00367387	0.025068	0.0220779	0.0151039	0.0313828	0.0107525	0.0466556	0.00837955	0.0317129	0.0263097	0.0390745	0.0180849	0.0130116	0.0127396	0.0152552	0.0399641	0.0151239	0.0119439	0.0149075	0.0055363	0.0246756	0.0240218	0.012227	0.0205145	0.0212249	0.00781618	0.0060847	0.0340379	0.00856386	0.0122766	0.0219357	0.0380894	0.0233926	0.0145216	1	0.171389	0.360071	0.22908	0.150427	0.090945	0.127768	0.769136	0.206399	0.203666	5.087072	0.2228735
9560	-38291.67	-38321.39	29.71934	2.297086	1.318881	0.9615363	4.997257	0.9848881	0.9848881	0.135037	0.304549	0.22049	0.282523	0.359558	0.0420216	1.70536	0.0686476	10.6891	0.251947	0.7359005	0.0116631	0.7242374	2.91169	3.10176	2.33533	2.32993	1.95701	1.8918	2.43197	1.74372	1.46658	2.76734	-3.835406	0.02565841	0.0189512	0.00934545	0.0110011	0.0299699	0.0121278	0.0553244	0.0195354	0.0232684	0.0110842	0.0152798	0.0173723	0.0154148	0.0130841	0.0148201	0.0486769	0.02383	0.00988735	0.0420123	0.0373642	0.0217129	0.0459542	0.0137968	0.0453283	0.00540581	0.0250869	0.0397589	0.0325675	0.039584	0.0144264	0.0511678	0.0185403	0.0192752	0.0163046	0.0139264	0.0196829	0.00932087	0.0507243	0.0392037	0.00908551	0.00856872	0.0271742	0.0167135	0.00873374	0.0414502	0.0526671	0.0160664	0.0218742	0.0259872	0.0308524	0.0193045	1	0.175699	0.347987	0.230142	0.138954	0.100495	0.104213	0.754519	0.223188	0.228842	4.997257	0.01584875
9570	-38291.35	-38318.13	26.77527	3.418128	1.2885	0.8555639	4.256832	0.9206372	0.9206372	0.0835312	0.535149	0.179169	0.262746	0.43779	4.48557	0.713145	0.0896343	3.59395	0.217481	0.9399391	0.2852828	0.6546563	3.17891	2.91849	2.61919	3.43977	2.2536	1.90339	2.23821	1.88039	1.42996	3.48428	-3.841594	0.02550012	0.0658739	0.0285495	0.0235082	0.0273538	0.0125476	0.0531145	0.013469	0.0145966	0.0158033	0.0215205	0.0134238	0.0185667	0.0199451	0.0114648	0.0444226	0.0309517	0.0108639	0.0294413	0.0394708	0.0252741	0.0443627	0.0188143	0.0828612	0.0100714	0.050005	0.0265314	0.0303234	0.0163265	0.0565753	0.0338103	0.0190841	0.0258244	0.0242695	0.0132571	0.0109911	0.0165854	0.0467397	0.0317814	0.0260042	0.0107133	0.0140111	0.00466194	0.0123712	0.0486567	0.0163785	0.0322951	0.0281589	0.0308661	0.0146959	0.0171929	1	0.168872	0.310321	0.205267	0.154373	0.127151	0.135459	0.613822	0.172567	0.189499	4.256832	0.303512
9580	-38281.72	-38308.5	26.78045	3.895233	1.279208	0.9430687	4.993602	1.072813	1.072813	0.0559896	0.410737	0.202553	0.173287	0.125406	0.513774	0.455111	0.0319705	2.07572	0.143553	0.7458929	0.1155003	0.6303926	3.50049	3.06615	2.3295	2.97756	2.75019	2.11858	2.58105	1.90354	1.31767	3.03486	-3.933155	0.02326901	0.0555362	0.0305949	0.0173778	0.0261214	0.0118518	0.0408698	0.0117983	0.0157092	0.0218014	0.018294	0.0166821	0.0119045	0.0178116	0.0107506	0.0307951	0.0317865	0.00438562	0.017783	0.0257376	0.0133499	0.0574269	0.0262418	0.0727289	0.0100059	0.0273462	0.0211945	0.0217486	0.0119826	0.0511143	0.0217087	0.0695404	0.0177455	0.0321561	0.0205248	0.00664041	0.0160287	0.0645554	0.0100585	0.0127296	0.00988169	0.0109332	0.0075572	0.00679928	0.049322	0.018767	0.0106994	0.0174532	0.0284781	0.0281753	0.0132621	1	0.17783	0.35228	0.245085	0.134535	0.174438	0.133894	0.621731	0.206786	0.200681	4.993602	0.1548484
9590	-38269.54	-38307.38	37.84638	3.624396	1.692171	0.9666235	4.91007	1.057202	1.057202	0.0435645	0.502579	0.205045	0.414921	0.156449	0.102938	0.884852	0.0623552	16.6312	0.181421	0.7692112	0.335698	0.4335132	3.64337	2.91875	2.33587	2.55868	2.47411	1.62849	2.13084	1.859	1.4916	3.49139	-4.154908	0.01864112	0.0183887	0.00961963	0.00788959	0.0191609	0.00670347	0.0340692	0.011008	0.0174138	0.0231083	0.0450343	0.0227693	0.00957181	0.0217887	0.030787	0.0360054	0.0250569	0.0174598	0.0548195	0.0237853	0.0150117	0.0328061	0.0148561	0.0225624	0.0057395	0.013161	0.0192577	0.0306503	0.0213752	0.0334471	0.0137634	0.020026	0.0285315	0.011878	0.00718469	0.00653472	0.00768651	0.0476235	0.0164986	0.00701744	0.00865394	0.0107132	0.00739134	0.00637498	0.0392038	0.0133161	0.0105058	0.0186401	0.0296054	0.0153979	0.0140397	1	0.184297	0.383152	0.281268	0.16051	0.110463	0.131247	0.836614	0.227206	0.207104	4.91007	0.4364186
9600	-38265.34	-38291.06	25.71642	2.492002	1.190658	0.7127197	3.386168	0.7297604	0.7297604	0.0565344	0.348796	0.204241	0.341036	0.388707	0.556059	2.4699	0.100053	6.41259	0.0951751	0.8809922	0.556514	0.3244782	3.65837	3.97265	2.25009	2.56541	2.59337	2.03241	2.40241	1.82104	1.83115	2.86043	-3.769187	0.02741502	0.0404422	0.0169695	0.0130876	0.0282291	0.0140426	0.0503485	0.0150957	0.0174778	0.0168063	0.0449103	0.0265272	0.0129366	0.0148046	0.0159464	0.0540402	0.0316112	0.00633764	0.0259647	0.0475805	0.0320863	0.0599201	0.0217476	0.0478102	0.00489055	0.0253415	0.0295166	0.0267074	0.0329243	0.0342212	0.0157117	0.0132814	0.0467523	0.0336122	0.0108278	0.0135551	0.0120589	0.0510396	0.0477836	0.0157979	0.00834173	0.0563055	0.0115206	0.0073287	0.0444856	0.0211908	0.0193484	0.0360889	0.0408979	0.0237623	0.0194255	1	0.197861	0.405987	0.246162	0.175912	0.103376	0.144784	0.746476	0.222991	0.236523	3.386168	0.63169
9610	-38275.23	-38309.44	34.20424	2.212506	1.06994	0.6753831	3.507588	0.6975722	0.6975722	0.0309359	0.373779	0.280574	0.391606	0.239831	1.35715	1.3467	0.0700351	1.65152	0.246548	1.158777	0.4907777	0.6679993	2.95632	2.83336	1.87411	2.61206	3.14599	1.61874	2.40601	1.89373	1.46709	2.75278	-3.731462	0.02846901	0.027431	0.0187782	0.0144143	0.0318144	0.0178064	0.0558451	0.0126663	0.0160612	0.0235712	0.036316	0.0263456	0.02109	0.0304279	0.0243248	0.052509	0.0320803	0.00716668	0.0288478	0.0335106	0.0210764	0.0488262	0.0165101	0.0348947	0.00407795	0.0236009	0.0287847	0.0316074	0.0422706	0.0238838	0.0282145	0.0245543	0.0473405	0.0209981	0.00649918	0.00793167	0.0126799	0.0371518	0.0193594	0.0184199	0.00755996	0.00723098	0.00503737	0.0176437	0.0409984	0.0173699	0.0468088	0.0358083	0.0271147	0.0314256	0.0244248	1	0.207647	0.485061	0.262116	0.192972	0.103844	0.165041	0.814249	0.356401	0.266041	3.507588	0.4235308
9620	-38263.49	-38314.03	50.53877	3.338335	1.548892	0.9375448	5.03179	0.9513093	0.9513093	0.0225884	0.340018	0.253995	0.65273	0.405507	0.0912561	0.818532	0.0232397	0.900281	0.131888	0.8751879	0.571399	0.3037889	3.52283	3.32867	2.26724	2.16473	2.8463	1.71836	1.70651	2.09412	1.46369	3.32857	-4.096908	0.01975427	0.0370122	0.0132625	0.0140133	0.01468	0.00787763	0.0372263	0.0105712	0.0119474	0.0120617	0.0188954	0.0115032	0.0107344	0.0116217	0.0118773	0.0280059	0.0192575	0.0061472	0.0389372	0.0294884	0.016034	0.0317523	0.0158311	0.0221124	0.00426756	0.011929	0.0209997	0.0280106	0.0219425	0.0274211	0.0186168	0.0134885	0.0290425	0.0138859	0.0245046	0.0201792	0.00897297	0.0367508	0.00898416	0.0105759	0.010759	0.00785035	0.0116505	0.0139023	0.0263445	0.0134938	0.00999392	0.01113	0.0194619	0.0196434	0.00956971	1	0.201363	0.418592	0.267272	0.208474	0.20318	0.162894	0.867563	0.273755	0.234382	5.03179	0.6528872
9630	-38259.87	-38314.73	54.86308	4.021299	1.934487	1.1029	5.831705	1.150999	1.150999	0.0129035	0.396268	0.282943	0.342743	0.359615	0.157991	0.607773	0.0619122	1.11	0.219834	0.6908092	0.4743981	0.2164112	3.20924	2.97535	2.12878	2.24955	2.67407	1.13932	2.2702	1.58687	1.68391	3.06805	-4.508398	0.01309041	0.0244614	0.00832819	0.00418056	0.0108044	0.00654083	0.03115	0.00669585	0.00742675	0.0103653	0.0226559	0.0134935	0.00765492	0.0143834	0.00883696	0.0237824	0.0201256	0.00980452	0.0226274	0.0157215	0.0127123	0.0363344	0.0101397	0.0349306	0.00398016	0.0198273	0.0172458	0.020164	0.0101596	0.0227506	0.00724107	0.0106524	0.0237362	0.0100674	0.00788036	0.00720539	0.00872088	0.0265484	0.0141932	0.0154959	0.00395428	0.00507146	0.00229798	0.0191653	0.0315073	0.00579531	0.00739501	0.0095918	0.0101057	0.00672698	0.0100505	1	0.239	0.42264	0.322392	0.214836	0.224516	0.170053	0.847324	0.225694	0.259823	5.831705	0.686728
9640	-38273.13	-38303.06	29.92649	2.804293	1.157965	0.7180706	4.152027	0.9057903	0.9057903	0.083574	0.439773	0.178801	0.386782	0.185493	0.287869	1.13318	0.100763	0.918825	0.212675	1.187909	0.5687139	0.6191953	4.73969	3.61507	2.12951	3.04709	2.1414	2.32181	2.03225	2.03882	1.72523	2.61298	-3.813888	0.02621652	0.0238426	0.0127248	0.00964845	0.017884	0.00852622	0.0519222	0.0152086	0.0183406	0.0114229	0.0152657	0.0155212	0.014719	0.0112951	0.0144195	0.0415344	0.0285462	0.0269336	0.0604263	0.034315	0.025476	0.0414322	0.015098	0.033721	0.00864303	0.020449	0.0236735	0.0464858	0.0180307	0.0395588	0.0638018	0.0144182	0.0365374	0.0182326	0.0102451	0.0137587	0.0117932	0.0362541	0.00982069	0.00602384	0.0214307	0.039668	0.0371707	0.0257856	0.0594702	0.0124612	0.0545322	0.0128847	0.0137176	0.0146525	0.0164051	1	0.207105	0.451728	0.284797	0.176534	0.113924	0.161212	0.82847	0.248767	0.236486	4.152027	0.478752
