Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
570	-1603.358	-1570.127	-33.23112	0.228453	0.255457	0.106742	0.118258	0.089554	0.104853	0.104828	0.108613	0.111225	0.142732
580	-1588.348	-1566.68	-21.66759	0.262849	0.261364	0.228771	0.170184	0.170423	0.146827	0.146522	0.191177	0.188423	0.195913
590	-1572.984	-1567.193	-5.79163	0.214987	0.214986	0.12671	0.126759	0.122574	0.123626	0.0827592	0.0820792	0.0819796	0.0795527
600	-1603.005	-1568.083	-34.92235	0.233016	0.170826	0.166147	0.166142	0.109309	0.0875126	0.0884305	0.0790988	0.0612571	0.0707602
610	-1562.743	-1567.318	4.574616	0.241193	0.223211	0.144885	0.144108	0.147084	0.144147	0.146937	0.138644	0.13876	0.138753
620	-1557.053	-1567.227	10.17353	0.232312	0.228877	0.209975	0.20904	0.10935	0.0913951	0.105752	0.105945	0.104499	0.104499
630	-1555.237	-1568.83	13.5935	0.285576	0.285521	0.280381	0.272832	0.268438	0.250924	0.255048	0.253244	0.254413	0.258429
640	-1572.697	-1569.845	-2.85184	0.292845	0.28865	0.287986	0.284181	0.284255	0.283264	0.28304	0.281793	0.281699	0.263038
650	-1562.551	-1567.717	5.166109	0.299325	0.299627	0.299767	0.299996	0.217901	0.21954	0.221088	0.221254	0.221518	0.22196
660	-1589.647	-1571.043	-18.60489	0.246157	0.153318	0.150137	0.16384	0.163358	0.161258	0.160796	0.161543	0.145967	0.139851
670	-1616.91	-1567.464	-49.4459	0.249736	0.247824	0.241412	0.205192	0.212396	0.140188	0.187019	0.234372	0.242079	0.0866438
680	-1594.059	-1566.779	-27.28033	0.243594	0.218705	0.189371	0.193894	0.119589	0.104797	0.107904	0.104563	0.0975997	0.144705
690	-1590.032	-1569.7	-20.33242	0.215094	0.215093	0.179519	0.179564	0.184541	0.180278	0.156502	0.157025	0.162309	0.161404
700	-1585.889	-1569.393	-16.49632	0.2525	0.205101	0.202364	0.202767	0.202829	0.203397	0.181227	0.179665	0.20359	0.204127
710	-1559.809	-1565.625	5.815374	0.252809	0.24661	0.24948	0.249679	0.248938	0.253535	0.254825	0.260415	0.260058	0.259902
720	-1575.475	-1567.128	-8.346132	0.275071	0.275253	0.275144	0.274739	0.275197	0.272907	0.272472	0.347271	0.352719	0.354263
730	-1584.992	-1569.197	-15.79447	0.279538	0.272504	0.273527	0.274901	0.271473	0.271154	0.340967	0.331394	0.297599	0.27677
740	-1570.103	-1568.258	-1.84473	0.278816	0.272343	0.271345	0.25485	0.25836	0.248883	0.256638	0.242905	0.242783	0.248741
750	-1538.176	-1568.98	30.80412	0.295323	0.295829	0.295446	0.295579	0.297197	0.296906	0.296782	0.297068	0.29642	0.296467
760	-1534.395	-1569.694	35.29941	0.304379	0.304405	0.302755	0.302749	0.302845	0.302758	0.302756	0.302749	0.302813	0.302935
770	-1544.221	-1570.041	25.82047	0.249741	0.249743	0.249678	0.249458	0.249097	0.2473	0.247106	0.247535	0.247241	0.247207
780	-1563.677	-1566.842	3.164913	0.282174	0.282233	0.28253	0.286195	0.288287	0.28787	0.288011	0.288215	0.288471	0.288825
790	-1541.833	-1570.12	28.28742	0.271216	0.271194	0.270761	0.270613	0.270817	0.27073	0.270777	0.270773	0.270774	0.270881
800	-1552.326	-1567.799	15.47258	0.244805	0.244792	0.244333	0.244462	0.245671	0.245679	0.246986	0.247005	0.247096	0.246428
810	-1570.272	-1567.859	-2.412923	0.217576	0.217507	0.227079	0.227392	0.227152	0.225545	0.226909	0.227608	0.227774	0.227753
820	-1579.658	-1568.627	-11.03167	0.214708	0.213634	0.213228	0.179845	0.182397	0.185768	0.185355	0.184447	0.184637	0.183181
830	-1572.268	-1568.994	-3.274266	0.190263	0.190758	0.190812	0.193816	0.195821	0.194101	0.183755	0.183527	0.170277	0.170135
840	-1583.847	-1566.771	-17.07657	0.204453	0.201403	0.202469	0.200489	0.168893	0.171038	0.17286	0.174388	0.17541	0.1757
850	-1574.615	-1567.978	-6.636336	0.23463	0.234875	0.235019	0.23517	0.235154	0.252664	0.252206	0.252294	0.25169	0.250779
860	-1567.509	-1564.926	-2.582266	0.205162	0.203813	0.214517	0.214558	0.214054	0.214627	0.210029	0.209643	0.209958	0.224063
870	-1578.893	-1564.469	-14.42429	0.214691	0.215071	0.215291	0.218126	0.218393	0.182317	0.182112	0.183675	0.185404	0.183808
880	-1579.9	-1564.857	-15.04286	0.201512	0.201213	0.201115	0.205635	0.204436	0.200119	0.197475	0.197468	0.193683	0.193692
890	-1605.776	-1570.861	-34.91495	0.182172	0.16587	0.157342	0.135425	0.13559	0.149445	0.144844	0.191998	0.182481	0.18186
900	-1620.769	-1564.796	-55.97277	0.215866	0.21302	0.277317	0.340384	0.195058	0.200827	0.151902	0.153736	0.155256	0.170311
910	-1609.775	-1565.568	-44.20722	0.195363	0.194833	0.196998	0.19691	0.203238	0.203186	0.182772	0.159303	0.0633795	0.138492
920	-1584.787	-1565.29	-19.49671	0.20262	0.214738	0.213897	0.203425	0.20761	0.201895	0.200819	0.202106	0.198124	0.198425
930	-1565.219	-1565.338	0.1190077	0.209991	0.208716	0.208514	0.208584	0.209077	0.208558	0.209036	0.208629	0.208244	0.207495
940	-1588.125	-1565.536	-22.58957	0.222431	0.223663	0.21987	0.219296	0.21779	0.214531	0.216657	0.212247	0.213425	0.220052
950	-1601.296	-1567.273	-34.02223	0.18822	0.182785	0.193933	0.193824	0.198061	0.1777	0.170171	0.186581	0.184808	0.185301
960	-1548.318	-1565.955	17.63665	0.196763	0.196813	0.196818	0.198414	0.198684	0.19907	0.198939	0.19841	0.198133	0.198126
970	-1572.234	-1565.106	-7.127977	0.212787	0.213914	0.214594	0.214455	0.214415	0.214329	0.214622	0.215475	0.215408	0.215427
980	-1578.64	-1565.225	-13.41582	0.218805	0.20784	0.230726	0.235529	0.235802	0.232646	0.242635	0.239297	0.232274	0.243903
990	-1585.138	-1565.534	-19.60367	0.234162	0.234442	0.233584	0.237729	0.207523	0.202427	0.201831	0.200989	0.205654	0.208664
1000	-1565.136	-1566.615	1.47889	0.192237	0.192522	0.189588	0.18595	0.185833	0.21027	0.238503	0.237355	0.237946	0.235217
1010	-1557.006	-1564.564	7.558206	0.214979	0.221637	0.22144	0.219914	0.210869	0.211269	0.211746	0.217804	0.207866	0.208306
1020	-1586.894	-1572.075	-14.81863	0.218775	0.188032	0.17698	0.173259	0.17241	0.2374	0.292582	0.34457	0.336233	0.341012
1030	-1562.554	-1565.528	2.974126	0.248955	0.250199	0.212127	0.220856	0.216743	0.211619	0.214462	0.213957	0.218767	0.211724
1040	-1570.185	-1568.911	-1.274075	0.216745	0.232678	0.232842	0.121088	0.122301	0.121014	0.129736	0.12942	0.153657	0.153979
1050	-1597.012	-1567.688	-29.32447	0.239743	0.235273	0.139667	0.155233	0.072302	0.0626357	0.0527775	0.0518449	0.0424336	0.0355813
1060	-1596.276	-1569.652	-26.62403	0.232184	0.190544	0.0658828	0.0618235	0.062577	0.0651187	0.0704202	0.0894257	0.0975441	0.0896789
1070	-1572.042	-1567.173	-4.869196	0.220624	0.12628	0.104668	0.108733	0.0601594	0.056816	0.0571152	0.0443842	0.0459077	0.0483191
1080	-1556.13	-1567.822	11.69237	0.189407	0.179728	0.107001	0.118239	0.0714417	0.0203599	0.0205135	0.0208984	0.0236414	0.0239556
1090	-1584.763	-1573.961	-10.80239	0.20753	0.190334	0.191313	0.196429	0.0832393	0.0331777	0.0325534	0.0324685	0.0326597	0.034426
1100	-1597.064	-1569.849	-27.21421	0.18128	0.177324	0.0767498	0.0833024	0.0764986	0.0775904	0.0733368	0.0317367	0.0317397	0.0506725
1110	-1611.008	-1568.56	-42.44795	0.212889	0.12057	0.115976	0.146554	0.0882909	0.0830643	0.0849825	0.0619323	0.0617111	0.0703451
1120	-1608.566	-1565.289	-43.27674	0.210891	0.211149	0.199714	0.196775	0.166515	0.162311	0.180369	0.186821	0.184522	0.125327
1130	-1577.067	-1565.223	-11.84433	0.217871	0.21654	0.215233	0.217675	0.217675	0.217701	0.221735	0.218911	0.217476	0.220322
1140	-1572.772	-1565.423	-7.348681	0.212967	0.213041	0.221508	0.209667	0.206548	0.206673	0.20468	0.203199	0.204227	0.207351
1150	-1566.979	-1566.43	-0.5495278	0.195709	0.196941	0.198997	0.198762	0.186635	0.185542	0.184569	0.191528	0.193505	0.19385
1160	-1598.379	-1566.735	-31.64393	0.217916	0.220235	0.221516	0.227222	0.22955	0.181916	0.189476	0.251344	0.250072	0.226686
1170	-1572.137	-1566.262	-5.874949	0.230501	0.226241	0.226143	0.227377	0.228485	0.25992	0.255059	0.254917	0.259457	0.274812
1180	-1551.012	-1565.811	14.79886	0.221133	0.22148	0.221555	0.221192	0.222052	0.222026	0.220393	0.220077	0.220238	0.214095
1190	-1572.083	-1565.732	-6.35032	0.210116	0.206546	0.205281	0.204043	0.214814	0.214936	0.212168	0.211809	0.211524	0.212112
1200	-1591.783	-1565.72	-26.06338	0.223872	0.228159	0.160328	0.163125	0.167389	0.161363	0.161385	0.164293	0.131419	0.132527
1210	-1547.276	-1565.272	17.99614	0.202556	0.20164	0.201848	0.201992	0.201044	0.201884	0.206736	0.206832	0.207171	0.212543
1220	-1572.513	-1564.698	-7.814895	0.215623	0.219045	0.257857	0.25147	0.252579	0.259588	0.253541	0.244419	0.244395	0.244672
1230	-1589.577	-1571.237	-18.34057	0.210391	0.216744	0.185516	0.150224	0.155166	0.15247	0.157302	0.143008	0.0795475	0.076192
1240	-1580.818	-1568.059	-12.75886	0.277411	0.284179	0.276681	0.235119	0.152172	0.214869	0.213539	0.219773	0.218256	0.196586
1250	-1568.466	-1566.054	-2.412403	0.263153	0.260671	0.185048	0.195944	0.132833	0.137836	0.140615	0.137766	0.132656	0.131419
1260	-1566.567	-1569.22	2.65278	0.288867	0.27943	0.287021	0.171169	0.190499	0.231377	0.23328	0.186693	0.183687	0.160394
1270	-1606.693	-1569.338	-37.35512	0.287513	0.264264	0.264922	0.262637	0.225966	0.12631	0.129639	0.147417	0.141274	0.134552
1280	-1558.075	-1566.13	8.054336	0.257696	0.256094	0.256399	0.260386	0.260278	0.257674	0.257706	0.257543	0.250491	0.250858
1290	-1526.802	-1569.33	42.52824	0.254997	0.255097	0.255101	0.255206	0.255218	0.255168	0.255163	0.255163	0.255241	0.255084
1300	-1537.133	-1565.457	28.32461	0.242518	0.243198	0.243548	0.243273	0.243149	0.243155	0.241177	0.24133	0.241216	0.241592
1310	-1541.586	-1565.088	23.50108	0.241683	0.241283	0.241866	0.242911	0.242936	0.242896	0.243044	0.243053	0.243265	0.240821
1320	-1556.64	-1565.396	8.756656	0.231228	0.231416	0.231671	0.231789	0.234848	0.238854	0.239107	0.238893	0.238357	0.237183
1330	-1573.261	-1566.628	-6.633232	0.200358	0.201469	0.197634	0.197474	0.198255	0.198337	0.19842	0.198273	0.20042	0.198381
1340	-1564.439	-1566.739	2.300045	0.217097	0.217296	0.217243	0.219054	0.219565	0.21956	0.219379	0.219352	0.221655	0.219769
1350	-1556.155	-1565.544	9.389345	0.24326	0.24358	0.243754	0.243731	0.242236	0.247917	0.252086	0.252815	0.252691	0.252589
1360	-1540.406	-1565.731	25.32451	0.274339	0.27441	0.273706	0.273469	0.273476	0.273549	0.273557	0.273778	0.258521	0.258429
1370	-1561.184	-1569.595	8.410672	0.284026	0.284193	0.283977	0.287892	0.287886	0.287924	0.288474	0.288366	0.28871	0.288159
1380	-1581.419	-1567.878	-13.5415	0.27578	0.273248	0.268348	0.266608	0.270584	0.271715	0.273043	0.279619	0.268076	0.271982
1390	-1584.323	-1566.712	-17.61153	0.26163	0.259042	0.188942	0.151566	0.145212	0.0880676	0.110572	0.111758	0.109469	0.10921
1400	-1562.42	-1568.117	5.696838	0.292842	0.30165	0.241974	0.24772	0.240883	0.225785	0.229944	0.231254	0.222034	0.330019
1410	-1535.356	-1569.027	33.67111	0.294898	0.250805	0.197688	0.196603	0.197441	0.199867	0.191731	0.190618	0.18903	0.189234
1420	-1561.885	-1567.45	5.564422	0.228031	0.247594	0.163862	0.142786	0.142872	0.131544	0.126916	0.123862	0.110657	0.105221
1430	-1529.643	-1568.139	38.49617	0.271522	0.277056	0.172017	0.171959	0.106788	0.106371	0.0987758	0.0947476	0.0982848	0.0962638
1440	-1550.793	-1566.547	15.75404	0.258841	0.238274	0.142316	0.148662	0.156871	0.121083	0.105355	0.105755	0.133954	0.134282
1450	-1539.566	-1569.861	30.29456	0.219116	0.186217	0.182131	0.12353	0.15221	0.151144	0.120729	0.128567	0.14154	0.138866
1460	-1536.959	-1566.404	29.44528	0.26955	0.26666	0.180442	0.180394	0.159753	0.160229	0.161633	0.161287	0.161301	0.197862
1470	-1559.577	-1567.728	8.151793	0.236529	0.227278	0.172632	0.17373	0.173583	0.178092	0.211935	0.189887	0.191966	0.195042
1480	-1559.095	-1565.329	6.233515	0.244492	0.223368	0.221838	0.227805	0.229907	0.217874	0.215334	0.23625	0.236016	0.248377
1490	-1567.951	-1565.991	-1.959447	0.249178	0.229055	0.215749	0.216627	0.210343	0.20803	0.232519	0.222777	0.228769	0.227392
1500	-1588.377	-1569.303	-19.07462	0.210002	0.184884	0.223622	0.205536	0.209342	0.209461	0.181949	0.182183	0.194284	0.123148
1510	-1579.454	-1567.594	-11.86043	0.23792	0.225504	0.222975	0.221081	0.222148	0.237515	0.239299	0.237929	0.238306	0.238387
1520	-1563.508	-1565.47	1.96118	0.232288	0.229723	0.231056	0.233214	0.232679	0.244316	0.239172	0.237206	0.236208	0.236563
1530	-1569.665	-1568.437	-1.228307	0.298612	0.295946	0.286826	0.28869	0.301509	0.299694	0.290505	0.292699	0.290794	0.283566
1540	-1580.186	-1570.808	-9.37804	0.231349	0.20011	0.197748	0.197993	0.208332	0.206829	0.206873	0.207214	0.192938	0.296818
1550	-1573.988	-1567.825	-6.163454	0.282155	0.276501	0.278039	0.278787	0.282183	0.2793	0.178249	0.177962	0.1793	0.178264
1560	-1568.62	-1566.103	-2.517657	0.235808	0.2177	0.144032	0.143735	0.132712	0.131955	0.129995	0.128746	0.131402	0.130599
1570	-1579.328	-1565.548	-13.7798	0.257961	0.256189	0.254664	0.239087	0.21704	0.205398	0.250701	0.274436	0.270326	0.268061
1580	-1579.155	-1568.069	-11.08581	0.195913	0.196106	0.172647	0.181116	0.167225	0.147187	0.133501	0.131318	0.131252	0.115582
1590	-1582.024	-1566.017	-16.00657	0.242056	0.246831	0.248578	0.250274	0.251653	0.253946	0.253116	0.268787	0.285438	0.28542
1600	-1586.761	-1566.206	-20.55562	0.239883	0.233341	0.255595	0.257027	0.259241	0.265706	0.230701	0.215065	0.220537	0.303809
1610	-1583.311	-1566.55	-16.76091	0.232909	0.233158	0.233007	0.199668	0.16042	0.161088	0.162826	0.162303	0.165983	0.166078
1620	-1568.999	-1565.86	-3.139227	0.274279	0.277164	0.276706	0.280015	0.279531	0.260854	0.252164	0.250266	0.245427	0.249263
1630	-1563.141	-1569.038	5.896771	0.245632	0.239092	0.246347	0.246424	0.243113	0.24304	0.244603	0.245635	0.241529	0.235915
1640	-1565.355	-1569.826	4.471607	0.255136	0.256369	0.257646	0.257305	0.257521	0.25746	0.26007	0.25715	0.265984	0.237196
1650	-1579.983	-1571.895	-8.088009	0.200239	0.249218	0.0957233	0.09191	0.119243	0.11201	0.113331	0.0854349	0.050038	0.0520809
1660	-1581.716	-1566.344	-15.3724	0.206012	0.169999	0.132531	0.130512	0.0613946	0.0307522	0.0277721	0.0635241	0.0106581	0.0108474
1670	-1596.946	-1569.39	-27.5555	0.227814	0.172494	0.0847222	0.0598426	0.074721	0.0737498	0.0497384	0.051377	0.121711	0.127226
1680	-1603.612	-1567.062	-36.5504	0.221361	0.170501	0.0788888	0.0733788	0.0731832	0.0731892	0.0706487	0.0749988	0.034886	0.0347574
1690	-1573.815	-1571.061	-2.753812	0.197563	0.200895	0.089955	0.0889898	0.0888231	0.0924512	0.0935948	0.0952032	0.0989673	0.101411
1700	-1604.663	-1571.564	-33.09896	0.166408	0.149732	0.0902529	0.0881947	0.0871704	0.0226061	0.0276954	0.0234574	0.0204051	0.0204955
1710	-1613.481	-1567.723	-45.75789	0.229976	0.175959	0.103499	0.0681081	0.0493042	0.0601372	0.0681758	0.07595	0.0709312	0.0711498
1720	-1620.224	-1571.347	-48.87691	0.253119	0.206112	0.171962	0.175091	0.179097	0.18106	0.167792	0.184005	0.179858	0.197638
1730	-1602.545	-1565.567	-36.97801	0.20919	0.216135	0.215243	0.173096	0.175718	0.137817	0.132574	0.126964	0.11506	0.118399
1740	-1606.686	-1567.523	-39.16314	0.199499	0.196103	0.192493	0.10471	0.104969	0.104881	0.0935275	0.0963777	0.0996529	0.100977
1750	-1594.257	-1567.548	-26.70982	0.208197	0.202614	0.175258	0.173699	0.174095	0.171115	0.166178	0.16294	0.162809	0.163122
1760	-1575.243	-1565.28	-9.963121	0.2098	0.208781	0.209216	0.202836	0.215914	0.181729	0.183248	0.18306	0.182633	0.182942
1770	-1595.535	-1566.045	-29.48975	0.207492	0.205939	0.204137	0.182384	0.179136	0.174276	0.171179	0.162535	0.177345	0.169266
1780	-1615.847	-1570.165	-45.68257	0.19029	0.220133	0.169903	0.141445	0.0533715	0.0467596	0.0503732	0.0709131	0.077747	0.0995701
1790	-1607.556	-1566.247	-41.30867	0.221145	0.191774	0.140155	0.106059	0.105514	0.101876	0.102037	0.107466	0.0942331	0.132223
1800	-1598.165	-1568.563	-29.60223	0.199536	0.150305	0.135578	0.0630653	0.0669597	0.0552936	0.0573045	0.0693147	0.0701227	0.0689082
1810	-1607.98	-1568.135	-39.84541	0.206775	0.167771	0.126522	0.0632337	0.0664838	0.0683347	0.0686489	0.0547319	0.0550614	0.0730404
1820	-1617.663	-1570.661	-47.00169	0.215938	0.216517	0.112009	0.050366	0.0511573	0.0504001	0.0508243	0.051927	0.0420425	0.0394374
1830	-1591.991	-1566.989	-25.00194	0.187233	0.171862	0.0995322	0.0969269	0.0331138	0.0351635	0.0353056	0.0366612	0.0363912	0.0497758
1840	-1609.356	-1573.586	-35.76994	0.199932	0.182908	0.185276	0.135922	0.149034	0.0258706	0.0295158	0.0297655	0.0226312	0.0246045
1850	-1600.403	-1566.573	-33.82918	0.218293	0.167852	0.123363	0.137044	0.0712921	0.0187218	0.0362919	0.0362911	0.0383484	0.0412589
1860	-1586.998	-1567.98	-19.01805	0.194427	0.133639	0.111638	0.0935779	0.112029	0.0372577	0.0403595	0.0472332	0.053852	0.0539122
1870	-1607.963	-1575.832	-32.13092	0.180092	0.184068	0.134556	0.134457	0.135097	0.132544	0.0853215	0.0849519	0.0850271	0.0878062
1880	-1587.582	-1566.824	-20.75873	0.221519	0.144512	0.12418	0.124405	0.0450826	0.0461283	0.0484699	0.0493403	0.0626516	0.0613841
1890	-1600.476	-1565.913	-34.56262	0.200429	0.158578	0.0950046	0.0931962	0.0349635	0.0346141	0.0331349	0.0304016	0.0281475	0.027752
1900	-1569.516	-1570.793	1.277003	0.245955	0.115364	0.115565	0.0730059	0.0746985	0.0557194	0.055707	0.0729761	0.0714057	0.0759119
1910	-1620.391	-1567.295	-53.09555	0.243807	0.161715	0.098816	0.0832298	0.0609791	0.0668325	0.0853479	0.0878272	0.0782356	0.0676513
1920	-1607.577	-1567.743	-39.8335	0.216756	0.214772	0.100624	0.0865633	0.0812589	0.0559174	0.0543412	0.058423	0.0341143	0.0205374
