Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]
300	-1571.401	-1593.45	22.04922	0.712086	0.711432	0.71381	0.71898	0.716836	0.738705	0.727167	0.723683	0.725036	0.725771
310	-1561.702	-1592.901	31.19929	0.694393	0.698221	0.776602	0.778599	0.777484	0.762862	0.769265	0.767861	0.766265	0.782011
320	-1585.1	-1594.016	8.915822	0.666972	0.733126	0.728189	0.690079	0.69342	0.727972	0.744133	0.744158	0.717042	0.687038
330	-1596.102	-1597.871	1.769937	0.666972	0.666296	0.642223	0.644369	0.6489	0.657384	0.63732	0.637925	0.630082	0.606156
340	-1591.589	-1594.184	2.594756	0.666972	0.662131	0.654088	0.654112	0.683127	0.706928	0.725716	0.753405	0.755002	0.774936
350	-1570.331	-1596.53	26.19893	0.666972	0.652786	0.595029	0.592338	0.59232	0.594165	0.60112	0.609262	0.602275	0.59322
360	-1565.067	-1597.198	32.13129	0.666972	0.643063	0.64825	0.631119	0.638319	0.631117	0.635767	0.662104	0.623183	0.661919
370	-1582.409	-1596.312	13.90253	0.666972	0.618491	0.618263	0.626084	0.717639	0.914566	0.514125	0.498161	0.496263	0.498
380	-1579.431	-1595.715	16.2845	0.666972	0.664358	0.676939	0.798004	0.805685	0.80597	0.765536	0.767159	0.754562	0.782892
390	-1573.279	-1594.496	21.21697	0.666972	0.650706	0.665175	0.656125	0.665729	0.677186	0.675716	0.675229	0.681626	0.62599
400	-1583.392	-1593.306	9.913519	0.666972	0.671511	0.702957	0.702684	0.711194	0.693976	0.701467	0.668973	0.695944	0.691817
410	-1569.376	-1593.914	24.53846	0.626089	0.624312	0.62246	0.622664	0.612505	0.604497	0.625619	0.627754	0.622958	0.623383
420	-1584.585	-1595.702	11.11666	0.626089	0.604804	0.603818	0.609952	0.621364	0.613615	0.613988	0.614122	0.613491	0.615327
430	-1537.319	-1594.298	56.97941	0.626089	0.625609	0.627415	0.627471	0.628236	0.628268	0.628981	0.628981	0.629388	0.628046
440	-1578.626	-1595.19	16.56447	0.626089	0.617068	0.618784	0.618058	0.617418	0.622587	0.622536	0.62419	0.624194	0.585093
450	-1588.164	-1591.543	3.379549	0.626089	0.623735	0.620255	0.62069	0.63669	0.668443	0.69479	0.65238	0.64624	0.730883
460	-1600.414	-1589.577	-10.83703	0.626089	0.555243	0.62178	0.659869	0.64737	0.723584	0.687487	0.723844	0.778586	0.791003
470	-1597.674	-1587.775	-9.899048	0.626089	0.720931	0.706783	0.756039	0.880648	0.756258	0.873295	0.866541	0.860204	0.873221
480	-1586.198	-1587.667	1.469361	0.626089	0.64017	0.716867	0.710561	0.759328	0.819724	0.684049	0.712313	0.725303	0.757878
490	-1581.766	-1589.162	7.395744	0.626089	0.629563	0.662865	0.662892	0.654613	0.661075	0.656028	0.66497	0.652415	0.55202
500	-1587.084	-1592.04	4.956012	0.626089	0.622677	0.611956	0.569447	0.556729	0.576053	0.57428	0.57202	0.560253	0.566606
510	-1592.167	-1590.791	-1.375646	0.626089	0.624501	0.618871	0.619426	0.608639	0.608179	0.667032	0.665239	0.667335	0.669191
520	-1558.118	-1588.12	30.00228	0.578649	0.531045	0.5276	0.520191	0.512885	0.509716	0.516264	0.515664	0.51447	0.508679
530	-1601.274	-1590.505	-10.76901	0.578649	0.568962	0.53373	0.534243	0.527394	0.48741	0.497901	0.499711	0.453192	0.33818
540	-1593.807	-1588.133	-5.674183	0.578649	0.492364	0.476828	0.497807	0.459865	0.458171	0.453117	0.28602	0.285712	0.285161
550	-1552.075	-1590.344	38.26935	0.536062	0.539434	0.548806	0.556503	0.610728	0.612119	0.608568	0.606185	0.605019	0.602809
560	-1550.13	-1587.134	37.004	0.536062	0.536368	0.537395	0.537215	0.536866	0.535916	0.552451	0.547885	0.548786	0.547444
570	-1596.48	-1589.977	-6.502724	0.536062	0.53603	0.539364	0.540643	0.540857	0.541721	0.542377	0.543816	0.563297	0.563548
580	-1553.417	-1580.249	26.83189	0.452523	0.449563	0.449753	0.451067	0.450403	0.450928	0.450547	0.450741	0.450706	0.452569
590	-1570.145	-1580.302	10.15611	0.452523	0.452539	0.441444	0.43208	0.41711	0.415779	0.415595	0.399106	0.410134	0.410064
600	-1588.033	-1582.004	-6.028787	0.499567	0.498725	0.489883	0.495071	0.464297	0.453516	0.457267	0.461402	0.461553	0.457213
610	-1538.226	-1575.543	37.31704	0.353924	0.357792	0.357798	0.357891	0.358788	0.359543	0.363598	0.366118	0.36954	0.331131
620	-1564.181	-1570.198	6.017212	0.20272	0.201861	0.203341	0.210411	0.21043	0.201876	0.206327	0.209247	0.209358	0.209446
630	-1558.336	-1566.914	8.577686	0.154727	0.154089	0.160612	0.15895	0.158721	0.16155	0.161515	0.156538	0.158183	0.161896
640	-1562.081	-1569.556	7.474783	0.150768	0.150093	0.149918	0.149989	0.151189	0.150849	0.148854	0.149204	0.147439	0.146958
650	-1584.447	-1566.184	-18.2629	0.11532	0.164254	0.171734	0.17875	0.183655	0.178531	0.181085	0.180558	0.190968	0.190357
660	-1573.507	-1566.694	-6.812927	0.0807307	0.0804964	0.0557062	0.0557055	0.0544139	0.0562268	0.0837311	0.0829219	0.0807535	0.0938661
670	-1575.643	-1565.245	-10.39755	0.0821965	0.136657	0.155435	0.158721	0.156972	0.149292	0.138293	0.0611277	0.061885	0.0619916
680	-1578.909	-1569.03	-9.878302	0.163565	0.170497	0.167365	0.171472	0.175554	0.130711	0.119645	0.102806	0.10111	0.104715
690	-1566.388	-1569.461	3.073595	0.137118	0.13585	0.133951	0.137693	0.136126	0.141493	0.142359	0.188888	0.188747	0.190318
700	-1579.638	-1570.128	-9.509999	0.142684	0.136919	0.136429	0.139481	0.137207	0.131832	0.130906	0.122226	0.125345	0.125427
710	-1570.196	-1569.28	-0.9159419	0.0788696	0.0746973	0.0703538	0.07031	0.070581	0.0681691	0.0747493	0.0772666	0.0768362	0.0767734
720	-1589.842	-1567.926	-21.91579	0.0490424	0.0566859	0.0564185	0.0548407	0.0549853	0.0713767	0.0704686	0.0705063	0.0730447	0.0715615
730	-1587.837	-1567.124	-20.71301	0.0722837	0.072372	0.0740404	0.0787983	0.10813	0.0767935	0.0755866	0.148382	0.146454	0.141505
740	-1571.895	-1567.724	-4.171185	0.127266	0.14255	0.142694	0.14956	0.163445	0.154965	0.132441	0.135149	0.139424	0.140177
750	-1596.97	-1565.784	-31.18627	0.102228	0.100317	0.147122	0.144015	0.221185	0.162164	0.392256	0.0416719	0.0322192	0.0321537
760	-1596.972	-1566.155	-30.81734	0.0857442	0.10966	0.133828	0.140006	0.264235	0.235098	0.103021	0.108873	0.151858	0.0900894
770	-1591.191	-1569.364	-21.82681	0.184515	0.146725	0.300638	0.301333	0.302049	0.27549	0.240644	0.313191	0.29186	0.292888
780	-1576.247	-1568.428	-7.818949	0.120476	0.126109	0.136706	0.136647	0.14898	0.145463	0.137825	0.147025	0.179754	0.168758
790	-1579.621	-1570.104	-9.517043	0.184587	0.183519	0.161144	0.225896	0.212397	0.214013	0.211058	0.200305	0.203932	0.179111
800	-1586.238	-1567.977	-18.26085	0.130109	0.150776	0.15186	0.269446	0.266769	0.267369	0.278203	0.330354	0.343416	0.351212
810	-1574.365	-1566.946	-7.418761	0.102987	0.124759	0.122494	0.1238	0.124179	0.0927812	0.0923601	0.091783	0.0935417	0.0911087
820	-1571.56	-1569.831	-1.729183	0.192523	0.199002	0.199034	0.200086	0.195925	0.100118	0.0998507	0.0974403	0.098885	0.0966364
830	-1554.939	-1567.32	12.38131	0.115405	0.115427	0.115674	0.116069	0.114072	0.11369	0.115687	0.115015	0.114488	0.114554
840	-1546.631	-1566.459	19.82817	0.101195	0.100821	0.101479	0.101353	0.101945	0.102972	0.102954	0.102944	0.10275	0.102846
850	-1572.214	-1566.758	-5.456583	0.0683436	0.0629772	0.0630418	0.0646646	0.0648416	0.0641442	0.0649635	0.0585615	0.0586338	0.0618683
860	-1591.456	-1568.586	-22.87041	0.067766	0.0626315	0.0650196	0.0639421	0.0640813	0.0595169	0.0612035	0.0680074	0.0670214	0.0825693
870	-1534.857	-1567.258	32.40057	0.0739489	0.0740125	0.0740381	0.0740246	0.0735824	0.0739177	0.0738619	0.0741651	0.0741871	0.0740566
880	-1553.237	-1569.084	15.84751	0.160852	0.178572	0.178527	0.178291	0.178481	0.176976	0.177216	0.175718	0.174548	0.174629
890	-1543.457	-1568.796	25.33925	0.161146	0.161206	0.16141	0.161447	0.161346	0.161055	0.161056	0.160929	0.160885	0.160859
900	-1543.671	-1568.256	24.5847	0.201752	0.198811	0.1993	0.199225	0.199421	0.243854	0.243934	0.243787	0.243807	0.244007
910	-1593.067	-1566.797	-26.27024	0.108297	0.11812	0.0978791	0.139824	0.139846	0.145772	0.0767807	0.0712288	0.0707581	0.0676276
920	-1589.144	-1569.204	-19.93949	0.0281944	0.0293174	0.0292937	0.029246	0.0259229	0.0178383	0.0213696	0.0213316	0.0220548	0.0301504
930	-1586.828	-1566.035	-20.79324	0.0611174	0.0620108	0.0561485	0.056211	0.0562131	0.0605525	0.0537628	0.0596444	0.0598716	0.0603174
940	-1578.031	-1567.262	-10.76886	0.0657102	0.0632204	0.0670291	0.0675728	0.0686192	0.068707	0.0679467	0.0681537	0.0685815	0.0756014
950	-1593.883	-1572.98	-20.90311	0.0123584	0.0123561	0.0191844	0.0196466	0.0197058	0.0193896	0.0199639	0.0189142	0.0189118	0.0194645
960	-1598.363	-1568.263	-30.10002	0.00666854	0.00675003	0.00817156	0.0089758	0.00879547	0.00256121	0.0028579	0.00303863	0.00550392	0.00545635
970	-1584.359	-1568.33	-16.02834	0.015811	0.0159054	0.015928	0.0158638	0.0147169	0.0145002	0.0146728	0.014913	0.0148683	0.0147757
980	-1587.918	-1566.614	-21.30449	0.0490893	0.0486271	0.0512595	0.0512654	0.0519052	0.0479641	0.0497578	0.0623015	0.0600082	0.0593513
990	-1590.762	-1568.456	-22.30614	0.0253809	0.0370329	0.0376535	0.0376391	0.0582356	0.0579196	0.0577812	0.0586278	0.0580013	0.0609258
1000	-1553.952	-1569.134	15.18225	0.0323088	0.0326726	0.034238	0.0338585	0.0339657	0.0338973	0.0342913	0.0342003	0.0342217	0.0341618
1010	-1575.633	-1569.079	-6.554263	0.0926755	0.0930446	0.0929293	0.104927	0.104841	0.106386	0.104627	0.105819	0.111203	0.108999
1020	-1590.949	-1568.823	-22.12591	0.0711971	0.0685265	0.0688976	0.0675026	0.0764563	0.0532829	0.0520809	0.0544819	0.0393601	0.0393609
1030	-1577.957	-1567.103	-10.85357	0.0723646	0.0715802	0.0768847	0.0750192	0.0750473	0.0764139	0.0835969	0.082832	0.0829227	0.0833208
1040	-1584.644	-1567.031	-17.61347	0.0578127	0.0615996	0.0589942	0.0571137	0.0572923	0.058386	0.0732417	0.0731808	0.0756237	0.0815801
1050	-1593.292	-1569.366	-23.92641	0.0361764	0.0365254	0.035832	0.0359881	0.0358172	0.0358733	0.0452475	0.0466396	0.0456768	0.0460128
1060	-1571.087	-1566.787	-4.299919	0.0334115	0.0333811	0.033199	0.0331249	0.0331558	0.0331184	0.033794	0.0337973	0.03335	0.0337679
1070	-1572.622	-1568.362	-4.259445	0.0308766	0.0315487	0.0312629	0.0312246	0.0312181	0.0317175	0.0298882	0.0305342	0.0305537	0.0306086
1080	-1575.621	-1567.581	-8.040005	0.110807	0.110365	0.111302	0.111524	0.112267	0.116691	0.100613	0.102895	0.10268	0.103004
1090	-1588.39	-1567.748	-20.64245	0.0633122	0.0634061	0.0647188	0.076094	0.0879378	0.0808972	0.0859071	0.0765805	0.0856526	0.0953756
1100	-1572.633	-1565.602	-7.031274	0.0366673	0.162462	0.160605	0.156429	0.148678	0.150704	0.20219	0.189556	0.24795	0.264709
1110	-1592.473	-1566.149	-26.32367	0.0411291	0.126086	0.132368	0.135866	0.161989	0.153265	0.165925	0.164505	0.269192	0.220314
1120	-1593.57	-1571.732	-21.83829	0.061602	0.0579412	0.168508	0.170127	0.165851	0.16548	0.000339546	0.00033874	0.000322932	0.000347888
1130	-1602.147	-1569.11	-33.03687	0.0526007	0.0561488	0.0564997	0.0564696	0.0450786	0.0368058	0.0284198	0.016634	0.0166016	0.016635
1140	-1592.878	-1568.397	-24.4811	0.0435937	0.0435971	0.0562111	0.0519881	0.0535955	0.0660672	0.0800781	0.0448434	0.0453548	0.0751684
1150	-1568.88	-1566.186	-2.694253	0.130156	0.207474	0.206709	0.202897	0.19786	0.285482	0.288045	0.245004	0.18619	0.186673
1160	-1561.53	-1567.664	6.134399	0.131398	0.177796	0.175354	0.174673	0.189897	0.189355	0.18711	0.184911	0.186104	0.187045
1170	-1558.222	-1567.929	9.706955	0.139644	0.143189	0.143146	0.143587	0.14456	0.165866	0.16994	0.156154	0.156146	0.155915
1180	-1565.098	-1569.21	4.112031	0.228744	0.231105	0.230936	0.231828	0.233247	0.234933	0.245609	0.252735	0.259083	0.262378
1190	-1554.822	-1569.111	14.28873	0.113556	0.113781	0.117527	0.116134	0.123527	0.179392	0.181259	0.173754	0.175493	0.172906
1200	-1571.837	-1570.728	-1.109257	0.154691	0.192622	0.191901	0.220373	0.223685	0.22466	0.227315	0.225691	0.221125	0.221466
1210	-1575.79	-1567.013	-8.776889	0.10084	0.132909	0.120404	0.124543	0.164086	0.163074	0.163807	0.137577	0.138229	0.132682
1220	-1573.274	-1566.29	-6.983524	0.0838368	0.162875	0.168353	0.16918	0.182598	0.203541	0.206107	0.198894	0.212623	0.20327
1230	-1599.934	-1565.03	-34.90432	0.0628501	0.146448	0.167371	0.13963	0.111148	0.0144535	0.0213152	0.02992	0.0314773	0.0323413
1240	-1611.495	-1567.752	-43.7427	0.136899	0.117821	0.167868	0.156324	0.293368	3.0146e-05	2.37801e-05	2.3712e-05	2.19666e-05	2.02013e-05
1250	-1577.892	-1571.116	-6.77672	0.136105	0.13635	0.137226	0.130053	0.118138	0.110809	0.118167	0.112736	0.0972188	0.106839
1260	-1567.165	-1570.101	2.936017	0.204662	0.20382	0.203629	0.217942	0.246421	0.214644	0.208556	0.251565	0.186306	0.149821
1270	-1571.943	-1567.522	-4.421612	0.115946	0.115904	0.14633	0.14608	0.146931	0.149353	0.155069	0.150765	0.159794	0.160532
1280	-1557.799	-1569.894	12.09493	0.122943	0.122664	0.125149	0.118711	0.118066	0.118024	0.111265	0.113961	0.157653	0.155726
1290	-1558.144	-1568.218	10.07373	0.207253	0.239083	0.243761	0.243115	0.238908	0.234039	0.232689	0.231899	0.229803	0.230205
1300	-1552.965	-1567.983	15.01776	0.157694	0.157511	0.157661	0.15802	0.157956	0.15626	0.1524	0.166083	0.165755	0.162576
1310	-1579.845	-1567.897	-11.94847	0.127696	0.127662	0.126381	0.124101	0.125039	0.11442	0.113734	0.106683	0.109551	0.108238
1320	-1571.947	-1566.551	-5.396092	0.0903479	0.114268	0.121398	0.121438	0.118388	0.118377	0.11775	0.0841471	0.0869093	0.0866826
1330	-1575.882	-1569.955	-5.926792	0.116551	0.109809	0.111184	0.0926353	0.0931915	0.0922457	0.0906486	0.04921	0.0556486	0.0555651
1340	-1560.728	-1569.025	8.296654	0.127138	0.127973	0.126281	0.12637	0.130396	0.130356	0.133329	0.13122	0.130497	0.129812
1350	-1557.194	-1566.987	9.792103	0.0945636	0.102897	0.207716	0.207703	0.223348	0.221566	0.253691	0.257361	0.254094	0.254666
1360	-1607.667	-1566.415	-41.25242	0.0361313	0.0971234	0.14685	0.153442	0.182285	0.15572	0.188051	0.174423	0.259495	0.304552
1370	-1608.559	-1570.533	-38.02667	0.0267693	0.00474107	0.00777919	0.00792818	0.00689532	0.00758807	0.0156111	0.0150004	0.0158456	0.0170995
1380	-1602.33	-1564.507	-37.82328	0.0270236	0.151614	0.175587	0.224646	0.185555	0.156305	0.207852	0.180574	0.155507	0.0292259
1390	-1582.161	-1566.85	-15.31092	0.0731433	0.0744536	0.126832	0.123621	0.143287	0.240224	0.165772	0.155631	0.143079	0.143743
1400	-1590.366	-1566.061	-24.3051	0.103632	0.105731	0.105125	0.148901	0.168763	0.168779	0.167359	0.167522	0.171013	0.0250222
1410	-1584.092	-1566.124	-17.96807	0.0579802	0.156983	0.166777	0.166958	0.164246	0.164555	0.115427	0.115985	0.11495	0.115296
1420	-1593.595	-1568.397	-25.19754	0.115655	0.113768	0.122391	0.120291	0.123046	0.210701	0.16996	0.172644	0.0977825	0.0985638
1430	-1578.698	-1567.789	-10.90902	0.072105	0.128916	0.126868	0.168334	0.163104	0.167686	0.158217	0.193325	0.19382	0.187504
1440	-1569.363	-1566.092	-3.27121	0.036421	0.158579	0.145675	0.139283	0.17314	0.170496	0.17101	0.169317	0.164859	0.159266
1450	-1569.74	-1565.394	-4.346123	0.0594214	0.21211	0.221261	0.223359	0.221368	0.221805	0.209173	0.172141	0.197409	0.236036
1460	-1587.288	-1564.98	-22.3082	0.0494249	0.120116	0.132853	0.135402	0.134393	0.126452	0.127049	0.10181	0.106106	0.0617986
1470	-1591.211	-1566.489	-24.7215	0.0310526	0.165111	0.148959	0.148162	0.162003	0.155884	0.108135	0.108365	0.127121	0.111508
1480	-1553.4	-1566.821	13.42153	0.0401027	0.209932	0.198973	0.197811	0.196418	0.193157	0.191648	0.193367	0.255003	0.238951
1490	-1588.727	-1565.65	-23.07741	0.0702746	0.228936	0.180737	0.17932	0.184752	0.192128	0.206078	0.218201	0.230269	0.203609
1500	-1579.726	-1567.042	-12.68354	0.0515229	0.0513372	0.0371082	0.0458302	0.0481759	0.0493577	0.051807	0.0500135	0.0543301	0.0554903
1510	-1566.268	-1568.283	2.014762	0.103111	0.103773	0.10181	0.101793	0.135006	0.134849	0.135665	0.134463	0.133936	0.150298
1520	-1563.045	-1569.612	6.566994	0.180286	0.179375	0.184465	0.197027	0.197223	0.196989	0.197076	0.185318	0.187072	0.194655
1530	-1566.683	-1569.582	2.898765	0.158568	0.16501	0.165765	0.166115	0.166881	0.168829	0.194634	0.197491	0.196551	0.199172
1540	-1585.695	-1568.875	-16.82076	0.0831284	0.0984877	0.108464	0.107142	0.105566	0.088835	0.0888699	0.0856801	0.0879145	0.089063
1550	-1562.344	-1568.64	6.295326	0.0662577	0.0665966	0.0662983	0.0661903	0.0662644	0.0660056	0.0623777	0.0618703	0.0626511	0.0616678
1560	-1587.14	-1569.521	-17.61922	0.00686725	0.00558591	0.00556866	0.00729431	0.00728971	0.0079625	0.00847686	0.00801972	0.00785684	0.00805109
1570	-1593.79	-1568.626	-25.16426	0.00254123	0.00264713	0.0026448	0.00260928	0.00427529	0.00527719	0.000408992	0.000410362	0.000397498	0.000440344
1580	-1610.459	-1567.025	-43.43435	0.0151364	0.0151675	0.0154386	0.0185325	0.0183311	0.0187077	0.00339541	0.00379139	0.00387928	0.00401918
1590	-1588.337	-1567.723	-20.61367	0.0562259	0.0550951	0.0560217	0.0648771	0.0673803	0.0683598	0.0697156	0.071539	0.0721025	0.070325
1600	-1553.016	-1569.797	16.78052	0.184179	0.186016	0.185763	0.21414	0.212383	0.213292	0.213345	0.215968	0.223004	0.223111
1610	-1588.765	-1567.388	-21.37698	0.101847	0.10416	0.107824	0.129321	0.120975	0.121976	0.116946	0.0615045	0.0642043	0.0641777
1620	-1573.061	-1573.51	0.4488168	0.112376	0.112298	0.111227	0.112301	0.112126	0.112102	0.112734	0.112036	0.112029	0.11437
1630	-1570.323	-1566.926	-3.397374	0.0738448	0.112449	0.112769	0.112188	0.114116	0.113487	0.111151	0.110685	0.11054	0.102809
1640	-1565.246	-1569.102	3.856233	0.142453	0.142597	0.141998	0.125304	0.12532	0.124947	0.124775	0.120979	0.121156	0.121273
1650	-1568.958	-1567.966	-0.9925608	0.148313	0.151867	0.15003	0.148505	0.147129	0.148908	0.150872	0.151087	0.163645	0.166563
1660	-1589.478	-1566.957	-22.52063	0.0722422	0.0722386	0.072586	0.0676737	0.0739161	0.0696948	0.0697433	0.0684204	0.0681711	0.0675917
1670	-1626.491	-1572.333	-54.1576	0.0250369	0.00675669	0.00665105	0.00966121	0.01081	0.0109007	0.0109948	0.011345	0.00611898	0.00746968
1680	-1611.771	-1567.862	-43.90919	0.00763363	0.00695197	0.00704547	0.00740369	0.00718548	0.00464067	0.0033277	0.00303382	0.00289432	0.000156597
1690	-1603.841	-1566.853	-36.9875	0.0199508	0.203114	0.212009	0.162675	0.169735	0.170248	0.148896	0.00256569	0.00613097	0.00557086
1700	-1604.026	-1567.552	-36.47376	0.0226931	0.149999	0.123793	0.163363	0.183181	0.253376	0.0222138	0.0222696	0.0126406	0.0339793
1710	-1602.7	-1568.064	-34.63606	0.0127439	0.030223	0.0299599	0.0324757	0.0316946	0.0306196	0.0360834	0.0486984	0.0470807	0.0478074
1720	-1592.801	-1565.91	-26.89105	0.0464283	0.045758	0.0423114	0.0417047	0.0417555	0.0392847	0.0406461	0.0444729	0.0446391	0.0437858
1730	-1600.858	-1571.913	-28.94518	0.114692	0.112212	0.112147	0.15923	0.168093	0.160536	0.128914	0.396921	0.435985	0.496575
1740	-1589.354	-1568.037	-21.31753	0.0877072	0.124384	0.13905	0.229326	0.223281	0.209143	0.22086	0.26053	0.259795	0.259475
1750	-1558.375	-1567.066	8.690596	0.107418	0.130704	0.16893	0.208178	0.209247	0.200458	0.204385	0.152677	0.144105	0.113018
1760	-1558.631	-1568.721	10.0904	0.216193	0.252822	0.253458	0.287086	0.319214	0.287005	0.302495	0.302285	0.322022	0.323803
1770	-1571.505	-1568.035	-3.469372	0.150463	0.150425	0.149928	0.150447	0.15717	0.187763	0.225097	0.222645	0.222928	0.234594
1780	-1560.668	-1566.767	6.098774	0.12761	0.128121	0.13093	0.130817	0.12596	0.125998	0.123553	0.123522	0.123059	0.123636
1790	-1601.289	-1568.751	-32.53868	0.163657	0.161956	0.166998	0.170781	0.170761	0.16764	0.109668	0.11671	0.0778502	0.069374
1800	-1565.269	-1566.986	1.717386	0.0934648	0.0946604	0.0952285	0.0953183	0.11788	0.0971056	0.0979431	0.103167	0.101426	0.10073
1810	-1572.82	-1565.438	-7.38159	0.0709637	0.237603	0.245335	0.25232	0.251436	0.249226	0.248985	0.257099	0.259356	0.260243
1820	-1588.493	-1566.41	-22.08287	0.145738	0.222348	0.219966	0.269318	0.346761	0.263202	0.239013	0.240167	0.210937	0.21332
1830	-1586.769	-1567.82	-18.9496	0.154842	0.189464	0.187979	0.188207	0.177572	0.134598	0.161673	0.187262	0.196562	0.165978
1840	-1570.989	-1568.177	-2.811845	0.138013	0.146352	0.147812	0.146089	0.166889	0.166653	0.166967	0.161747	0.161083	0.163677
1850	-1577.33	-1568.592	-8.738107	0.175846	0.175158	0.174839	0.186613	0.179487	0.176918	0.181336	0.176234	0.173928	0.151467
1860	-1593.776	-1567.785	-25.99185	0.0834722	0.0837234	0.0833797	0.0777223	0.261801	0.233032	0.228105	0.233563	0.229925	0.228917
1870	-1597.55	-1566.782	-30.76844	0.0994717	0.0998885	0.125769	0.13047	0.127005	0.0990725	0.0890213	0.0867693	0.0845484	0.0847276
1880	-1595.841	-1566.309	-29.53113	0.0349823	0.135993	0.0987009	0.0928127	0.0835179	0.0829416	0.0837913	0.0729619	0.0501482	0.0537268
1890	-1574.306	-1569.577	-4.729326	0.0911215	0.0921451	0.0924653	0.0916711	0.0867399	0.087209	0.086925	0.0932522	0.0966919	0.103385
