Iteration	Posterior	Likelihood	Prior	delta_log_extinction[1]	delta_log_extinction[2]	delta_log_extinction[3]	delta_log_extinction[4]	delta_log_extinction[5]	delta_log_extinction[6]	delta_log_extinction[7]	delta_log_extinction[8]	delta_log_extinction[9]	delta_log_speciation[1]	delta_log_speciation[2]	delta_log_speciation[3]	delta_log_speciation[4]	delta_log_speciation[5]	delta_log_speciation[6]	delta_log_speciation[7]	delta_log_speciation[8]	delta_log_speciation[9]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction_global_scale	log_extinction_at_present	log_speciation_at_present	sigma_extinction[1]	sigma_extinction[2]	sigma_extinction[3]	sigma_extinction[4]	sigma_extinction[5]	sigma_extinction[6]	sigma_extinction[7]	sigma_extinction[8]	sigma_extinction[9]	sigma_speciation[1]	sigma_speciation[2]	sigma_speciation[3]	sigma_speciation[4]	sigma_speciation[5]	sigma_speciation[6]	sigma_speciation[7]	sigma_speciation[8]	sigma_speciation[9]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation_global_scale
340	-1591.589	-1594.184	2.594756	-0.00728368	-0.0122212	3.58e-05	0.0434026	0.0342478	0.0262298	0.0374447	0.00211691	0.0260605	0.121986	-0.0034645	0.034851	-0.0488996	-0.00973777	-0.00562654	-0.00531924	0.0550402	0.033799	0.666972	0.662131	0.654088	0.654112	0.683127	0.706928	0.725716	0.753405	0.755002	0.774936	0.838744	-0.4050079	-0.4059827	0.428796	0.313454	0.121503	1.65054	0.954685	1.27379	1.64805	0.398274	0.549354	23.1806	1.53791	2.33528	1.64022	0.935557	0.811169	0.217482	5.33153	5.3288	0.666322	0.752769	0.750166	0.776771	0.739701	0.732533	0.728422	0.724558	0.765556	0.791873	0.3473178
350	-1570.331	-1596.53	26.19893	-0.0214988	-0.0926381	-0.00453337	-2.93228e-05	0.00310917	0.0116368	0.0134551	-0.0115356	-0.0151481	-0.00483686	0.00473643	-0.000813767	-0.0490462	-0.00235738	0.0202425	0.0230169	-0.0486168	0.0388326	0.666972	0.652786	0.595029	0.592338	0.59232	0.594165	0.60112	0.609262	0.602275	0.59322	0.7546227	-0.4050079	-0.4059827	1.13122	3.83361	0.208386	0.0142077	0.0614234	0.346545	0.933477	0.199796	0.327194	0.229176	0.15775	0.33935	1.55767	0.180036	0.321348	1.83924	2.50376	1.11248	0.666322	0.663107	0.666255	0.665713	0.63385	0.632357	0.645288	0.660313	0.628979	0.653884	0.6612509
360	-1565.067	-1597.198	32.13129	-0.0365052	0.00803475	-0.0267821	0.0113437	-0.0113471	0.00734019	0.0405913	-0.0605828	0.0603026	0.00338439	0.00111955	-0.0032583	-0.00260213	0.000830648	0.000163572	-0.0205635	-0.00342151	-0.000579884	0.666972	0.643063	0.64825	0.631119	0.638319	0.631117	0.635767	0.662104	0.623183	0.661919	1.067755	-0.4050079	-0.4059827	1.6339	0.127447	1.00398	0.737467	0.396799	0.943342	0.950109	0.798718	2.86969	0.971716	0.390342	0.255039	0.316357	0.451378	0.0464303	3.71127	0.454101	0.387516	0.666322	0.668581	0.66933	0.667152	0.665418	0.665971	0.66608	0.652523	0.650294	0.649917	0.1409551
370	-1582.409	-1596.312	13.90253	-0.0754643	-0.000369132	0.0125712	0.136482	0.242483	-0.575983	-0.0315433	-0.00381752	0.00349491	-0.000774352	0.000246743	-0.00335119	0.0017945	-0.00260127	0.0247896	-0.00366258	-0.00371003	-0.00155714	0.666972	0.618491	0.618263	0.626084	0.717639	0.914566	0.514125	0.498161	0.496263	0.498	2.372366	-0.4050079	-0.4059827	0.397094	0.032293	0.0715365	8.07019	4.40988	6.07408	1.04233	0.444176	0.131918	0.383064	0.545053	1.54817	0.501494	0.704661	3.00338	0.655174	0.921825	1.05485	0.666322	0.665806	0.66597	0.663742	0.664934	0.663207	0.679853	0.677368	0.674859	0.673809	0.1606489
380	-1579.431	-1595.715	16.2845	-0.00392683	0.0187604	0.164532	0.00958015	0.000352787	-0.0514701	0.00211777	-0.0165566	0.0368573	0.213114	-0.00305907	0.00102903	0.0196354	0.00597822	0.00160924	-0.0181648	-0.000209246	-0.000719837	0.666972	0.664358	0.676939	0.798004	0.805685	0.80597	0.765536	0.767159	0.754562	0.782892	0.3758428	-0.4050079	-0.4059827	0.367655	0.955423	10.0786	0.854613	0.214022	4.70443	0.141546	2.00851	2.55828	20.6115	0.671617	0.994816	1.15946	0.336085	0.417288	1.6269	0.0238294	1.22409	0.666322	0.82459	0.822071	0.822918	0.839236	0.844268	0.845627	0.830406	0.830232	0.829634	0.1715925
390	-1573.279	-1594.496	21.21697	-0.0246892	0.0219924	-0.0136987	0.0145313	0.0170635	-0.00217413	-0.000721276	0.00942967	-0.0851464	0.0478149	0.00475437	-0.00251974	0.00275776	0.00248736	0.0074351	0.0343269	-0.00141006	0.000157753	0.666972	0.650706	0.665175	0.656125	0.665729	0.677186	0.675716	0.675229	0.681626	0.62599	0.2696098	-0.4050079	-0.4059827	2.26521	5.32286	2.11115	1.56922	1.05528	0.234158	0.0934525	0.567134	3.96423	8.27643	0.727937	0.963175	0.233829	0.481782	1.26297	1.50845	0.732267	0.0664206	0.666322	0.698956	0.702287	0.700519	0.702454	0.704203	0.709459	0.734235	0.7332	0.733316	0.3297865
400	-1583.392	-1593.306	9.913519	0.00678239	0.0457653	-0.00038821	0.0120379	-0.0245072	0.0107359	-0.0474293	0.0395244	-0.00594679	0.11869	0.000323673	-0.0166675	-0.00131867	0.00188819	-0.0768696	0.00330342	-0.0425111	0.00400061	0.666972	0.671511	0.702957	0.702684	0.711194	0.693976	0.701467	0.668973	0.695944	0.691817	1.233688	-0.4050079	-0.4059827	0.710596	1.23131	0.221863	0.178431	0.542671	2.90619	2.22224	5.29598	0.154111	2.89339	0.0885331	0.570744	2.16559	0.220024	0.969477	0.277064	1.03395	0.212996	0.666322	0.750292	0.750535	0.738129	0.737156	0.73855	0.683905	0.686168	0.657609	0.660245	0.876904
410	-1569.376	-1593.914	24.53846	-0.00284283	-0.00296963	0.000326256	-0.0164493	-0.013161	0.0343459	0.00340577	-0.00766791	0.000682029	0.0535348	0.00272764	-0.0715564	0.000943811	-0.0369423	-0.00683727	0.0145273	-0.00192766	-0.0440831	0.626089	0.624312	0.62246	0.622664	0.612505	0.604497	0.625619	0.627754	0.622958	0.623383	0.1765455	-0.4682628	-0.4059827	1.05646	0.279587	0.0181593	2.05621	1.69415	10.1383	2.40293	0.733086	0.118534	1.57414	0.0540025	3.22405	0.0628286	1.05573	1.01166	0.604066	0.150496	1.32044	0.666322	0.702965	0.704885	0.656209	0.656828	0.633006	0.628693	0.637893	0.636664	0.609208	0.8415478
420	-1584.585	-1595.702	11.11666	-0.0345883	-0.00163142	0.0101074	0.0185363	-0.0125488	0.000607835	0.000218053	-0.00102844	0.0029884	0.0191054	-0.0543171	-0.00669118	0.000817389	0.0165604	-0.023779	-0.221743	0.195342	-0.00744444	0.626089	0.604804	0.603818	0.609952	0.621364	0.613615	0.613988	0.614122	0.613491	0.615327	0.2558529	-0.4682628	-0.4060097	1.49253	0.437696	2.32171	0.976335	3.34522	2.16022	0.0751389	0.226795	0.428669	0.950319	1.15427	0.136193	0.0935737	1.5402	0.201812	4.22644	13.3459	0.50879	0.666304	0.679156	0.64325	0.638961	0.639483	0.650161	0.634883	0.508618	0.618341	0.613755	1.346687
430	-1537.319	-1594.298	56.97941	-0.000767483	0.00288391	8.88705e-05	0.00121766	5.11517e-05	0.0011345	1.12004e-07	0.000646456	-0.00213362	0.0290305	0.00442452	-0.0239355	0.000513236	0.000762267	0.00314612	-0.000544574	0.000105932	4.79032e-06	0.626089	0.625609	0.627415	0.627471	0.628236	0.628268	0.628981	0.628981	0.629388	0.628046	0.02818208	-0.4682628	-0.4060097	0.73725	2.56554	0.0998297	2.17018	0.693637	0.741013	1.12369	0.788423	6.41642	4.86567	0.947071	4.98371	0.291306	1.82757	0.901172	0.159487	0.0999004	0.160241	0.666304	0.68593	0.688972	0.672677	0.673022	0.673535	0.675658	0.67529	0.675361	0.675365	0.077525
440	-1578.626	-1595.19	16.56447	-0.014513	0.00277657	-0.00117416	-0.00103488	0.0083369	-8.18149e-05	0.00265276	6.6221e-06	-0.0646899	0.0595801	-0.0349635	-0.0361127	0.00103165	0.00452155	0.131603	-0.000277483	-0.535257	0.00744269	0.626089	0.617068	0.618784	0.618058	0.617418	0.622587	0.622536	0.62419	0.624194	0.585093	0.1467634	-0.4682628	-0.4060097	1.74573	1.09188	1.08096	0.355689	1.74973	0.0922885	0.293512	0.00448353	14.8501	1.77225	5.9955	2.4841	0.148549	0.452783	7.97998	0.0249256	31.6876	0.15551	0.666304	0.707209	0.682909	0.658688	0.659368	0.662356	0.755519	0.75531	0.442248	0.445552	0.7656598
450	-1588.164	-1591.543	3.379549	-0.00376728	-0.00559503	0.000702103	0.0254503	0.0486685	0.0386587	-0.0629821	-0.00945664	0.123083	0.0792825	-0.00433604	-0.0185628	0.0372163	-0.0134159	-0.0507929	0.0058609	-0.0651933	0.150965	0.626089	0.623735	0.620255	0.62069	0.63669	0.668443	0.69479	0.65238	0.64624	0.730883	0.4281146	-0.4682628	-0.4445194	1.64022	0.485344	0.301259	1.01613	2.42008	1.55858	2.6628	1.10039	5.40511	1.46148	0.376874	0.454266	1.499	0.299443	1.09219	0.166534	1.73786	3.32522	0.641132	0.694032	0.691029	0.67832	0.70404	0.694658	0.660256	0.664137	0.622221	0.723615	1.148757
460	-1600.414	-1589.577	-10.83703	-0.120087	0.113181	0.0594542	-0.0191229	0.1113	-0.051175	0.0515334	0.0729034	0.0158228	0.102871	0.0875536	-0.0450774	0.00471871	0.0844001	-0.0364344	0.0865228	0.0124383	-0.00777619	0.626089	0.555243	0.62178	0.659869	0.64737	0.723584	0.687487	0.723844	0.778586	0.791003	1.524686	-0.4682628	-0.5090685	1.7754	2.29698	1.38601	1.87081	2.04676	0.638147	0.595512	1.16572	0.210445	2.40139	1.54163	0.911615	0.494139	3.37693	1.50349	0.837191	0.366609	0.929038	0.601055	0.666179	0.727135	0.695085	0.698373	0.759874	0.732687	0.798905	0.808904	0.802638	1.450894
470	-1597.674	-1587.775	-9.899048	0.14105	-0.0198198	0.0673693	0.152565	-0.152274	0.14389	-0.00776372	-0.00733949	0.0150188	0.310166	0.00549807	-0.00123014	-0.00691722	0.0469953	0.000695362	-0.000503244	0.095582	0.0028942	0.626089	0.720931	0.706783	0.756039	0.880648	0.756258	0.873295	0.866541	0.860204	0.873221	3.053644	-0.4682628	-0.5090685	0.436844	0.60582	1.86217	1.08967	1.10883	0.368053	1.41355	2.00757	1.00109	6.71191	0.701603	0.90658	0.275703	11.1992	0.0338573	0.0243488	4.41174	0.12086	0.601055	0.81963	0.824148	0.823135	0.817461	0.856795	0.857391	0.85696	0.942912	0.945645	0.6964272
480	-1586.198	-1587.667	1.469361	0.0222419	0.113157	-0.00883552	0.0663779	0.0765347	-0.180939	0.040488	0.0180723	0.043933	0.228113	0.00386217	-0.00178551	0.00623398	-0.00297503	0.00534185	-0.0173735	-0.00837154	0.00994956	0.626089	0.64017	0.716867	0.710561	0.759328	0.819724	0.684049	0.712313	0.725303	0.757878	2.522695	-0.4682628	-0.5087235	1.49459	0.571974	0.506925	0.579294	1.55513	2.23395	0.419411	1.01804	1.01346	3.33162	1.27589	0.190471	1.03042	0.67254	0.31144	0.524498	0.216895	1.57186	0.601263	0.755322	0.758245	0.756893	0.761626	0.759363	0.763431	0.750282	0.744027	0.751467	0.7815911
490	-1581.766	-1589.162	7.395744	0.00553294	0.0515455	4.05862e-05	-0.0125666	0.00982273	-0.00766392	0.0135387	-0.0190619	-0.167096	0.167231	-0.00839338	-0.0346073	0.0456036	-0.00658375	-0.0074145	0.0339324	0.00637248	0.0487723	0.626089	0.629563	0.662865	0.662892	0.654613	0.661075	0.656028	0.66497	0.652415	0.55202	0.8387643	-0.4682628	-0.5087235	1.32171	1.02278	0.465118	2.47328	0.517932	1.13491	0.700625	0.796955	2.46234	3.99768	0.952782	0.671158	0.903427	0.0943285	0.262116	0.644446	0.116579	1.781	0.601263	0.710709	0.704769	0.680796	0.712561	0.707885	0.702656	0.726908	0.731555	0.768119	1.078131
500	-1587.084	-1592.04	4.956012	-0.00546378	-0.0173683	-0.0719938	-0.0225888	0.0341212	-0.00308265	-0.00394171	-0.0207869	0.0112759	0.112951	0.00446895	-0.0773605	-0.00101527	-0.0138771	-0.00081445	-0.0260614	-0.0888054	-0.0331449	0.626089	0.622677	0.611956	0.569447	0.556729	0.576053	0.57428	0.57202	0.560253	0.566606	0.2986448	-0.4682628	-0.5347697	0.703751	2.68005	2.11569	2.46112	3.29533	1.28316	0.441588	0.579201	0.762454	2.99206	0.174013	4.79119	0.390648	0.528808	0.143789	1.12985	2.36971	2.0842	0.585804	0.655853	0.65879	0.609747	0.609129	0.600734	0.600245	0.584804	0.535109	0.517664	0.6391789
510	-1592.167	-1590.791	-1.375646	-0.00253961	-0.0090555	0.000895719	-0.0175679	-0.000755908	0.0923694	-0.0026927	0.00314591	0.00277763	0.224597	-0.0125939	-0.019555	-0.0401042	0.093046	-0.024019	0.00310515	-0.119667	0.00289879	0.626089	0.624501	0.618871	0.619426	0.608639	0.608179	0.667032	0.665239	0.667335	0.669191	0.2317845	-0.4682628	-0.5347697	0.352872	2.96054	0.562099	18.4156	0.0316542	5.54925	4.01209	1.39331	0.786721	1.69911	0.048048	0.0453921	0.534067	0.543039	1.95254	0.463135	1.67843	0.0345913	0.585804	0.733321	0.724143	0.71012	0.682205	0.748728	0.730959	0.733232	0.650535	0.652423	4.946047
520	-1558.118	-1588.12	30.00228	-0.0858493	-0.00650726	-0.0141439	-0.0141427	-0.00619985	0.0127648	-0.00116213	-0.00231848	-0.0113192	0.00630499	-0.000195063	0.00138482	-0.126273	-0.00472874	0.0103589	0.00342471	0.00644891	-0.000475039	0.578649	0.531045	0.5276	0.520191	0.512885	0.509716	0.516264	0.515664	0.51447	0.508679	0.5755615	-0.5470595	-0.5347697	2.03769	0.8381	0.264386	1.44718	1.34606	1.01302	0.20064	0.480488	0.350836	0.623797	0.0267232	0.375084	12.5049	0.380985	1.26606	0.256542	0.919248	0.628956	0.585804	0.589509	0.589394	0.590211	0.520197	0.517743	0.523134	0.524929	0.528325	0.528074	0.1983922
530	-1601.274	-1590.505	-10.76901	-0.0168814	-0.0639243	0.000960071	-0.0129018	-0.0788434	0.0212956	0.00362947	-0.097715	-0.292736	-0.00214062	0.0318814	-0.0145269	-0.0130967	-0.139607	-0.0370998	0.0370796	0.00624392	0.0859752	0.578649	0.568962	0.53373	0.534243	0.527394	0.48741	0.497901	0.499711	0.453192	0.33818	0.7531656	-0.5470595	-0.4928623	2.03085	2.38386	0.204349	1.43864	1.73884	1.34755	3.22565	4.16146	8.16914	0.437233	0.505315	0.565935	2.19827	1.33243	0.906364	0.941373	0.155314	4.16029	0.610875	0.609569	0.629316	0.62024	0.61217	0.532404	0.513014	0.532393	0.535728	0.583825	0.8407625
540	-1593.807	-1588.133	-5.674183	-0.161478	-0.0320615	0.0430564	-0.0792784	-0.00369053	-0.0110939	-0.460089	-0.00107663	-0.00192888	-0.00289929	-0.108476	0.00155261	-0.114243	-0.0389648	0.0215016	-0.0770632	-0.00109682	-0.00460333	0.578649	0.492364	0.476828	0.497807	0.459865	0.458171	0.453117	0.28602	0.285712	0.285161	1.625898	-0.5470595	-0.5580978	1.46233	3.13545	0.961474	0.820607	0.137748	0.605857	48.4627	0.576644	0.174167	0.203706	2.44566	0.0344693	9.42475	3.62755	1.33189	1.21533	0.0252328	0.142342	0.572297	0.57064	0.511978	0.512774	0.457415	0.439935	0.449497	0.416158	0.415702	0.413793	0.8897076
550	-1552.075	-1590.344	38.26935	0.00626987	0.0172239	0.0139282	0.0929789	0.002275	-0.00581752	-0.00392346	-0.0019254	-0.0036606	-0.00229738	3.88039e-05	0.00626178	0.00074259	0.00114212	0.00267458	-0.00152589	5.04953e-05	0.00873615	0.536062	0.539434	0.548806	0.556503	0.610728	0.612119	0.608568	0.606185	0.605019	0.602809	0.6477973	-0.6235045	-0.5580978	0.121993	0.423731	1.43752	4.67785	0.0901863	0.687656	0.20085	0.142481	1.37388	0.390618	0.255022	0.481267	0.310477	1.97115	0.422896	0.616738	0.780467	1.55388	0.572297	0.570983	0.571006	0.574592	0.575019	0.575676	0.577218	0.576338	0.576367	0.581424	0.2121917
560	-1550.13	-1587.134	37.004	0.000569341	0.00191339	-0.000335602	-0.000648917	-0.00177061	0.0303872	-0.00829932	0.00164274	-0.00244852	0.0117379	0.00174929	0.00245012	-0.00584352	0.00153649	-0.00307631	-0.0103825	-0.00258193	-0.0195233	0.536062	0.536368	0.537395	0.537215	0.536866	0.535916	0.552451	0.547885	0.548786	0.547444	0.08814728	-0.6235045	-0.5555487	0.138037	1.36074	0.0910991	0.195837	0.789759	10.6171	3.86618	0.270366	1.53385	2.35909	1.38731	0.969044	1.15815	1.18531	1.18149	2.31834	0.317165	7.20679	0.573757	0.580532	0.581548	0.582975	0.579578	0.580469	0.578686	0.572709	0.571232	0.560188	0.1007268
570	-1596.48	-1589.977	-6.502724	-5.99769e-05	0.00619959	0.00236894	0.000396106	0.0015956	0.00121011	0.00264897	0.0351973	0.000445205	0.0859081	-0.196153	0.135135	0.00139933	0.118449	-0.266275	-0.132478	-0.0383785	-0.0143063	0.536062	0.53603	0.539364	0.540643	0.540857	0.541721	0.542377	0.543816	0.563297	0.563548	0.03464836	-0.6235045	-0.5555487	3.48645	4.13341	55.1764	0.479251	2.25706	1.51915	1.68741	16.5919	0.19161	1.71663	0.953461	0.645929	0.236245	0.69228	2.2849	13.3004	0.210186	0.146807	0.573757	0.625227	0.513866	0.588218	0.589042	0.663113	0.508096	0.445053	0.428296	0.422212	3.149397
580	-1553.417	-1580.249	26.83189	-0.00656314	0.000422575	0.00291746	-0.00147317	0.00116486	-0.00084463	0.000431693	-7.80333e-05	0.00412494	0.0425435	0.00355546	-0.0547499	-0.0295175	-0.0273206	0.0423183	-0.0224801	-0.0442316	-0.0346522	0.452523	0.449563	0.449753	0.451067	0.450403	0.450928	0.450547	0.450741	0.450706	0.452569	0.03116959	-0.792917	-0.6894576	3.08684	0.350282	6.88079	1.31623	2.44641	0.343061	0.831101	0.316765	2.93087	1.40919	0.876	1.20593	0.278399	1.09368	0.652155	0.487072	0.380119	0.864225	0.501848	0.523659	0.525524	0.497525	0.483054	0.470036	0.490354	0.479453	0.458709	0.443086	1.513417
590	-1570.145	-1580.302	10.15611	3.66304e-05	-0.0248226	-0.021442	-0.03526	-0.00319742	-0.000442705	-0.040483	0.0272573	-0.000172364	0.033317	-0.00952936	0.00972668	-0.261584	0.0142666	-0.00649312	0.0642545	-0.0812181	-0.0277144	0.452523	0.452539	0.441444	0.43208	0.41711	0.415779	0.415595	0.399106	0.410134	0.410064	0.4371632	-0.792917	-0.6894576	0.00526764	1.22753	2.19057	2.42401	0.608408	0.441319	6.24391	0.800028	0.0576824	1.12893	0.435744	0.954721	7.73013	1.38789	1.1291	3.24559	2.36792	0.872896	0.501848	0.51885	0.513929	0.518952	0.399506	0.405246	0.402623	0.429343	0.395851	0.385031	0.601152
600	-1588.033	-1582.004	-6.028787	-0.00168696	-0.0178882	0.0105326	-0.0641767	-0.023492	0.00823649	0.00900071	0.000328715	-0.00944912	0.120266	0.00219021	0.0545877	0.055169	-0.810505	0.599766	-0.00940381	0.0344022	-0.0240858	0.499567	0.498725	0.489883	0.495071	0.464297	0.453516	0.457267	0.461402	0.461553	0.457213	0.6017638	-0.6940126	-0.6894576	0.4562	0.470137	0.757149	2.97896	1.86884	0.314249	2.81921	0.0267405	2.41212	0.740075	0.767638	0.86465	0.542905	9.53117	28.4766	0.249255	0.268348	0.706308	0.501848	0.565983	0.567224	0.599048	0.633026	0.281464	0.512741	0.507942	0.525721	0.513209	1.733287
610	-1538.226	-1575.543	37.31704	0.0108692	1.77645e-05	0.000260856	0.00250183	0.00210171	0.0112163	0.00690687	0.00930247	-0.109744	0.0117475	-0.00583755	-0.000582438	-0.00240207	-0.000232596	-0.000224904	-0.00219087	0.036121	-0.00188908	0.353924	0.357792	0.357798	0.357891	0.358788	0.359543	0.363598	0.366118	0.36954	0.331131	0.1550397	-1.038674	-0.9162612	1.05787	0.0528402	0.0377616	2.18279	0.607927	1.66567	1.18683	1.47044	7.3388	1.60305	1.00852	0.180669	4.4496	0.231329	0.4078	0.353005	6.03828	0.400455	0.400012	0.404739	0.402383	0.402149	0.401184	0.40109	0.401	0.400123	0.41484	0.414057	0.1153429
620	-1564.181	-1570.198	6.017212	-0.00424421	0.00730402	0.0341758	9.0575e-05	-0.0414967	0.0218096	0.0140494	0.000532124	0.000420257	-5.19589e-05	-0.298873	-0.00628932	-0.00270055	0.145959	0.0325307	-0.0356321	0.00970503	0.0204361	0.20272	0.201861	0.203341	0.210411	0.21043	0.201876	0.206327	0.209247	0.209358	0.209446	0.2901037	-1.59593	-1.10596	2.12525	2.57036	9.84013	0.0264231	2.73129	1.67021	1.39193	0.0725924	0.0274684	0.0124896	33.0273	1.56214	1.46309	18.8469	3.53907	2.39995	1.4393	2.0753	0.330893	0.330876	0.245395	0.243857	0.243199	0.281418	0.290723	0.280546	0.283282	0.289131	0.1732778
630	-1558.336	-1566.914	8.577686	-0.00413251	0.0414615	-0.0104038	-0.00144135	0.0176687	-0.000215834	-0.0313024	0.0104573	0.0231992	-0.0112357	-0.345565	-0.0166779	-0.204944	-0.0165745	-0.0498156	0.268363	-0.0667549	-0.00694399	0.154727	0.154089	0.160612	0.15895	0.158721	0.16155	0.161515	0.156538	0.158183	0.161896	0.5166975	-1.866092	-1.228926	0.179906	1.26153	0.475401	0.383938	0.876642	0.0194449	0.837715	1.18339	1.39881	0.056704	3.38979	1.1395	0.62906	0.200701	0.306227	1.54086	1.50241	0.298514	0.292607	0.289337	0.204799	0.201412	0.164089	0.161391	0.153549	0.200814	0.187846	0.186547	4.0355
640	-1562.081	-1569.556	7.474783	-0.00448931	-0.00116546	0.00047398	0.00797301	-0.00225413	-0.0133147	0.00235089	-0.0119018	-0.00326976	0.0477785	-0.0246694	0.0104987	-0.0890727	-0.493368	-0.041521	-0.0857796	0.00606767	0.0886416	0.150768	0.150093	0.149918	0.149989	0.151189	0.150849	0.148854	0.149204	0.147439	0.146958	0.1620444	-1.892014	-1.334754	0.439538	0.470715	0.604104	0.788968	3.80149	4.68851	0.476298	1.95078	1.76117	5.54553	0.318771	0.129981	0.626253	1.9599	0.61168	1.55865	0.071884	0.372383	0.263223	0.276104	0.269376	0.272219	0.249021	0.152044	0.14586	0.13387	0.134684	0.147168	3.307013
650	-1584.447	-1566.184	-18.2629	0.3537	0.0445344	0.0400385	0.0270732	-0.0282946	0.0142048	-0.00291754	0.056055	-0.00320454	-0.125726	-0.0276158	0.0245054	-0.269216	0.00653781	-0.09611	0.140591	0.0262584	0.0927052	0.11532	0.164254	0.171734	0.17875	0.183655	0.178531	0.181085	0.180558	0.190968	0.190357	1.399305	-2.160042	-1.313209	9.28751	0.836219	0.475985	3.60463	3.50287	0.447273	0.194344	2.76636	0.309104	0.529028	1.9492	0.723839	1.64811	0.327215	0.842603	0.97294	2.68729	0.492951	0.268956	0.23718	0.23072	0.236444	0.180638	0.181823	0.165161	0.190093	0.195151	0.214107	2.935212
660	-1573.507	-1566.694	-6.812927	-0.00290646	-0.368121	-1.28712e-05	-0.0234585	0.0327731	0.398217	-0.00971047	-0.0264987	0.150468	-0.00395194	-0.698461	0.0102751	-0.0597202	-0.138229	0.00125502	0.00536508	-0.0142601	0.0533754	0.0807307	0.0804964	0.0557062	0.0557055	0.0544139	0.0562268	0.0837311	0.0829219	0.0807535	0.0938661	1.430164	-2.516637	-1.43087	0.360632	2.6319	3.55328	0.738889	0.446387	2.86267	0.0832514	0.38513	2.47405	0.0364177	10.2343	0.419693	1.02551	1.57427	0.0106145	0.308241	0.658155	0.798965	0.239101	0.238158	0.118448	0.119671	0.112734	0.0981795	0.0983028	0.0988316	0.0974323	0.102774	1.504752
670	-1575.643	-1565.245	-10.39755	0.508359	0.128752	0.0209243	-0.0110786	-0.0501631	-0.0765344	-0.816407	0.0123131	0.00171999	-0.0669272	-0.0108076	-0.087281	0.0124113	-0.274548	0.0237789	-0.0412295	0.000155467	0.0117166	0.0821965	0.136657	0.155435	0.158721	0.156972	0.149292	0.138293	0.0611277	0.061885	0.0619916	2.830038	-2.498643	-1.416169	11.7509	1.63134	0.154875	0.106503	1.16141	0.501829	3.2255	0.267225	0.182641	0.862153	0.102882	1.7003	0.228179	8.53726	0.547183	0.268317	0.433426	0.554992	0.242642	0.226934	0.224495	0.205731	0.208301	0.158291	0.1621	0.155552	0.155577	0.15741	1.497836
680	-1578.909	-1569.03	-9.878302	0.0415033	-0.0185395	0.0242409	0.0235284	-0.294957	-0.088462	-0.15168	-0.0166392	0.0350337	0.0224962	0.00314564	-0.155174	-0.137768	-0.0496514	-0.000377797	0.00483291	0.00211861	-0.0247269	0.163565	0.170497	0.167365	0.171472	0.175554	0.130711	0.119645	0.102806	0.10111	0.104715	0.9179184	-1.810542	-1.280732	0.550031	0.865573	0.705877	0.48142	16.4317	6.72068	3.00993	1.13707	1.48459	2.02136	0.43125	5.20331	6.73867	6.59995	0.14136	0.251193	0.142678	2.12319	0.277834	0.284155	0.28505	0.244079	0.212666	0.202365	0.202288	0.203268	0.2037	0.198724	0.3294633
690	-1566.388	-1569.461	3.073595	-0.00929038	-0.0140753	0.0275507	-0.0114441	0.0386724	0.00609981	0.282803	-0.000750315	0.00829266	-0.250018	-0.00110246	-0.0210176	-0.000233752	-0.0435314	0.0291024	-0.0045687	0.0174178	-0.114759	0.137118	0.13585	0.133951	0.137693	0.136126	0.141493	0.142359	0.188888	0.188747	0.190318	0.609548	-1.986917	-1.245092	0.901229	0.947766	0.719919	2.06317	8.34435	1.42618	17.6649	0.0501214	0.219749	6.89962	0.0784702	1.13605	0.048431	0.426101	0.496043	0.530575	0.495793	1.8391	0.287914	0.224224	0.223977	0.219318	0.219267	0.209927	0.216126	0.215141	0.218921	0.195186	0.9086839
700	-1579.638	-1570.128	-9.509999	-0.0412431	-0.00358443	0.0221243	-0.0164435	-0.0399588	-0.00704774	-0.0686082	0.0251972	0.000650569	-0.180586	0.037674	-0.0547826	-0.0826653	-0.25223	0.00324454	-0.0357376	-0.0493313	0.0958287	0.142684	0.136919	0.136429	0.139481	0.137207	0.131832	0.130906	0.122226	0.125345	0.125427	0.3149187	-1.94712	-1.388966	2.62556	1.38121	1.21697	0.84939	1.71174	10.6764	3.59381	2.16599	0.0731562	1.98345	0.729922	0.78192	1.39485	3.02457	0.0659087	0.523179	0.787071	6.81852	0.249333	0.208139	0.21613	0.204608	0.188374	0.146379	0.146855	0.141699	0.134879	0.148444	1.883799
710	-1570.196	-1569.28	-0.9159419	-0.0543515	-0.0599081	-0.00062244	0.00384699	-0.0347695	0.092148	0.0331225	-0.0055863	-0.000817103	-0.092441	-0.185778	-0.00117984	-0.118726	-0.00426014	-0.0126137	-0.0948231	-0.112192	0.00224192	0.0788696	0.0746973	0.0703538	0.07031	0.070581	0.0681691	0.0747493	0.0772666	0.0768362	0.0767734	1.139623	-2.53996	-1.532556	7.46102	1.169	0.0224712	0.073539	0.877102	6.18238	2.00857	0.480172	0.036466	0.840628	2.56959	1.82125	1.43552	0.873314	0.205463	1.09116	1.27713	0.337195	0.215983	0.196912	0.163527	0.163334	0.145049	0.144433	0.142622	0.12972	0.115953	0.116213	1.358527
