Iteration	Posterior	Likelihood	Prior	delta_log_extinction[1]	delta_log_extinction[2]	delta_log_extinction[3]	delta_log_extinction[4]	delta_log_extinction[5]	delta_log_extinction[6]	delta_log_extinction[7]	delta_log_extinction[8]	delta_log_extinction[9]	delta_log_speciation[1]	delta_log_speciation[2]	delta_log_speciation[3]	delta_log_speciation[4]	delta_log_speciation[5]	delta_log_speciation[6]	delta_log_speciation[7]	delta_log_speciation[8]	delta_log_speciation[9]	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction_global_scale	log_extinction_at_present	log_speciation_at_present	sigma_extinction[1]	sigma_extinction[2]	sigma_extinction[3]	sigma_extinction[4]	sigma_extinction[5]	sigma_extinction[6]	sigma_extinction[7]	sigma_extinction[8]	sigma_extinction[9]	sigma_speciation[1]	sigma_speciation[2]	sigma_speciation[3]	sigma_speciation[4]	sigma_speciation[5]	sigma_speciation[6]	sigma_speciation[7]	sigma_speciation[8]	sigma_speciation[9]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation_global_scale
29130	-1578.798	-1567.379	-11.41834	-0.000840594	0.11028	0.0101936	-0.0545719	0.342646	-0.00207337	-0.0601337	-0.0508515	-0.000130619	-0.284248	-0.729782	0.230825	-0.00397981	-0.0909435	-0.00197221	-0.123994	-0.0333881	-0.0291573	0.0184775	0.0184619	0.0206144	0.0208256	0.0197196	0.0277784	0.0277209	0.0261031	0.0248089	0.0248056	0.9996272	-3.991203	-1.522326	0.670585	4.53392	0.171234	1.14722	5.50189	0.35396	1.09391	1.16429	0.0487186	2.26022	4.25559	9.41952	0.280271	0.434174	0.070618	0.545733	0.685316	0.388337	0.218204	0.164216	0.0791543	0.0997058	0.0993098	0.0906767	0.0904981	0.0799447	0.0773195	0.0750977	2.904068
29140	-1577.572	-1570.022	-7.549994	0.120573	-0.00860588	0.118212	0.0168354	0.0238724	-0.0232474	0.253758	-0.033964	-0.310216	-0.0608914	-0.0602558	-0.0101471	-0.00123887	-0.00996539	-0.0353625	-0.0309374	0.0222863	0.000279418	0.12888	0.145395	0.144149	0.162237	0.164992	0.168978	0.165095	0.212784	0.205679	0.150822	6.452231	-2.048875	-1.246612	0.470955	1.87098	0.420729	1.38794	0.743915	0.184036	0.424451	0.31427	1.25958	8.41289	2.21359	0.434364	0.285655	1.103	1.24416	0.971652	1.72146	0.258136	0.287477	0.270494	0.254677	0.252106	0.251794	0.249297	0.240635	0.233305	0.238562	0.238629	0.4468846
29150	-1586.834	-1566.827	-20.00692	0.858562	0.14439	0.0471587	-0.083667	0.417343	0.0653872	-0.00747986	0.397861	0.0180709	0.0019684	-0.0117941	0.0291977	0.000648848	0.326965	-0.00260836	0.164685	0.0402306	0.0223235	0.0937587	0.221249	0.255616	0.267959	0.246452	0.374096	0.399374	0.396398	0.590093	0.600853	3.141591	-2.367031	-1.298512	4.64146	0.542321	2.75299	0.341726	7.00704	3.69552	0.18006	3.74814	0.122401	0.0442866	0.890233	1.22184	0.173941	15.8254	0.210154	2.94932	1.37047	0.849165	0.272938	0.273475	0.270269	0.278276	0.278457	0.386151	0.385145	0.454095	0.472736	0.483407	0.7028394
29160	-1573.455	-1569.141	-4.314414	-0.11089	-0.015316	-0.0156638	-0.0198321	-0.00142501	0.0250839	-0.0161636	0.00869186	0.00880101	-0.0114194	-0.0407721	-0.65448	0.0113868	0.0180876	0.120728	0.00175906	0.0252862	-0.0104088	0.0928954	0.0831449	0.0818811	0.0806086	0.0790257	0.0789131	0.0809176	0.0796202	0.0803153	0.0810252	0.3421023	-2.376281	-1.424918	2.67244	1.65713	0.929081	1.27037	0.559108	1.09034	3.14113	0.755954	1.10519	1.05293	1.70027	12.1906	0.338119	0.924347	6.13084	0.628921	0.850021	3.78967	0.240528	0.237797	0.228297	0.118648	0.120007	0.122198	0.137878	0.138121	0.141658	0.140191	0.6343995
29170	-1566.964	-1570.837	3.873146	-0.0289165	-0.00260196	0.0143062	-0.0103208	0.00645489	-0.000783329	-0.000514095	0.123965	0.00187193	0.10608	-0.23115	0.00110867	-0.0123199	0.00129566	0.012707	-0.164208	0.0788575	0.0698953	0.129309	0.125623	0.125297	0.127102	0.125797	0.126612	0.126513	0.126448	0.143136	0.143404	0.2849326	-2.045551	-1.475279	2.33046	0.374422	6.69566	0.896909	0.326163	0.36086	0.058354	10.1323	0.837921	5.70058	6.29917	0.225158	0.676768	0.0575806	0.259631	2.78128	1.92345	0.50967	0.228715	0.254311	0.201826	0.20205	0.199576	0.199835	0.20239	0.171741	0.185833	0.199286	1.500856
29180	-1588.839	-1568.632	-20.20653	-0.0422841	0.128463	-0.126051	0.177916	0.400727	-0.0666191	-0.134762	0.0620068	-0.00377429	-0.00212839	-0.0098659	-0.0419216	-0.0251105	-0.076519	-0.0343066	-0.00449587	0.0124384	0.0371808	0.155267	0.148838	0.169241	0.149198	0.17825	0.266111	0.248961	0.217573	0.231491	0.230619	2.538204	-1.862612	-1.312025	0.700244	7.04364	0.999037	4.06785	2.7505	0.346885	2.60132	0.557254	0.220127	1.0662	0.70032	2.6011	1.44189	3.63472	1.97796	6.47168	1.05285	0.961767	0.269274	0.268702	0.266064	0.25514	0.248813	0.230485	0.222712	0.221713	0.224488	0.232991	0.5696437
29190	-1588.724	-1569.384	-19.33947	-0.0734994	0.258348	0.0442082	-0.111065	0.129991	-0.446243	0.251101	-0.179851	-0.821048	0.033293	-0.393422	-0.00386012	0.218748	-0.00178226	0.000787264	-0.0295205	-0.045401	-0.0447899	0.131022	0.121737	0.157624	0.164749	0.14743	0.167896	0.107458	0.138131	0.115394	0.05077	4.86177	-2.032392	-1.387766	1.00114	4.74417	0.202496	1.20057	0.613639	1.00012	0.906803	0.831761	3.08386	0.696593	3.4088	0.337143	3.27428	0.615718	0.00927647	0.425404	1.08102	0.612565	0.249632	0.258083	0.17414	0.173469	0.215885	0.215501	0.215671	0.209397	0.200103	0.191338	1.715531
29200	-1577.657	-1566.8	-10.85635	-0.00589889	-0.0652168	-0.0145252	0.0448006	-0.0350859	0.00906749	-0.0115743	-0.0326256	-0.000896294	-0.0495351	-0.386745	-0.0079256	-0.0818904	-0.0817848	-0.061723	0.338818	-0.120001	-0.124584	0.104325	0.103711	0.0971635	0.0957623	0.10015	0.0966972	0.097578	0.0964551	0.093359	0.0932753	0.8243229	-2.260245	-1.431968	0.969664	1.48297	1.06705	0.695698	2.16223	0.528003	6.92589	1.16746	0.0807209	1.31699	3.81225	0.196934	0.512689	0.895307	0.626104	3.98792	1.91525	1.37958	0.238838	0.227296	0.154394	0.153175	0.141131	0.130048	0.122264	0.171572	0.15217	0.134346	2.092472
29210	-1612.607	-1567.167	-45.43959	0.602936	-0.108357	-0.00918582	-0.0125699	0.00450273	0.0204498	-0.0510044	0.154352	-0.0352888	-0.0701475	-0.586214	0.0566767	-0.0893599	-0.00769278	0.0102986	-0.699305	0.00152164	0.820662	0.0478509	0.0874463	0.0784662	0.0777487	0.0767776	0.0771241	0.0787175	0.0748032	0.087288	0.0842614	0.6830496	-3.039666	-1.506412	11.393	3.05037	1.16549	0.358894	0.450145	1.65637	71.1551	10.3417	1.86505	1.31461	1.98117	0.464891	0.372812	0.164974	0.0879283	221.558	0.227405	2.49967	0.221704	0.206685	0.115006	0.121712	0.111308	0.110455	0.111598	0.0554565	0.055541	0.126189	3.195657
29220	-1612.654	-1567.304	-45.35045	0.388873	-0.738569	-0.0417827	0.15479	0.0166021	-0.152881	-0.194956	0.153006	-0.551878	-0.431067	-0.246365	-0.0443409	0.0464813	-0.675717	0.0223068	0.231322	0.149063	0.246215	0.01709	0.0252132	0.0120468	0.0115538	0.0134881	0.0137139	0.0117697	0.00968492	0.0112862	0.00649933	2.939116	-4.06926	-1.525193	3.02202	4.19778	1.69365	5.8878	0.41574	0.706306	1.03553	0.732503	2.89559	3.3594	0.943118	0.33778	1.08343	2.54567	0.874745	0.759342	1.82737	1.86865	0.217579	0.141386	0.110513	0.10572	0.110749	0.0563484	0.0576195	0.0726158	0.0842885	0.10782	5.446336
29230	-1586.791	-1565.706	-21.08473	1.58325	-0.00888533	0.0845707	-0.0791907	-0.0036439	-0.354486	0.00400918	-0.0394262	-0.0747987	0.0293584	0.153779	-0.0262892	-0.201515	-0.299503	0.0982005	-0.0901462	0.0195619	-0.42764	0.0329291	0.16039	0.158971	0.173	0.159828	0.159247	0.111717	0.112166	0.10783	0.100058	1.796141	-3.413397	-1.492482	26.9191	0.14641	0.758361	0.903699	0.136214	1.25452	0.106403	0.942138	0.696722	0.404129	0.592841	0.204274	1.302	2.78273	0.689144	0.338336	0.254197	1.08356	0.224814	0.231512	0.269997	0.262991	0.214993	0.15935	0.175792	0.160639	0.163812	0.106813	6.03679
29240	-1586.473	-1565.958	-20.5145	1.10952	0.0163323	-0.0159177	-0.0147228	-0.014541	0.233707	0.00162836	0.109524	-0.808798	-0.0465646	0.00594703	0.00567499	0.0086613	-0.0520822	0.0165675	-0.00651318	-0.628461	0.0393583	0.0513399	0.155709	0.158273	0.155773	0.153497	0.151281	0.191109	0.191421	0.213577	0.0951258	2.773	-2.969287	-1.492411	10.9544	0.250838	0.194792	0.480817	0.155285	5.8981	0.0109977	2.65313	14.8734	1.52953	2.33474	0.957886	0.484466	1.30433	0.382084	0.178239	8.61417	3.44637	0.22483	0.214601	0.215881	0.21711	0.218998	0.207884	0.211357	0.209985	0.112008	0.116505	1.17812
29250	-1585.714	-1568.428	-17.28657	0.113936	-0.0347669	-0.0577919	-0.202441	0.000774931	-0.0142991	-0.0581175	-0.0230971	0.000495158	0.0357478	-0.784235	0.0993949	0.0241426	-0.0062285	-0.0235045	-0.00696091	-0.0253895	-0.0125037	0.0711834	0.0797739	0.0770481	0.0727215	0.0593942	0.0594402	0.0585963	0.0552879	0.0540256	0.0540523	1.341836	-2.642495	-1.496208	1.64126	0.748756	1.90794	2.19123	0.336733	0.25864	11.1677	3.64896	0.00820674	0.437821	82.9297	2.85685	0.874775	1.38279	0.202764	0.428261	0.562258	1.1753	0.223978	0.232129	0.10596	0.117033	0.119893	0.119148	0.11638	0.115573	0.112676	0.111276	1.588245
29260	-1588.919	-1565.581	-23.33806	2.0854	0.0855082	-0.480288	0.0438295	0.191706	-0.492958	-0.0316073	0.166722	-0.13929	-0.00708257	-0.00268665	-0.0398931	-0.0297872	-0.15517	0.000518076	-0.059291	-0.0280803	0.0840094	0.0259829	0.209106	0.227773	0.140901	0.147214	0.178323	0.108922	0.105534	0.12468	0.108469	2.704232	-3.650318	-1.442255	8.76621	0.770419	5.29078	0.404488	1.55231	2.15831	0.441636	1.98612	0.578172	0.0694126	0.0999326	4.46695	0.610379	3.21526	0.359649	0.489984	0.661612	1.73813	0.236394	0.234726	0.234096	0.224941	0.218339	0.186957	0.187054	0.176286	0.171405	0.186427	1.154417
29270	-1578.63	-1564.937	-13.69364	1.79964	0.292971	0.000224132	0.247025	0.103829	-0.000306617	-0.0901253	-0.161675	0.0231874	-0.00375196	0.0197026	0.0306069	-0.00961802	-0.0337394	0.0382076	0.0400856	-0.0478775	-0.00745313	0.0215469	0.130304	0.174661	0.1747	0.223653	0.248122	0.248046	0.226669	0.192831	0.197355	2.445589	-3.837523	-1.527349	87.4542	1.95644	0.182657	1.30562	1.64136	0.107316	0.983077	1.35754	1.02606	0.0982485	0.425458	4.65245	0.240406	1.32475	0.639432	0.591131	1.88759	0.385035	0.21711	0.216297	0.220601	0.227458	0.22528	0.217806	0.226289	0.235544	0.224533	0.222866	0.8445809
29280	-1532.826	-1565.513	32.68683	2.09139	-0.0665905	0.00594467	0.00754371	0.131755	0.0446371	0.0152738	-0.015934	-0.204278	0.00269161	-0.00149212	-0.000245352	0.000336001	0.000441263	-0.000113708	0.00128885	-9.73954e-06	7.17718e-05	0.0186541	0.151027	0.141297	0.14214	0.143216	0.163385	0.170843	0.173472	0.17073	0.139185	2.294203	-3.981689	-1.581044	18.4909	1.16069	0.0971143	0.248551	2.45028	0.718976	0.502391	0.17055	3.02089	0.975124	1.15519	1.06089	0.361891	0.511889	0.70205	1.98286	0.040284	0.040096	0.20576	0.206315	0.206007	0.205956	0.206026	0.206117	0.206093	0.206359	0.206357	0.206372	0.0224294
29290	-1584.838	-1567.888	-16.9494	2.4296	-0.0133341	0.636764	0.0508549	-0.083299	-0.22371	-0.159279	0.930358	0.00292337	0.0373858	-0.00238422	0.00123336	0.000133074	0.0948296	0.0113449	-0.00521754	-0.0124998	0.00290828	0.0109235	0.124029	0.122387	0.231354	0.243424	0.223968	0.179073	0.152706	0.387174	0.388307	2.130577	-4.516841	-1.664957	21.7157	0.598419	12.4497	1.10182	1.18475	9.64287	1.42668	3.23571	0.477482	2.71746	0.769916	0.142872	0.0229797	5.19694	1.20044	0.286344	1.20889	0.79545	0.189199	0.196406	0.195938	0.19618	0.196206	0.215723	0.218184	0.217049	0.214353	0.214977	0.2301109
29300	-1567.875	-1565.731	-2.143896	2.72019	0.0214645	0.166178	0.0107152	0.256757	-0.11117	-0.128065	0.095751	-0.0703024	-0.00202633	0.00187843	0.00512466	-0.00685363	6.09931e-06	0.0238232	0.00803959	-0.00163642	-0.0525774	0.00797741	0.121122	0.12375	0.146122	0.147697	0.190932	0.170843	0.150308	0.165411	0.154182	2.271176	-4.831142	-1.642696	30.2467	1.53122	2.3389	1.25544	3.99146	1.42417	0.869027	1.00789	1.46333	0.0796353	0.362876	0.199247	0.918588	0.00165732	0.685467	1.79018	0.240735	0.856214	0.193458	0.193066	0.193429	0.194423	0.193095	0.193096	0.197752	0.199348	0.199022	0.188828	0.5243145
29310	-1580.303	-1565.07	-15.23247	3.13742	-0.11238	0.216599	0.284316	-0.0184368	-0.140032	0.0419112	0.0179439	0.12336	0.00384846	0.0254727	0.275598	0.00240271	-0.0252698	0.00556023	0.00435575	0.00295681	-0.061806	0.00771155	0.177707	0.158818	0.197227	0.262086	0.257298	0.223677	0.233251	0.237474	0.268652	11.12596	-4.865036	-1.549693	15.013	0.535612	0.491498	0.247185	2.49378	2.40752	0.0745402	0.0784601	0.258987	0.198238	1.27719	11.3929	0.164337	1.01207	0.24668	0.605834	0.112906	1.76171	0.212313	0.213132	0.218631	0.288006	0.288699	0.281495	0.283065	0.2843	0.285142	0.268052	0.6661459
29320	-1568.675	-1565.581	-3.093915	3.47485	-0.0359188	0.0345969	-0.0282243	-0.164312	-0.0163126	-0.0141942	-0.0149795	-0.000760911	-0.00817214	-0.0643786	-0.017311	-0.0483084	-0.0246999	-0.00369487	-0.0193431	-0.000516115	0.129961	0.00478541	0.154536	0.149084	0.154332	0.150037	0.127303	0.125243	0.123478	0.121642	0.121549	3.466019	-5.342183	-1.616052	11.0152	0.220877	0.449593	1.46389	0.628895	0.100043	0.569926	0.155149	0.00643086	0.377013	1.6034	1.86695	2.03657	1.41713	0.246278	2.74038	0.190992	9.82026	0.198682	0.197065	0.184778	0.181606	0.173042	0.16882	0.168197	0.164975	0.16489	0.187774	0.5146488
29330	-1556.484	-1564.984	8.500068	3.00137	0.132378	-0.00327505	0.00742324	0.0333634	9.18239e-05	0.00284446	0.0168827	-0.000666744	0.00398782	-0.000658574	0.0959259	0.000281853	1.04739e-05	0.00360883	9.26793e-06	-0.00150914	-0.00434355	0.00793841	0.159665	0.182265	0.181669	0.183022	0.189231	0.189249	0.189788	0.193019	0.192891	0.1488129	-4.836042	-1.537028	1002.78	15.6056	0.444849	0.682652	13.2655	0.215298	0.620252	1.6049	0.584437	0.390549	2.30614	5.75814	0.394216	0.138994	1.32426	0.0649675	0.0785417	1.04019	0.215019	0.215878	0.215736	0.237456	0.237523	0.237525	0.238384	0.238386	0.238027	0.236995	0.1567262
29340	-1570.175	-1564.881	-5.293418	3.41235	-0.021283	0.0990802	0.241446	-0.0162326	-0.00508844	0.000318546	0.00232908	0.00811142	-0.00787363	0.0267199	-0.0108243	0.0209483	-0.000935087	0.0120067	0.0289784	-0.0197376	-0.000826499	0.00573855	0.174087	0.170422	0.188172	0.239559	0.235702	0.234506	0.23458	0.235127	0.237042	0.4575968	-5.160548	-1.514418	91.291	0.985754	4.21743	25.0308	1.11469	0.805894	1.41565	0.310947	0.412266	0.867195	0.657251	1.99128	0.696497	0.112182	1.24515	3.1352	0.736037	0.259744	0.219936	0.218211	0.224121	0.221708	0.226401	0.226189	0.228922	0.235652	0.231047	0.230856	0.7735518
29350	-1564.964	-1567.58	2.615377	2.85548	0.187725	0.0327691	0.000755439	-0.0284526	0.0818978	-0.00373394	-0.00196296	0.0921505	-0.0111067	-0.0321079	0.00171739	-0.000906131	0.0627403	-0.000124336	0.0169986	0.00723443	-0.00499219	0.00745352	0.129563	0.156318	0.161525	0.161647	0.157112	0.170521	0.169886	0.169552	0.185919	1.254015	-4.899069	-1.463227	32.8994	2.60643	0.954769	0.202231	0.732644	2.11412	0.916332	0.0533985	1.54664	0.182091	0.8731	0.378335	0.466337	1.11388	0.0325036	0.675381	0.613325	4.22644	0.231488	0.228931	0.221697	0.222078	0.221877	0.236244	0.236215	0.240264	0.242009	0.240804	0.6263878
29360	-1585.838	-1565.85	-19.98776	2.94323	-0.00308786	0.0219132	0.049113	0.0206159	0.0176795	-0.0646256	0.093738	0.986442	-0.057842	-0.0675934	-0.0126803	0.0414064	0.0156698	0.0787306	0.00985361	0.163271	-0.0056833	0.00807761	0.153289	0.152816	0.156202	0.164065	0.167482	0.17047	0.159801	0.175505	0.470649	0.853679	-4.81866	-1.552871	40.6694	0.177693	0.437392	1.99664	0.481632	0.628324	6.64689	3.25619	11.3876	2.06984	0.887129	0.436089	1.40024	0.270159	0.857328	0.243705	1.07898	0.397233	0.211639	0.199745	0.18669	0.184337	0.19213	0.195165	0.211151	0.213242	0.251062	0.249639	1.553823
29370	-1577.327	-1565.487	-11.8404	1.68291	0.268409	-0.0278776	0.184012	-0.0828975	0.101175	0.00646664	-0.122261	0.00947723	0.0202729	0.0778507	-0.0597495	-0.0149156	-0.12071	0.0161908	-0.00331743	0.00165057	-0.00177244	0.0269061	0.144787	0.189365	0.184158	0.221364	0.203754	0.225447	0.22691	0.200796	0.202709	1.82531	-3.615404	-1.49098	21.3991	9.63393	0.41373	2.3554	2.35954	1.29856	0.182731	0.794426	0.419151	0.440171	1.3447	0.622492	0.227943	1.34455	0.907979	0.0312654	0.199191	0.613785	0.225152	0.229763	0.248365	0.23396	0.230496	0.204286	0.207621	0.206933	0.207275	0.206908	1.908185
29380	-1591.22	-1567.398	-23.82135	1.16961	0.399804	0.00330525	0.0289076	0.143691	0.172026	-0.385946	-0.127365	0.978459	-0.00561912	-0.309416	-0.00952828	0.0517236	0.0179667	0.0899862	0.0333873	-0.0112497	-0.00287305	0.0271267	0.0873681	0.130312	0.130744	0.134578	0.155375	0.18454	0.125451	0.110449	0.293833	5.666701	-3.607237	-1.611924	3.60234	1.81974	0.191705	0.629982	0.737103	0.728315	1.83953	1.18904	3.29025	0.232012	7.53758	0.189994	2.53779	0.430485	1.16926	1.80356	1.6281	0.0417872	0.199503	0.198386	0.14559	0.14421	0.151865	0.154618	0.169177	0.174921	0.172964	0.172468	0.6266062
29390	-1591.692	-1565.273	-26.41893	2.19538	-0.57949	0.00824428	-0.000674826	0.0692621	-0.0532331	-0.00786685	0.131727	0.143518	0.011043	0.0068136	-0.00964597	-0.314877	-0.0136418	0.00267793	0.00595244	0.0691831	0.0428837	0.0202442	0.181862	0.101876	0.102719	0.10265	0.110012	0.104309	0.103491	0.118063	0.136283	6.626063	-3.899888	-1.553409	32.3173	4.58996	0.476755	0.0704837	1.16111	0.719831	0.837799	4.1074	0.381423	1.36528	0.832246	1.48786	4.3568	0.452844	0.546619	0.193892	1.88304	2.3156	0.211526	0.213874	0.215337	0.21327	0.155661	0.153552	0.153964	0.154883	0.165977	0.17325	0.8861279
29400	-1594.708	-1567.732	-26.97607	0.0411177	-0.657613	0.132484	0.229027	0.241945	-0.0827725	0.19719	-0.355882	0.01409	-0.0861908	-0.670719	-0.00560999	-0.357751	0.00641401	0.0149588	0.163472	0.00134951	0.00574505	0.00825371	0.00860016	0.00445563	0.00508681	0.00639604	0.00814679	0.00749961	0.00913435	0.00639911	0.00648992	3.805723	-4.797092	-1.65662	0.40186	3.06999	0.480707	0.848465	1.52323	0.370641	0.84313	1.81822	0.205405	1.50784	23.8632	1.15073	3.22271	1.48772	1.23006	3.68001	0.471476	0.129276	0.190783	0.175028	0.0894989	0.0889982	0.0622318	0.0626322	0.0635761	0.0748668	0.0749679	0.0753998	0.9165716
29410	-1592.867	-1566.244	-26.62297	2.0355	-0.0079893	-0.0253782	0.0978765	-0.00291363	0.0305081	0.0145788	-0.00548863	-0.352544	-0.0548001	-0.0351197	0.0181636	0.182249	-0.845397	0.0428105	0.189818	-0.0116427	-0.079991	0.0135745	0.103927	0.1031	0.100517	0.110853	0.11053	0.113954	0.115628	0.114995	0.0808295	1.68673	-4.299563	-1.551178	20.9898	0.881176	1.17859	2.1205	0.0383346	0.896447	0.334055	1.51714	2.95575	1.07106	1.03502	0.480986	3.84431	21.6279	1.90749	5.11515	0.194566	1.89643	0.211998	0.200693	0.193767	0.197319	0.236765	0.101664	0.106111	0.128291	0.126806	0.117058	1.264234
29420	-1576.679	-1566.74	-9.939803	0.825318	0.102823	0.0573472	-0.014224	0.142423	-0.0469902	0.109106	-0.287975	0.0734381	-0.0423473	-0.223875	0.00354596	-0.00920257	-0.0130637	0.0139837	0.00562812	0.00139325	-0.0136427	0.035952	0.0820642	0.0909514	0.0963197	0.0949593	0.109494	0.104468	0.116511	0.0873578	0.0940147	1.983001	-3.325571	-1.575611	9.86649	1.69319	0.64933	0.253064	0.884284	0.781735	1.2929	2.48564	0.903897	2.81218	3.71824	0.856419	0.389856	1.30259	0.278775	1.68164	0.195413	0.967388	0.206881	0.198303	0.158527	0.15909	0.157632	0.155587	0.157778	0.158668	0.158889	0.156736	0.7611032
29430	-1570.771	-1569.841	-0.9307141	-2.03425e-05	0.0256317	0.121993	-0.000386661	-0.0144384	-0.00310596	0.00586697	-0.00776709	-0.00125767	-0.0432775	0.0189038	-0.0205798	-0.00266132	-0.576685	0.00480962	-0.0268312	0.000524516	0.0912538	0.116812	0.11681	0.119842	0.135391	0.135339	0.133399	0.132985	0.133768	0.132733	0.132566	0.1911824	-2.14719	-1.470796	0.418114	2.68007	12.5209	0.580479	1.42472	0.475597	0.833453	0.810553	1.28799	6.36741	0.75621	1.61207	0.242711	35.4095	1.06552	4.38394	1.62373	12.4072	0.229742	0.220012	0.22421	0.219643	0.21906	0.123058	0.123652	0.120378	0.120441	0.131949	0.3035697
29440	-1551.109	-1568.126	17.01724	0.000625879	-0.00205988	-0.202318	0.00897849	-0.0359253	0.0150336	-0.00137241	-0.00673412	0.00371712	-0.0246533	-0.10731	-0.0037497	-0.41836	0.0469182	0.0110969	-0.0160987	-0.0067025	0.00522904	0.210813	0.210945	0.21051	0.171952	0.173503	0.167381	0.169916	0.169683	0.168544	0.169172	0.4482601	-1.556786	-1.156324	0.0734422	0.350373	8.87104	0.876489	2.16565	1.13719	0.10188	0.745041	0.640954	0.457246	1.20056	0.21291	1.8737	0.890506	0.128021	0.260963	0.261458	0.153697	0.314641	0.306979	0.275743	0.274711	0.180794	0.189479	0.191593	0.188533	0.187274	0.188256	2.170173
29450	-1578.248	-1568.411	-9.836826	-0.0149829	0.0391913	0.0301866	-0.0060766	-0.000108204	0.10225	0.212504	0.454654	0.0083052	-0.204208	-0.0172954	0.000577995	-0.238703	0.0300907	-0.321838	-0.0333782	-0.0155705	-0.0429604	0.0965045	0.0950694	0.0988692	0.101899	0.101282	0.101271	0.112174	0.138733	0.218592	0.220415	0.762178	-2.338165	-1.387527	1.27293	1.75385	0.860204	0.36497	0.00550828	3.55916	3.28996	7.35909	0.590623	5.81238	1.83036	0.0728122	2.91957	1.15075	5.65341	1.24839	0.673669	0.911843	0.249692	0.203572	0.200081	0.200197	0.157685	0.162502	0.117784	0.113917	0.112157	0.107441	0.9065332
29460	-1583.249	-1567.406	-15.8432	-0.00198286	0.0141552	0.121203	-0.00125911	-0.00395521	-0.00204215	-0.00995024	0.0281764	0.0599484	0.00402257	-0.800707	-0.00840701	-0.953094	0.0534811	0.480431	-0.0865729	-0.0167235	-0.0264522	0.012467	0.0124423	0.0126197	0.0142458	0.0142279	0.0141717	0.0141428	0.0140028	0.0144029	0.0152928	0.8234014	-4.384669	-1.571553	0.100417	1.64115	7.35176	0.392497	0.916878	0.171164	1.48992	0.46639	9.65686	0.0741019	6.68311	0.853668	6.53053	0.736856	9.11166	0.717569	0.24843	0.616025	0.207722	0.20856	0.0936456	0.0928616	0.0358025	0.0377693	0.0610644	0.0560002	0.0550715	0.0536338	1.251981
29470	-1608.281	-1569.222	-39.05924	-0.0344266	0.186268	-0.00142875	-0.0638264	-0.100464	-0.0998947	0.66933	-0.397613	-0.0235169	-0.473961	0.0889437	-0.108502	-0.115828	-1.06418	-0.118451	-0.000763003	0.0599603	0.775289	0.0251196	0.0242696	0.0292387	0.0291969	0.0273916	0.0247734	0.0224183	0.0437813	0.0294176	0.0287339	1.749603	-3.684105	-1.583713	0.547653	8.32363	0.173214	1.85956	1.5453	0.81963	3.13368	3.91247	0.99341	1.17794	2.51751	0.516323	0.611148	6.80266	0.17673	0.0696415	0.903352	2.36827	0.205212	0.127751	0.139634	0.125276	0.111575	0.0384947	0.0341947	0.0341686	0.03628	0.0787718	6.347645
29480	-1595.489	-1567.173	-28.31668	0.0189257	-0.0122899	-0.256172	-0.0272241	-0.0970871	0.0197187	-0.00136459	-0.0933154	-0.00404381	-0.226166	-0.181465	-0.0856703	-0.423622	-0.0891437	0.00920418	-0.565728	0.201716	-0.254888	0.0260686	0.0265666	0.0262421	0.0203116	0.0197661	0.0179373	0.0182945	0.0182696	0.0166419	0.0165747	1.373545	-3.647025	-1.515517	0.933993	1.2927	5.19517	0.614759	2.96099	0.557216	0.880387	1.86892	0.852666	1.10767	1.78788	2.24383	2.43812	1.69593	0.167112	5.04195	0.738437	2.04308	0.219695	0.175225	0.146146	0.134147	0.0878223	0.0803323	0.0810751	0.0460463	0.0563377	0.0436619	4.650409
29490	-1588.145	-1567.959	-20.18545	1.0389	0.00407266	-0.111915	0.363841	-0.0258755	0.55653	0.0667583	-0.657558	0.00146601	-0.176421	-0.102455	0.0174515	0.001168	-0.00280976	-0.0243222	0.102807	-0.232553	-0.0610032	0.0483936	0.136766	0.137324	0.122784	0.176667	0.172155	0.300343	0.321077	0.166355	0.166599	1.926633	-3.028389	-1.403381	12.2633	0.119467	1.46192	3.39337	0.229405	4.4138	0.582687	17.5421	0.0298713	1.16536	1.22705	0.122702	0.09584	0.0892356	0.211644	0.88302	7.77798	0.550696	0.245765	0.206016	0.185954	0.189228	0.189449	0.188917	0.184378	0.204341	0.161942	0.152359	1.996585
29500	-1570.75	-1565.747	-5.002319	0.553622	0.120305	-0.166277	0.00398351	0.536542	0.0331904	-0.443948	0.055759	-0.00976212	0.0209982	0.00341867	-0.109421	0.00799846	0.0126409	0.00169271	0.0143757	0.0364229	0.000404049	0.109019	0.189644	0.213888	0.181123	0.181846	0.310971	0.321466	0.20622	0.218045	0.215927	1.76902	-2.216229	-1.326334	14.3274	0.977627	1.43026	0.0237572	4.90197	0.852784	2.37465	1.29084	0.074751	0.791985	0.208492	5.98447	0.393704	0.914446	0.869776	1.05228	1.08728	0.0257226	0.265449	0.271081	0.27201	0.243817	0.245775	0.248901	0.249323	0.252933	0.262315	0.262421	0.4797279
