Iteration	Replicate_ID	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
5733	1	-1608.452	-1568.477	-39.97582	0.219125	0.132256	0.13545	0.135742	0.117632	0.109261	0.112984	0.0898616	0.0724123	0.0639676
5734	0	-1599.481	-1569.795	-29.68648	0.239469	0.252266	0.249016	0.189471	0.137211	0.138521	0.124855	0.129724	0.121931	0.120786
5735	1	-1578.061	-1569.992	-8.068227	0.200494	0.151162	0.131537	0.127347	0.118906	0.100539	0.0523839	0.0481362	0.0645582	0.0648848
5736	0	-1564.605	-1567.049	2.44379	0.237763	0.235641	0.134028	0.134711	0.13753	0.137759	0.134101	0.109384	0.111024	0.114866
5737	1	-1594.528	-1566.498	-28.03025	0.213967	0.181894	0.0997093	0.10562	0.10461	0.0289479	0.0427671	0.0436941	0.0451724	0.0454551
5738	0	-1560.362	-1568.077	7.714606	0.216509	0.210173	0.122303	0.12113	0.122872	0.122726	0.124233	0.129654	0.129897	0.133612
5739	1	-1571.757	-1571.799	0.04252405	0.210402	0.145612	0.146012	0.149623	0.0963624	0.0946661	0.092146	0.0920799	0.0953339	0.0966634
5740	0	-1574.943	-1567.284	-7.658221	0.251303	0.243426	0.174042	0.172417	0.1728	0.146474	0.147233	0.14014	0.132709	0.151791
5741	1	-1568.178	-1567.75	-0.427621	0.198942	0.127537	0.120397	0.127138	0.0498879	0.0524516	0.0532614	0.0550326	0.0550812	0.0607543
5742	0	-1553.776	-1569.024	15.24744	0.239203	0.244673	0.218331	0.219963	0.190089	0.188975	0.178914	0.177825	0.187553	0.192711
5743	1	-1585.066	-1568.616	-16.44999	0.229364	0.157377	0.142967	0.14399	0.144567	0.0993277	0.0881804	0.0903954	0.105901	0.0998621
5744	0	-1587.362	-1568.444	-18.91799	0.211011	0.151893	0.128753	0.13232	0.106535	0.103432	0.103199	0.103147	0.0277497	0.0283452
5745	1	-1596.744	-1565.973	-30.77144	0.272045	0.26312	0.287857	0.239063	0.211568	0.212009	0.221336	0.237049	0.23857	0.249485
5746	0	-1558.417	-1569.952	11.5351	0.254225	0.246222	0.178607	0.167578	0.167573	0.167474	0.124278	0.123803	0.111688	0.109625
5747	1	-1577.32	-1567.946	-9.374153	0.225901	0.225955	0.0956067	0.0962596	0.0877171	0.0877167	0.0868897	0.086982	0.0873005	0.0880994
5748	0	-1560.571	-1569.021	8.449862	0.22369	0.242185	0.153667	0.157109	0.151568	0.149685	0.159651	0.16422	0.163884	0.16539
5749	1	-1548.852	-1566.864	18.01145	0.238942	0.239053	0.164958	0.164588	0.144664	0.149117	0.149153	0.149911	0.154969	0.16395
5750	0	-1579.176	-1567.878	-11.29763	0.252169	0.237766	0.231475	0.164569	0.122382	0.119078	0.118436	0.119294	0.121539	0.122949
5751	1	-1577.992	-1567.468	-10.52413	0.252971	0.296727	0.184381	0.27697	0.122276	0.121712	0.128899	0.239358	0.159368	0.542306
5752	0	-1573.229	-1567.741	-5.488381	0.219354	0.162217	0.144664	0.150459	0.0669372	0.0666143	0.0526011	0.0555423	0.0555414	0.0559198
5753	1	-1575.574	-1567.975	-7.598287	0.253818	0.275746	0.175751	0.169316	0.169212	0.169471	0.204965	0.262727	0.169551	0.122046
5754	0	-1574.65	-1566.829	-7.820932	0.192597	0.191067	0.19423	0.19389	0.176776	0.191521	0.191808	0.195845	0.196287	0.203221
5755	1	-1556.553	-1568.433	11.88056	0.245459	0.188616	0.186911	0.174546	0.164227	0.163423	0.161464	0.158317	0.155619	0.155793
5756	0	-1580.256	-1567.124	-13.13189	0.186881	0.187479	0.180577	0.165962	0.16613	0.169799	0.169055	0.171746	0.172687	0.115018
5757	1	-1568.485	-1567.299	-1.186228	0.254141	0.254171	0.256083	0.24263	0.242457	0.264785	0.268363	0.268274	0.268314	0.218127
5758	0	-1581.31	-1566.269	-15.04108	0.221936	0.163705	0.163614	0.154599	0.159553	0.139583	0.133145	0.122261	0.124577	0.133344
5759	1	-1591.644	-1566.907	-24.73749	0.2432	0.241302	0.236054	0.221383	0.220167	0.229702	0.232325	0.237982	0.225234	0.229027
5760	0	-1568.935	-1564.856	-4.079035	0.230037	0.233939	0.233557	0.234549	0.22492	0.224945	0.218624	0.221156	0.213281	0.211515
5761	1	-1589.747	-1568.023	-21.72381	0.269673	0.269674	0.25298	0.237394	0.242637	0.243849	0.239987	0.238801	0.221137	0.227684
5762	0	-1577.3	-1569.061	-8.238524	0.195143	0.189782	0.183162	0.129266	0.128844	0.133353	0.134999	0.136348	0.143427	0.143326
5763	1	-1577.318	-1567.323	-9.995606	0.269546	0.267277	0.230527	0.234352	0.221089	0.213563	0.209815	0.220424	0.194165	0.208393
5764	0	-1555.249	-1569.818	14.56886	0.277764	0.277842	0.27775	0.277703	0.2395	0.24229	0.171711	0.171051	0.171123	0.171036
5765	1	-1575.422	-1568.994	-6.428012	0.283886	0.283741	0.266842	0.253643	0.293245	0.229174	0.218057	0.193699	0.15147	0.130006
5766	0	-1588.865	-1569.875	-18.98963	0.273649	0.276941	0.272778	0.29129	0.28914	0.360726	0.370355	0.369778	0.367809	0.312785
5767	1	-1587.444	-1569.85	-17.59346	0.268517	0.246818	0.211085	0.21164	0.216245	0.228377	0.249186	0.228212	0.11456	0.113467
5768	0	-1578.163	-1568.879	-9.283633	0.297122	0.27726	0.203482	0.202628	0.202331	0.175608	0.164152	0.163608	0.159642	0.0353881
5769	1	-1566.744	-1570.025	3.280362	0.22163	0.207437	0.20824	0.153262	0.153636	0.153599	0.155506	0.137157	0.125431	0.0864702
5770	0	-1581.804	-1566.226	-15.57824	0.23179	0.199201	0.117921	0.118226	0.117611	0.0949152	0.0929957	0.0952623	0.0839367	0.0847591
5771	1	-1532.642	-1566.85	34.20817	0.2271	0.188644	0.181579	0.154068	0.10903	0.0942454	0.0957741	0.0803527	0.081698	0.0734905
5772	0	-1572.77	-1567.301	-5.46922	0.259898	0.255621	0.270159	0.280917	0.281088	0.266999	0.263263	0.282341	0.281148	0.280945
5773	1	-1527.065	-1568.911	41.84664	0.300745	0.280353	0.281074	0.277541	0.233975	0.24214	0.2415	0.23359	0.215524	0.215385
5774	0	-1572.375	-1565.468	-6.90681	0.208293	0.209969	0.210558	0.208995	0.199583	0.20017	0.199486	0.200134	0.13258	0.132833
5775	1	-1570.678	-1567.229	-3.448382	0.235662	0.252459	0.220205	0.16839	0.126771	0.114368	0.108803	0.165341	0.139825	0.138544
5776	0	-1566.944	-1565.254	-1.689711	0.228954	0.227142	0.227405	0.226959	0.228127	0.229084	0.227619	0.228378	0.234769	0.233859
5777	1	-1571.779	-1569.132	-2.647445	0.2422	0.243135	0.25174	0.250275	0.171118	0.179339	0.120031	0.112107	0.11223	0.112216
5778	0	-1597.172	-1565.179	-31.99269	0.210416	0.210854	0.185144	0.183392	0.173279	0.166315	0.171466	0.17037	0.162111	0.215854
5779	1	-1579.761	-1565.917	-13.84403	0.24975	0.252241	0.252386	0.250706	0.250609	0.257264	0.259852	0.260098	0.269433	0.279819
5780	0	-1581.756	-1565.518	-16.23813	0.206865	0.206971	0.20714	0.197388	0.196704	0.197299	0.155091	0.154931	0.126036	0.123505
5781	1	-1598.935	-1567.954	-30.98121	0.236517	0.238454	0.10163	0.0969329	0.102896	0.101259	0.101159	0.103682	0.109043	0.109539
5782	0	-1568.037	-1566.418	-1.619066	0.196787	0.196872	0.196469	0.199159	0.198912	0.198333	0.197859	0.196988	0.197012	0.197285
5783	1	-1580.675	-1570.041	-10.63429	0.217773	0.215661	0.215883	0.102045	0.103926	0.104809	0.0889877	0.0874154	0.0870141	0.0877884
5784	0	-1572.541	-1565.494	-7.047742	0.225176	0.222128	0.225627	0.225885	0.228339	0.227355	0.226178	0.226055	0.217535	0.210729
5785	1	-1582.905	-1564.688	-18.21645	0.222223	0.219868	0.216686	0.208849	0.157139	0.150743	0.149991	0.147928	0.143951	0.156636
5786	0	-1574.069	-1564.704	-9.364564	0.224938	0.229425	0.227337	0.232745	0.222474	0.222747	0.227804	0.227079	0.194436	0.192479
5787	1	-1586.907	-1567.041	-19.86661	0.2262	0.219413	0.195236	0.192901	0.184358	0.185329	0.187611	0.208975	0.20874	0.212681
5788	0	-1599.518	-1566.354	-33.1641	0.207313	0.172235	0.174856	0.178822	0.187917	0.174222	0.152713	0.162005	0.129909	0.131578
5789	1	-1587.844	-1564.176	-23.66791	0.224576	0.241731	0.206939	0.204066	0.191493	0.18461	0.185973	0.18547	0.188688	0.193279
5790	0	-1593.628	-1572.114	-21.51323	0.210685	0.199819	0.194323	0.192137	0.191006	0.189519	0.188543	0.231902	0.233251	0.238058
5791	1	-1581.308	-1564.359	-16.94915	0.220195	0.2022	0.200036	0.200132	0.200761	0.198517	0.185695	0.182603	0.179794	0.180192
5792	0	-1590.246	-1568.205	-22.04121	0.199783	0.2026	0.192671	0.196125	0.194607	0.194439	0.186734	0.178998	0.179556	0.179258
5793	1	-1594.466	-1567.583	-26.8827	0.204472	0.204071	0.208464	0.214632	0.216857	0.218311	0.175971	0.176375	0.198007	0.175793
5794	0	-1567.397	-1564.829	-2.568262	0.214112	0.2137	0.213359	0.213538	0.21155	0.211956	0.214305	0.219445	0.279032	0.27915
5795	1	-1570.966	-1564.879	-6.087033	0.214887	0.24539	0.262538	0.268202	0.277029	0.262604	0.268927	0.275576	0.243331	0.240939
5796	0	-1569.761	-1568.616	-1.144307	0.218683	0.220738	0.213241	0.20944	0.201242	0.20008	0.199382	0.198793	0.199411	0.198214
5797	1	-1595.629	-1564.792	-30.83718	0.224057	0.221128	0.220835	0.224528	0.226054	0.200771	0.174907	0.177407	0.144274	0.13234
5798	0	-1558.011	-1565.414	7.403417	0.202574	0.201116	0.200165	0.197982	0.19791	0.196294	0.194436	0.193748	0.193764	0.193254
5799	1	-1591.112	-1566.682	-24.42992	0.216035	0.220077	0.238528	0.25467	0.23433	0.276565	0.274897	0.249564	0.248328	0.247956
5800	0	-1598.6	-1565.642	-32.95779	0.233653	0.226751	0.216805	0.215825	0.203077	0.202874	0.195074	0.189323	0.281905	0.276953
5801	1	-1587.012	-1565.23	-21.78195	0.239343	0.264992	0.264491	0.26428	0.210992	0.202743	0.20217	0.201445	0.1969	0.256093
5802	0	-1579.398	-1565.705	-13.69314	0.228041	0.225308	0.218723	0.227609	0.231298	0.23229	0.238418	0.268573	0.226135	0.222347
5803	1	-1592.098	-1566.385	-25.7121	0.209227	0.21211	0.219836	0.217202	0.188516	0.165296	0.152334	0.137148	0.136403	0.137443
5804	0	-1585.197	-1566.769	-18.42744	0.198711	0.19667	0.193986	0.195488	0.194525	0.195133	0.196208	0.243768	0.248776	0.250399
5805	1	-1575.657	-1564.609	-11.04812	0.20963	0.211147	0.20604	0.206205	0.205279	0.207185	0.204763	0.20527	0.205612	0.205364
5806	0	-1576.624	-1565.958	-10.66612	0.197503	0.185497	0.186647	0.190357	0.199531	0.135287	0.135985	0.136069	0.131755	0.141305
5807	1	-1568.516	-1566.088	-2.427505	0.208155	0.20816	0.208354	0.208394	0.208662	0.208397	0.208011	0.19832	0.197549	0.197499
5808	0	-1562.438	-1568.461	6.022344	0.186576	0.187077	0.182881	0.188987	0.183249	0.182173	0.182628	0.179933	0.181724	0.160831
5809	1	-1573.89	-1570.978	-2.911617	0.188614	0.188562	0.189039	0.188478	0.18821	0.185841	0.185626	0.184702	0.183182	0.183037
5810	0	-1565.58	-1565.642	0.0612178	0.216965	0.214181	0.214189	0.210166	0.265357	0.265081	0.263239	0.263872	0.261503	0.256256
5811	1	-1556.351	-1566.708	10.35648	0.258465	0.257748	0.258065	0.26264	0.261557	0.258827	0.258747	0.259932	0.259391	0.259502
5812	0	-1569.225	-1564.924	-4.300819	0.210068	0.210116	0.201945	0.20278	0.202814	0.208605	0.232643	0.232712	0.232547	0.230625
5813	1	-1552.181	-1565.026	12.84551	0.231065	0.233414	0.236749	0.234995	0.231309	0.23055	0.22618	0.220742	0.229646	0.227781
5814	0	-1584.791	-1567.698	-17.09276	0.217611	0.214186	0.214811	0.215292	0.219217	0.217797	0.257024	0.257035	0.257116	0.279555
5815	1	-1588.654	-1567.925	-20.72881	0.22043	0.219918	0.264195	0.188529	0.185378	0.203946	0.204053	0.209789	0.209941	0.250864
5816	0	-1574.969	-1565.924	-9.045102	0.224968	0.23131	0.231089	0.237797	0.23776	0.237006	0.215948	0.215678	0.221959	0.221471
5817	1	-1582.968	-1569.03	-13.93733	0.208902	0.207689	0.183249	0.180384	0.13741	0.136526	0.139108	0.159861	0.14322	0.155945
5818	0	-1545.283	-1565.159	19.87509	0.235481	0.235521	0.233073	0.232992	0.232127	0.232413	0.232198	0.231531	0.231431	0.231298
5819	1	-1588.84	-1567.088	-21.75183	0.253625	0.18209	0.106704	0.113068	0.109057	0.108047	0.0877405	0.0901095	0.0856369	0.0813978
5820	0	-1553.852	-1565.02	11.16773	0.222346	0.214285	0.214948	0.214908	0.211644	0.210929	0.209284	0.209001	0.207073	0.225123
5821	1	-1553.694	-1568.684	14.99022	0.280984	0.179245	0.174689	0.169599	0.145181	0.119502	0.116304	0.130096	0.165654	0.1189
5822	0	-1551.423	-1564.778	13.35513	0.217643	0.219629	0.219396	0.216599	0.21207	0.211419	0.210254	0.210275	0.210097	0.209885
5823	1	-1582.673	-1568.859	-13.81376	0.208129	0.199509	0.179538	0.112696	0.10842	0.108439	0.10851	0.108348	0.108553	0.106141
5824	0	-1575.081	-1565.523	-9.558698	0.206039	0.207126	0.208361	0.212007	0.140666	0.141625	0.141585	0.145586	0.145391	0.144528
5825	1	-1585.325	-1567.648	-17.67716	0.201524	0.171249	0.0941593	0.0873355	0.088109	0.0888877	0.0822905	0.0787113	0.0767793	0.0724523
5826	0	-1585.967	-1566.649	-19.31758	0.217495	0.216796	0.215009	0.217834	0.218482	0.21362	0.212091	0.211444	0.211549	0.21117
5827	1	-1578.798	-1567.379	-11.41834	0.218204	0.164216	0.0791543	0.0997058	0.0993098	0.0906767	0.0904981	0.0799447	0.0773195	0.0750977
5828	0	-1584.865	-1564.723	-20.14142	0.207863	0.20883	0.212068	0.221992	0.222052	0.213816	0.256612	0.256183	0.256236	0.254125
5829	1	-1577.572	-1570.022	-7.549994	0.287477	0.270494	0.254677	0.252106	0.251794	0.249297	0.240635	0.233305	0.238562	0.238629
5830	0	-1572.502	-1565.007	-7.495355	0.229697	0.225696	0.224868	0.216855	0.200047	0.199007	0.198855	0.268384	0.27861	0.288357
5831	1	-1586.834	-1566.827	-20.00692	0.272938	0.273475	0.270269	0.278276	0.278457	0.386151	0.385145	0.454095	0.472736	0.483407
5832	0	-1573.04	-1565.879	-7.160889	0.236303	0.234271	0.224251	0.228737	0.229245	0.227727	0.228274	0.225837	0.187021	0.181877
5833	1	-1573.455	-1569.141	-4.314414	0.240528	0.237797	0.228297	0.118648	0.120007	0.122198	0.137878	0.138121	0.141658	0.140191
5834	0	-1574.778	-1565.846	-8.932212	0.233842	0.233673	0.218251	0.203248	0.17853	0.182749	0.183832	0.19241	0.196552	0.181159
5835	1	-1566.964	-1570.837	3.873146	0.228715	0.254311	0.201826	0.20205	0.199576	0.199835	0.20239	0.171741	0.185833	0.199286
5836	0	-1587.144	-1565.345	-21.79982	0.234647	0.192097	0.192139	0.193146	0.175808	0.176049	0.173928	0.170023	0.174497	0.174663
5837	1	-1588.839	-1568.632	-20.20653	0.269274	0.268702	0.266064	0.25514	0.248813	0.230485	0.222712	0.221713	0.224488	0.232991
5838	0	-1574.866	-1568.526	-6.339395	0.262856	0.267335	0.272867	0.272418	0.237105	0.264421	0.264609	0.276272	0.276264	0.269734
5839	1	-1588.724	-1569.384	-19.33947	0.249632	0.258083	0.17414	0.173469	0.215885	0.215501	0.215671	0.209397	0.200103	0.191338
5840	0	-1567.485	-1565.443	-2.042386	0.226264	0.236503	0.237869	0.235635	0.227468	0.226166	0.225188	0.247057	0.246636	0.249694
5841	1	-1577.657	-1566.8	-10.85635	0.238838	0.227296	0.154394	0.153175	0.141131	0.130048	0.122264	0.171572	0.15217	0.134346
5842	0	-1575.044	-1567.179	-7.864296	0.228019	0.228125	0.224816	0.235851	0.231649	0.231588	0.214277	0.213246	0.217855	0.144804
5843	1	-1612.607	-1567.167	-45.43959	0.221704	0.206685	0.115006	0.121712	0.111308	0.110455	0.111598	0.0554565	0.055541	0.126189
5844	0	-1564.139	-1565.564	1.425767	0.250378	0.230971	0.225732	0.226568	0.232907	0.224598	0.23017	0.234309	0.216438	0.21609
5845	1	-1612.654	-1567.304	-45.35045	0.217579	0.141386	0.110513	0.10572	0.110749	0.0563484	0.0576195	0.0726158	0.0842885	0.10782
5846	0	-1581.02	-1567.581	-13.43875	0.249303	0.250241	0.260096	0.26241	0.213149	0.215483	0.217554	0.212994	0.208221	0.226599
5847	1	-1586.791	-1565.706	-21.08473	0.224814	0.231512	0.269997	0.262991	0.214993	0.15935	0.175792	0.160639	0.163812	0.106813
5848	0	-1587.088	-1567.416	-19.67194	0.237257	0.235566	0.235656	0.235993	0.244869	0.150999	0.148321	0.148522	0.145139	0.0742928
5849	1	-1586.473	-1565.958	-20.5145	0.22483	0.214601	0.215881	0.21711	0.218998	0.207884	0.211357	0.209985	0.112008	0.116505
5850	0	-1569.843	-1569.074	-0.7691871	0.274366	0.262193	0.258681	0.254304	0.263389	0.267518	0.163844	0.162586	0.163426	0.162122
5851	1	-1585.714	-1568.428	-17.28657	0.223978	0.232129	0.10596	0.117033	0.119893	0.119148	0.11638	0.115573	0.112676	0.111276
5852	0	-1534.197	-1567.465	33.26783	0.222092	0.221777	0.222032	0.221879	0.222267	0.222302	0.22253	0.222558	0.222532	0.222524
5853	1	-1588.919	-1565.581	-23.33806	0.236394	0.234726	0.234096	0.224941	0.218339	0.186957	0.187054	0.176286	0.171405	0.186427
5854	0	-1552.821	-1567.702	14.88178	0.227951	0.228689	0.228905	0.228881	0.229306	0.231843	0.231839	0.232734	0.231698	0.231793
5855	1	-1578.63	-1564.937	-13.69364	0.21711	0.216297	0.220601	0.227458	0.22528	0.217806	0.226289	0.235544	0.224533	0.222866
5856	0	-1564.383	-1565.519	1.136069	0.227405	0.227323	0.226056	0.225869	0.225467	0.205328	0.206493	0.198504	0.198406	0.201483
5857	1	-1532.826	-1565.513	32.68683	0.20576	0.206315	0.206007	0.205956	0.206026	0.206117	0.206093	0.206359	0.206357	0.206372
5858	0	-1566.599	-1567.533	0.9346948	0.251115	0.251374	0.251529	0.251515	0.252038	0.252283	0.250952	0.25083	0.247892	0.255764
5859	1	-1584.838	-1567.888	-16.9494	0.189199	0.196406	0.195938	0.19618	0.196206	0.215723	0.218184	0.217049	0.214353	0.214977
5860	0	-1565.472	-1567.398	1.925857	0.268291	0.27194	0.27661	0.27524	0.275836	0.275408	0.275038	0.27528	0.279226	0.264632
5861	1	-1567.875	-1565.731	-2.143896	0.193458	0.193066	0.193429	0.194423	0.193095	0.193096	0.197752	0.199348	0.199022	0.188828
5862	0	-1558.579	-1568.552	9.972706	0.259104	0.257288	0.237031	0.232375	0.228738	0.23449	0.233756	0.235002	0.234906	0.22469
5863	1	-1580.303	-1565.07	-15.23247	0.212313	0.213132	0.218631	0.288006	0.288699	0.281495	0.283065	0.2843	0.285142	0.268052
5864	0	-1581.063	-1568.359	-12.70377	0.282316	0.289362	0.292097	0.293655	0.144635	0.176105	0.169608	0.243728	0.255864	0.224573
5865	1	-1568.675	-1565.581	-3.093915	0.198682	0.197065	0.184778	0.181606	0.173042	0.16882	0.168197	0.164975	0.16489	0.187774
5866	0	-1592.277	-1567.718	-24.55841	0.298709	0.245594	0.233965	0.218819	0.16747	0.1734	0.173189	0.160083	0.161595	0.195572
5867	1	-1556.484	-1564.984	8.500068	0.215019	0.215878	0.215736	0.237456	0.237523	0.237525	0.238384	0.238386	0.238027	0.236995
5868	0	-1587.304	-1567.874	-19.42996	0.230296	0.196665	0.188282	0.187464	0.106265	0.138723	0.138605	0.136882	0.139293	0.13292
5869	1	-1570.175	-1564.881	-5.293418	0.219936	0.218211	0.224121	0.221708	0.226401	0.226189	0.228922	0.235652	0.231047	0.230856
5870	0	-1589.797	-1569.139	-20.65784	0.256154	0.192777	0.190531	0.183227	0.110702	0.113703	0.103775	0.0981996	0.071566	0.0728262
5871	1	-1564.964	-1567.58	2.615377	0.231488	0.228931	0.221697	0.222078	0.221877	0.236244	0.236215	0.240264	0.242009	0.240804
5872	0	-1540.774	-1568.523	27.74891	0.235396	0.236853	0.172314	0.172094	0.172505	0.169249	0.169325	0.169931	0.172715	0.17279
5873	1	-1585.838	-1565.85	-19.98776	0.211639	0.199745	0.18669	0.184337	0.19213	0.195165	0.211151	0.213242	0.251062	0.249639
5874	0	-1550.068	-1566.908	16.84029	0.241684	0.241672	0.153006	0.155957	0.157107	0.152735	0.152787	0.152609	0.142816	0.148197
5875	1	-1577.327	-1565.487	-11.8404	0.225152	0.229763	0.248365	0.23396	0.230496	0.204286	0.207621	0.206933	0.207275	0.206908
5876	0	-1600.479	-1569.115	-31.36335	0.222498	0.213613	0.0932093	0.0940565	0.0980495	0.111632	0.112021	0.113672	0.111209	0.111176
5877	1	-1591.22	-1567.398	-23.82135	0.199503	0.198386	0.14559	0.14421	0.151865	0.154618	0.169177	0.174921	0.172964	0.172468
5878	0	-1551.684	-1568.597	16.91254	0.240311	0.237304	0.236835	0.142825	0.142622	0.142549	0.141452	0.139315	0.145927	0.145627
5879	1	-1591.692	-1565.273	-26.41893	0.211526	0.213874	0.215337	0.21327	0.155661	0.153552	0.153964	0.154883	0.165977	0.17325
5880	0	-1561.053	-1569.426	8.373384	0.276868	0.285747	0.148239	0.141966	0.12962	0.135649	0.131114	0.158206	0.157922	0.142378
5881	1	-1594.708	-1567.732	-26.97607	0.190783	0.175028	0.0894989	0.0889982	0.0622318	0.0626322	0.0635761	0.0748668	0.0749679	0.0753998
5882	0	-1581.127	-1568.043	-13.08367	0.233925	0.22797	0.220409	0.15744	0.0748383	0.103356	0.103001	0.0820008	0.0821463	0.071252
5883	1	-1592.867	-1566.244	-26.62297	0.211998	0.200693	0.193767	0.197319	0.236765	0.101664	0.106111	0.128291	0.126806	0.117058
5884	0	-1568.825	-1567.929	-0.8955989	0.212566	0.207786	0.109978	0.10887	0.109923	0.0992412	0.101267	0.102061	0.102116	0.103265
5885	1	-1576.679	-1566.74	-9.939803	0.206881	0.198303	0.158527	0.15909	0.157632	0.155587	0.157778	0.158668	0.158889	0.156736
5886	0	-1578.542	-1568.895	-9.647549	0.273908	0.188366	0.175798	0.175093	0.144933	0.139803	0.139468	0.140313	0.135011	0.134903
5887	1	-1570.771	-1569.841	-0.9307141	0.229742	0.220012	0.22421	0.219643	0.21906	0.123058	0.123652	0.120378	0.120441	0.131949
5888	0	-1569.217	-1566.524	-2.693184	0.27599	0.221218	0.211174	0.222	0.221137	0.221468	0.221005	0.31676	0.30639	0.306274
5889	1	-1551.109	-1568.126	17.01724	0.314641	0.306979	0.275743	0.274711	0.180794	0.189479	0.191593	0.188533	0.187274	0.188256
5890	0	-1586.49	-1567	-19.49082	0.266329	0.251112	0.262865	0.256822	0.281278	0.272612	0.238963	0.266889	0.27853	0.277244
5891	1	-1578.248	-1568.411	-9.836826	0.249692	0.203572	0.200081	0.200197	0.157685	0.162502	0.117784	0.113917	0.112157	0.107441
5892	0	-1551.12	-1567.236	16.11561	0.287879	0.29161	0.201866	0.185356	0.186125	0.184953	0.185494	0.18779	0.187748	0.187448
5893	1	-1583.249	-1567.406	-15.8432	0.207722	0.20856	0.0936456	0.0928616	0.0358025	0.0377693	0.0610644	0.0560002	0.0550715	0.0536338
5894	0	-1582.157	-1567.131	-15.02617	0.236991	0.223354	0.219455	0.220773	0.0893633	0.0992012	0.0994045	0.100602	0.126554	0.129608
5895	1	-1608.281	-1569.222	-39.05924	0.205212	0.127751	0.139634	0.125276	0.111575	0.0384947	0.0341947	0.0341686	0.03628	0.0787718
5896	0	-1588.64	-1566.402	-22.23749	0.252097	0.246847	0.17491	0.173274	0.171442	0.167441	0.147038	0.141119	0.15153	0.151974
5897	1	-1595.489	-1567.173	-28.31668	0.219695	0.175225	0.146146	0.134147	0.0878223	0.0803323	0.0810751	0.0460463	0.0563377	0.0436619
5898	0	-1593.19	-1569.857	-23.33338	0.234458	0.148595	0.148822	0.158244	0.166614	0.155397	0.15768	0.157689	0.167259	0.166996
5899	1	-1588.145	-1567.959	-20.18545	0.245765	0.206016	0.185954	0.189228	0.189449	0.188917	0.184378	0.204341	0.161942	0.152359
5900	0	-1592.502	-1567.85	-24.65181	0.208975	0.172769	0.175964	0.175666	0.145314	0.140043	0.140072	0.142045	0.141742	0.104626
5901	1	-1570.75	-1565.747	-5.002319	0.265449	0.271081	0.27201	0.243817	0.245775	0.248901	0.249323	0.252933	0.262315	0.262421
5902	0	-1569.204	-1569.719	0.5142922	0.250257	0.249453	0.163635	0.166708	0.167208	0.163204	0.162664	0.161535	0.16391	0.163797
5903	1	-1559.985	-1568.069	8.083967	0.254253	0.255109	0.258723	0.258738	0.258512	0.258341	0.258196	0.258036	0.258181	0.258342
5904	0	-1575.24	-1569.34	-5.900038	0.298961	0.284366	0.178144	0.160949	0.166318	0.167296	0.19089	0.193075	0.191774	0.189286
5905	1	-1571.233	-1568.36	-2.873198	0.257514	0.253093	0.254986	0.254926	0.197218	0.196442	0.194724	0.174154	0.176174	0.201179
5906	0	-1585.599	-1569.008	-16.59099	0.318915	0.307994	0.266686	0.175811	0.166439	0.156126	0.157308	0.171091	0.166695	0.166293
5907	1	-1587.166	-1567.053	-20.11297	0.236089	0.203275	0.203823	0.189105	0.185134	0.105127	0.103825	0.102891	0.104142	0.0861109
5908	0	-1579.645	-1568.34	-11.30485	0.241742	0.24109	0.240044	0.189716	0.145701	0.149569	0.122653	0.12268	0.122718	0.122359
5909	1	-1575.869	-1567.19	-8.679073	0.269275	0.252279	0.199619	0.180217	0.175118	0.159474	0.159326	0.162515	0.163908	0.163836
5910	0	-1538.132	-1568.012	29.87987	0.237543	0.237628	0.203039	0.166676	0.17169	0.171715	0.1666	0.160545	0.157345	0.176109
5911	1	-1578.445	-1571.544	-6.900613	0.335481	0.342451	0.332374	0.310399	0.172574	0.228995	0.236791	0.238621	0.266255	0.123398
5912	0	-1547.628	-1567.87	20.24279	0.302574	0.306881	0.229915	0.210667	0.210469	0.211709	0.215887	0.215883	0.215877	0.217505
5913	1	-1566.418	-1569.209	2.790959	0.241538	0.219155	0.214024	0.213263	0.162762	0.162733	0.161095	0.183101	0.180133	0.168112
5914	0	-1560.823	-1568.026	7.203297	0.279669	0.27559	0.277045	0.278394	0.282068	0.2814	0.286399	0.286106	0.285418	0.282389
5915	1	-1568.949	-1571.467	2.518086	0.317728	0.322561	0.323032	0.310795	0.297024	0.295069	0.299845	0.297367	0.281158	0.296733
5916	0	-1549.331	-1568.512	19.18067	0.271976	0.271204	0.266575	0.266409	0.265682	0.265925	0.266036	0.265982	0.266824	0.267642
5917	1	-1565.438	-1575.697	10.25884	0.263121	0.262142	0.263607	0.258835	0.257077	0.251589	0.251777	0.252647	0.248983	0.247615
5918	0	-1550.228	-1567.696	17.46747	0.245134	0.24491	0.245347	0.245808	0.241701	0.241773	0.242283	0.242198	0.245567	0.245646
5919	1	-1565.806	-1569.706	3.900066	0.342655	0.321361	0.324716	0.327009	0.276423	0.282023	0.285227	0.285579	0.285542	0.28372
5920	0	-1570.056	-1568.268	-1.788021	0.252294	0.242905	0.242019	0.240819	0.225617	0.225865	0.228565	0.193942	0.180408	0.180511
5921	1	-1565.155	-1567.949	2.793846	0.300361	0.300396	0.252534	0.221116	0.225126	0.224983	0.223829	0.200716	0.196371	0.19564
