Iteration	Replicate_ID	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]
184	0	-1584.787	-1565.29	-19.49671	0.20262	0.214738	0.213897	0.203425	0.20761	0.201895	0.200819	0.202106	0.198124	0.198425
185	1	-1589.144	-1569.204	-19.93949	0.19803	0.201081	0.166229	0.134169	0.120127	0.0559122	0.0624281	0.0628928	0.0535635	0.0519877
186	0	-1565.219	-1565.338	0.1190077	0.209991	0.208716	0.208514	0.208584	0.209077	0.208558	0.209036	0.208629	0.208244	0.207495
187	1	-1586.828	-1566.035	-20.79324	0.234645	0.180683	0.130204	0.132389	0.103279	0.0984161	0.103553	0.0931591	0.0738825	0.0680898
188	0	-1588.125	-1565.536	-22.58957	0.222431	0.223663	0.21987	0.219296	0.21779	0.214531	0.216657	0.212247	0.213425	0.220052
189	1	-1578.031	-1567.262	-10.76886	0.231349	0.201245	0.178638	0.181869	0.0929862	0.0942299	0.149619	0.139959	0.15227	0.153889
190	0	-1601.296	-1567.273	-34.02223	0.18822	0.182785	0.193933	0.193824	0.198061	0.1777	0.170171	0.186581	0.184808	0.185301
191	1	-1593.883	-1572.98	-20.90311	0.210113	0.168147	0.136767	0.207999	0.168635	0.114516	0.0877159	0.0828741	0.085365	0.0486999
192	0	-1548.318	-1565.955	17.63665	0.196763	0.196813	0.196818	0.198414	0.198684	0.19907	0.198939	0.19841	0.198133	0.198126
193	1	-1598.363	-1568.263	-30.10002	0.225565	0.215062	0.0856026	0.0894528	0.0710651	0.0407685	0.0378401	0.0377526	0.0377743	0.0388424
194	0	-1572.234	-1565.106	-7.127977	0.212787	0.213914	0.214594	0.214455	0.214415	0.214329	0.214622	0.215475	0.215408	0.215427
195	1	-1584.359	-1568.33	-16.02834	0.209647	0.195396	0.171673	0.109374	0.0615602	0.0398443	0.0328792	0.0434161	0.04245	0.0812002
196	0	-1578.64	-1565.225	-13.41582	0.218805	0.20784	0.230726	0.235529	0.235802	0.232646	0.242635	0.239297	0.232274	0.243903
197	1	-1587.918	-1566.614	-21.30449	0.222915	0.204309	0.137471	0.116546	0.109169	0.0922298	0.0917726	0.0918516	0.0809643	0.0418134
198	0	-1585.138	-1565.534	-19.60367	0.234162	0.234442	0.233584	0.237729	0.207523	0.202427	0.201831	0.200989	0.205654	0.208664
199	1	-1590.762	-1568.456	-22.30614	0.214155	0.217975	0.140551	0.14252	0.145438	0.0518459	0.050957	0.0509961	0.0494299	0.0486265
200	0	-1565.136	-1566.615	1.47889	0.192237	0.192522	0.189588	0.18595	0.185833	0.21027	0.238503	0.237355	0.237946	0.235217
201	1	-1553.952	-1569.134	15.18225	0.204235	0.194384	0.138628	0.134543	0.133444	0.105618	0.105058	0.103179	0.103851	0.101427
202	0	-1557.006	-1564.564	7.558206	0.214979	0.221637	0.22144	0.219914	0.210869	0.211269	0.211746	0.217804	0.207866	0.208306
203	1	-1575.633	-1569.079	-6.554263	0.278786	0.251032	0.202864	0.215517	0.116081	0.112505	0.116978	0.110351	0.107421	0.0579791
204	0	-1586.894	-1572.075	-14.81863	0.218775	0.188032	0.17698	0.173259	0.17241	0.2374	0.292582	0.34457	0.336233	0.341012
205	1	-1590.949	-1568.823	-22.12591	0.240922	0.233585	0.183365	0.169278	0.163323	0.160063	0.0697327	0.0843157	0.0847097	0.070196
206	0	-1562.554	-1565.528	2.974126	0.248955	0.250199	0.212127	0.220856	0.216743	0.211619	0.214462	0.213957	0.218767	0.211724
207	1	-1577.957	-1567.103	-10.85357	0.224713	0.21109	0.180719	0.1792	0.126288	0.1218	0.120885	0.115595	0.115325	0.114571
208	0	-1570.185	-1568.911	-1.274075	0.216745	0.232678	0.232842	0.121088	0.122301	0.121014	0.129736	0.12942	0.153657	0.153979
209	1	-1584.644	-1567.031	-17.61347	0.229421	0.203511	0.124989	0.0844646	0.0844423	0.0892235	0.0877491	0.0997184	0.0958302	0.0956113
210	0	-1597.012	-1567.688	-29.32447	0.239743	0.235273	0.139667	0.155233	0.072302	0.0626357	0.0527775	0.0518449	0.0424336	0.0355813
211	1	-1593.292	-1569.366	-23.92641	0.218972	0.139781	0.13128	0.0892627	0.102676	0.101898	0.104954	0.113693	0.117015	0.105325
212	0	-1596.276	-1569.652	-26.62403	0.232184	0.190544	0.0658828	0.0618235	0.062577	0.0651187	0.0704202	0.0894257	0.0975441	0.0896789
213	1	-1571.087	-1566.787	-4.299919	0.224656	0.194141	0.116842	0.111406	0.0352768	0.0353888	0.0397379	0.0401371	0.0460577	0.042524
214	0	-1572.042	-1567.173	-4.869196	0.220624	0.12628	0.104668	0.108733	0.0601594	0.056816	0.0571152	0.0443842	0.0459077	0.0483191
215	1	-1572.622	-1568.362	-4.259445	0.204711	0.155898	0.153798	0.156122	0.0998644	0.0678534	0.083803	0.0974855	0.0995236	0.0985408
216	0	-1556.13	-1567.822	11.69237	0.189407	0.179728	0.107001	0.118239	0.0714417	0.0203599	0.0205135	0.0208984	0.0236414	0.0239556
217	1	-1575.621	-1567.581	-8.040005	0.253184	0.265573	0.20362	0.182097	0.178436	0.16024	0.162186	0.164458	0.164088	0.1666
218	0	-1584.763	-1573.961	-10.80239	0.20753	0.190334	0.191313	0.196429	0.0832393	0.0331777	0.0325534	0.0324685	0.0326597	0.034426
219	1	-1588.39	-1567.748	-20.64245	0.224848	0.243922	0.121735	0.116664	0.0928501	0.0921522	0.0923196	0.0890017	0.088728	0.0863459
220	0	-1597.064	-1569.849	-27.21421	0.18128	0.177324	0.0767498	0.0833024	0.0764986	0.0775904	0.0733368	0.0317367	0.0317397	0.0506725
221	1	-1572.633	-1565.602	-7.031274	0.225304	0.225014	0.224273	0.22533	0.225478	0.216498	0.220732	0.220319	0.222329	0.221246
222	0	-1611.008	-1568.56	-42.44795	0.212889	0.12057	0.115976	0.146554	0.0882909	0.0830643	0.0849825	0.0619323	0.0617111	0.0703451
223	1	-1592.473	-1566.149	-26.32367	0.213674	0.209824	0.210745	0.203373	0.204598	0.204881	0.19339	0.19487	0.194538	0.193882
224	0	-1608.566	-1565.289	-43.27674	0.210891	0.211149	0.199714	0.196775	0.166515	0.162311	0.180369	0.186821	0.184522	0.125327
225	1	-1593.57	-1571.732	-21.83829	0.214179	0.208019	0.203346	0.21759	0.191368	0.189229	0.189652	0.188525	0.205257	0.203139
226	0	-1577.067	-1565.223	-11.84433	0.217871	0.21654	0.215233	0.217675	0.217675	0.217701	0.221735	0.218911	0.217476	0.220322
227	1	-1602.147	-1569.11	-33.03687	0.239057	0.241536	0.13304	0.0781892	0.0989129	0.101566	0.0525849	0.0497854	0.0354011	0.0314063
228	0	-1572.772	-1565.423	-7.348681	0.212967	0.213041	0.221508	0.209667	0.206548	0.206673	0.20468	0.203199	0.204227	0.207351
229	1	-1592.878	-1568.397	-24.4811	0.239136	0.179839	0.180152	0.171121	0.171131	0.0822602	0.0715257	0.0718988	0.0721291	0.071821
230	0	-1566.979	-1566.43	-0.5495278	0.195709	0.196941	0.198997	0.198762	0.186635	0.185542	0.184569	0.191528	0.193505	0.19385
231	1	-1568.88	-1566.186	-2.694253	0.269103	0.276298	0.27538	0.274533	0.271496	0.284293	0.270142	0.273857	0.280817	0.282392
232	0	-1598.379	-1566.735	-31.64393	0.217916	0.220235	0.221516	0.227222	0.22955	0.181916	0.189476	0.251344	0.250072	0.226686
233	1	-1561.53	-1567.664	6.134399	0.261697	0.235474	0.23477	0.231781	0.229107	0.229805	0.229653	0.228846	0.246042	0.24606
234	0	-1572.137	-1566.262	-5.874949	0.230501	0.226241	0.226143	0.227377	0.228485	0.25992	0.255059	0.254917	0.259457	0.274812
235	1	-1558.222	-1567.929	9.706955	0.262223	0.261692	0.257418	0.260607	0.194783	0.180709	0.180149	0.177955	0.172668	0.167739
236	0	-1551.012	-1565.811	14.79886	0.221133	0.22148	0.221555	0.221192	0.222052	0.222026	0.220393	0.220077	0.220238	0.214095
237	1	-1565.098	-1569.21	4.112031	0.323662	0.322983	0.337262	0.292845	0.259452	0.265951	0.270052	0.270054	0.270269	0.291727
238	0	-1572.083	-1565.732	-6.35032	0.210116	0.206546	0.205281	0.204043	0.214814	0.214936	0.212168	0.211809	0.211524	0.212112
239	1	-1554.822	-1569.111	14.28873	0.258242	0.261286	0.248443	0.247394	0.183916	0.184775	0.184268	0.184272	0.18439	0.184392
240	0	-1591.783	-1565.72	-26.06338	0.223872	0.228159	0.160328	0.163125	0.167389	0.161363	0.161385	0.164293	0.131419	0.132527
241	1	-1571.837	-1570.728	-1.109257	0.317639	0.307675	0.306602	0.289287	0.304637	0.280857	0.263172	0.263233	0.263186	0.26255
242	0	-1547.276	-1565.272	17.99614	0.202556	0.20164	0.201848	0.201992	0.201044	0.201884	0.206736	0.206832	0.207171	0.212543
243	1	-1575.79	-1567.013	-8.776889	0.232121	0.231956	0.189335	0.194084	0.195362	0.19374	0.194856	0.189466	0.194273	0.189618
244	0	-1572.513	-1564.698	-7.814895	0.215623	0.219045	0.257857	0.25147	0.252579	0.259588	0.253541	0.244419	0.244395	0.244672
245	1	-1573.274	-1566.29	-6.983524	0.232204	0.226439	0.229993	0.223987	0.224426	0.226518	0.251766	0.249068	0.249198	0.245101
246	0	-1589.577	-1571.237	-18.34057	0.210391	0.216744	0.185516	0.150224	0.155166	0.15247	0.157302	0.143008	0.0795475	0.076192
247	1	-1599.934	-1565.03	-34.90432	0.23956	0.233625	0.206503	0.221987	0.0852398	0.0810967	0.0894759	0.0941882	0.0937343	0.0909106
248	0	-1580.818	-1568.059	-12.75886	0.277411	0.284179	0.276681	0.235119	0.152172	0.214869	0.213539	0.219773	0.218256	0.196586
249	1	-1611.495	-1567.752	-43.7427	0.261883	0.263422	0.230652	0.23334	0.215653	0.199943	0.0431398	0.0449473	0.0494336	0.0555076
250	0	-1568.466	-1566.054	-2.412403	0.263153	0.260671	0.185048	0.195944	0.132833	0.137836	0.140615	0.137766	0.132656	0.131419
251	1	-1577.892	-1571.116	-6.77672	0.288382	0.287698	0.289111	0.173332	0.184217	0.181389	0.18123	0.180849	0.177928	0.177938
252	0	-1566.567	-1569.22	2.65278	0.288867	0.27943	0.287021	0.171169	0.190499	0.231377	0.23328	0.186693	0.183687	0.160394
253	1	-1567.165	-1570.101	2.936017	0.304671	0.305342	0.308856	0.281391	0.288065	0.287073	0.292546	0.292582	0.292721	0.293034
254	0	-1606.693	-1569.338	-37.35512	0.287513	0.264264	0.264922	0.262637	0.225966	0.12631	0.129639	0.147417	0.141274	0.134552
255	1	-1571.943	-1567.522	-4.421612	0.252475	0.214477	0.219481	0.215416	0.189555	0.201034	0.201681	0.189075	0.19037	0.190919
256	0	-1558.075	-1566.13	8.054336	0.257696	0.256094	0.256399	0.260386	0.260278	0.257674	0.257706	0.257543	0.250491	0.250858
257	1	-1557.799	-1569.894	12.09493	0.291595	0.288364	0.191122	0.190598	0.191575	0.191323	0.19067	0.189583	0.189723	0.194972
258	0	-1526.802	-1569.33	42.52824	0.254997	0.255097	0.255101	0.255206	0.255218	0.255168	0.255163	0.255163	0.255241	0.255084
259	1	-1558.144	-1568.218	10.07373	0.322425	0.326374	0.327357	0.259594	0.259974	0.258229	0.255465	0.295733	0.28422	0.279747
260	0	-1537.133	-1565.457	28.32461	0.242518	0.243198	0.243548	0.243273	0.243149	0.243155	0.241177	0.24133	0.241216	0.241592
261	1	-1552.965	-1567.983	15.01776	0.268858	0.270253	0.264278	0.261882	0.196101	0.18262	0.182021	0.175999	0.170687	0.172145
262	0	-1541.586	-1565.088	23.50108	0.241683	0.241283	0.241866	0.242911	0.242936	0.242896	0.243044	0.243053	0.243265	0.240821
263	1	-1579.845	-1567.897	-11.94847	0.247672	0.247963	0.187433	0.157053	0.154803	0.152076	0.149164	0.153406	0.181206	0.288201
264	0	-1556.64	-1565.396	8.756656	0.231228	0.231416	0.231671	0.231789	0.234848	0.238854	0.239107	0.238893	0.238357	0.237183
265	1	-1571.947	-1566.551	-5.396092	0.228711	0.229558	0.1875	0.181638	0.155993	0.160967	0.14904	0.148555	0.149966	0.150249
266	0	-1573.261	-1566.628	-6.633232	0.200358	0.201469	0.197634	0.197474	0.198255	0.198337	0.19842	0.198273	0.20042	0.198381
267	1	-1575.882	-1569.955	-5.926792	0.238859	0.238267	0.239262	0.239395	0.0533241	0.0693106	0.0703334	0.0702254	0.0813584	0.08136
268	0	-1564.439	-1566.739	2.300045	0.217097	0.217296	0.217243	0.219054	0.219565	0.21956	0.219379	0.219352	0.221655	0.219769
269	1	-1560.728	-1569.025	8.296654	0.240378	0.240354	0.212627	0.211397	0.209486	0.203633	0.155647	0.15339	0.155922	0.160076
270	0	-1556.155	-1565.544	9.389345	0.24326	0.24358	0.243754	0.243731	0.242236	0.247917	0.252086	0.252815	0.252691	0.252589
271	1	-1557.194	-1566.987	9.792103	0.240619	0.240008	0.239961	0.237017	0.236486	0.236123	0.232649	0.241935	0.241825	0.260799
272	0	-1540.406	-1565.731	25.32451	0.274339	0.27441	0.273706	0.273469	0.273476	0.273549	0.273557	0.273778	0.258521	0.258429
273	1	-1607.667	-1566.415	-41.25242	0.237545	0.189247	0.19251	0.191326	0.187406	0.217294	0.217593	0.212825	0.196529	0.152431
274	0	-1561.184	-1569.595	8.410672	0.284026	0.284193	0.283977	0.287892	0.287886	0.287924	0.288474	0.288366	0.28871	0.288159
275	1	-1608.559	-1570.533	-38.02667	0.221292	0.218431	0.149571	0.117359	0.0824077	0.0624055	0.0769733	0.0738181	0.079407	0.0808967
276	0	-1581.419	-1567.878	-13.5415	0.27578	0.273248	0.268348	0.266608	0.270584	0.271715	0.273043	0.279619	0.268076	0.271982
277	1	-1602.33	-1564.507	-37.82328	0.230293	0.231991	0.229466	0.225028	0.210912	0.201964	0.205466	0.222524	0.206394	0.207191
278	0	-1584.323	-1566.712	-17.61153	0.26163	0.259042	0.188942	0.151566	0.145212	0.0880676	0.110572	0.111758	0.109469	0.10921
279	1	-1582.161	-1566.85	-15.31092	0.238361	0.226999	0.215663	0.183214	0.187052	0.180257	0.181246	0.198026	0.196721	0.172275
280	0	-1562.42	-1568.117	5.696838	0.292842	0.30165	0.241974	0.24772	0.240883	0.225785	0.229944	0.231254	0.222034	0.330019
281	1	-1590.366	-1566.061	-24.3051	0.262064	0.256752	0.165751	0.17501	0.177714	0.184567	0.185939	0.181807	0.179743	0.181492
282	0	-1535.356	-1569.027	33.67111	0.294898	0.250805	0.197688	0.196603	0.197441	0.199867	0.191731	0.190618	0.18903	0.189234
283	1	-1584.092	-1566.124	-17.96807	0.224614	0.211976	0.227383	0.224957	0.209864	0.206789	0.190294	0.199813	0.201237	0.198932
284	0	-1561.885	-1567.45	5.564422	0.228031	0.247594	0.163862	0.142786	0.142872	0.131544	0.126916	0.123862	0.110657	0.105221
285	1	-1593.595	-1568.397	-25.19754	0.240575	0.231209	0.231295	0.231373	0.1596	0.158927	0.152589	0.143267	0.149337	0.151021
286	0	-1529.643	-1568.139	38.49617	0.271522	0.277056	0.172017	0.171959	0.106788	0.106371	0.0987758	0.0947476	0.0982848	0.0962638
287	1	-1578.698	-1567.789	-10.90902	0.245803	0.241427	0.237202	0.237862	0.2352	0.234133	0.235205	0.239677	0.216998	0.223392
288	0	-1550.793	-1566.547	15.75404	0.258841	0.238274	0.142316	0.148662	0.156871	0.121083	0.105355	0.105755	0.133954	0.134282
289	1	-1569.363	-1566.092	-3.27121	0.243214	0.222636	0.218074	0.211022	0.226406	0.225455	0.228992	0.216837	0.218826	0.219612
290	0	-1539.566	-1569.861	30.29456	0.219116	0.186217	0.182131	0.12353	0.15221	0.151144	0.120729	0.128567	0.14154	0.138866
291	1	-1569.74	-1565.394	-4.346123	0.245551	0.244897	0.243575	0.256844	0.258529	0.257632	0.257044	0.256463	0.259346	0.258535
292	0	-1536.959	-1566.404	29.44528	0.26955	0.26666	0.180442	0.180394	0.159753	0.160229	0.161633	0.161287	0.161301	0.197862
293	1	-1587.288	-1564.98	-22.3082	0.22357	0.223026	0.201966	0.184272	0.165522	0.148498	0.154463	0.153718	0.153776	0.124449
294	0	-1559.577	-1567.728	8.151793	0.236529	0.227278	0.172632	0.17373	0.173583	0.178092	0.211935	0.189887	0.191966	0.195042
295	1	-1591.211	-1566.489	-24.7215	0.223235	0.227337	0.224069	0.225479	0.211674	0.206206	0.194505	0.237247	0.232433	0.264706
296	0	-1559.095	-1565.329	6.233515	0.244492	0.223368	0.221838	0.227805	0.229907	0.217874	0.215334	0.23625	0.236016	0.248377
297	1	-1553.4	-1566.821	13.42153	0.218195	0.218189	0.218967	0.217067	0.21698	0.216043	0.218763	0.219752	0.228269	0.225812
298	0	-1567.951	-1565.991	-1.959447	0.249178	0.229055	0.215749	0.216627	0.210343	0.20803	0.232519	0.222777	0.228769	0.227392
299	1	-1588.727	-1565.65	-23.07741	0.22361	0.28396	0.279387	0.279909	0.191681	0.196124	0.201646	0.199217	0.20402	0.205729
300	0	-1588.377	-1569.303	-19.07462	0.210002	0.184884	0.223622	0.205536	0.209342	0.209461	0.181949	0.182183	0.194284	0.123148
301	1	-1579.726	-1567.042	-12.68354	0.223896	0.20837	0.0963258	0.0954041	0.0962102	0.0937987	0.0921547	0.0924433	0.0928015	0.0921398
302	0	-1579.454	-1567.594	-11.86043	0.23792	0.225504	0.222975	0.221081	0.222148	0.237515	0.239299	0.237929	0.238306	0.238387
303	1	-1566.268	-1568.283	2.014762	0.28068	0.26806	0.194138	0.195092	0.165378	0.163014	0.160359	0.160217	0.171512	0.169686
304	0	-1563.508	-1565.47	1.96118	0.232288	0.229723	0.231056	0.233214	0.232679	0.244316	0.239172	0.237206	0.236208	0.236563
305	1	-1563.045	-1569.612	6.566994	0.306798	0.279159	0.298214	0.288255	0.288423	0.165696	0.1714	0.169473	0.170063	0.164816
306	0	-1569.665	-1568.437	-1.228307	0.298612	0.295946	0.286826	0.28869	0.301509	0.299694	0.290505	0.292699	0.290794	0.283566
307	1	-1566.683	-1569.582	2.898765	0.261431	0.270656	0.255575	0.251679	0.239575	0.251812	0.240656	0.2432	0.246282	0.2542
308	0	-1580.186	-1570.808	-9.37804	0.231349	0.20011	0.197748	0.197993	0.208332	0.206829	0.206873	0.207214	0.192938	0.296818
309	1	-1585.695	-1568.875	-16.82076	0.231656	0.2326	0.130427	0.129565	0.13849	0.161625	0.161898	0.164069	0.185795	0.184269
310	0	-1573.988	-1567.825	-6.163454	0.282155	0.276501	0.278039	0.278787	0.282183	0.2793	0.178249	0.177962	0.1793	0.178264
311	1	-1562.344	-1568.64	6.295326	0.212576	0.218597	0.174655	0.17859	0.123695	0.122049	0.0595498	0.0637216	0.0615771	0.0634174
312	0	-1568.62	-1566.103	-2.517657	0.235808	0.2177	0.144032	0.143735	0.132712	0.131955	0.129995	0.128746	0.131402	0.130599
313	1	-1587.14	-1569.521	-17.61922	0.195385	0.195765	0.0992798	0.0924449	0.0967177	0.0968802	0.0692427	0.0679462	0.0739192	0.074398
314	0	-1579.328	-1565.548	-13.7798	0.257961	0.256189	0.254664	0.239087	0.21704	0.205398	0.250701	0.274436	0.270326	0.268061
315	1	-1593.79	-1568.626	-25.16426	0.223804	0.146288	0.144304	0.0562259	0.0382902	0.0423801	0.0416994	0.0435384	0.0442587	0.044776
316	0	-1579.155	-1568.069	-11.08581	0.195913	0.196106	0.172647	0.181116	0.167225	0.147187	0.133501	0.131318	0.131252	0.115582
317	1	-1610.459	-1567.025	-43.43435	0.229764	0.171619	0.149641	0.128925	0.0886232	0.0494218	0.0518836	0.0579871	0.0579882	0.0625991
318	0	-1582.024	-1566.017	-16.00657	0.242056	0.246831	0.248578	0.250274	0.251653	0.253946	0.253116	0.268787	0.285438	0.28542
319	1	-1588.337	-1567.723	-20.61367	0.242674	0.234006	0.119741	0.105345	0.103593	0.105083	0.109723	0.157014	0.156596	0.163847
320	0	-1586.761	-1566.206	-20.55562	0.239883	0.233341	0.255595	0.257027	0.259241	0.265706	0.230701	0.215065	0.220537	0.303809
321	1	-1553.016	-1569.797	16.78052	0.28023	0.289473	0.293066	0.294977	0.293912	0.269794	0.259897	0.259924	0.261399	0.259434
322	0	-1583.311	-1566.55	-16.76091	0.232909	0.233158	0.233007	0.199668	0.16042	0.161088	0.162826	0.162303	0.165983	0.166078
323	1	-1588.765	-1567.388	-21.37698	0.246182	0.230132	0.214695	0.227294	0.166656	0.169181	0.170112	0.169379	0.144527	0.167035
324	0	-1568.999	-1565.86	-3.139227	0.274279	0.277164	0.276706	0.280015	0.279531	0.260854	0.252164	0.250266	0.245427	0.249263
325	1	-1573.061	-1573.51	0.4488168	0.233583	0.154534	0.197588	0.215913	0.142852	0.134873	0.131626	0.150921	0.154949	0.153848
326	0	-1563.141	-1569.038	5.896771	0.245632	0.239092	0.246347	0.246424	0.243113	0.24304	0.244603	0.245635	0.241529	0.235915
327	1	-1570.323	-1566.926	-3.397374	0.220373	0.210056	0.214869	0.152403	0.143274	0.141693	0.142558	0.18822	0.148755	0.146362
328	0	-1565.355	-1569.826	4.471607	0.255136	0.256369	0.257646	0.257305	0.257521	0.25746	0.26007	0.25715	0.265984	0.237196
329	1	-1565.246	-1569.102	3.856233	0.280935	0.274389	0.176791	0.17654	0.263375	0.200799	0.152173	0.152043	0.17288	0.16165
330	0	-1579.983	-1571.895	-8.088009	0.200239	0.249218	0.0957233	0.09191	0.119243	0.11201	0.113331	0.0854349	0.050038	0.0520809
331	1	-1568.958	-1567.966	-0.9925608	0.285759	0.284755	0.237241	0.286347	0.245742	0.150737	0.15572	0.199205	0.196373	0.202186
332	0	-1581.716	-1566.344	-15.3724	0.206012	0.169999	0.132531	0.130512	0.0613946	0.0307522	0.0277721	0.0635241	0.0106581	0.0108474
333	1	-1589.478	-1566.957	-22.52063	0.237057	0.177918	0.178869	0.14501	0.11441	0.117564	0.109832	0.115833	0.114294	0.119389
334	0	-1596.946	-1569.39	-27.5555	0.227814	0.172494	0.0847222	0.0598426	0.074721	0.0737498	0.0497384	0.051377	0.121711	0.127226
335	1	-1626.491	-1572.333	-54.1576	0.232671	0.14392	0.11378	0.199977	0.101832	0.120694	0.0994454	0.0859913	0.0903211	0.0504786
336	0	-1603.612	-1567.062	-36.5504	0.221361	0.170501	0.0788888	0.0733788	0.0731832	0.0731892	0.0706487	0.0749988	0.034886	0.0347574
337	1	-1611.771	-1567.862	-43.90919	0.204539	0.175119	0.12253	0.120322	0.116634	0.0431708	0.043983	0.0457283	0.0440089	0.0124972
338	0	-1573.815	-1571.061	-2.753812	0.197563	0.200895	0.089955	0.0889898	0.0888231	0.0924512	0.0935948	0.0952032	0.0989673	0.101411
339	1	-1603.841	-1566.853	-36.9875	0.195063	0.238557	0.223032	0.230521	0.234285	0.169413	0.155376	0.143602	0.181646	0.181627
340	0	-1604.663	-1571.564	-33.09896	0.166408	0.149732	0.0902529	0.0881947	0.0871704	0.0226061	0.0276954	0.0234574	0.0204051	0.0204955
341	1	-1604.026	-1567.552	-36.47376	0.225872	0.225101	0.225574	0.212442	0.198343	0.207473	0.191627	0.191946	0.206727	0.22588
342	0	-1613.481	-1567.723	-45.75789	0.229976	0.175959	0.103499	0.0681081	0.0493042	0.0601372	0.0681758	0.07595	0.0709312	0.0711498
343	1	-1602.7	-1568.064	-34.63606	0.205862	0.200336	0.109713	0.116494	0.0898976	0.0938078	0.123935	0.107914	0.116457	0.157198
344	0	-1620.224	-1571.347	-48.87691	0.253119	0.206112	0.171962	0.175091	0.179097	0.18106	0.167792	0.184005	0.179858	0.197638
345	1	-1592.801	-1565.91	-26.89105	0.21607	0.184516	0.129625	0.108843	0.0728073	0.0505891	0.0558858	0.0686089	0.0551923	0.241926
346	0	-1602.545	-1565.567	-36.97801	0.20919	0.216135	0.215243	0.173096	0.175718	0.137817	0.132574	0.126964	0.11506	0.118399
347	1	-1600.858	-1571.913	-28.94518	0.246593	0.248727	0.20705	0.202406	0.204051	0.199314	0.196938	0.182263	0.180202	0.182546
348	0	-1606.686	-1567.523	-39.16314	0.199499	0.196103	0.192493	0.10471	0.104969	0.104881	0.0935275	0.0963777	0.0996529	0.100977
349	1	-1589.354	-1568.037	-21.31753	0.253533	0.254253	0.250652	0.250393	0.252616	0.267592	0.325707	0.307569	0.284167	0.284041
350	0	-1594.257	-1567.548	-26.70982	0.208197	0.202614	0.175258	0.173699	0.174095	0.171115	0.166178	0.16294	0.162809	0.163122
351	1	-1558.375	-1567.066	8.690596	0.240034	0.239064	0.239042	0.243395	0.243252	0.243912	0.244322	0.244123	0.242738	0.242737
352	0	-1575.243	-1565.28	-9.963121	0.2098	0.208781	0.209216	0.202836	0.215914	0.181729	0.183248	0.18306	0.182633	0.182942
353	1	-1558.631	-1568.721	10.0904	0.330785	0.328584	0.324364	0.331669	0.331662	0.329098	0.32845	0.326178	0.296889	0.29738
354	0	-1595.535	-1566.045	-29.48975	0.207492	0.205939	0.204137	0.182384	0.179136	0.174276	0.171179	0.162535	0.177345	0.169266
355	1	-1571.505	-1568.035	-3.469372	0.263265	0.254674	0.219014	0.21524	0.218024	0.204244	0.213902	0.217533	0.208299	0.20531
356	0	-1615.847	-1570.165	-45.68257	0.19029	0.220133	0.169903	0.141445	0.0533715	0.0467596	0.0503732	0.0709131	0.077747	0.0995701
357	1	-1560.668	-1566.767	6.098774	0.280044	0.243393	0.224822	0.226819	0.130536	0.171672	0.158085	0.154562	0.154965	0.152828
358	0	-1607.556	-1566.247	-41.30867	0.221145	0.191774	0.140155	0.106059	0.105514	0.101876	0.102037	0.107466	0.0942331	0.132223
359	1	-1601.289	-1568.751	-32.53868	0.272495	0.276827	0.281933	0.207875	0.217963	0.222254	0.206649	0.205752	0.139081	0.137356
