Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rate_multiplier[5]	branch_rate_multiplier[6]	branch_rate_multiplier[7]	branch_rate_multiplier[8]	branch_rate_multiplier[9]	branch_rate_multiplier[10]	branch_rate_multiplier[11]	branch_rate_multiplier[12]	branch_rate_multiplier[13]	branch_rate_multiplier[14]	branch_rate_multiplier[15]	branch_rate_multiplier[16]	branch_rate_multiplier[17]	branch_rate_multiplier[18]	branch_rate_multiplier[19]	branch_rate_multiplier[20]	branch_rate_multiplier[21]	branch_rate_multiplier[22]	branch_rate_multiplier[23]	branch_rate_multiplier[24]	branch_rate_multiplier[25]	branch_rate_multiplier[26]	branch_rate_multiplier[27]	branch_rate_multiplier[28]	branch_rate_multiplier[29]	branch_rate_multiplier[30]	branch_rate_multiplier[31]	branch_rate_multiplier[32]	branch_rate_multiplier[33]	branch_rate_multiplier[34]	branch_rate_multiplier[35]	branch_rate_multiplier[36]	branch_rate_multiplier[37]	branch_rate_multiplier[38]	branch_rate_multiplier[39]	branch_rate_multiplier[40]	branch_rate_multiplier[41]	branch_rate_multiplier[42]	branch_rate_multiplier[43]	branch_rate_multiplier[44]	branch_rate_multiplier[45]	branch_rate_multiplier[46]	branch_rate_multiplier[47]	branch_rate_multiplier[48]	branch_rate_multiplier[49]	branch_rate_multiplier[50]	branch_rate_multiplier[51]	branch_rate_multiplier[52]	branch_rate_multiplier[53]	branch_rate_multiplier[54]	branch_rate_multiplier[55]	branch_rate_multiplier[56]	branch_rate_multiplier[57]	branch_rate_multiplier[58]	branch_rate_multiplier[59]	branch_rate_multiplier[60]	branch_rate_multiplier[61]	branch_rate_multiplier[62]	branch_rate_multiplier[63]	branch_rate_multiplier[64]	branch_rate_multiplier[65]	branch_rate_multiplier[66]	branch_rate_multiplier[67]	branch_rate_multiplier[68]	branch_rate_multiplier[69]	branch_rate_multiplier[70]	branch_rate_multiplier[71]	branch_rate_multiplier[72]	branch_rate_multiplier[73]	branch_rate_multiplier[74]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	ingroup_older_island[4]	ingroup_older_island[5]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
13300	-2211.38	-2005.82	-205.55	0.5805199	0.194084	0.247019	0.237911	0.320986	0.6408972	1.20231	1.16534	1.54276	3.28814	0.636501	1.56666	0.253832	0.353851	0.424386	0.795381	2.76843	0.783702	0.433252	0.0653751	1.42887	0.150622	0.454764	0.102912	0.590012	0.188893	0.354946	0.847486	2.78695	0.0714749	0.55814	2.84435	0.360516	1.7264	0.211174	0.9159	0.523081	0.467346	0.646918	0.912593	1.34188	0.353816	0.774717	1.29947	0.424663	0.0576613	1.07275	0.353129	1.40732	2.10007	0.382224	0.177237	1.03976	0.828152	1.03249	1.37477	0.441588	0.377132	1.26144	1.2658	0.112805	0.0641458	1.25345	3.28331	0.91008	2.74134	0.516873	0.526077	1.0961	0.521824	0.474674	0.688542	0.577999	1.01741	0.691789	1.76319	0.825957	0.261114	1.06404	1.60737	0.00726982	0.00704625	0.00932835	0.0198819	0.00384863	0.00947286	0.0015348	0.00213957	0.00256606	0.0048093	0.0167394	0.00473869	0.00261968	0.000395293	0.00863975	0.000910739	0.00274975	0.000622259	0.00356753	0.00114215	0.00214619	0.00512436	0.0168514	0.000432176	0.00337482	0.0171985	0.00217987	0.0104388	0.00127687	0.00553803	0.00316283	0.00282583	0.00391162	0.00551803	0.00811371	0.00213936	0.00468436	0.00785728	0.00256774	0.000348652	0.00648644	0.00213521	0.00850943	0.0126982	0.00231114	0.00107167	0.00628698	0.00500746	0.00624302	0.00831262	0.00267008	0.00228035	0.00762736	0.00765372	0.000682081	0.00038786	0.00757902	0.0198526	0.00550283	0.0165756	0.0031253	0.00318095	0.00662759	0.00315523	0.00287014	0.0041633	0.00349489	0.00615181	0.00418293	0.0106612	0.00499419	0.00157884	0.00643375	0.00971902	0.20762	0.79238	0.02812351	0.001017914	5.12279	3.20549	1.5349	0.579804	0	2.64365	3.186817	0	0	1	1	1	3.268213	0.7923801	0.2076199	0.3181966	0.006046542	5.322198	0.0491167	0.301269	0.871046	2.77857
13400	-2195.91	-2009.71	-186.204	0.383639	0.188646	0.27401	0.228156	0.309187	1.304042	3.07946	1.30035	3.48348	1.12485	0.679119	0.455639	0.460757	0.937441	0.246392	0.784425	1.23323	0.218174	0.0756021	1.71417	0.141258	0.227419	1.03959	0.156658	1.78981	0.617873	0.0944571	2.22928	0.459286	0.739485	0.86548	2.75841	0.892932	1.51117	0.435742	0.232538	1.52228	0.865242	0.132005	1.15053	0.423521	0.0729063	2.98929	0.940644	0.330494	0.0967704	1.81256	0.602442	0.541884	0.877295	2.21816	0.366082	2.30264	0.0811743	1.26637	2.57156	0.752175	2.43869	0.577976	1.37857	0.893989	0.517539	0.328228	1.33182	0.790955	0.316602	0.116666	0.542794	0.184601	0.197724	0.227787	0.346129	0.0639875	0.492381	0.535568	2.06305	2.19788	0.0879639	0.691334	0.923125	0.0357896	0.0151127	0.0404852	0.013073	0.00789275	0.00529545	0.00535494	0.010895	0.00286358	0.00911663	0.0143326	0.00253563	0.000878651	0.0199221	0.00164171	0.00264307	0.0120822	0.00182069	0.0208012	0.00718095	0.00109779	0.0259088	0.00533784	0.00859432	0.0100587	0.0320584	0.0103777	0.0175629	0.00506421	0.00270257	0.017692	0.0100559	0.00153417	0.0133716	0.00492218	0.00084732	0.0347416	0.0109322	0.00384102	0.00112467	0.0210656	0.00700161	0.0062978	0.010196	0.0257796	0.00425462	0.0267614	0.000943411	0.0147178	0.0298868	0.00874181	0.0283426	0.00671726	0.0160218	0.01039	0.00601487	0.00381468	0.0154785	0.00919251	0.00367956	0.00135589	0.00630837	0.00214545	0.00229796	0.00264736	0.00402273	0.000743666	0.00572248	0.0062244	0.0239769	0.0255439	0.00102232	0.00803472	0.0107286	0.245191	0.754809	0.02046542	0.002111559	5.11549	3.47383	1.76888	0.678473	0	0.984258	1.382398	0	0	0	1	1	3.084815	0.7548085	0.2451915	0.6793044	0.01162205	3.921438	0.0144266	0.169432	0.712951	3.10319
13500	-2193.99	-2006.21	-187.787	0.6681306	0.200376	0.259809	0.231104	0.308711	0.9973255	1.64815	0.939611	1.16951	0.142146	0.275332	1.04508	1.36292	0.0971814	1.01029	0.888917	0.180393	1.81284	0.546641	0.565872	0.0739051	0.241735	1.32463	0.0794893	2.00251	0.214302	0.0786642	0.60544	0.763185	0.553484	0.368827	0.380213	0.424765	0.621734	0.320699	0.237657	0.632225	0.91493	0.390698	0.176524	0.810596	1.14762	0.547398	0.580702	0.576815	0.309055	1.14091	0.0833516	0.40795	0.0722876	0.485641	0.730608	0.353324	1.19911	0.870862	2.12357	0.596839	0.580852	0.0993078	0.233839	0.978261	0.592386	0.174661	0.473211	1.42609	0.469937	0.101084	0.107146	0.153041	0.812663	0.404407	0.158131	0.798131	0.410294	0.0983519	1.29415	1.00873	0.0459345	1.12095	0.733016	0.012596	0.00718102	0.00893806	0.00108636	0.00210424	0.00798709	0.0104162	0.000742713	0.00772115	0.00679359	0.00137866	0.0138547	0.00417773	0.00432471	0.000564823	0.00184747	0.0101236	0.0006075	0.0153043	0.00163782	0.000601194	0.0046271	0.00583268	0.00423003	0.00281878	0.0029058	0.00324629	0.00475163	0.00245095	0.00181631	0.00483181	0.00699239	0.00298593	0.00134909	0.00619502	0.00877073	0.00418352	0.00443804	0.00440834	0.00236197	0.00871948	0.000637019	0.00311778	0.000552462	0.00371154	0.0055837	0.00270029	0.00916427	0.0066556	0.0162295	0.00456137	0.00443919	0.000758965	0.00178713	0.00747641	0.00452734	0.00133485	0.00361653	0.010899	0.00359152	0.00077254	0.000818866	0.00116963	0.00621082	0.0030907	0.00120852	0.00609976	0.00313569	0.000751659	0.00989059	0.00770927	0.000351056	0.00856688	0.00560211	0.74333	0.25667	0.08055277	0.0007509578	5.07648	2.38001	1.78704	0.629247	0	2.629705	5.642047	1	1	1	1	1	3.21651	0.2566697	0.7433303	0.6662184	0.007642547	7.043099	0.0673983	0.348097	0.912461	2.67204
13600	-2237.04	-2012.25	-224.791	0.3981153	0.220023	0.222374	0.253763	0.303839	0.5969003	4.6581	1.56193	1.91334	0.220846	0.538537	0.407098	0.12144	0.501278	0.691919	1.21729	0.140774	0.159417	0.62383	1.20621	0.849783	0.115006	0.742503	0.664383	0.788949	0.245454	0.622609	2.72043	0.40156	0.301986	0.489566	3.46006	0.305283	0.721024	0.310098	0.249526	4.6187	2.21972	0.49991	1.04388	0.0729493	0.440347	2.64079	0.282312	0.242849	0.0907896	1.32031	0.613851	1.33775	0.775028	0.783136	1.28663	0.766441	0.673409	3.14349	6.85777	4.8836	0.757306	0.528855	2.18734	0.352825	0.148095	2.89822	1.5907	1.13989	0.414352	0.602547	0.0490948	0.314706	0.865601	0.473792	0.564287	0.300403	0.578469	0.421907	1.07942	0.971192	0.451296	0.861595	0.367428	0.0126644	0.00424654	0.00520196	0.000600433	0.00146417	0.00110681	0.000330171	0.00136287	0.00188118	0.00330954	0.000382734	0.000433421	0.00169606	0.00327942	0.00231038	0.000312678	0.00201871	0.00180631	0.00214498	0.000667337	0.00169274	0.00739627	0.00109176	0.000821035	0.00133103	0.00940716	0.000829999	0.00196031	0.00084309	0.000678408	0.0125572	0.00603496	0.00135915	0.00283808	0.000198334	0.00119721	0.00717975	0.000767545	0.000660255	0.000246838	0.00358965	0.00166893	0.00363705	0.00210714	0.00212918	0.00349808	0.00208379	0.00183086	0.00854647	0.0186448	0.0132775	0.00205895	0.00143784	0.0059469	0.000959256	0.000402639	0.00787965	0.00432477	0.00309912	0.00112653	0.0016382	0.000133478	0.000855618	0.00235338	0.00128814	0.00153418	0.000816731	0.00157273	0.00114708	0.00293471	0.00264046	0.00122698	0.00234249	0.000998958	0.963304	0.0366963	0.07860516	0.001508437	5.08478	3.2921	1.41527	0.618298	0	1.870915	4.990276	0	1	1	1	1	3.163296	0.03669625	0.9633037	0.3889103	0.002718787	14.01705	0.0164434	0.180347	0.729233	3.07398
13700	-2206.98	-2003.52	-203.468	0.5869486	0.220907	0.221225	0.219988	0.33788	0.7528513	1.06324	1.70703	2.02318	3.45739	0.337917	0.330807	0.391777	0.138958	0.9119	1.08964	2.83399	0.774648	0.0729241	0.324149	0.115834	1.04571	0.485957	0.556321	0.864852	0.462956	0.457143	1.42966	0.398346	0.432664	0.0646914	1.7089	0.645407	0.891526	0.447026	1.18768	1.45251	3.25702	0.581967	0.782707	0.183546	0.339596	0.479599	0.195776	0.457131	1.75672	0.586608	3.32303	0.132334	0.144725	1.09102	0.706042	2.51127	0.321009	1.04978	2.18132	0.68504	0.528593	0.60647	0.272853	0.157113	0.250412	0.786857	0.869083	0.693085	1.22953	0.0553584	1.23192	0.519393	0.531662	0.628538	0.810879	2.23468	0.229681	0.220559	1.33844	0.518441	0.601202	0.281835	0.537047	0.00569865	0.00914916	0.0108436	0.0185306	0.00181113	0.00177302	0.0020998	0.000744773	0.00488751	0.00584012	0.0151893	0.00415188	0.000390851	0.00173734	0.000620837	0.00560467	0.00260459	0.00298171	0.00463535	0.0024813	0.00245015	0.00766255	0.00213502	0.00231895	0.000346727	0.0091592	0.00345919	0.00477831	0.00239592	0.00636559	0.00778501	0.0174567	0.00311917	0.00419507	0.000983749	0.00182013	0.00257051	0.0010493	0.00245008	0.0094155	0.00314404	0.0178105	0.00070927	0.000775683	0.00584755	0.00378417	0.0134596	0.00172051	0.00562651	0.0116912	0.00367161	0.0028331	0.0032505	0.00146241	0.000842077	0.00134214	0.00421731	0.00465802	0.00371472	0.00658989	0.000296704	0.00660271	0.00278379	0.00284955	0.00336877	0.00434607	0.0119772	0.00123102	0.00118213	0.00717363	0.00277869	0.00322226	0.00151055	0.00287841	0.89579	0.10421	0.1961286	0.001109883	5.11395	2.61384	1.54183	0.61455	0	2.994292	4.008891	0	1	1	1	1	3.162087	0.1042098	0.8957902	0.6387275	0.005359699	7.883765	0.0504278	0.304939	0.874512	2.77012
13800	-2205.86	-2000.68	-205.175	0.7291365	0.228347	0.22863	0.236034	0.306989	0.8615997	1.84139	0.840906	1.7544	0.251021	4.03472	0.420297	0.0396919	0.635539	1.7661	0.336886	0.357047	1.11738	1.13684	2.36325	0.137312	0.168612	0.433867	1.1025	0.830922	0.709151	0.198295	0.949876	0.958165	0.985169	0.797215	2.62829	0.310302	1.06379	1.07615	0.469196	0.153125	0.498706	0.313791	0.316793	0.435429	1.35007	0.695417	0.71994	0.893072	0.46493	0.325673	0.960662	1.60708	0.201546	1.53039	0.243213	1.19889	0.113088	2.57801	1.81905	1.20008	0.552286	3.07338	0.439414	1.20397	1.02033	0.234536	0.234785	1.27521	1.82494	0.448151	0.488718	1.75154	0.428251	0.593392	0.294733	0.4905	0.839866	1.50291	1.8404	1.16207	4.41198	0.498346	0.20079	0.0106793	0.0048769	0.0101748	0.00145582	0.0233997	0.00243755	0.000230196	0.00368586	0.0102426	0.0019538	0.00207072	0.00648034	0.00659318	0.0137058	0.000796352	0.000977879	0.00251625	0.00639401	0.004819	0.00411278	0.00115003	0.00550888	0.00555695	0.00571356	0.00462351	0.015243	0.00179962	0.00616953	0.00624124	0.00272114	0.000888058	0.00289228	0.00181985	0.00183726	0.0025253	0.00782981	0.00403312	0.00417535	0.00517944	0.0026964	0.00188877	0.00557143	0.00932041	0.00116888	0.00887561	0.00141053	0.00695303	0.000655865	0.0149513	0.0105497	0.00695996	0.00320303	0.0178243	0.00254841	0.00698251	0.00591749	0.00136021	0.00136165	0.00739567	0.0105839	0.00259909	0.00283436	0.0101582	0.00248368	0.00344142	0.00170933	0.00284469	0.00487087	0.00871626	0.0106736	0.00673951	0.0255876	0.0028902	0.0011645	0.827676	0.172324	0.002286471	0.001854428	5.05153	3.25365	1.76361	0.591499	0	2.557535	2.336438	0	0	1	1	1	3.344231	0.1723239	0.8276761	1.088971	0.005799576	5.793663	0.0804195	0.376959	0.935205	2.60742
13900	-2222.68	-2017.26	-205.423	0.4889693	0.207557	0.249599	0.214543	0.328301	0.6609374	1.03182	1.1765	1.87247	1.81075	0.919017	0.426229	0.113416	0.413035	0.740973	1.01884	0.222611	0.179499	0.177399	1.27005	0.450119	0.334926	0.478152	0.0782919	0.574093	1.12864	1.5636	0.697501	4.20143	1.56701	0.196479	2.60155	0.4472	0.576663	0.543845	0.409929	1.20437	0.251461	0.256553	0.25676	1.28823	1.05854	1.58259	0.49641	1.15589	0.465608	3.8517	0.485256	0.711879	1.04209	0.86632	0.812334	1.50469	0.586653	1.37822	1.74522	0.200096	0.935239	0.470595	0.0911325	0.317911	0.701731	0.37229	0.11289	0.687698	1.33893	0.285381	0.450277	0.165787	0.93415	1.73929	2.68227	1.52186	0.82348	0.267414	1.46788	0.406922	0.542372	0.17396	0.287084	0.00539317	0.00614941	0.00978714	0.00946455	0.00480357	0.00222784	0.000592807	0.00215888	0.00387296	0.00532533	0.00116356	0.000938214	0.00092724	0.00663835	0.00235271	0.00175061	0.00249923	0.000409221	0.0030007	0.00589923	0.00817273	0.00364574	0.0219603	0.00819052	0.00102697	0.013598	0.00233745	0.00301414	0.0028426	0.00214264	0.00629509	0.00131435	0.00134097	0.00134205	0.00673338	0.00553286	0.00827198	0.00259467	0.00604166	0.00243367	0.0201323	0.00253636	0.00372089	0.00544683	0.00452813	0.00424596	0.00786479	0.00306635	0.00720374	0.00912203	0.00104587	0.00488836	0.00245973	0.000476337	0.00166168	0.00366785	0.00194591	0.000590058	0.0035945	0.0069984	0.00149165	0.00235354	0.000866544	0.00488267	0.00909103	0.0140199	0.00795453	0.00430421	0.00139773	0.00767239	0.00212692	0.0028349	0.000909265	0.00150055	0.337855	0.662145	0.1241213	0.001113685	5.13179	2.73785	1.30792	0.513152	0	1.238204	4.730849	0	1	1	1	1	3.599837	0.6621453	0.3378547	0.2942488	0.005226859	9.266391	0.0313619	0.244654	0.812073	2.91191
14000	-2217.61	-2017.74	-199.868	0.4871595	0.173205	0.267877	0.222631	0.336287	0.7081379	2.4667	0.593112	2.15742	0.433272	0.0616094	0.244882	0.3981	0.292978	0.885453	0.0662374	0.375717	1.21751	0.304228	1.34662	1.15241	0.438602	0.668755	0.191335	0.733489	0.828624	0.371914	1.13584	0.677702	0.665228	0.938478	1.51796	0.250765	1.80694	0.390476	1.3439	0.783662	0.199977	0.568489	0.510184	0.372519	0.425664	6.16729	0.694045	0.474907	0.530973	0.468509	0.0521701	0.224916	0.164633	0.677996	0.331456	2.01399	1.02841	0.963587	1.91991	1.95436	0.578102	0.493639	1.28899	0.183581	0.321187	0.0953829	0.167701	0.718209	2.66802	2.0435	1.1988	0.540933	1.89832	0.523242	0.348044	0.093259	0.790669	0.195799	2.96376	0.277805	1.05048	0.545114	1.97159	0.0100545	0.00241757	0.00879384	0.00176605	0.000251125	0.00099816	0.00162269	0.0011942	0.00360918	0.000269989	0.00153145	0.00496268	0.00124006	0.00548892	0.00469731	0.00178778	0.0027259	0.000779899	0.00298976	0.00337754	0.00151595	0.0046298	0.00276237	0.00271152	0.00382531	0.00618731	0.00102214	0.00736523	0.00159161	0.00547785	0.00319427	0.000815122	0.00231721	0.00207955	0.00151842	0.00173504	0.0251384	0.00282898	0.00193576	0.00216429	0.00190968	0.00021265	0.000916776	0.000671056	0.00276357	0.00135104	0.00820919	0.00419189	0.00392766	0.0078257	0.00796613	0.00235639	0.00201211	0.00525403	0.000748292	0.00130918	0.000388788	0.000683564	0.00292748	0.0108751	0.00832946	0.00488639	0.00220489	0.00773769	0.00213278	0.00141866	0.000380131	0.00322283	0.000798094	0.0120805	0.00113235	0.00428185	0.00222193	0.00803637	0.370827	0.629173	0.09415341	0.0009741913	5.09117	2.70482	1.77355	0.645937	0	0.958506	5.014496	0	1	1	1	1	2.809223	0.6291726	0.3708274	0.5316144	0.004076081	7.121707	0.0310332	0.243451	0.810696	2.91482
14100	-2196.68	-2006.3	-190.384	0.680931	0.201615	0.281239	0.221053	0.296093	0.7924258	1.61445	0.939729	2.94037	0.762338	0.435905	0.386391	0.183545	0.098421	0.88137	0.859463	2.55264	3.75544	0.954089	0.313643	0.863737	3.30168	0.443578	0.989961	0.336801	0.23016	0.0869765	0.405064	1.12455	1.24967	0.769802	3.24414	0.902038	0.910829	0.61725	0.443788	0.540071	0.632148	0.440035	0.203109	0.897142	0.69305	1.33641	0.137905	0.231003	0.497321	0.6403	3.24885	0.16098	0.0691444	0.546031	0.213521	0.537866	0.498361	1.44006	0.95797	0.311871	0.356636	1.06065	0.132999	0.778059	0.348724	0.485483	0.918439	1.02386	0.985141	1.21445	0.317862	0.154994	0.238588	2.93264	0.668728	0.364913	0.217855	0.958952	0.544929	0.384932	0.679959	0.353131	0.279358	0.0148831	0.00866306	0.0271063	0.00702775	0.00401847	0.00356201	0.00169204	0.000907311	0.00812507	0.00792312	0.023532	0.0346202	0.00879544	0.00289138	0.00796251	0.0304371	0.0040892	0.00912614	0.00310486	0.00212177	0.000801808	0.00373415	0.0103668	0.0115203	0.00709656	0.0299067	0.0083156	0.00839664	0.00569023	0.00409114	0.00497874	0.00582757	0.00405654	0.0018724	0.00827046	0.00638901	0.01232	0.00127131	0.00212954	0.00458464	0.00590272	0.0299501	0.00148403	0.00063742	0.00503369	0.00196838	0.00495841	0.00459423	0.0132754	0.00883122	0.00287504	0.00328771	0.00977779	0.00122607	0.00717267	0.00321478	0.00447551	0.00846679	0.00943866	0.0090817	0.0111956	0.00293027	0.00142884	0.00219947	0.0270351	0.00616479	0.00336402	0.00200833	0.00884027	0.00502352	0.00354857	0.00626832	0.0032554	0.00257531	0.41573	0.58427	0.02647302	0.0006685861	5.14251	3.28684	1.5383	0.699434	0	2.15104	3.992215	0	1	1	1	1	3.154894	0.5842703	0.4157297	0.4635361	0.009218679	6.067892	0.0701206	0.354392	0.917592	2.6579
14200	-2197.6	-2002.6	-194.998	0.5158191	0.218046	0.251642	0.225082	0.30523	0.992747	3.4351	3.17634	5.29191	0.160779	0.422767	0.82254	0.320416	0.472575	1.35483	0.482762	3.89764	0.277297	0.0749335	0.712486	0.815405	0.460182	0.567373	0.326078	1.50113	0.0675947	0.206927	0.679774	0.102293	0.584362	0.323702	0.816017	0.343528	1.82031	1.30861	0.991736	0.850848	0.295817	0.831805	0.242656	0.366516	6.06663	1.62123	0.586653	0.227781	0.470983	0.639781	2.47951	0.962716	0.493514	0.405325	0.286034	2.01821	0.339942	0.812444	0.697832	0.625961	0.401837	0.358817	0.378891	0.544859	1.0221	0.784074	0.310414	0.971029	2.45262	4.54374	0.428566	0.299083	1.5388	0.626723	0.588426	0.731526	0.365332	0.746048	1.71699	0.650725	0.258926	0.0942221	0.772996	0.0286857	0.0265249	0.0441915	0.00134262	0.00353043	0.00686883	0.00267572	0.00394636	0.0113139	0.00403143	0.0325482	0.00231564	0.000625752	0.0059498	0.00680925	0.00384287	0.004738	0.002723	0.0125356	0.000564467	0.001728	0.00567663	0.000854226	0.00487986	0.00270315	0.00681436	0.00286872	0.015201	0.0109279	0.00828175	0.00710523	0.0024703	0.0069462	0.00202637	0.00306069	0.050661	0.0135385	0.004899	0.00190215	0.00393307	0.00534266	0.0207058	0.00803941	0.00412122	0.00338477	0.0023886	0.0168536	0.00283877	0.00678453	0.00582743	0.00522725	0.00335564	0.0029964	0.00316403	0.00454998	0.00853531	0.00654761	0.00259219	0.00810883	0.0204812	0.0379437	0.00357885	0.00249757	0.0128502	0.00523362	0.0049138	0.0061088	0.0030508	0.00623007	0.0143382	0.00543405	0.00216223	0.000786826	0.0064551	0.307053	0.692947	0.1219232	0.0007489824	5.12076	3.25121	1.65282	0.61863	0	1.964954	3.023545	0	0	1	1	1	3.748004	0.6929474	0.3070526	0.2399865	0.00835076	4.178209	0.0363559	0.262118	0.831446	2.87008
14300	-2201.42	-2007.81	-193.617	0.5228382	0.184263	0.243951	0.267416	0.30437	0.6247399	3.19805	1.38119	5.22497	1.12896	0.808859	0.534754	1.84232	0.233886	0.432136	0.944737	1.04374	0.259559	0.156749	0.148899	0.0815111	0.815094	0.277155	0.8522	0.993308	0.409692	0.928194	1.01062	0.190618	0.865207	0.467434	0.519648	0.437775	0.728861	0.30601	0.275368	2.6374	1.41102	0.172661	0.450343	0.0687212	1.29361	0.121843	0.288154	0.374664	0.250421	0.42876	0.457246	0.239399	0.288139	0.39181	0.116439	1.17022	0.308769	5.04333	2.43121	0.668782	0.326552	0.72625	0.13291	0.250343	3.76925	0.656106	0.145218	0.94672	0.493562	1.39991	0.58255	2.53171	0.26199	0.760853	0.9949	0.45904	0.708141	0.216872	0.913631	1.52462	0.720708	1.36554	1.03648	0.0210192	0.0090779	0.0343412	0.0074201	0.00531623	0.00351468	0.0121087	0.00153722	0.00284022	0.00620929	0.00686002	0.00170595	0.00103023	0.000978637	0.000535732	0.00535721	0.0018216	0.0056011	0.00652853	0.0026927	0.00610057	0.00664231	0.00125284	0.00568658	0.00307221	0.00341539	0.00287728	0.00479045	0.00201126	0.00180986	0.0173344	0.00927393	0.00113482	0.00295988	0.000451671	0.00850226	0.000800812	0.0018939	0.00246248	0.0016459	0.00281803	0.00300526	0.00157345	0.00189379	0.00257518	0.000765294	0.00769128	0.00202939	0.0331473	0.0159791	0.00439558	0.00214627	0.00477329	0.00087355	0.00164538	0.0247734	0.00431227	0.000954444	0.00622233	0.00324395	0.00920093	0.00382881	0.0166397	0.00172193	0.00500071	0.00653899	0.00301705	0.00465426	0.0014254	0.00600485	0.0100206	0.00473687	0.00897502	0.00681228	0.442995	0.557005	0.01334557	0.00172996	5.07763	3.67512	1.51621	0.585879	0	1.754499	2.962418	0	0	1	1	1	4.302531	0.5570048	0.4429952	0.5152493	0.006572513	4.591499	0.0376948	0.266564	0.8362	2.85954
14400	-2213.85	-2003.63	-210.216	0.590013	0.17535	0.251005	0.256478	0.317168	0.7491114	2.56364	4.70432	5.1914	0.485489	0.645422	1.25789	0.354303	0.36739	1.86711	0.134671	1.71195	0.153021	0.322343	0.125067	0.164577	1.20884	0.0866732	0.995801	0.371323	0.279364	0.801997	1.38924	0.502686	0.777337	0.126227	0.978981	0.841355	0.967724	0.40787	0.481475	2.06371	0.571259	1.28395	0.501924	1.58144	0.197562	1.19831	1.69754	0.207104	0.73512	0.979566	0.771641	5.01777	0.234554	1.08647	0.155914	1.33144	1.07563	2.2823	1.34975	1.3597	0.751059	0.278126	0.312799	0.857117	0.266689	0.248285	0.201961	1.2407	1.3902	1.11289	0.114001	0.434886	0.304428	0.520553	1.0232	0.0773041	0.612913	0.213406	0.690955	1.00915	0.544286	0.243788	0.906905	0.0131436	0.0241186	0.0266159	0.00248906	0.00330903	0.00644911	0.00181648	0.00188358	0.00957254	0.000690445	0.00877701	0.000784528	0.00165263	0.000641206	0.000843771	0.00619765	0.000444366	0.00510539	0.00190374	0.00143228	0.00411177	0.00712251	0.00257723	0.00398534	0.000647154	0.00501915	0.00431356	0.00496144	0.00209111	0.00246848	0.0105805	0.0029288	0.00658271	0.00257332	0.00810791	0.00101288	0.00614364	0.00870314	0.00106181	0.0037689	0.00502215	0.00395614	0.0257257	0.00120254	0.00557024	0.000799358	0.00682616	0.00551466	0.0117011	0.00692006	0.00697106	0.00385062	0.00142593	0.00160369	0.00439437	0.00136729	0.00127293	0.00103544	0.00636095	0.00712742	0.00570571	0.000584476	0.00222963	0.00156077	0.00266883	0.00524586	0.000396332	0.00314236	0.00109411	0.00354247	0.00517381	0.00279051	0.00124988	0.00464963	0.458395	0.541605	0.111894	0.0006462334	5.14332	3.13542	1.38926	0.616896	0	3.25416	3.662632	0	1	1	1	1	5.005499	0.5416052	0.4583948	0.3908539	0.005126917	8.22726	0.051055	0.306675	0.876137	2.76613
