Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rate_multiplier[5]	branch_rate_multiplier[6]	branch_rate_multiplier[7]	branch_rate_multiplier[8]	branch_rate_multiplier[9]	branch_rate_multiplier[10]	branch_rate_multiplier[11]	branch_rate_multiplier[12]	branch_rate_multiplier[13]	branch_rate_multiplier[14]	branch_rate_multiplier[15]	branch_rate_multiplier[16]	branch_rate_multiplier[17]	branch_rate_multiplier[18]	branch_rate_multiplier[19]	branch_rate_multiplier[20]	branch_rate_multiplier[21]	branch_rate_multiplier[22]	branch_rate_multiplier[23]	branch_rate_multiplier[24]	branch_rate_multiplier[25]	branch_rate_multiplier[26]	branch_rate_multiplier[27]	branch_rate_multiplier[28]	branch_rate_multiplier[29]	branch_rate_multiplier[30]	branch_rate_multiplier[31]	branch_rate_multiplier[32]	branch_rate_multiplier[33]	branch_rate_multiplier[34]	branch_rate_multiplier[35]	branch_rate_multiplier[36]	branch_rate_multiplier[37]	branch_rate_multiplier[38]	branch_rate_multiplier[39]	branch_rate_multiplier[40]	branch_rate_multiplier[41]	branch_rate_multiplier[42]	branch_rate_multiplier[43]	branch_rate_multiplier[44]	branch_rate_multiplier[45]	branch_rate_multiplier[46]	branch_rate_multiplier[47]	branch_rate_multiplier[48]	branch_rate_multiplier[49]	branch_rate_multiplier[50]	branch_rate_multiplier[51]	branch_rate_multiplier[52]	branch_rate_multiplier[53]	branch_rate_multiplier[54]	branch_rate_multiplier[55]	branch_rate_multiplier[56]	branch_rate_multiplier[57]	branch_rate_multiplier[58]	branch_rate_multiplier[59]	branch_rate_multiplier[60]	branch_rate_multiplier[61]	branch_rate_multiplier[62]	branch_rate_multiplier[63]	branch_rate_multiplier[64]	branch_rate_multiplier[65]	branch_rate_multiplier[66]	branch_rate_multiplier[67]	branch_rate_multiplier[68]	branch_rate_multiplier[69]	branch_rate_multiplier[70]	branch_rate_multiplier[71]	branch_rate_multiplier[72]	branch_rate_multiplier[73]	branch_rate_multiplier[74]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	epoch_times[5]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	ingroup_older_island[4]	ingroup_older_island[5]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
1000	-2191.99	-2001.27	-190.726	0.3969849	0.186287	0.240476	0.257302	0.315935	0.7203128	4.12234	0.434695	2.49805	0.396491	0.394277	0.530436	0.508222	0.509698	2.34966	1.29415	2.33572	0.0681258	0.174308	0.645098	0.06375	1.97164	0.805169	0.335509	0.760064	1.07698	0.635414	0.42521	0.15348	1.34853	0.110798	0.499736	0.281703	0.874384	0.401029	0.157709	0.661735	0.437378	0.288743	0.254138	1.42846	1.3572	1.01191	0.928916	0.338698	0.619353	0.643128	0.587235	0.673063	1.12785	0.130378	0.0566534	0.970102	0.823014	1.43661	2.86589	0.370305	0.499984	0.86017	0.511107	0.322847	0.895984	0.160651	1.18298	0.617864	1.45946	0.687998	0.197231	0.254954	0.634684	0.112748	0.315331	0.160314	0.193984	0.199354	1.54859	1.02763	2.69072	0.922208	0.250494	0.0232351	0.00245011	0.01408	0.00223478	0.0022223	0.00298974	0.00286453	0.00287285	0.0132436	0.00729435	0.013165	0.000383983	0.000982467	0.00363602	0.00035932	0.0111129	0.00453824	0.00189106	0.00428402	0.00607025	0.00358144	0.00239665	0.000865072	0.00760083	0.000624499	0.00281671	0.00158779	0.00492837	0.00226036	0.000888906	0.0037298	0.00246523	0.00162747	0.00143242	0.00805136	0.00764969	0.00570352	0.00523573	0.00190903	0.00349092	0.00362492	0.00330988	0.00379364	0.00635701	0.00073486	0.000319321	0.00546787	0.00463883	0.00809731	0.0161532	0.00208718	0.00281811	0.00484825	0.0028808	0.00181969	0.00505011	0.000905489	0.00666775	0.00348252	0.00822611	0.00387783	0.00111167	0.00143702	0.00357732	0.000635492	0.00177733	0.000903594	0.00109337	0.00112363	0.00872848	0.00579211	0.0151659	0.00519792	0.00141188	0.291093	0.708907	0.05730207	0.001075606	5.12244	2.84796	1.45614	0.500066	0	2.334471	2.87685	0	1	1	1	1	4.093548	0.7089069	0.2910931	0.4918292	0.005636388	5.234383	0.0162818	0.1795	0.727997	3.07622
1100	-2205.19	-2014.52	-190.671	0.3837133	0.176857	0.242938	0.259936	0.320269	1.012694	1.78891	0.665778	2.04695	0.439675	0.0561825	0.0939928	0.587571	0.469243	0.249182	0.769379	0.359338	1.38953	0.163087	0.297536	0.240955	0.125229	0.342945	1.53389	0.252068	0.248496	1.70847	1.48612	5.57834	1.4814	0.194485	1.45143	0.487653	1.55928	0.668995	0.665116	0.171494	0.12012	0.0799834	0.691613	0.123402	1.56761	0.499074	0.565663	0.733471	0.310148	8.5283	0.282368	0.262211	0.691214	2.83092	0.146905	2.22274	0.203083	1.48337	1.92445	1.75118	0.640469	0.615839	0.377699	0.0514328	0.411194	1.05781	0.409614	1.03831	0.876354	0.26147	0.795747	0.304502	0.458619	1.60649	0.363761	0.0911137	0.858546	0.258133	1.23674	0.774478	1.61624	1.50568	1.30839	0.015959	0.00593946	0.018261	0.00392238	0.000501209	0.000838517	0.00524177	0.00418616	0.00222298	0.00686369	0.00320569	0.0123961	0.00145491	0.00265434	0.00214958	0.00111718	0.00305944	0.013684	0.00224872	0.00221685	0.0152414	0.0132578	0.0497648	0.0132157	0.00173502	0.0129483	0.00435039	0.0139105	0.00596816	0.00593355	0.00152991	0.0010716	0.000713538	0.00616993	0.00110088	0.0139847	0.00445228	0.00504632	0.00654336	0.00276686	0.0760817	0.00251903	0.0023392	0.00616638	0.0252549	0.00131056	0.0198292	0.00181172	0.0132333	0.0171681	0.0156224	0.00571368	0.00549395	0.00336949	0.000458836	0.00366829	0.00943683	0.0036542	0.00926284	0.00781802	0.0023326	0.00709892	0.00271649	0.00409138	0.0143317	0.00324514	0.000812833	0.00765916	0.00230283	0.0110331	0.00690918	0.0144186	0.0134323	0.0116723	0.316418	0.683582	0.01337297	0.0003609781	5.06015	2.61389	1.44666	0.580575	0	2.191947	2.224341	0	0	1	1	1	3.400083	0.6835816	0.3164184	0.4003998	0.008921082	3.721669	0.0144366	0.169489	0.713037	3.10304
1200	-2212.89	-2009.19	-203.701	0.7686913	0.219934	0.255682	0.217259	0.307124	0.5907829	1.26763	0.292258	1.21874	0.107825	1.61587	0.318523	0.229087	0.513143	10.0853	0.650864	0.239779	0.55256	0.152702	0.381559	0.63322	0.495628	0.530127	0.331458	1.03114	0.466315	0.29263	0.884267	1.1917	0.20588	0.177642	3.18903	0.557837	0.638049	0.126438	0.659665	0.194313	0.603595	0.998204	0.330811	0.593999	1.45976	0.613025	0.135814	0.662274	0.536842	1.03803	0.289115	0.33201	0.631009	0.340602	0.278306	1.15758	0.92497	5.10518	6.39485	0.463752	1.88296	0.572334	0.708454	0.471632	0.204343	0.643757	1.2733	1.09647	0.510663	0.165544	0.287972	0.0314725	1.36079	0.638407	0.0613121	0.470287	0.350734	0.729978	0.734887	1.08156	0.117701	1.8172	1.25008	0.00537531	0.0012393	0.005168	0.000457226	0.00685201	0.00135068	0.000971433	0.00217596	0.0427664	0.00275996	0.00101677	0.0023431	0.000647525	0.00161798	0.00268514	0.00210169	0.00224798	0.00140553	0.00437251	0.00197739	0.00124088	0.00374969	0.00505333	0.000873027	0.000753281	0.0135229	0.00236548	0.00270562	0.000536156	0.00279728	0.000823974	0.00255952	0.00423284	0.00140279	0.00251883	0.00619003	0.0025995	0.000575913	0.00280834	0.00227645	0.00440173	0.00122598	0.00140787	0.00267577	0.00144431	0.00118015	0.00490869	0.00392229	0.0216483	0.0271171	0.00196652	0.0079846	0.00242696	0.00300417	0.00199993	0.000866508	0.00272982	0.00539938	0.00464953	0.00216544	0.000701981	0.00122113	0.000133458	0.00577035	0.00270714	0.000259991	0.00199423	0.00148727	0.00309544	0.00311626	0.00458631	0.000499105	0.00770575	0.00530091	0.115617	0.884383	0.08372193	0.0009811526	5.1403	2.65238	1.35378	0.674788	0	1.71864	3.257037	0	1	1	1	1	2.693649	0.8843832	0.1156168	0.3967073	0.004240454	11.19123	0.0888814	0.394217	0.947887	2.56901
1300	-2221.25	-2011.07	-210.189	0.7326044	0.210767	0.235814	0.2453	0.308119	0.9023023	2.7269	1.08978	4.03679	0.197269	0.353904	0.363422	0.451256	0.176449	0.805617	0.320053	0.0975858	0.723096	0.652462	0.145516	0.0776353	0.496205	1.04579	0.151037	0.785939	0.0533367	0.0828823	2.03033	1.73468	0.130299	0.444665	6.64492	0.373102	0.770418	0.187989	2.17714	0.735825	1.31247	0.271863	0.999699	1.50628	0.433574	0.381616	1.19382	0.476935	3.08823	0.985728	0.245766	4.74435	0.303893	0.642988	0.281083	2.62807	0.753751	2.0469	3.10482	2.00329	0.799589	0.292709	0.476965	5.37818	1.79559	0.296408	0.157276	0.982463	0.257254	0.85514	1.42972	0.047416	3.00068	2.5643	0.739912	0.407738	0.328365	0.422325	1.32067	0.25513	0.944355	0.922181	1.0674	0.0176268	0.00704442	0.026094	0.00127515	0.00228765	0.00234918	0.00291694	0.00114057	0.00520755	0.00206884	0.0006308	0.00467413	0.00421755	0.000940624	0.000501839	0.0032075	0.00676004	0.000976312	0.00508035	0.000344772	0.000535756	0.0131242	0.0112131	0.000842263	0.00287434	0.0429531	0.00241175	0.00498002	0.00121517	0.0140732	0.00475641	0.00848387	0.00175734	0.00646211	0.00973667	0.00280265	0.00246679	0.00771692	0.00308293	0.0199625	0.0063718	0.00158864	0.0306677	0.00196438	0.00415631	0.00181693	0.016988	0.00487229	0.0132313	0.0200697	0.0129494	0.00516859	0.00189209	0.00308313	0.0347649	0.0116068	0.001916	0.00101664	0.00635069	0.00166291	0.00552767	0.00924179	0.0003065	0.0193965	0.0165758	0.00478283	0.00263564	0.00212257	0.00272993	0.00853691	0.00164918	0.00610436	0.00596103	0.00689972	0.230221	0.769779	0.0682699	0.001029984	5.06422	2.90423	1.77918	0.679982	0	2.052559	3.1067	0	1	1	1	1	2.711061	0.7697785	0.2302215	0.4254758	0.006464054	5.712856	0.0811617	0.378516	0.936376	2.60395
1400	-2225.05	-2006.84	-218.208	0.7092998	0.212968	0.255622	0.222302	0.309108	0.7251587	2.82273	1.60953	2.95142	0.333357	0.810966	2.17971	1.37758	0.29154	0.915389	0.703629	2.41266	0.660731	0.0399785	0.407963	0.19062	0.341245	0.731465	1.42412	3.05418	2.74718	0.146276	0.90198	0.867141	4.32519	0.416195	2.63686	0.845396	0.347939	0.811879	1.21013	0.165148	0.54237	0.0339345	0.3896	0.627052	1.52423	0.630683	1.349	0.435237	0.678749	1.04316	0.129432	0.580259	4.01501	0.445418	0.687746	1.36373	1.11589	2.16827	3.55127	0.946714	0.244415	1.05223	1.00739	0.269801	0.258359	0.316758	0.166151	1.38286	0.490284	0.48144	0.141966	0.192944	0.406225	0.363164	0.993934	0.217701	0.254854	0.0748372	3.29871	2.80144	3.87136	2.45215	0.739149	0.0104511	0.00595922	0.0109275	0.00123424	0.00300257	0.00807028	0.00510044	0.00107942	0.00338919	0.00260516	0.00893277	0.00244633	0.000148019	0.00151047	0.000705765	0.00126345	0.00270822	0.00527273	0.011308	0.0101713	0.000541583	0.00333955	0.00321056	0.0160139	0.00154095	0.00976287	0.00313005	0.00128823	0.00300595	0.00448047	0.000611455	0.00200811	0.000125641	0.00144248	0.00232164	0.00564339	0.00233508	0.00499461	0.00161145	0.00251304	0.00386228	0.000479216	0.00214839	0.0148654	0.00164914	0.00254635	0.00504914	0.00413155	0.00802793	0.0131484	0.00350517	0.000904937	0.00389584	0.00372983	0.000998928	0.000956564	0.00117278	0.000615169	0.00511999	0.00181526	0.00178251	0.000525623	0.000714368	0.00150403	0.0013446	0.00368	0.00080603	0.000943586	0.000277082	0.0122133	0.0103722	0.0143336	0.00907899	0.00273667	0.314377	0.685623	0.1588498	0.001568279	5.12266	3.45728	1.45176	0.673109	0	0.6954446	3.854361	0	1	1	1	1	3.231972	0.6856234	0.3143766	0.2410826	0.003702463	5.286589	0.0761757	0.367885	0.928266	2.62767
1500	-2208.01	-2002.7	-205.312	0.5254224	0.222031	0.2665	0.214155	0.297314	0.5517074	1.81621	0.758458	2.08921	0.131648	0.239529	1.33049	0.0581217	2.07854	1.76177	0.939578	4.03605	0.906777	0.18654	0.146728	0.419753	0.141361	0.346086	1.09832	0.822955	0.234683	0.0591826	0.611879	0.783277	0.633277	0.427455	1.35871	0.278103	0.402542	0.385755	0.215202	2.56436	0.18145	0.214874	0.494076	0.58223	0.331866	0.166965	0.177987	0.73825	0.298169	1.01354	0.0411388	0.185563	0.236328	0.192003	1.48207	1.13655	0.357687	1.34097	1.52798	0.857628	0.58575	0.526712	0.50933	0.442052	0.282147	0.662917	0.833191	0.599689	1.09355	1.91539	0.321984	0.453947	4.29637	0.129998	0.285835	0.218028	0.191398	1.15993	1.06777	0.260787	2.2867	0.627547	0.815109	0.0113467	0.00473843	0.0130522	0.000822467	0.00149644	0.0083122	0.000363112	0.0129856	0.0110066	0.00586997	0.025215	0.00566505	0.0011654	0.000916679	0.00262238	0.000883145	0.00216216	0.00686171	0.00514137	0.00146617	0.00036974	0.00382268	0.00489348	0.00395637	0.00267051	0.0084885	0.00173743	0.00251486	0.00240999	0.00134446	0.0160207	0.0011336	0.00134241	0.00308671	0.00363745	0.00207332	0.00104311	0.00111196	0.00461218	0.0018628	0.00633205	0.000257013	0.0011593	0.00147645	0.00119953	0.00925914	0.00710056	0.00223463	0.00837762	0.00954599	0.00535799	0.00365944	0.00329061	0.00318202	0.0027617	0.0017627	0.00414154	0.00520532	0.00374653	0.00683192	0.0119663	0.00201158	0.00283601	0.0268413	0.000812154	0.00178574	0.00136212	0.00119575	0.0072466	0.00667081	0.00162925	0.0142861	0.00392057	0.00509236	0.0561524	0.943848	0.02393225	0.001381343	5.14982	2.66419	1.63373	0.587975	0	4.775157	5.056045	0	1	1	1	1	4.168194	0.9438476	0.05615236	0.2961375	0.006247453	7.233441	0.0381909	0.268189	0.83792	2.8557
1600	-2206.77	-2004.44	-202.329	0.6306223	0.218225	0.241258	0.240637	0.299881	0.9020969	2.95182	0.645776	3.32643	0.432027	0.4608	0.646356	1.00413	1.00081	0.67609	1.08292	2.04604	0.21511	0.690648	0.235918	0.473739	0.547744	1.00068	0.837421	1.77176	0.777602	0.189909	1.30526	0.460282	0.747201	0.35022	2.23676	2.1916	0.399415	0.388757	1.0923	0.66009	0.216447	0.0673887	0.942213	0.66736	0.371689	4.71051	0.335592	0.301314	0.142935	1.92262	0.480891	0.454189	1.15054	0.751131	1.62123	1.39569	0.23748	4.01456	3.47633	3.52927	0.15784	0.668155	0.12922	0.198271	0.277603	0.72692	0.191606	1.81636	2.50072	0.260705	0.169847	0.50075	0.645196	0.467748	1.02953	0.17057	0.214102	0.265292	1.85581	0.488228	6.21775	0.487061	0.858315	0.0214683	0.00469666	0.0241928	0.00314208	0.00335135	0.00470088	0.00730293	0.00727876	0.00491713	0.00787599	0.0148806	0.00156447	0.00502301	0.00171581	0.00344545	0.00398368	0.00727782	0.00609048	0.0128858	0.00565542	0.00138119	0.00949299	0.00334759	0.00543431	0.00254711	0.0162677	0.0159393	0.0029049	0.00282739	0.0079442	0.00480076	0.00157419	0.000490111	0.00685262	0.00485364	0.00270325	0.034259	0.00244072	0.00219143	0.00103955	0.013983	0.00349747	0.00330327	0.00836777	0.0054629	0.011791	0.0101507	0.00172717	0.0291974	0.025283	0.025668	0.00114795	0.00485942	0.000939805	0.00144201	0.00201898	0.00528681	0.00139353	0.0132102	0.0181875	0.00189608	0.00123528	0.0036419	0.00469244	0.00340188	0.00748767	0.00124054	0.00155714	0.00192944	0.0134971	0.00355083	0.0452211	0.00354235	0.00624243	0.0628492	0.937151	0.01054814	0.001121532	5.06489	2.49138	1.76865	0.699714	0	2.155021	2.987041	0	1	1	1	1	4.708539	0.9371508	0.06284922	0.2524808	0.007272896	4.19206	0.0594791	0.328872	0.896172	2.71548
1700	-2190.73	-2009.44	-181.289	0.40241	0.202178	0.257062	0.239909	0.300852	0.9088838	1.3881	0.380485	1.11552	0.117321	0.274056	0.240985	0.681698	0.777095	0.325892	0.053989	0.184316	0.437342	0.787968	1.87526	0.115848	2.03451	0.0145364	0.689414	1.49318	0.36013	0.127852	0.933368	1.00472	0.103896	0.338561	2.26959	0.40112	2.08837	0.492237	1.8074	0.772141	0.305269	0.491816	0.133427	0.637511	3.36275	0.659422	0.456652	0.998363	0.16464	0.903425	0.10651	1.15651	1.40538	1.01339	0.208985	0.272717	0.429385	0.923639	1.07431	1.30718	0.57292	0.462596	0.166534	0.26202	0.431355	0.171662	0.109876	0.411353	0.106847	0.179043	0.0746317	0.125685	1.62289	0.299108	0.642155	0.87153	0.295478	0.0699297	1.18379	0.44284	0.26398	1.07867	1.62233	0.0105869	0.00290193	0.00850797	0.000894797	0.00209021	0.00183797	0.00519925	0.00592684	0.00248555	0.000411769	0.00140576	0.00333557	0.00600977	0.0143025	0.00088356	0.0155171	0.000110868	0.0052581	0.0113883	0.00274668	0.00097512	0.00711872	0.0076629	0.000792404	0.00258218	0.0173099	0.00305931	0.0159278	0.00375425	0.0137849	0.00588906	0.00232826	0.00375104	0.00101764	0.00486224	0.0256474	0.00502936	0.00348285	0.00761443	0.00125569	0.00689035	0.00081234	0.00882061	0.0107187	0.00772907	0.00159391	0.00207999	0.00327488	0.00704452	0.00819366	0.00996979	0.00436961	0.00352818	0.00127014	0.00199841	0.00328991	0.00130925	0.000838011	0.00313736	0.000814911	0.00136554	0.00056921	0.000958589	0.0123777	0.00228127	0.00489766	0.00664708	0.00225359	0.000533348	0.00902867	0.0033775	0.00201335	0.00822691	0.0123733	0.232595	0.767405	0.00530721	0.0008948475	5.14979	3.06831	1.6273	0.67322	0	1.355243	3.122717	0	1	1	1	1	3.2475	0.7674046	0.2325954	0.4698794	0.007626917	5.425667	0.0170636	0.183554	0.733875	3.06551
1800	-2225.42	-2010.97	-214.448	0.3435319	0.203073	0.2582	0.240972	0.297755	0.5166205	1.394	1.10342	1.28208	0.0357425	1.13022	0.834013	1.57334	0.336529	2.17956	0.787472	0.31934	0.377914	0.667118	0.803224	0.305255	0.458939	0.413907	0.161024	2.01151	0.190268	0.584207	1.1898	1.65621	0.433557	0.281916	0.522238	0.37844	0.156791	0.551486	0.143973	0.311478	0.390816	1.16713	0.340366	0.940849	1.1246	1.5162	6.72751	0.586933	0.242339	1.96012	0.177781	0.516436	0.261924	0.0595519	0.133103	2.10254	0.207077	4.93559	2.87405	1.4417	1.07572	0.902934	0.266984	0.311502	0.219591	0.583315	0.178797	1.02744	0.640274	0.676272	0.247931	2.82696	0.205328	0.0820217	0.106752	0.216963	0.14924	0.58832	3.59482	0.948345	1.29063	0.453734	0.398266	0.00566156	0.0044814	0.00520701	0.000145164	0.00459026	0.00338724	0.00638992	0.00136677	0.00885201	0.00319822	0.00129696	0.00153485	0.00270942	0.00326219	0.00123975	0.00186392	0.00168103	0.000653979	0.00816951	0.000772748	0.00237268	0.00483221	0.00672651	0.00176084	0.00114497	0.002121	0.00153699	0.000636787	0.00223979	0.000584727	0.00126503	0.00158725	0.00474017	0.00138235	0.00382114	0.00456743	0.00615784	0.0273229	0.00238375	0.000984227	0.00796079	0.000722035	0.00209744	0.00106377	0.000241863	0.000540583	0.00853921	0.000841019	0.0200453	0.0116726	0.00585529	0.0043689	0.00366715	0.00108432	0.00126513	0.00089184	0.00236906	0.000726161	0.00417284	0.00260039	0.00274659	0.00100694	0.0114814	0.000833914	0.000333121	0.000433558	0.000881169	0.00060612	0.00238939	0.0145999	0.00385158	0.00524171	0.00184278	0.00161751	0.169012	0.830988	0.05042571	0.001255907	5.08945	3.04244	1.76999	0.625881	0	2.094716	3.851128	0	1	1	1	1	3.709884	0.8309885	0.1690115	0.3286096	0.004061375	11.63813	0.00948039	0.138518	0.662166	3.18984
1900	-2206.39	-2008.42	-197.976	0.8417637	0.213001	0.241382	0.209324	0.336293	0.8679695	2.9766	1.43524	2.53566	0.387581	0.267106	0.191848	1.56173	0.852021	0.876377	0.0916768	0.412732	0.514772	0.177617	1.28432	0.155433	1.49472	0.920946	0.671938	0.257997	0.64087	0.180693	0.954133	0.0774628	0.997331	0.788554	3.15036	0.712068	1.08498	0.304628	0.735893	3.53057	0.173031	1.26627	0.369013	0.584868	0.499253	0.529118	0.208755	0.163145	0.080386	1.13975	0.556207	0.945954	0.489075	0.335	1.5978	2.53866	0.338061	2.62209	1.68583	1.71992	0.905678	3.21052	0.516469	0.173741	0.282979	1.492	1.30765	0.519842	1.73326	0.742709	0.560812	0.511321	0.0918221	0.133854	0.142325	0.360568	0.277465	0.334377	3.13197	0.598479	1.90409	0.644967	1.54753	0.0197841	0.00953939	0.0168534	0.00257608	0.00177534	0.00127512	0.0103801	0.005663	0.00582489	0.000609335	0.00274324	0.00342146	0.00118054	0.00853629	0.0010331	0.00993473	0.00612112	0.00446608	0.00171479	0.00425958	0.00120098	0.0063417	0.000514861	0.00662881	0.00524117	0.0209391	0.0047328	0.00721136	0.00202472	0.00489115	0.0234661	0.00115006	0.00841631	0.00245267	0.00388736	0.00331831	0.00351681	0.0013875	0.00108435	0.00053429	0.00757542	0.00369686	0.00628734	0.00325066	0.00222659	0.0106198	0.0168733	0.00224694	0.0174279	0.0112049	0.0114316	0.00601964	0.0213389	0.00343274	0.00115478	0.00188083	0.00991668	0.00869138	0.00345516	0.0115202	0.00493646	0.00372747	0.00339852	0.0006103	0.00088967	0.000945972	0.00239654	0.00184419	0.00222245	0.0208168	0.00397782	0.0126556	0.00428681	0.0102858	0.00859652	0.991403	0.02906207	0.0003841489	5.1094	3.3626	1.53383	0.628847	0	1.331653	3.235168	0	0	1	1	1	3.455367	0.9914035	0.008596521	0.2520488	0.006646554	4.708254	0.10441	0.42342	0.967888	2.50428
2000	-2191.55	-1999.62	-191.935	0.4875104	0.20417	0.231374	0.266473	0.297982	0.8810198	2.85415	0.853953	2.9099	0.565225	0.306097	0.908977	0.143844	0.671629	1.2881	1.32037	0.700113	0.205467	1.32444	1.85925	0.956528	0.309778	0.174726	0.39998	0.525132	0.428278	0.331181	1.6055	0.223917	1.44226	0.12307	1.88595	0.551456	1.08478	0.808346	0.0964242	1.29499	0.112264	0.211094	0.814096	0.211818	0.437183	0.553168	0.225603	0.26245	1.61447	0.865627	0.514541	0.887297	1.32807	0.364942	0.213463	0.371283	0.34828	0.93614	2.07597	1.338	0.229189	0.588179	1.03473	0.225265	0.194931	1.75949	0.0964732	1.53502	1.29397	0.248939	1.06609	0.102317	3.14427	0.188486	0.40546	0.613334	0.815487	0.18533	1.18925	1.272	1.88398	0.0906531	2.59994	0.0176326	0.00527561	0.0179769	0.00349188	0.00189103	0.00561553	0.00088865	0.00414923	0.0079577	0.00815704	0.0043252	0.00126935	0.0081822	0.0114862	0.0059093	0.00191377	0.00107943	0.00247102	0.0032442	0.00264584	0.00204599	0.00991858	0.00138333	0.00891009	0.000760312	0.0116512	0.00340682	0.0067016	0.00499385	0.000595696	0.00800026	0.000693551	0.00130411	0.00502938	0.00130858	0.00270086	0.0034174	0.00139374	0.00162138	0.00997398	0.00534773	0.00317877	0.0054816	0.00820463	0.00225456	0.00131875	0.00229373	0.00215163	0.00578335	0.012825	0.00826597	0.0014159	0.00363369	0.0063924	0.00139165	0.00120426	0.0108699	0.000595999	0.00948314	0.00799399	0.00153791	0.00658618	0.000632103	0.0194249	0.00116444	0.00250488	0.0037891	0.00503797	0.00114495	0.00734701	0.00785823	0.0116389	0.000560043	0.0160621	0.550559	0.449441	0.04267174	0.002114503	5.09098	3.41277	1.48529	0.698287	0	0.7834029	2.968603	0	0	1	1	1	4.375361	0.4494413	0.5505587	0.3836562	0.006177865	5.593443	0.0310969	0.243684	0.810964	2.91426
2100	-2203.54	-2007.21	-196.326	0.4033161	0.198128	0.226691	0.241055	0.334126	0.9474191	2.17147	2.59385	4.03228	1.38337	1.13469	1.34904	1.75867	0.3512	1.31744	0.409336	3.23189	0.219076	0.784535	0.109888	0.76278	0.150216	0.954826	1.02706	0.325711	0.113984	1.17513	0.391457	0.738128	0.39482	0.325572	1.7988	0.561366	2.03038	0.161018	0.446599	0.662811	0.252549	2.07149	0.138847	0.29958	0.173712	0.42991	2.00747	0.105194	0.606557	1.48	0.659782	0.260409	2.5027	1.61146	0.29156	1.13674	0.575508	1.84673	4.27766	1.19014	0.807794	0.357873	0.119146	1.4754	0.498631	0.686336	0.4739	1.65233	0.356067	0.206398	0.635042	0.491636	0.750076	0.932387	0.174306	0.413219	0.304129	0.138832	1.20493	0.464938	2.2591	0.159834	0.51921	0.0142918	0.0170717	0.0265389	0.00910484	0.00746809	0.00887884	0.0115749	0.00231146	0.00867089	0.0026941	0.0212711	0.00144188	0.00516351	0.00072324	0.00502033	0.000988662	0.0062843	0.00675972	0.00214371	0.0007502	0.00773423	0.00257642	0.00485808	0.00259855	0.00214279	0.011839	0.0036947	0.0133632	0.00105976	0.00293934	0.00436237	0.00166218	0.0136338	0.000913835	0.00197172	0.00114331	0.00282951	0.0132124	0.000692346	0.00399213	0.00974079	0.00434243	0.00171392	0.0164718	0.010606	0.00191894	0.00748162	0.00378777	0.0121545	0.0281539	0.00783304	0.0053166	0.00235538	0.000784173	0.00971055	0.0032818	0.0045172	0.00311903	0.010875	0.0023435	0.00135844	0.00417961	0.00323576	0.00493671	0.00613662	0.00114722	0.00271965	0.00200166	0.000913738	0.00793041	0.00306004	0.0148686	0.00105197	0.00341725	0.0341366	0.965863	0.002784461	0.001595784	5.13745	3.67672	1.65413	0.565945	0	2.457484	2.911637	0	0	1	1	1	4.249635	0.9658634	0.03413662	0.5418287	0.006581621	4.831261	0.0171957	0.184229	0.734844	3.06373
